,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anthony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collected Maxims and Other Reflections,"La Rochefoucauld, François de",0199540004,9780199540006,0199540004,354        pp,4.04,"4,031",1665,"Jul 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2022",,Paperback,view,/book/show/4230569-collected-maxims-and-other-reflections
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butcher's Crossing,"Williams, John",1590171985,9781590171981,1590171985,274        pp,4.17,"23,535",1960,"Jan 16, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2022",,Paperback,view,/book/show/457228.Butcher_s_Crossing
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Owl,"Hedayat, Sadegh",0802131808,9780802131805,B000NKQDGC,148        pp,3.97,"28,355",1936,1957,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 03, 2022","May 20, 2022","May 28, 2022",,Paperback,view,/book/show/45967.The_Blind_Owl
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wittgenstein’s Nephew,"Bernhard, Thomas",0226043924,9780226043920,0226043924,101        pp,4.03,"5,836",1982,"Feb 15, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 10, 2022","Jun 22, 2022","May 28, 2022",,Paperback,view,/book/show/92578.Wittgenstein_s_Nephew
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moby-Dick or The Whale,"Melville, Herman",0140390847,9780140390841,0140390847,654        pp,3.54,"560,677","Oct 18, 1851","Dec 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 18, 2022","Oct 05, 2022","Apr 18, 2022",,Paperback,view,/book/show/524311.Moby_Dick_or_The_Whale
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corrections,"Franzen, Jonathan",0007144415,9780007144419,0007144415,653        pp,3.83,"182,761",2001,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Mar 04, 2022","Apr 18, 2022","Mar 04, 2022",,Paperback,view,/book/show/832574.The_Corrections
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street of Crocodiles,"Schulz, Bruno",0140186255,9780140186253,0140186255,160        pp,3.99,"16,084",1933,"Mar 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2022",,Paperback,view,/book/show/244261.The_Street_of_Crocodiles
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vertigo,"Sebald, W.G.",,,B00BB78XVE,276        pp,4.00,"5,373",1990,"Nov 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2022",,Kindle Edition,view,/book/show/18888318-vertigo
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tenant of Wildfell Hall,"Brontë, Anne",024119895X,9780241198957,024119895X,576        pp,4.01,"115,937",Jun 1848,"Jan 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2022",,Hardcover,view,/book/show/26027451-the-tenant-of-wildfell-hall
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Austerlitz,"Sebald, W.G.",0140297995,9780140297997,0140297995,415        pp,4.00,"21,976",Nov 2001,"Jul 04, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jan 08, 2022","Jun 15, 2022","Jan 08, 2022",,Paperback,view,/book/show/88442.Austerlitz
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",,,B08NH7S569,240        pp,3.65,"33,277","Jul 20, 2021","Jul 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Jan 12, 2022","Jan 14, 2022","Dec 27, 2021",,Kindle Edition,view,/book/show/57356972-intimacies
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0307742482,9780307742483,0307742482,377        pp,4.15,"339,994","Apr 18, 2017","Apr 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“History is a merciless judge. It lays bare our tragic blunders and foolish missteps and exposes our most intimate secrets, wielding the power of hind“History is a merciless judge. It lays bare our tragic blunders and foolish missteps and exposes our most intimate secrets, wielding the power of hindsight like an arrogant detective who seems to know the end of the mystery from the outset.” ...more",Notes are private!,0,8,1,"Dec 27, 2021","Dec 30, 2021","Dec 27, 2021",,Paperback,view (with text),/book/show/35954609-killers-of-the-flower-moon
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Apprentice,"Murdoch, Iris",0099285258,9780099285250,0099285258,572        pp,3.84,"1,621",1985,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2021",,Paperback,view,/book/show/2851108-good-apprentice
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passion According to G.H.,"Lispector, Clarice",0141197358,9780141197357,0141197358,208        pp,4.14,"12,216",1964,"Jan 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 06, 2022","Apr 13, 2022","Dec 27, 2021",,Paperback,view,/book/show/17573206-the-passion-according-to-g-h
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fermat's Last Theorem,"Singh, Simon",1841157910,9781841157917,B00EC4O9IE,340        pp,4.29,"30,942","Apr 12, 1997","Jun 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2021",,Paperback,view,/book/show/131305.Fermat_s_Last_Theorem
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",,,,433        pp,3.96,"153,303","Jan 01, 1874","Feb 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2021",,Paperback,view,/book/show/31463.Far_From_the_Madding_Crowd
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed: Essays on a Human-Centered Planet,"Green, John*",0593412427,9780593412428,0593412427,432        pp,4.37,"124,097","May 18, 2021","Jun 08, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I give The Anthropocene Reviewed 4 stars,Notes are private!,0,4,1,"Dec 25, 2021","Dec 30, 2021","Dec 25, 2021",,Paperback,view (with text),/book/show/55655125-the-anthropocene-reviewed
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,564        pp,4.27,"903,783",1866,Mar 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Dec 09, 2021","Dec 23, 2021","Dec 09, 2021",,paperback,view,/book/show/6071324-crime-and-punishment
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Songs of W.E.B. Du Bois,"Jeffers, Honorée Fanonne",0062942964,9780062942968,,816        pp,4.52,"33,628","Aug 24, 2021","Aug 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2021",,ebook,view,/book/show/52716716-the-love-songs-of-w-e-b-du-bois
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wage-labor and Capital,"Marx, Karl",0342601695,9780342601691,0342601695,114        pp,4.22,"2,245",1891,"Oct 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 28, 2021","Nov 28, 2021","Dec 02, 2021",,Paperback,view,/book/show/42581075-wage-labor-and-capital
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Ántonia        (Great Plains Trilogy, #3)","Cather, Willa",0679741879,9780679741879,0679741879,288        pp,3.83,"137,867",Sep 1918,"Mar 15, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2021",,Paperback,view,/book/show/829165.My_ntonia
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",1408871750,9781408871751,1408871750,343        pp,3.75,"155,256",2017,"Feb 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/33290527-lincoln-in-the-bardo
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell of a Book,"Mott, Jason*",059333096X,9780593330968,059333096X,323        pp,4.05,"22,961","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2021",,Hardcover,view,/book/show/55964195-hell-of-a-book
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unreal Life of Sergey Nabokov,"Russell, Paul",1573447196,9781573447195,,381        pp,3.87,646,2010,"Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2021",,Paperback,view,/book/show/10854288-the-unreal-life-of-sergey-nabokov
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underworld,"DeLillo, Don",0684848155,9780684848150,0684848155,827        pp,3.94,"31,411","Oct 03, 1997","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2021",,Paperback,view,/book/show/399.Underworld
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phenomenology of Perception,"Merleau-Ponty, Maurice",0415834333,9780415834339,0415834333,610        pp,4.17,"6,073",1945,"Aug 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2021",,Paperback,view,/book/show/17573778-phenomenology-of-perception
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body Artist,"DeLillo, Don",033052495X,9780330524957,033052495X,132        pp,3.28,"11,284","Jan 01, 2001","Jan 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good book. beautiful and poetic.,Notes are private!,0,4,1,"Nov 09, 2021","Nov 10, 2021","Nov 09, 2021",,Paperback,view (with text),/book/show/11577246-the-body-artist
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Promise,"Galgut, Damon",,,B08S32WMD1,293        pp,3.87,"42,365","Apr 06, 2021","Jun 17, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Haunting, dark, tragic, but also undeniably a well-written book. Both the structure and its unique style of narration enhance the story in a beautifulHaunting, dark, tragic, but also undeniably a well-written book. Both the structure and its unique style of narration enhance the story in a beautiful and haunting way. The characters felt real and stay with you long after you have stopped reading.I really enjoyed this novel. Well deserved Booker Prize...more",Notes are private!,0,6,1,"Nov 28, 2021",Dec 2021,"Nov 03, 2021",,Kindle Edition,view (with text),/book/show/57974723-the-promise
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hen Who Dreamed She Could Fly,"Hwang, Sun-mi",1101615966,,B00C5R7I42,144        pp,3.99,"18,675",2000,"Nov 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Nov 04, 2021","Nov 05, 2021","Nov 01, 2021",,Kindle Edition,view,/book/show/19031355-the-hen-who-dreamed-she-could-fly
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Birds,"Vesaas, Tarjei",0241384877,9780241384879,0241384877,224        pp,4.13,"5,722",1957,"Jul 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/41081328-the-birds
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Books of Jacob,"Tokarczuk, Olga",1910695599,9781910695593,1910695599,920        pp,4.03,"7,913","Oct 23, 2014","Nov 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/41724950-the-books-of-jacob
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marshlands,"Gide, André",1681374722,9781681374727,1681374722,144        pp,3.57,798,1895,"Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2021",,Paperback,view,/book/show/53248464-marshlands
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memory of Departure,"Gurnah, Abdulrazak",,,B01M1EOP08,160        pp,3.72,767,1987,"Dec 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Kindle Edition,view,/book/show/35055179-memory-of-departure
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Admiring Silence,"Gurnah, Abdulrazak",,,B01M13CPO7,224        pp,3.99,"1,274","Jan 01, 1996","Dec 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Kindle Edition,view,/book/show/35055161-admiring-silence
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravel Heart,"Gurnah, Abdulrazak",163973001X,9781639730018,163973001X,272        pp,3.99,"2,872","May 04, 2017","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Paperback,view,/book/show/59251266-gravel-heart
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Gift,"Gurnah, Abdulrazak",1408821850,9781408821855,1408821850,279        pp,3.80,"2,216","May 01, 2011","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Paperback,view,/book/show/14325111-the-last-gift
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desertion,"Gurnah, Abdulrazak",1400095409,9781400095407,1400095409,262        pp,3.89,"1,470","Jul 26, 2005","Jul 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Paperback,view,/book/show/77817.Desertion
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By the Sea,"Gurnah, Abdulrazak",0747557853,9780747557852,0747557853,245        pp,3.90,"3,489",2001,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Paperback,view,/book/show/77818.By_the_Sea
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradise,"Gurnah, Abdulrazak",0747573999,9780747573999,0747573999,249        pp,3.60,"9,767",1994,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Paperback,view,/book/show/77815.Paradise
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Walk To Freedom,"Mandela, Nelson",140553074X,,B00CAUHF6U,684        pp,4.35,"86,857",1994,"Apr 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2021",,Kindle Edition,view,/book/show/18902194-long-walk-to-freedom
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Innocence,"Wharton, Edith",0307291685,9780307291684,0307291685,308        pp,3.97,"174,472",Oct 1920,"Oct 25, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished this book a few days ago and since I have been puzzling over whether I hate it or not, what I should make of it.I started The Age of InnoceI finished this book a few days ago and since I have been puzzling over whether I hate it or not, what I should make of it.I started The Age of Innocence with very high expectations after having been deeply impressed by The House of Mirth, a story which I loved and was completely hooked from its first page, even after I finished it, I kept thinking about it for even a longer time and finally, I decided to shelve it among my favorites. I decided to find some other works of hers, and on picking this - I expected such same experience from her best-known work, but I was disappointed, several times I wanted to abandon it but kept reading I had to finish it, always expecting something might happen, an action, a surprise. But nothing!On one hand, the characters are very well built and believable, the novel makes a good portrait and criticism of the New York society of the last quarter of the 19th century. Also, it has refined and beautiful writing, lofty (but not pathetic) language, and is also very sensitive.Apart from that, I thought there was something off about the whole book and I couldn’t point out what exactly. I found the conclusion very disappointing, although I honestly don’t know what kind of an ending would make me think again about this book. Two stars for the writing...more",Notes are private!,0,10,1,"Dec 21, 2021","Jan 11, 2022","Oct 19, 2021",,Paperback,view (with text),/book/show/11326889-the-age-of-innocence
