,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nothing Man,"Howard, Catherine Ryan*",1538519739,9781538519738,1538519739,288        pp,4.14,"29,018","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lock your doors. Close the blinds. Turn on the lights. Sleep with one eye open. Still Want to check this one out?The nothing man makes his rounds in ILock your doors. Close the blinds. Turn on the lights. Sleep with one eye open. Still Want to check this one out?The nothing man makes his rounds in Ireland over a course of years. Sometimes one victim; sometimes a family of victims. Unfortunately for him, he left a witness. Guess he was getting sloppy. But, he wasn’t too worried as the 12 year old couldn’t identify him. Now 20 years later, Eve has written a novel about her family’s tragedy in the hopes of capturing him.Ryan Howard took me to that thrilling white knuckled world in this clever mystery thriller that had me on the edge of my chair.4.25⭐️...more",Notes are private!,91,173,1,"Dec 03, 2023","Dec 05, 2023","Dec 03, 2023",,Hardcover,view (with text),/book/show/51166217-the-nothing-man
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",1784743925,9781784743925,1784743925,302        pp,4.03,"24,238",2021,"Feb 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A sleepy little North Ontario town, Solace, covered in a cloak of depression.It’s the 1970’s. We meet Clara, an 8 year old who patiently waits at the A sleepy little North Ontario town, Solace, covered in a cloak of depression.It’s the 1970’s. We meet Clara, an 8 year old who patiently waits at the front window for her runaway sister. Her next door neighbour Mrs. Orchard, has gone in for surgery but will not be returning. Liam, the city dweller, has arrived at the Orchard residence.3 characters. All suffering from life’s affliction of loneliness; fear of the future; fear of the unknown.My heart aches as I have come to love them all. Clara, for her courageous strength and curiousity. Liam, the small boy who became a man recalling early memories of joy he had with the Orchard’s; Mrs. Orchard and her barren womb, who loved that little boy and wished he was her own. So much so a plan was hatched. She recalls the past through her lively conversations with her deceased husband’s spirit.The grief, the brokenness of losses yet the compassion each had despite their pain. How they were in each other’s lives, at just the right time, in a place that gave them comfort.Oh Lawson! I’m almost speechless. This was a balm for my soul. I don’t want to leave these characters who have now snuggled their way into my heart.5⭐️5⭐️...more",Notes are private!,108,143,1,"Nov 26, 2023","Nov 30, 2023","Nov 26, 2023",,Hardcover,view (with text),/book/show/53328334-a-town-called-solace
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kinfolk,"Dietrich, Sean",1400235642,9781400235643,B0BYYXX7CZ,398        pp,4.52,"1,056",unknown,"Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 22, 2023",,Kindle Edition,view,/book/show/126550084-kinfolk
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of Sam Hell,"Dugoni, Robert*",1503949001,9781503949003,1503949001,448        pp,4.43,"161,507","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2023",,Hardcover,view,/book/show/35995489-the-extraordinary-life-of-sam-hell
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reformatory,"Due, Tananarive*",1982188340,9781982188344,1982188340,576        pp,4.50,"11,143","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/62919847-the-reformatory
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546874,9780385546874,0385546874,432        pp,4.48,"57,747","Dec 05, 2023","Dec 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s 1789, Maine. A body has been found frozen in the river. The river that is the heart of this town. A midwife, Martha Ballard, has been summoned toIt’s 1789, Maine. A body has been found frozen in the river. The river that is the heart of this town. A midwife, Martha Ballard, has been summoned to determine the cause of death. This causes a series of impactful events. An educated woman, Martha keeps a diary. She documents all that happens over the course of this bizarre winter. Both births and deaths. A colonel who has been accused of rape along with the deceased man. The rape of a minister’s wife.In her quest for truth, she risks her own life and that of her family.Lawhorn masterly takes us on a journey back in time when women were considered less than men. Not being able to testify in court unless a husband or father was present; Women often charged for fornication pre marriage while men had no consequences. Enraging as that was, Martha was an advocate for justice for these women and her personal journal was a hot piece of evidence.This is a story of complexity- a layering of mystery and intrigue. The writing, character and research, extraordinaire.My final 5⭐️for 2023....more",Notes are private!,106,195,1,"Dec 21, 2023","Dec 27, 2023","Nov 14, 2023",,Hardcover,view (with text),/book/show/112975658-the-frozen-river
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of the Locust,"Hayes, Terry",1439177759,9781439177754,1439177759,787        pp,3.60,"10,335","Nov 09, 2023",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Nov 13, 2023",,Hardcover,view,/book/show/23492806-the-year-of-the-locust
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Letter Tree,"Fordham, Rachel*",,,B0BZWMJFDJ,11        pp,4.21,"1,110",Oct 2023,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 04, 2023",,Audiobook,view,/book/show/199551127-the-letter-tree
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Council of Dolls,"Power, Mona Susan",0063281090,9780063281097,,304        pp,4.06,"3,299","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A unique story with dolls playing a leading role in the lives of 3 Native American girls. Each bearing witness to harmful acts and the guardians in thA unique story with dolls playing a leading role in the lives of 3 Native American girls. Each bearing witness to harmful acts and the guardians in the girl’s darkest moments.The trauma these girls suffered and carried with them for 3 generations. The husbands, fathers, brothers all abused at the hands of priests and nuns in the residential Catholic schools.The shameful history.I can’t say I completely connected with the final section of the story. One could consider this magical realism with the dolls being their own individual characters and voices. Some may connect with it from a native spiritual perspective; or others may believe the dolls to be a coping mechanism for the psychological trauma endured.But, the stain on humanity remains. This narrative is a reminder of the suffering these people went through: All for the white man threatened by a culture and language that didn’t align with his own.4⭐️...more",Notes are private!,31,119,1,"Oct 26, 2023","Oct 29, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/62645211-a-council-of-dolls
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon of the Turning Leaves        (Moon, #2)","Rice, Waubgeshig*",0735281599,9780735281592,B0BZ3L7RGD,311        pp,4.32,"3,340","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 25, 2023",,Kindle Edition,view,/book/show/137978345-moon-of-the-turning-leaves
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outlaw Noble Salt,"Harmon, Amy*",1662514441,9781662514449,B0CDD8DT54,364        pp,4.65,267,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 25, 2023",,Kindle Edition,view,/book/show/195511946-the-outlaw-noble-salt
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Java Moon: A Novel of World War II,"Moore, Heather B.*",1649331967,9781649331960,B0C6R76TJW,384        pp,4.39,"1,056","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/169358241-under-the-java-moon
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,037","Sep 26, 2023","Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What happens behind closed doors…when they are thrown wide open.This is an exploration into the circadian rhythm of a marriage; of a family. The peaksWhat happens behind closed doors…when they are thrown wide open.This is an exploration into the circadian rhythm of a marriage; of a family. The peaks and the valleys; the past childhood traumas that shaped the characters into who they became.Hill takes on a journey within this 20 year relationship. Elizabeth, with a PhD in psychology, constantly comparing studies, conducting experiments within her business and her own relationships; constantly on the search for improving every aspect of life. Jack, the artist and pleaser, always fearing rejection. We meet them early on in the exciting days of dating to the consistency and monotony of a long relationship on the verge of a crisis.Themes of abandonment, anxiety, guilt, the impact social media has on mental health, redemption and acceptance.This did drag in one area when we are taken into a deep dive on Facebook algorithms. 40 pages -Yawn. The structure also was a little messy for me: was I reading about -child Jack or adult Jack? Only took a few sentences but enough to break the momentum. Perhaps this was Hill’s own social experiment for the reader. However, despite my criticisms, overall this was a well written story on human psychology. I don’t need an algorithm to indicate whether I will read Hill again. It’s a most definite YES.4⭐️...more",Notes are private!,82,138,1,"Dec 30, 2023","Jan 04, 2024","Oct 21, 2023",,Hardcover,view (with text),/book/show/65650229-wellness
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaster Wilds,"Groff, Lauren*",0593418395,9780593418390,0593418395,272        pp,3.79,"24,299","Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a yo-yo on my TBR. On and off with up and down s.Groff hasn’t disappointed me yet- so I took a chance.Her writing is captivating. A serThis was a yo-yo on my TBR. On and off with up and down s.Groff hasn’t disappointed me yet- so I took a chance.Her writing is captivating. A servant, who we only know as Girl, has run away and is in the vastness of the wilderness. We learn she arrived to the new country via a boat with a family and how she lost her first love aboard (or overboard in this case) only to find this new country riddled with famine, disease and some barbarian behaviours. This is a story of courage and survival. The hardships of starvation, assault, poverty, and atrocities done to man by man.But it was also a visceral read. I felt the dampness, the cold; smelled the fields and the wilderness.This plight was a fight. It started off as a fearful one which gradually became a quiet and lonely one with only her thoughts; musings; fears; her reflection and acknowledgement of the past; visions; hallucinations and how strength and resilience build character.This won’t be a read targeted for everyone. It is dark. It is depressing. But there is also a radiance of life.4.25⭐️If you have enjoyed   [image] Fates and Furies&   [image] Matrix, you may find this one as satisfying....more",Notes are private!,90,171,1,"Oct 30, 2023","Nov 02, 2023","Oct 20, 2023",,Hardcover,view (with text),/book/show/62952130-the-vaster-wilds
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping Giants,"Denfeld, Rene*",0063014734,9780063014732,0063014734,304        pp,4.14,316,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 10, 2024",not set,"Oct 19, 2023",,Hardcover,view,/book/show/60141369-sleeping-giants
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lying in Wait,"Nugent, Liz*",1501167774,9781501167775,1501167774,320        pp,3.80,"28,636",2016,"Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 18, 2023",,Hardcover,view,/book/show/36373425-lying-in-wait
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Sally Diamond,"Nugent, Liz*",1844885968,9781844885961,1844885968,384        pp,4.22,"51,691","Jul 18, 2023","Mar 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sally is strange. And quirky. She has a tendency to interpret things quite literally which draws unwanted attention to her now, at the age of 43. PeopSally is strange. And quirky. She has a tendency to interpret things quite literally which draws unwanted attention to her now, at the age of 43. People remember Strange Sally Diamond. Her autism; her odd behaviours. Some even remember the horrors she endured before she turned 7. She doesn't. But now those memories are creeping to the surface.And maybe Sally isn’t all that strange after all. Maybe her awkwardness and weirdness stems from her horrific childhood. Maybe that can explain her complex behaviours.Nugent, you thrilled me! But this was not a delightful story. It was dark. It was disturbing. It was compelling. And Sally. What an authentic character. 4.25⭐️...more",Notes are private!,85,158,1,"Oct 13, 2023","Oct 15, 2023","Oct 13, 2023",,Hardcover,view (with text),/book/show/62322008-strange-sally-diamond
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Must Not Think of Ourselves,"Grodstein, Lauren*",1643752340,9781643752341,1643752340,304        pp,4.14,"6,914",unknown,"Nov 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How can one not think of themselves when the Nazis have stripped you down to nothing: killing your family; your religion; and trying to kill your idenHow can one not think of themselves when the Nazis have stripped you down to nothing: killing your family; your religion; and trying to kill your identity.We meet Adam. A teacher in the middle of a Jewish ghetto in Poland. He teaches English to a few kids in the basement of an abandoned building. He interviews the children and the adults he knows and journals it all: creating a record of the brutal conditions they endured; the devastating lives they lived; and the grief they suffered. A heartbreakingly personal and intimate story. How through such horrendous conditions, there still existed a decency and connectedness amongst these people and a resiliency to adapt even when they knew they were facing their own deaths.May we never forget. 5⭐️...more",Notes are private!,77,114,1,"Feb 28, 2024","Mar 03, 2024","Oct 07, 2023",,Hardcover,view (with text),/book/show/64005941-we-must-not-think-of-ourselves
