,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mari's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corpi al sole,"Christie, Agatha",8804170190,9788804170198,8804170190,184        pp,3.98,"74,258",Jun 1941,1979,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2020",May 2020,"Apr 22, 2020",,Paperback,view,/book/show/9788620-corpi-al-sole
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Gattopardo,"Lampedusa, Giuseppe Tomasi di",8807883821,9788807883828,8807883821,304        pp,4.01,"37,219",1958,"Feb 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2020","Apr 20, 2020","Apr 17, 2020",,Paperback,view,/book/show/24282635-il-gattopardo
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia devozione,"Kerninon, Julia",8833571319,9788833571317,8833571319,276        pp,4.15,397,unknown,"Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 13, 2020","Apr 16, 2020","Apr 13, 2020",,Paperback,view,/book/show/52772811-la-mia-devozione
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nella mia fine è il mio principio,"Christie, Agatha",8804273585,9788804273585,8804273585,193        pp,3.81,"37,314","Oct 30, 1967",1985,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,http://bricioleditempo.blogspot.com/2...http://bricioleditempo.blogspot.com/2......more,Notes are private!,0,0,1,"Mar 16, 2020","Mar 19, 2020","Apr 06, 2020",,Paperback,view (with text),/book/show/9788567-nella-mia-fine-il-mio-principio
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assassinio sull'Orient-Express,"Christie, Agatha",8804176148,9788804176145,8804176148,221        pp,4.20,"622,224","Jan 01, 1934",1979,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Apr 06, 2020","Apr 10, 2020","Apr 06, 2020",,Paperback,view (with text),/book/show/9788689-assassinio-sull-orient-express
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pista nera,"Manzini, Antonio",8838930287,9788838930287,,275        pp,3.75,"4,271","Jan 31, 2013",Feb 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,http://bricioleditempo.blogspot.com/2...http://bricioleditempo.blogspot.com/2......more,Notes are private!,0,0,1,"Feb 10, 2020","Feb 25, 2020","Feb 10, 2020",,ebook,view (with text),/book/show/17560397-pista-nera
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nannarella: Il romanzo di Anna Magnani,"Governi, Giancarlo",8865591803,9788865591802,8865591803,235        pp,4.27,26,"Nov 01, 1981",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2020","Feb 07, 2020","Feb 02, 2020",,Paperback,view,/book/show/50901946-nannarella
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A noi ci piaceva il blues... ovvero tutte le strade portano a Memphis,"Tricomi, Antonio",8895284569,9788895284569,8895284569,248        pp,3.00,1,unknown,2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A noi ci piaceva il blues...ovvero tutte le strade portano a Memphis è una sorta di “educazione sentimentale” (e musicale) di una generazione che nei A noi ci piaceva il blues...ovvero tutte le strade portano a Memphis è una sorta di “educazione sentimentale” (e musicale) di una generazione che nei '70 al piombo preferì il vinile.Gli autori Antonio Tricomi e Giorgio Verdelli, giornalista il primo, autore e regista il secondo, raccontano, attraverso aneddoti e ricordi di come la musica ha cambiato le loro vite e quelle dei tanti personaggi che popolano queste pagine. Anni in cui tutto sembrava possibile, durante i quali hanno vissuto esperienze passate alla storia, come la partecipazione di Giorgio alle registrazione del concerto dei Pink Floyd a Pompei.Probabilmente i momenti vissuti da Tricomi e Verdelli sono simili a quelli di tanti altri ragazzi che in quegli anni scoprivano musicisti rivoluzionari come i Rolling Stones, i Pink Floyd, Lou Reed e ovviamente Pino Daniele, visto che tutto si svolge a Napoli. Anni in cui la musica era un valore assoluto, in cui i vinili erano oggetti da bramare dietro ad una vetrina, toccare con rispetto ed ascoltare in religioso silenzio. ...more",Notes are private!,0,0,1,"Jan 28, 2020","Jan 31, 2020","Jan 31, 2020",,Paperback,view (with text),/book/show/50742341-a-noi-ci-piaceva-il-blues-ovvero-tutte-le-strade-portano-a-memphis
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poirot e il mistero di Styles Court        (Hercule Poirot, #1)","Christie, Agatha",8879830775,9788879830775,8879830775,100        pp,4.00,"423,419","Jan 01, 1920","Apr 03, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,http://bricioleditempo.blogspot.com/2...http://bricioleditempo.blogspot.com/2......more,Notes are private!,0,0,1,"Jan 16, 2020","Jan 27, 2020","Jan 16, 2020",,Paperback,view (with text),/book/show/36167326-poirot-e-il-mistero-di-styles-court
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angel Heart: Ascensore per l'inferno,"Hjortsberg, William",,,,230        pp,3.91,"5,132",1978,1988,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 13, 2020","Jan 15, 2020","Jan 16, 2020",,Hardcover,view,/book/show/11709285-angel-heart
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Panchine: Come uscire dal mondo senza uscirne,"Sebaste, Beppe",8842086339,9788842086338,8842086339,184        pp,3.24,41,2008,"Jan 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2019","Nov 15, 2019","Nov 27, 2019",,Paperback,view,/book/show/9687080-panchine
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wisława Szymborska: Si dà il caso che io sia qui,"Milani, Alice",889901616X,9788899016166,889901616X,141        pp,3.70,148,"Jan 25, 2016","Oct 22, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 06, 2019","Nov 06, 2019","Nov 27, 2019",,Paperback,view,/book/show/28086232-wis-awa-szymborska
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La donna che visse due volte,Boileau-Narcejac,8838918821,9788838918827,8838918821,240        pp,3.80,"2,527",1954,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Oct 22, 2019","Oct 25, 2019","Nov 27, 2019",,Paperback,view (with text),/book/show/14761964-la-donna-che-visse-due-volte
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lezioni di disegno,"Marasco, Roberta*",8891581070,9788891581075,8891581070,304        pp,3.61,57,unknown,"Jun 19, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Oct 14, 2019","Oct 19, 2019","Nov 27, 2019",,Paperback,view (with text),/book/show/40409367-lezioni-di-disegno
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amore colpevole,"Tolstaya, Sofia",887738476X,9788877384768,887738476X,196        pp,3.85,385,"Jan 01, 1893","May 12, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Possibile che sia tutta qui la nostra vocazione femminile? Mettere il proprio corpo a disposizione di un neonato e poi di un marito? Per sempre! Ma d“Possibile che sia tutta qui la nostra vocazione femminile? Mettere il proprio corpo a disposizione di un neonato e poi di un marito? Per sempre! Ma dov'è finita la mia vita?”.Il motivo che mi ha spinta a leggere Amore colpevole è stata la sorpresa nello scoprire che Sof'ja Tolstaja, l’autrice, fosse la moglie di Lev Tolstoj, che il loro fosse stato un matrimonio molto tormentato e che lei decise di rinunciare, fino ad annullarsi, alla sua passione per la scrittura per vivere all’ombra del famoso scrittore. Di certo non mi aspettavo una storia dai sentimenti così esasperati. Anna ha 18 anni, è bella e solare, piena di interessi, ama la natura, legge, dipinge e sogna l'amore. Crede di trovarlo nel principe Prozorskij, un amico di famiglia più grande di lei che, in visita alla famiglia e colpito dalla bellezza della ragazza le chiede di sposarlo. Anna è piena di entusiasmo per la nuova vita da sposa che la attende, ma il marito deluderà subito le sue aspettative. Prozorskij è possessivo e geloso, allo stesso tempo però la tiene a distanza, quando, ad esempio, la gravidanza non le permetterà di essere, ai suoi occhi, particolarmente attraente. Questo suo atteggiamento alimenterà la gelosia dalla moglie, facendola sentire insicura, inadatta, sbagliata. Sulla trama potrei dilungarmi ancora ma preferisco non anticiparvi altro, per non rovinarvi il gusto della lettura.Per me questo libro è stato da un lato una grande scoperta, per i motivi descritti all’inizio di questa recensione e dall’altro una profonda delusione.La delusione riguarda proprio la figura di Tolstoj. Mai avrei creduto che il “padre” di un personaggio femminile così meraviglioso e che ho amato tanto, come Anna Karenina, fosse in realtà un misogino maschilista offuscato dal sesso e dalla gelosia.Si, perché questo romanzo altro non è se non una fotografia del matrimonio di Sof'ja Tolstaja e di Tolstoj, che considerava il matrimonio semplicemente una convenzione sociale. Amore colpevole fu la risposta scritta che Sof’ja diede ad un romanzo breve del marito, La sonata, nel quale Tolstoj espose le sue assurde e raccapriccianti idee sul matrimonio e sull’innamoramento. È un racconto intenso, doloroso ma anche molto fastidioso e irritante. La scrittura di Sof’ja Tolstaia è elegante e fluida, descrive perfettamente gli stati d’animo dei protagonisti e, nonostante sia stato scritto alla fine dell'Ottocento la trama è, purtroppo, tragicamente attuale, a dimostrazione del fatto che pur cambiando le mode o gli stili di vita i drammi umani sono sempre gli stessi.Peccato per la superficialità con cui è stato curato l’editing, ci sono troppi, fastidiosi refusi....more",Notes are private!,0,0,1,"Oct 24, 2019",Nov 2019,"Nov 26, 2019",,Paperback,view (with text),/book/show/15720124-amore-colpevole
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il manoscritto,"Thilliez, Franck",8893255146,9788893255141,8893255146,480        pp,4.16,"5,060","May 03, 2018","Sep 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,Oct 2019,"Oct 12, 2019","Oct 01, 2019",,Paperback,view (with text),/book/show/50147843-il-manoscritto
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Niente caffè per Spinoza,"Cappagli, Alice",,,B07N38TKV2,252        pp,3.71,"1,109","Feb 05, 2019","Feb 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Sep 21, 2019","Sep 26, 2019","Oct 01, 2019",,Kindle Edition,view (with text),/book/show/43809409-niente-caff-per-spinoza
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le cose che ti vengono a cercare,"Chiarini, Lauretta",8897381863,9788897381860,8897381863,227        pp,4.00,3,unknown,"Apr 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Sep 18, 2019","Sep 20, 2019","Oct 01, 2019",,Paperback,view (with text),/book/show/41133468-le-cose-che-ti-vengono-a-cercare
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dai tuoi occhi solamente,"Diotallevi, Francesca",8854518069,9788854518063,8854518069,207        pp,4.00,797,"Sep 07, 2018","Oct 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,Sep 2019,"Sep 15, 2019","Oct 01, 2019",,Paperback,view (with text),/book/show/41821189-dai-tuoi-occhi-solamente
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Che bello essere noi,"Costa, Lella",885663564X,9788856635645,885663564X,154        pp,3.37,27,Nov 2014,Nov 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2019","Aug 11, 2019","Oct 01, 2019",,Hardcover,view,/book/show/23569411-che-bello-essere-noi
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scrivere è un mestiere pericoloso,"Basso, Alice",8811670888,9788811670889,8811670888,348        pp,4.15,"1,885","May 12, 2016","May 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Aug 02, 2019","Aug 09, 2019","Aug 02, 2019",,Hardcover,view (with text),/book/show/30116046-scrivere-un-mestiere-pericoloso
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il sogno della macchina da cucire,"Pitzorno, Bianca",8845299031,9788845299032,8845299031,240        pp,3.83,"5,716","Sep 26, 2018","Sep 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 24, 2019","Jul 28, 2019","Aug 02, 2019",,Paperback,view,/book/show/42081757-il-sogno-della-macchina-da-cucire
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In fondo al tuo cuore: Inferno per il commissario Ricciardi,"de Giovanni, Maurizio",885841523X,9788858415238,,456        pp,4.23,"1,097","Jul 01, 2014","Jul 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 02, 2019","Jul 19, 2019","Aug 02, 2019",,ebook,view,/book/show/22610701-in-fondo-al-tuo-cuore
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Luce d'estate, ed è subito notte","Stefánsson, Jón Kalman",,,,304        pp,3.99,"4,915",2005,"Jun 14, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Jun 16, 2019","Jun 28, 2019","Aug 02, 2019",,Paperback,view (with text),/book/show/18133389-luce-d-estate-ed-subito-notte
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A misura d'uomo,"Camurri, Roberto",8899253749,9788899253745,8899253749,176        pp,3.41,"1,125",2018,"Jan 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Jun 11, 2019","Jun 14, 2019","Aug 02, 2019",,Paperback,view (with text),/book/show/37912496-a-misura-d-uomo
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La treccia,"Colombani, Laetitia",8842930350,9788842930358,8842930350,292        pp,3.98,"40,581","May 10, 2017","May 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"Jun 08, 2019","Jun 10, 2019","Jun 10, 2019",,Hardcover,view (with text),/book/show/39894625-la-treccia
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vittoria,"Fiorio, Barbara",8807032902,9788807032905,8807032902,272        pp,3.78,252,unknown,"Apr 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2019","Jun 07, 2019","May 24, 2019",,Paperback,view,/book/show/39710123-vittoria
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La sposa scomparsa,"Teruzzi, Rosa",8845426246,9788845426247,8845426246,176        pp,3.48,500,unknown,"Sep 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://bricioleditempo.blogspot.com/...https://bricioleditempo.blogspot.com/......more,Notes are private!,0,0,1,"May 21, 2019","May 23, 2019","May 23, 2019",,Paperback,view (with text),/book/show/31818912-la-sposa-scomparsa
