,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Opposite of Butterfly Hunting: The Tragedy and The Glory of Growing Up,"Lynch, Evanna",0593358414,9780593358412,0593358414,463        pp,4.55,"5,435","Sep 14, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Paperback,view,/book/show/57062720-the-opposite-of-butterfly-hunting
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Felton, Tom",1538741369,9781538741368,1538741369,288        pp,4.30,"108,752","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Spent all day reading this. Gave me all the feels!!,Notes are private!,0,3,1,"Feb 27, 2023","Feb 27, 2023","Feb 24, 2023",,Hardcover,view (with text),/book/show/61062194-beyond-the-wand
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,795",Jun 1979,"Feb 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2023",,Paperback,view,/book/show/60931.Kindred
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bone in the Throat,"Bourdain, Anthony",1582341028,9781582341026,1582341028,304        pp,3.47,"4,475","Jun 06, 1995","Sep 18, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2023",,Paperback,view,/book/show/111129.Bone_in_the_Throat
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Smooth Stones,"Fairbairn, Ann",1556528159,9781556528156,1556528159,766        pp,4.43,"3,370","Jan 01, 1966","Apr 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2023",,Paperback,view,/book/show/5816337-five-smooth-stones
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Push,Sapphire*,0679766758,9780679766759,0679766758,177        pp,3.87,"54,900","Jun 11, 1996","Apr 29, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2023","Apr 19, 2023","Feb 12, 2023",,Paperback,view,/book/show/71332.Push
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Wanted on the Voyage,"Findley, Timothy",0143055070,9780143055075,0143055070,339        pp,3.99,"7,025",1984,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2023",,Paperback,view,/book/show/823131.Not_Wanted_on_the_Voyage
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",,,B01MSICPW3,273        pp,3.64,"203,349","Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 06, 2023","Feb 17, 2023","Feb 03, 2023",,Kindle Edition,view,/book/show/39927096-less
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memphis,"Stringfellow, Tara M.*",0593230485,9780593230480,0593230485,272        pp,4.11,"32,670","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/52268640-memphis
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The American Roommate Experiment        (Spanish Love Deception, #2)","Armas, Elena*",1668002779,9781668002773,1668002779,400        pp,3.83,"202,574","Sep 06, 2022","Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2023","Feb 03, 2023","Jan 28, 2023",,Paperback,view,/book/show/60114057-the-american-roommate-experiment
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",0886194288,9780886194284,0886194288,245        pp,4.14,"303,581","May 01, 1989","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Paperback,view,/book/show/1996114.The_Remains_of_the_Day
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Knows Your Mother Is a Witch,"Galchen, Rivka",1250849314,9781250849311,1250849314,288        pp,3.40,"10,426","Jun 08, 2021","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Paperback,view,/book/show/58724936-everyone-knows-your-mother-is-a-witch
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roots: The Saga of an American Family,"Haley, Alex",0440174643,9780440174646,,888        pp,4.44,"159,752","Aug 17, 1976","Oct 01, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Mass Market Paperback,view,/book/show/546018.Roots
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And After the Fire,"Belfer, Lauren*",0062428519,9780062428516,0062428519,464        pp,3.92,"5,163","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/26074206-and-after-the-fire
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Flower,"Fitzgerald, Penelope",0008329680,9780008329686,0008329680,320        pp,3.44,"6,050","Sep 21, 1995","Apr 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2023",,Paperback,view,/book/show/43239402-the-blue-flower
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Independent People,"Laxness, Halldór",0679767924,9780679767923,0679767924,482        pp,4.14,"12,427",1934,"Jan 14, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2023",,Paperback,view,/book/show/77287.Independent_People
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Words,"Lauren, Christina*",,,B075CRQLKG,450        pp,4.27,"566,756","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2023","Jan 15, 2023","Jan 11, 2023",,Kindle Edition,view,/book/show/60750697-love-and-other-words
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,136","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/58437521-the-candy-house
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fix Her Up        (Hot & Hammered, #1)","Bailey, Tessa*",0062872842,9780062872845,,400        pp,3.61,"153,452","Jun 11, 2019","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 04, 2023","Jan 06, 2023","Jan 04, 2023",,ebook,view,/book/show/39854434-fix-her-up
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1982167661,9781982167660,1982167661,320        pp,3.76,"191,606","Apr 22, 2008","Dec 29, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2023,"Jan 08, 2023","Jan 01, 2023",,Paperback,view,/book/show/54238283-the-white-tiger
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",0552135399,9780552135399,0552135399,637        pp,4.24,"320,905","Mar 28, 1989",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Paperback,view,/book/show/4473.A_Prayer_for_Owen_Meany
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,418","May 22, 2001","Feb 07, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I so wanted to love this, but it was truly disappointing in so many ways. This hostage situation is based on a true story, and I felt the historical bI so wanted to love this, but it was truly disappointing in so many ways. This hostage situation is based on a true story, and I felt the historical bits could have been developed further. Why doesn’t Patchett mention the name of the country at all? Just descriptors like “jungle,” and “south america”…. The hostages knew where they were, so why didn’t the reader??Next, some of the romances needed WAY more development. If you’re going to have two characters fall in love, who don’t even speak the same language as one another, at least make it believable. Especially if one of them is going to commit adultery!!! Sadly, this bored me. A great concept poorly executed. 2.5 ⭐️...more",Notes are private!,0,5,1,"Jan 25, 2023","Feb 08, 2023","Dec 22, 2022",,Paperback,view (with text),/book/show/5826.Bel_Canto
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delilah Green Doesn't Care        (Bright Falls, #1)","Blake, Ashley Herring",0593336402,9780593336403,0593336402,375        pp,4.10,"81,605","Feb 22, 2022","Feb 22, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2022","Dec 29, 2022","Dec 17, 2022",,Paperback,view,/book/show/54756850-delilah-green-doesn-t-care
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Window Shopping,"Bailey, Tessa*",,9798201597160,,258        pp,3.52,"77,229","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2022","Dec 15, 2022","Dec 16, 2022",,ebook,view,/book/show/58943206-window-shopping
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Birth House,"McKay, Ami*",,,B000W93CH2,410        pp,4.03,"43,985","Feb 14, 2006","Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2022",,Kindle Edition,view,/book/show/40383157-the-birth-house
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clara Callan,"Wright, Richard B.",0060506075,9780060506070,0060506075,432        pp,3.87,"9,106","Jan 01, 2001","Dec 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2022",,Paperback,view,/book/show/241664.Clara_Callan
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eighth Life,"Haratischwili, Nino",191161746X,9781911617464,191161746X,944        pp,4.52,"22,534","Aug 18, 2014","Nov 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/41071389-the-eighth-life
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mean Baby: A Memoir of Growing Up,"Blair, Selma",0525659501,9780525659501,B09JRSVSVV,299        pp,3.93,"20,626","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Kindle Edition,view,/book/show/59519684-mean-baby
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,352        pp,3.52,"27,399","Jul 21, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Hardcover,view,/book/show/59576076-the-rabbit-hutch
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shantaram,"Roberts, Gregory David*",192076920X,9781920769208,192076920X,936        pp,4.27,"216,096",2003,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Paperback,view,/book/show/33600.Shantaram
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",073522353X,9780735223530,073522353X,421        pp,4.28,"135,435","Jun 19, 2018","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Paperback,view,/book/show/45304101-the-great-believers
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World According to Garp,"Irving, John*",0345915593,9780345915597,0345915593,610        pp,4.10,"228,585","Apr 24, 1978","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2022",,Hardcover,view,/book/show/7069.The_World_According_to_Garp
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bittersweet,"McCullough, Colleen",1476755442,9781476755441,1476755442,384        pp,3.49,"7,711","Oct 01, 2013","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2022",,Paperback,view,/book/show/23522335-bittersweet
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Never Give Me Your Money: The Beatles After the Breakup,"Doggett, Peter*",0061774189,9780061774188,0061774189,390        pp,4.12,"2,583","May 21, 2010","Jun 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2022",,Paperback,view,/book/show/7972484-you-never-give-me-your-money
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And in the End,"McNab, Ken",125080373X,9781250803733,125080373X,320        pp,4.05,"1,103","Aug 18, 2020","Feb 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 13, 2022","Nov 20, 2022","Nov 08, 2022",,Paperback,view,/book/show/57693444-and-in-the-end
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me at the Lake,"Fortune, Carley*",0735243786,9780735243781,0735243786,336        pp,3.71,"199,340","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 31, 2023","Aug 07, 2023","Nov 07, 2022",,Paperback,view,/book/show/61797464-meet-me-at-the-lake
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silent Spring,"Carson, Rachel",0618249060,9780618249060,0618249060,378        pp,4.03,"47,978","Sep 27, 1962","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2022",,Paperback,view,/book/show/27333.Silent_Spring
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,673","Jan 29, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2022",,Hardcover,view,/book/show/33590210-an-american-marriage
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",,,B09CD83VVG,320        pp,4.22,"512,554","May 10, 2022","May 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 31, 2022","Nov 11, 2022","Oct 31, 2022",,Kindle Edition,view,/book/show/60026536-every-summer-after
