,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fernando's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deixa o Grande Mundo Girar,"McCann, Colum*",9722631616,9789722631617,9722631616,432        pp,3.95,"104,953","Jun 16, 2009","Sep 07, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“A literatura faz-nos lembrar que a vida não está já toda escrita: existem ainda muitas histórias para serem contadas”.,Notes are private!,0,6,1,"Dec 04, 2023","Dec 09, 2023","Oct 16, 2023",,Paperback,view (with text),/book/show/9429373-deixa-o-grande-mundo-girar
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Morte é um Acto Solitário,"Bradbury, Ray",9896232792,9789896232795,9896232792,264        pp,3.76,"5,828",1985,"May 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/45417844-a-morte-um-acto-solit-rio
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O pequeno caderno das grandes verdades,"Pooley, Clare*",,,,unknown,3.94,"79,028","Feb 04, 2020",Jul 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Livro que se destaca pela sua simplicidade. A narrativa é despretensiosa, mas consegue prender o leitor.",Notes are private!,0,8,1,"Nov 02, 2023","Nov 06, 2023","Oct 16, 2023",,Paperback,view (with text),/book/show/54428145-o-pequeno-caderno-das-grandes-verdades
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acolher,"Keegan, Claire",989783348X,9789897833489,989783348X,80        pp,4.33,"80,847",Feb 2010,Jul 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,2,"Oct 28, 2023not set","Oct 28, 2023not set","Oct 10, 2023",,Paperback,view,/book/show/185411780-acolher
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E Choviam Pássaros,"Saucier, Jocelyne",9897852379,9789897852374,,200        pp,3.98,"5,491",2011,Aug 2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Oct 28, 2023","Oct 29, 2023","Oct 07, 2023",,Paperback,view,/book/show/197726460-e-choviam-p-ssaros
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Um Lugar para Mungo,"Stuart, Douglas",9897849181,9789897849183,,480        pp,4.39,"57,152","Apr 05, 2022","Sep 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2023",,Paperback,view,/book/show/198248981-um-lugar-para-mungo
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Um Vasto Céu Azul        (Jackson Brodie, #5)","Atkinson, Kate",9722538691,9789722538695,9722538691,408        pp,3.92,"30,532","Jun 18, 2019","Jan 20, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 20, 2023","Oct 24, 2023","Oct 05, 2023",,Paperback,view,/book/show/59915451-um-vasto-c-u-azul
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olá, Linda","Napolitano, Ann*",,9789897871603,,464        pp,4.18,"297,648","Mar 14, 2023","Oct 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Olá, Linda"" é um tocante drama familiar que gira em torno das quatro irmãs da família Padavano e de um rapaz que se une a elas através do casamento. ""Olá, Linda"" é um tocante drama familiar que gira em torno das quatro irmãs da família Padavano e de um rapaz que se une a elas através do casamento. A saudação carinhosa de Charlie Padavano, o patriarca, para as suas filhas, é o elo que mantém a família unida, representando um amor incondicional. No entanto, quando uma das filhas desobedece a uma condição imposta pela mãe Rose, surgem fraturas que se aprofundam ao longo do tempo.Um livro prazeroso e emocionalmente impactante....more",Notes are private!,0,4,1,"Oct 29, 2023","Oct 31, 2023","Oct 03, 2023",,Paperback,view (with text),/book/show/197864999-ol-linda
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cidade da Vitória,"Rushdie, Salman",9722077643,9789722077644,9722077643,400        pp,3.81,"10,365","Feb 07, 2023",Sep 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Paperback,view,/book/show/198483843-cidade-da-vit-ria
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Trégua,"Benedetti, Mario",9896232091,9789896232092,9896232091,164        pp,4.18,"33,504",1960,Sep 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Paperback,view,/book/show/30044368-a-tr-gua
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De Amanhã em Amanhã,"Zevin, Gabrielle*",9892355458,9789892355443,B0C2L5V4M1,496        pp,4.18,"845,350","Jul 05, 2022",Oct 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 06, 2023","Oct 10, 2023","Sep 26, 2023",,Paperback,view,/book/show/62879961-de-amanh-em-amanh
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Velho e o Mar,"Hemingway, Ernest",9723829126,9789723829129,9723829126,79        pp,3.80,"1,148,266","Sep 01, 1952",2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 19, 2023","Sep 21, 2023","Sep 19, 2023",,Paperback,view,/book/show/31581361-o-velho-e-o-mar
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,À Espera dos Bárbaros,"Coetzee, J.M.",972200011X,,,136        pp,3.93,"32,146",Dec 1980,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 16, 2023","Sep 18, 2023","Sep 16, 2023",,Paperback,view,/book/show/18687638-espera-dos-b-rbaros
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Náufragos do Autocarro,"Steinbeck, John",9897111964,9789897111969,9897111964,280        pp,3.87,"12,237",Feb 1947,Jun 2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 11, 2023","Sep 16, 2023","Sep 11, 2023",,Paperback,view,/book/show/179420921-os-n-ufragos-do-autocarro
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O Segredo da Criada        (The Housemaid, #2)","McFadden, Freida*",9895701551,9789895701551,9895701551,320        pp,4.26,"503,125","Feb 15, 2023","Sep 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 10, 2023","Sep 11, 2023","Sep 10, 2023",,Paperback,view,/book/show/193544326-o-segredo-da-criada
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mãe,"Gorky, Maxim",,9789896820916,,368        pp,3.97,"17,052",1906,"Jun 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Paperback,view,/book/show/11521737-a-m-e
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antes de Nos Encontrarmos,"O'Farrell, Maggie*",9722340719,9789722340717,B001PFMD2M,313        pp,3.73,"8,071",2004,Jan 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Paperback,view,/book/show/6285772-antes-de-nos-encontrarmos
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Serotonina,"Houellebecq, Michel",9896657734,9789896657734,9896657734,280        pp,3.58,"27,216","Jan 04, 2019",May 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 06, 2023","Sep 08, 2023","Sep 06, 2023",,Paperback,view,/book/show/45864867-serotonina
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fome,"Hamsun, Knut",9895642733,9789895642731,9895642733,192        pp,4.05,"55,946",1890,"Jan 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Fome é um dos livros mais perturbadores que já li. Não há nada de heroico ou grandioso no sofrimento do protagonista, apenas uma agonia sem fim, uma ""Fome é um dos livros mais perturbadores que já li. Não há nada de heroico ou grandioso no sofrimento do protagonista, apenas uma agonia sem fim, uma luta desesperada pela sobrevivência. O que impressiona é a forma como Hamsun nos faz entrar na mente do narrador, nos faz sentir o que ele sente, nos faz compartilhar a sua fome, a sua loucura, a sua solidão. É uma experiência quase insuportável, mas ao mesmo tempo fascinante, poir revela a força e a fragilidade do espírito humano"", Paul Auster.Subscrevo na íntegra!De leitura obrigatória....more",Notes are private!,0,4,1,"Dec 22, 2023","Dec 23, 2023","Sep 04, 2023",,Paperback,view (with text),/book/show/56566353-fome
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manhã e Noite,"Fosse, Jon",9895641893,9789895641895,9895641893,112        pp,3.88,"5,028",2000,"Nov 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A reflexão sobre o significado da vida, Deus e a morte é uma parte central da obra de Jon Fosse, e ""Manhã e Noite"" não é exceção. Aquilo que mais me tA reflexão sobre o significado da vida, Deus e a morte é uma parte central da obra de Jon Fosse, e ""Manhã e Noite"" não é exceção. Aquilo que mais me toca neste livro é a relação profunda entre a espiritualidade e a mortalidade. Para quem acredita, é extremamente consolador saber que não morremos, que a vida continua noutras dimensões, ou seja, “nas muitas moradas da casa do Pai”, como afirmou o Mestre....more",Notes are private!,1,19,1,"Oct 24, 2023","Oct 25, 2023","Sep 04, 2023",,Paperback,view (with text),/book/show/55815459-manh-e-noite
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gente Pobre,"Dostoevsky, Fyodor",9722335219,9789722335218,B00IUY7FWE,140        pp,3.78,"30,507",1846,Mar 2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2023","Nov 27, 2023","Sep 01, 2023",,Paperback,view,/book/show/8293728-gente-pobre
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Três Últimas Novelas,"Mann, Thomas",9723829002,9789723829006,9723829002,280        pp,4.09,11,unknown,May 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/28525443-as-tr-s-ltimas-novelas
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poeta chileno,"Zambra, Alejandro*",8433998935,9788433998934,8433998935,421        pp,4.39,"14,525",Mar 2020,"Mar 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/50272339-poeta-chileno
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Senhores do Tempo,"García Sáenz de Urturi, Eva",9892357973,9789892357973,9892357973,544        pp,3.88,"13,955","Oct 02, 2018",Jun 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2023,"Oct 06, 2023","Aug 23, 2023",,Paperback,view,/book/show/173321510-os-senhores-do-tempo
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Rituais da Água        (La trilogía de La ciudad blanca #2),"García Sáenz de Urturi, Eva",9892351541,9789892351544,9892351541,512        pp,4.15,"18,177","Jan 01, 2017",Jul 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2023,"Sep 04, 2023","Aug 23, 2023",,Paperback,view,/book/show/58423430-os-rituais-da-gua
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lista do Juiz,"Grisham, John*",9722543601,9789722543606,9722543601,344        pp,4.15,"102,897","Oct 19, 2021","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 08, 2022not set","Dec 11, 2022not set","Aug 18, 2023",,Paperback,view,/book/show/123181333-a-lista-do-juiz
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Retrato de Dorian Gray: Edição Não Censurada,"Wilde, Oscar",9897830804,9789897830808,9897830804,192        pp,4.29,"7,961",Jul 1890,Nov 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oscar Wilde tece um enredo envolvente em que a beleza jovem de Dorian Gray é imortalizada num retrato, enquanto os seus excessos e decadência moral sãOscar Wilde tece um enredo envolvente em que a beleza jovem de Dorian Gray é imortalizada num retrato, enquanto os seus excessos e decadência moral são refletidos na pintura. Através das palavras persuasivas de Lord Henry, Dorian é levado a procurar prazeres sem restrições, desencadeando uma jornada tumultuosa rumo à corrupção moral. O retrato envelhece e se deteriora com as marcas de sua depravação, enquanto Dorian permanece eternamente jovem e aparentemente intocado. O livro explora a dualidade entre aparência e realidade, beleza e degradação, revelando a complexidade da natureza humana e as consequências das escolhas feitas ao longo da vida....more",Notes are private!,0,10,1,"Aug 17, 2023","Aug 18, 2023","Aug 17, 2023",,Paperback,view (with text),/book/show/56050819-o-retrato-de-dorian-gray
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,674","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Hardcover,view,/book/show/63241104-tom-lake
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Floresta de Birnam,"Catton, Eleanor",9722545205,9789722545204,9722545205,416        pp,3.83,"30,745","Mar 02, 2023","Jul 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2023","Aug 25, 2023","Jul 28, 2023",,Paperback,view,/book/show/180649208-a-floresta-de-birnam
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Idiota,"Dostoevsky, Fyodor",9722327666,9789722327664,9722327666,636        pp,4.21,"182,678",1869,"Jul 14, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 27, 2023","Aug 02, 2023","Jul 27, 2023",,Paperback,view,/book/show/8287644-o-idiota
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,345","Jun 08, 1949","Jul 01, 1950",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 21, 2022not set","Nov 26, 2022not set","Jul 25, 2023",,Mass Market Paperback,view,/book/show/5470.1984
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Um Rapaz Muito Especial,"Wood, Monica",9898843195,9789898843197,9898843195,336        pp,4.09,"35,367","Apr 05, 2016","Jun 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Socorro-me da crítica do Sunday Times: ""Um romance brilhante, inteligente, hilariante e tocante - este livro será um sucesso"".Socorro-me da crítica do Sunday Times: ""Um romance brilhante, inteligente, hilariante e tocante - este livro será um sucesso""....more",Notes are private!,0,3,1,"Aug 13, 2023","Aug 16, 2023","Jul 24, 2023",,Paperback,view (with text),/book/show/30819339-um-rapaz-muito-especial
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Outro Nome: Septologia I-II,"Fosse, Jon",,9789896237677,,320        pp,4.10,"3,489",Sep 2019,"Nov 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Por vezes devemos sair da nossa zona de conforto e explorar outras leituras, como esta que aqui vos deixo, que nos traz uma diferente perspetiva de olPor vezes devemos sair da nossa zona de conforto e explorar outras leituras, como esta que aqui vos deixo, que nos traz uma diferente perspetiva de olhar para a vida e para a sua finitude, porque, como diz o autor: ""não se consegue pensar na vida sem se ter em consideração a questão da morte. É inevitável termos de nos confrontar com isso""....more",Notes are private!,0,7,1,"Jul 18, 2023","Jul 21, 2023","Jul 18, 2023",,Paperback,view (with text),/book/show/63323262-o-outro-nome
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Silêncio da Cidade Branca,"García Sáenz de Urturi, Eva",9892342607,9789892342603,9892342607,485        pp,4.28,"29,193","Apr 12, 2016","Jul 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Este livro é um convite irresistível para os entusiastas de thrillers que apreciam tramas envolventes e cheios de mistério,Notes are private!,0,2,1,"Aug 18, 2023","Aug 22, 2023","Jul 17, 2023",,Paperback,view (with text),/book/show/40861094-o-sil-ncio-da-cidade-branca
