,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lindsay's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1018,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Drank the Moon,"Barnhill, Kelly*",1616205679,9781616205676,1616205679,388        pp,4.12,"98,470","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2017",,Hardcover,view,/book/show/28110852-the-girl-who-drank-the-moon
1019,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burning Girl,"Messud, Claire",0393635023,9780393635027,0393635023,247        pp,3.25,"12,254","Aug 29, 2017","Aug 29, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like the idea of this book much more than I like the book itself. It’s the type that when I describe it to someone, plot and character-wise, it willI like the idea of this book much more than I like the book itself. It’s the type that when I describe it to someone, plot and character-wise, it will sound great, but while reading I kept waiting for it to become more, to resonate more, to feel more, well, real.I could relate to the mystery of an identity-forming friendship that is suddenly, inexplicably lost. Whether it breaks or fades, if you’re not the one doing the breaking or fading it feels as if you’ve lost a limb and are horribly off-kilter while grasping for answers that will probably never come. This kind of loss (which like in this book usually happens in middle or high school for the first time) changes you, the way you see yourself and the world. And while this book explored and even focused on those feelings, while reading somehow I only felt the edges of them, maybe because the narrator’s voice just didn’t resonate, which was ultimately unfulfilling. ...more",Notes are private!,0,1,1,"Apr 16, 2018","Apr 29, 2018","Sep 02, 2017",,Hardcover,view (with text),/book/show/34068534-the-burning-girl
1020,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Child Finder        (Naomi Cottle, #1)","Denfeld, Rene*",0062659073,9780062659071,,256        pp,3.95,"43,116","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2017",,ebook,view,/book/show/32223884-the-child-finder
1021,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Lying        (One of Us is Lying, #1)","McManus, Karen*",,,,360        pp,3.94,"845,804","May 30, 2017","May 30, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was simply a fine high school murder mystery book, although the basics of the murder really weren’t too hard to figure out. I’d give it 2.5 if I This was simply a fine high school murder mystery book, although the basics of the murder really weren’t too hard to figure out. I’d give it 2.5 if I knew for sure that all the high school stereotypes were tongue-in-cheek, kinda an homage to classic teen movies. ...more",Notes are private!,0,0,1,"Mar 06, 2020","Mar 21, 2020","Aug 20, 2017",,Kindle Edition,view (with text),/book/show/32571395-one-of-us-is-lying
1022,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Philistines at the Hedgerow: Passion and Property in the Hamptons,"Gaines, Steven",0316309419,9780316309417,0316309419,326        pp,3.82,605,"Jan 01, 1998","Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2017",,Hardcover,view,/book/show/813906.Philistines_at_the_Hedgerow
1023,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seedfolks,"Fleischman, Paul",0064472078,9780064472074,0064472078,102        pp,3.75,"16,009","Apr 11, 1997","Dec 14, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2017",,Paperback,view,/book/show/272752.Seedfolks
1024,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy21,"Quick, Matthew*",0316127965,9780316127967,0316127965,272        pp,3.95,"10,530","Jan 01, 2012","Jun 18, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 09, 2017","Aug 12, 2017","Aug 09, 2017",,Paperback,view,/book/show/16131029-boy21
1025,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hangsaman,"Jackson, Shirley",0143107046,9780143107040,0143107046,225        pp,3.78,"8,477",1951,"Jun 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2017",,Paperback,view,/book/show/16171283-hangsaman
1026,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The New York Times: Footsteps: From Ferrante's Naples to Hammett's San Francisco, Literary Pilgrimages Around the World",The New York Times,0804189846,9780804189842,0804189846,292        pp,3.73,394,unknown,"May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2017",,Paperback,view,/book/show/32830167-the-new-york-times
1027,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Fletcher,"Perrotta, Tom",1501144022,9781501144028,1501144022,309        pp,3.36,"25,739","Aug 01, 2017","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2017",,Hardcover,view,/book/show/33584812-mrs-fletcher
1028,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (A Wrinkle in Time Quintet, #1)","L'Engle, Madeleine",0440498058,9780440498056,0440498058,211        pp,3.98,"1,202,352",1962,Apr 1973,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2017","Aug 08, 2017","Aug 06, 2017",,Paperback,view,/book/show/18131.A_Wrinkle_in_Time
1029,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Map That Leads to You,"Monninger, J.P.",1250060761,9781250060761,1250060761,390        pp,3.68,"4,753","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s been quite a while since I’ve read a romance novel, and this was a fine one. Not too sappy but pretty predictable, and I enjoyed that much of theIt’s been quite a while since I’ve read a romance novel, and this was a fine one. Not too sappy but pretty predictable, and I enjoyed that much of the book with a whirlwind European adventure dotted with Hemingway references. Jack, the dashing adventurous love interest was a bit too perfect, but what annoyed me most? The oft used word “mom-asaurus.” Ugh. And the few chapters that shifted into second person were odd. But for the most part I found the older male author’s ability to write from an early 20s female point of view pretty convincing. ...more",Notes are private!,0,0,1,"Sep 22, 2018","Oct 13, 2018","Jul 30, 2017",,Hardcover,view (with text),/book/show/31450897-the-map-that-leads-to-you
1030,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saints for All Occasions,"Sullivan, J. Courtney*",0307959570,9780307959577,0307959570,335        pp,3.89,"26,013","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2017",,Hardcover,view,/book/show/32335977-saints-for-all-occasions
1031,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less,"Greer, Andrew Sean",0316465186,9780316465182,,272        pp,3.64,"203,361","Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a great summer read- light, humorous, but also touching with some resonant moments. At the start Less reminded me of Prufrock; later, OdysseuThis was a great summer read- light, humorous, but also touching with some resonant moments. At the start Less reminded me of Prufrock; later, Odysseus on a journey home but one that teaches him a heck of a lot about himself. ...more",Notes are private!,0,1,1,"Aug 17, 2018","Aug 22, 2018","Jul 30, 2017",,ebook,view (with text),/book/show/31933085-less
1032,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Dirty Parts,"Handler, Daniel*",1632868040,9781632868046,1632868040,134        pp,3.15,"2,337","Aug 29, 2017","Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2017",,Hardcover,view,/book/show/33590627-all-the-dirty-parts
1033,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Poems,"Cavafy, Constantinos P.",0199555958,9780199555956,0199555958,238        pp,4.38,222,"Aug 31, 2009","Aug 31, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2017","Jul 28, 2017","Jul 28, 2017",,Paperback,view,/book/show/6080425-the-collected-poems
1034,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Poems,"Sexton, Anne",0395957761,9780395957769,0395957761,622        pp,4.28,"16,081","Sep 30, 1981","Apr 28, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2017",,Paperback,view,/book/show/47730.The_Complete_Poems
1035,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",0547928211,9780547928210,0547928211,407        pp,4.39,"2,808,355","Jul 29, 1954","Sep 18, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I understand why so many people love this book and the series. Tolkien is incredibly imaginative, of course, but it just moved way too slowly for me. I understand why so many people love this book and the series. Tolkien is incredibly imaginative, of course, but it just moved way too slowly for me. I think if I were a lover of this genre I'd savor the details and savor the slowness. But I'm not, so I didn't. I was constantly waiting for the plot to move forward and for excitement. ...more",Notes are private!,0,0,1,"Jul 27, 2017","Aug 03, 2017","Jul 27, 2017",,Paperback,view (with text),/book/show/13356706-the-fellowship-of-the-ring
1036,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dying: A Memoir,"Taylor, Cory",1925355772,9781925355772,1925355772,160        pp,3.75,"4,389","May 16, 2016","May 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2017",,Hardcover,view,/book/show/29894007-dying
1037,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grocery: The Buying and Selling of Food in America,"Ruhlman, Michael",1419723863,9781419723865,1419723863,307        pp,3.77,"3,046","May 16, 2017","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2017",,Hardcover,view,/book/show/31915218-grocery
1038,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,208","Sep 15, 2016","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As an athlete and as a female who hung out with a group of male athletes whose “brotherhood” came above all else, especially above how many of them reAs an athlete and as a female who hung out with a group of male athletes whose “brotherhood” came above all else, especially above how many of them respected females, I could relate to this book which pushed the hyper-masculine athlete mentality to the extreme. I enjoyed the range of perspectives and how many of the characters were challenged and changed, but the myriad characters were at times difficult to keep straight, especially for the first half of the book. ...more",Notes are private!,0,0,1,"Jul 04, 2018","Jul 14, 2018","Jul 25, 2017",,Kindle Edition,view (with text),/book/show/33413128-beartown
1039,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte’s Web,"White, E.B.",0064410935,9780064410939,0064410935,184        pp,4.20,"1,834,782","Oct 15, 1952","Oct 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2017","Jul 25, 2017","Jul 23, 2017",,Paperback,view,/book/show/24178.Charlotte_s_Web
1040,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shape of Home,"Chilcote, Lee",1635341833,9781635341836,1635341833,48        pp,4.33,6,unknown,"Mar 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2017",,Paperback,view,/book/show/34713763-the-shape-of-home
1041,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Live,Yu Hua,1400031869,9781400031863,1400031869,250        pp,4.34,"17,708",1992,"Aug 26, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2017",,Paperback,view,/book/show/334971.To_Live
1042,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #2)","Lewis, C.S.",0060234822,9780060234829,0060234822,189        pp,4.24,"2,798,569","Oct 16, 1950","Aug 14, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2017","Jul 23, 2017","Jul 18, 2017",,Library Binding,view,/book/show/1045145.The_Lion_the_Witch_and_the_Wardrobe
1043,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind in the Willows,"Grahame, Kenneth",0143039091,9780143039099,0143039091,197        pp,4.01,"218,265","Oct 08, 1908","Jul 26, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 11, 2017","Jul 14, 2017","Jul 11, 2017",,Paperback,view,/book/show/5659.The_Wind_in_the_Willows
1044,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Standard Deviation,"Heiny, Katherine",0008105529,9780008105525,0008105529,322        pp,3.59,"17,368","May 23, 2017","Apr 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2017",,Hardcover,view,/book/show/26198476-standard-deviation
1045,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Rock Your Baby: And Other Timeless Tips for Modern Moms,"Bried, Erin",1401324592,9781401324599,1401324592,304        pp,3.47,154,"Jan 01, 2012","Apr 03, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 08, 2017","Jul 23, 2017","Jul 08, 2017",,Paperback,view,/book/show/13426228-how-to-rock-your-baby
1046,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peter Pan,"Barrie, J.M.",0805072454,9780805072457,0805072454,176        pp,4.04,"347,248",Oct 1911,"Oct 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2017","Jul 08, 2017","Jul 06, 2017",,Hardcover,view,/book/show/34268.Peter_Pan
1047,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chemistry,"Wang, Weike",1524731757,,B01M0KOP1P,224        pp,3.74,"22,899","May 23, 2017","May 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2017",,Kindle Edition,view,/book/show/31684925-chemistry
1048,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extraordinary Adventures,"Wallace, Daniel",125011845X,9781250118455,125011845X,336        pp,3.52,"1,101","May 30, 2017","May 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2017",,Hardcover,view,/book/show/31451136-extraordinary-adventures
1049,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",125009528X,9781250095282,125009528X,354        pp,4.17,"272,457","Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2017",,Hardcover,view,/book/show/30319086-if-we-were-villains
1050,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,149","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2017",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
1051,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dept. of Speculation,"Offill, Jenny*",0385350813,9780385350815,0385350813,179        pp,3.76,"54,479","Jan 28, 2014","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2017",,Hardcover,view,/book/show/17402288-dept-of-speculation
1052,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What She Ate: Six Remarkable Women and the Food That Tells Their Stories,"Shapiro, Laura",0525427643,9780525427643,0525427643,307        pp,3.27,"4,626","Jul 25, 2017","Jul 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2017",,Hardcover,view,/book/show/32969710-what-she-ate
