,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Travis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monsters: A Fan's Dilemma,"Dederer, Claire",0525655115,9780525655114,0525655115,257        pp,3.82,"9,401","Apr 25, 2023","Apr 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Incisive, nuanced, witty, sensitive, thoughtful, engaging: this book looks at a difficult question (how do we assess and interact with the art of monsIncisive, nuanced, witty, sensitive, thoughtful, engaging: this book looks at a difficult question (how do we assess and interact with the art of monstrous people?) and addresses it nearly perfectly. It clarifies the relevant issues with reason and takes into account that often overlooked but important element of our own subjectivity while situating, in the final chapter, the question within an even larger question: how do we assess and interact with the monstrous people in our lives that we nevertheless love?...more",Notes are private!,0,1,1,not set,"Jun 09, 2023","Jun 09, 2023",,Hardcover,view (with text),/book/show/61685822-monsters
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Lives of Puppets,"Klune, T.J.*",125021744X,9781250217448,125021744X,432        pp,3.94,"58,911","Apr 25, 2023","Apr 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Subtle, beautiful, and filled with heart, In the Lives of Puppets left me weeping tears of sorrow and joy.Bravo, TJ Klune. Bravo!",Notes are private!,0,1,1,not set,"Jun 06, 2023","Jun 06, 2023",,Hardcover,view (with text),/book/show/60784549-in-the-lives-of-puppets
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,113","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 31, 2023","May 31, 2023",,Hardcover,view,/book/show/59357120-yellowface
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City Under One Roof        (Cara Kennedy, #1)","Yamashita, Iris*",0593336674,9780593336670,0593336674,304        pp,3.54,"4,696","Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 27, 2023","May 27, 2023",,Hardcover,view,/book/show/60818887-city-under-one-roof
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Women,"LaValle, Victor",052551208X,9780525512080,052551208X,285        pp,3.73,"24,680","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 23, 2023","May 23, 2023",,Hardcover,view,/book/show/60460704-lone-women
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,"Woo, Ilyon*",1501191055,9781501191053,1501191055,416        pp,4.02,"8,963","Jan 17, 2023","Jan 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story of a married couple’s escape from slavery in Macon, Georgia, to freedom in Philadelphia is extraordinary. It is an extremely well researcheThis story of a married couple’s escape from slavery in Macon, Georgia, to freedom in Philadelphia is extraordinary. It is an extremely well researched and well documented tale of adventure that shows the eponymous characters’ intelligence, ingenuity, and courage. It is really sad that this story is not more widely known as there is much history to be learned from simply following the details of William and Ellen Craft’s remarkable self-emancipation....more",Notes are private!,0,0,1,not set,"May 18, 2023","May 18, 2023",,Hardcover,view (with text),/book/show/61272711-master-slave-husband-wife
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Word,"Adams, Taylor*",0063222892,9780063222892,0063222892,340        pp,3.73,"53,736","Apr 25, 2023","Apr 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 15, 2023","May 15, 2023",,Hardcover,view,/book/show/61767163-the-last-word
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Is Mine I Carry with Me,William Landay*,0345531841,9780345531841,,320        pp,3.85,"14,486","Mar 07, 2023","Mar 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 09, 2023","May 09, 2023",,Hardcover,view,/book/show/61058004-all-that-is-mine-i-carry-with-me
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hollow Places,"Kingfisher, T.",1534451129,9781534451124,1534451129,337        pp,3.80,"34,552","Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2023","May 05, 2023",,Paperback,view,/book/show/50892288-the-hollow-places
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Share of Night,"Enríquez, Mariana",0451495144,9780451495143,0451495144,588        pp,4.30,"33,897","Nov 27, 2019","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is literary horror at its finest.,Notes are private!,0,6,1,not set,"May 02, 2023","May 02, 2023",,Hardcover,view (with text),/book/show/61111034-our-share-of-night
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder of Roger Ackroyd        (Hercule Poirot #4),"Christie, Agatha",0593466365,9780593466360,0593466365,272        pp,4.27,"274,209","Jun 07, 1926","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 24, 2023","Apr 24, 2023",,Paperback,view,/book/show/58735060-the-murder-of-roger-ackroyd
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House with Good Bones,"Kingfisher, T.",1250829798,9781250829795,1250829798,247        pp,3.70,"32,555","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Apr 20, 2023","Apr 20, 2023",,Hardcover,view,/book/show/60784409-a-house-with-good-bones
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Man in a White Coat: A Doctor's Reflections on Race and Medicine,"Tweedy, Damon*",1250044634,9781250044631,1250044634,294        pp,4.17,"4,936","Sep 08, 2015","Sep 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Apr 18, 2023","Apr 18, 2023",,Hardcover,view,/book/show/22857246-black-man-in-a-white-coat
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not So Perfect Strangers,"Stratton, L.S.*",1454947438,9781454947431,1454947438,320        pp,3.63,"5,573","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 16, 2023","Apr 16, 2023",,Paperback,view,/book/show/62996958-not-so-perfect-strangers
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kiss Before Dying,"Levin, Ira",0786711647,9780786711642,0786711647,304        pp,3.98,"12,384",Jun 1953,"Apr 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Apr 10, 2023not set","Apr 10, 2023",,Paperback,view,/book/show/12770.A_Kiss_Before_Dying
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",1982153083,9781982153083,1982153083,336        pp,3.69,"62,723","Feb 07, 2023","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 04, 2023","Apr 04, 2023",,Hardcover,view,/book/show/60701439-big-swiss
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Local,"Hartstone, Joey*",0385547811,9780385547819,0385547811,320        pp,4.12,"4,058","Jun 14, 2022","Jun 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 31, 2023","Mar 31, 2023",,Hardcover,view,/book/show/59109030-the-local
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Are You There God? It's Me, Margaret.","Blume, Judy*",148140993X,9781481409933,148140993X,192        pp,3.94,"239,572",1970,"Apr 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Growing up in the 80s, I never read this book because I didn’t think it was directed to boys. When I heard that a movie adaptation was being released,Growing up in the 80s, I never read this book because I didn’t think it was directed to boys. When I heard that a movie adaptation was being released, I decided to read it to see if the book is as good as its reputation, and it is. The book is wise, kind, and compassionate, and it addresses Margaret‘s adolescent angst about puberty and religion with nuance, grace, and empathy. Judy Blume writes for children around Margaret’s age (11- and 12-year-olds) but without condescending to them and in a style that is amenable to readers of all ages....more",Notes are private!,0,0,1,not set,"Mar 28, 2023","Mar 28, 2023",,Paperback,view (with text),/book/show/18280799-are-you-there-god-it-s-me-margaret
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poverty, by America","Desmond, Matthew*",0593239911,9780593239919,0593239911,284        pp,4.28,"33,981","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 27, 2023","Mar 27, 2023",,Hardcover,view,/book/show/61358638-poverty-by-america
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kind Worth Saving        (Henry Kimball/Lily Kintner, #2)","Swanson, Peter*",0063204983,9780063204980,0063204983,303        pp,3.69,"29,047","Mar 07, 2023","Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Mar 24, 2023not set","Mar 24, 2023",,Hardcover,view,/book/show/60916172-the-kind-worth-saving
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Swann's Way        (Remembrance of Things Past, #1)","Proust, Marcel",067972009X,9780679720096,B00A2OLEFE,496        pp,4.14,"60,146","Nov 14, 1913","Mar 13, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This first volume of Remembrance of Things Past was not sufficiently compelling to motivate me to read any further volumes of Proust’s magnum opus. PrThis first volume of Remembrance of Things Past was not sufficiently compelling to motivate me to read any further volumes of Proust’s magnum opus. Proust’s prose is often unquestionably beautiful and poetic, but it is also labyrinthine in the worst ways: paragraphs that run for pages describing nothing more interesting than a stroll through the countryside; long sentences with multiple relative clauses, appositive phrases, subordinate clauses, and parenthetical asides such that the very convoluted structure of the the sentence renders the sentence almost unintelligible without re-reading it. And what do we get for the Herculean effort of wading through a morass of viscous language? We get the narrator’s psychological self-analysis of his early childhood and Swann’s tiresome obsession with Odette—hundreds of pages of Swann’s stalkerish ponderings and wonderings about where Odette is and what she is doing and thinking and whether he is present in her thoughts and what he might be able to do to meet with her without her becoming annoyed with him. It’s all so very trivial while being a chore to read. There is no plot here, no story—just fragments and descriptions of the lives of the narrator, his family, and Swann. This is not a novel so much as an exquisitely detailed (though partially fictionalized) journal. It is not an enjoyable read except for rare passages of brilliance, and it is due to these rare passages that I have rated this volume three stars instead of two.This may be one of the masterpieces of world literature, and it indeed often showcases beautiful and stunning writing, but it is not for me....more",Notes are private!,0,0,1,not set,"Mar 21, 2023","Mar 21, 2023",,Paperback,view (with text),/book/show/535915.Swann_s_Way
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell a Haunted House,"Hendrix, Grady*",0593201264,9780593201268,0593201264,419        pp,3.70,"97,343","Jan 17, 2023","Jan 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 21, 2023","Mar 21, 2023",,Hardcover,view,/book/show/59414094-how-to-sell-a-haunted-house
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,064","Jul 26, 2016","Jul 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are very few writers whose new books I feel I must read as soon as they are published. Liane Moriarty is one of those writers.While I would rateThere are very few writers whose new books I feel I must read as soon as they are published. Liane Moriarty is one of those writers.While I would rate her last novel, Big Little Lies as ever so slightly better than her latest, Truly Madly Guilty, Truly Madly Guilty does not disappoint. As usual, Moriarty is a master of building up tension and teasing out an explosive mystery with one bombshell revelation after another. In Truly Madly Guilty, we get four major revelations (view spoiler)[the revelation of Ruby's near-drowning after her fall into the fountain, the revelation that it was Harry who had alerted Erika to Ruby's falling into the pool, the revelation that Harry had been rushing down the stairs to Vid and Tiffany's to rescue Ruby when he fell to his death, and the revelation that Holly had pushed her sister into the fountain (hide spoiler)], and all of them left me breathless and even, in the last two instances, near tears.Moriarty also delivers fascinating characters, all with their own peculiar flaws and strengths. Even if we didn't have the central mystery of the novel, we would still be highly entertained by watching these characters (primarily the women in this novel--Erika, Clementine, and Tiffany--but the men--Oliver, Sam, and Vid--also have strong roles to play) interact with each other and their families. This is a great cast of well-drawn, realistic, engaging characters.If you like plot-heavy novels, Truly Madly Guilty is for you. If you like character-driven novels, Truly Madly Guilty is for you. If you like fast-paced, highly entertaining literature, Truly Madly Guilty is for you. So, to summarize, if you're a human being, Truly Madly Guilty is for you!...more",Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
