,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twilight,"Gay, William",1596920580,9781596920583,1596920580,224        pp,3.96,"2,869","Oct 20, 2006","Oct 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Hardcover,view,/book/show/108315.Twilight
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grass Harp, Including A Tree of Night and Other Stories","Capote, Truman",0679745572,9780679745570,0679745572,272        pp,4.01,"6,077","Jan 02, 1956","Sep 28, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Paperback,view,/book/show/9924.The_Grass_Harp_Including_A_Tree_of_Night_and_Other_Stories
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gospel Singer,"Crews, Harry",189900601X,9781899006014,189900601X,300        pp,4.24,"1,422",1968,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Paperback,view,/book/show/24851.The_Gospel_Singer
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orchard Keeper,"McCarthy, Cormac",0330314912,9780330314916,0330314912,256        pp,3.54,"10,987",1965,"Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Paperback,view,/book/show/46506.The_Orchard_Keeper
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where I've Been, and Where I'm Going: Essays, Reviews, Prose","Oates, Joyce Carol",0452280532,9780452280533,0452280532,386        pp,3.82,50,"Jul 01, 1999","Jul 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2015",not set,"May 28, 2015",,Paperback,view,/book/show/397358.Where_I_ve_Been_and_Where_I_m_Going
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Miserable Mill        (A Series of Unfortunate Events, #4)","Snicket, Lemony*",0064407691,9780064407694,0064407691,194        pp,3.86,"170,067","Apr 05, 2000","Apr 01, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2015","May 10, 2015","Apr 27, 2015",,Hardcover,view,/book/show/280049.The_Miserable_Mill
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Personal        (Jack Reacher, #19)","Child, Lee*",0804178747,9780804178747,0804178747,353        pp,3.98,"75,021","Sep 02, 2014","Sep 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 27, 2015","May 10, 2015","Apr 27, 2015",,Hardcover,view,/book/show/20263040-personal
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lush Life,"Price, Richard",0374299250,9780374299255,0374299250,464        pp,3.73,"14,356",Mar 2008,"Mar 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 27, 2015","Apr 27, 2015","Apr 27, 2015",,Hardcover,view,/book/show/1862313.Lush_Life
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ironweed,"Kennedy, William",0140081038,9780140081039,0140081038,227        pp,3.87,"16,845",1983,"Jan 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2015",,Mass Market Paperback,view,/book/show/90754.Ironweed
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Four Legs in the Morning        (Cemetery Dance Signature Series, #9)","Prentiss, Norman*",,,,107        pp,3.88,65,2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 11, 2015",,Hardcover,view,/book/show/13162756-four-legs-in-the-morning
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leviathan Wakes        (The Expanse, #1)","Corey, James S.A.*",1841499889,9781841499888,1841499889,592        pp,4.30,"267,322","Jun 02, 2011","Jun 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2015",,Paperback,view,/book/show/8855321-leviathan-wakes
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Batman: Captured by the Engines,"Lansdale, Joe R.*",0446360422,9780446360425,0446360422,241        pp,3.21,278,"Jan 01, 1991","Jul 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2015",,Paperback,view,/book/show/358974.Batman
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Song of Shadows        (Charlie Parker, #13)","Connolly, John*",1444751484,9781444751482,1444751484,448        pp,4.33,"6,941","Apr 09, 2015","Apr 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 10, 2015",,Hardcover,view,/book/show/23401105-a-song-of-shadows
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Sweet Mister,"Woodrell, Daniel",0399147519,9780399147517,0399147519,196        pp,3.91,"3,281","May 21, 2001","May 21, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2015","Apr 27, 2015","Apr 10, 2015",,Hardcover,view,/book/show/1340071.The_Death_of_Sweet_Mister
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wide Window        (A Series of Unfortunate Events, #3)","Snicket, Lemony*",0064407683,9780064407687,0064407683,214        pp,3.95,"194,509","Feb 02, 2000","Feb 25, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2015","Apr 27, 2015","Apr 10, 2015",,Hardcover,view,/book/show/438492.The_Wide_Window
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hooray For Diffendoofer Day!,Dr. Seuss,0007127405,9780007127405,0007127405,64        pp,4.15,"3,386","Jan 01, 1998","Nov 05, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2015","Apr 27, 2015","Apr 10, 2015",,Paperback,view,/book/show/273730.Hooray_For_Diffendoofer_Day_
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day the Crayons Quit,"Daywalt, Drew",0399255370,9780399255373,0399255370,30        pp,4.42,"55,346","Jun 27, 2013","Jun 27, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rae said this one gets five stars. She loved how the kid gave back to his crayons in the end, after all the good times they gave him.",Notes are private!,0,4,1,"Apr 10, 2015","Apr 10, 2015","Apr 10, 2015",,Hardcover,view (with text),/book/show/16101018-the-day-the-crayons-quit
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling Angel,"Hjortsberg, William",1933618086,9781933618081,1933618086,302        pp,3.91,"5,132",1978,"Nov 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Hardcover,view,/book/show/12787.Falling_Angel
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where There's Love, There's Hate","Bioy Casares, Adolfo",1612191509,9781612191508,1612191509,144        pp,3.36,"1,248","Aug 08, 1946","May 14, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Paperback,view,/book/show/13532227-where-there-s-love-there-s-hate
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Tales of Misogyny,"Highsmith, Patricia",,,B0085ATC1K,145        pp,3.54,"2,815",1975,"Aug 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Kindle Edition,view,/book/show/19484404-little-tales-of-misogyny
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Terror,"Simmons, Dan",0316017442,9780316017442,0316017442,769        pp,4.07,"62,193",1962,"Jan 08, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Hardcover,view,/book/show/3974.The_Terror
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grace of Kings        (The Dandelion Dynasty, #1)","Liu, Ken*",1481424270,9781481424271,1481424270,640        pp,3.78,"21,167","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Hardcover,view,/book/show/18952341-the-grace-of-kings
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Screams: Volume Three,"Freeman, Brian James*",,,B00OEXM6NS,94        pp,3.54,414,"May 12, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Kindle Edition,view,/book/show/24516415-dark-screams
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orlando,"Woolf, Virginia",,,,333        pp,3.87,"93,138","Oct 11, 1928",1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Paperback,view,/book/show/46133.Orlando
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Skulls,"Silverberg, Robert",0345471385,9780345471383,0345471385,232        pp,3.65,"3,529",Dec 1971,Feb 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Paperback,view,/book/show/219107.The_Book_of_Skulls
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reptile Room        (A Series of Unfortunate Events, #2)","Snicket, Lemony*",0064407675,9780064407670,0064407675,190        pp,4.01,"225,686","Aug 26, 1999","Aug 25, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 04, 2015","Apr 09, 2015","Apr 04, 2015",,Hardcover,view,/book/show/471928.The_Reptile_Room
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Moon,"Percy, Benjamin*",1455501662,9781455501663,1455501662,533        pp,3.37,"5,988","May 07, 2013","May 07, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crisp, biting prose. Great characterization. Excellent pacing. Would have been a five star book for me but the ending felt very rushed, too compressedCrisp, biting prose. Great characterization. Excellent pacing. Would have been a five star book for me but the ending felt very rushed, too compressed....more",Notes are private!,0,10,1,"Apr 04, 2015","Apr 09, 2015","Apr 04, 2015",,Hardcover,view (with text),/book/show/15791107-red-moon
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked!,"Black, Michael Ian",144246738X,9781442467385,144246738X,40        pp,4.14,"1,166","Apr 29, 2014","Apr 29, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/18352657-naked
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Day on the River,"Wilson, Sarah Elizabeth",0805067876,9780805067873,0805067876,32        pp,3.42,26,"Apr 01, 2003","Apr 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/4116858-big-day-on-the-river
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Circle, Square, Moose","Bingham, Kelly",0062290037,9780062290038,0062290037,48        pp,3.71,827,"Aug 01, 2014","Sep 23, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/18473766-circle-square-moose
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Seuss's Sleep Book,Dr. Seuss,,,,58        pp,4.18,"11,235","Aug 01, 1962","Jul 24, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/7772.Dr_Seuss_s_Sleep_Book
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Bo Peep,"Woodruff, Liza",1602533024,9781602533028,1602533024,16        pp,3.24,21,2009,"Jan 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Library Binding,view,/book/show/7192114-little-bo-peep
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Sky,"Wood, Audrey*",0545316103,9780545316101,0545316103,32        pp,3.53,372,"Mar 01, 2012","Mar 01, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/13039562-blue-sky
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tickle Monster,"Bissett, Josie",1932319670,9781932319675,1932319670,36        pp,4.37,"1,304","Aug 15, 2008","Sep 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/5984611-tickle-monster
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celebrate the 50 States,"Leedy, Loreen*",0823414310,9780823414314,0823414310,32        pp,3.91,46,Sep 1999,"Sep 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Hardcover,view,/book/show/3265998-celebrate-the-50-states
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Know Much About the 50 States,"Davis, Kenneth C.*",0064462277,9780064462273,0064462277,64        pp,3.82,100,"Jul 24, 2001","Apr 13, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Paperback,view,/book/show/215764.Don_t_Know_Much_About_the_50_States
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exploring The Solar System,"Tourville, Amanda Doering",1615903232,9781615903238,1615903232,48        pp,3.75,8,"Aug 01, 2010","Aug 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Library Binding,view,/book/show/14566909-exploring-the-solar-system
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berenstain Bears and the Messy Room,"Berenstain, Stan",0394856392,9780394856391,B00BG7MSGK,32        pp,4.18,"34,596","Apr 01, 1983","May 12, 1983",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Paperback,view,/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berenstain Bears Get Stage Fright,"Berenstain, Stan",0394873378,9780394873374,0394873378,32        pp,4.16,"5,129","Jan 01, 1986","Aug 12, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2015","Apr 04, 2015","Apr 04, 2015",,Paperback,view,/book/show/263614.The_Berenstain_Bears_Get_Stage_Fright
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brand-New Baby Blues,"Appelt, Kathi*",0060532335,9780060532338,0060532335,32        pp,3.62,158,"Dec 26, 2009","Dec 29, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2015","Apr 04, 2015","Mar 30, 2015",,Hardcover,view,/book/show/7071782-brand-new-baby-blues
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Birthday to You!,Dr. Seuss,0394800761,9780394800769,0394800761,64        pp,4.15,"5,985","Aug 12, 1959","Aug 12, 1959",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2015","Apr 04, 2015","Mar 30, 2015",,Hardcover,view,/book/show/7775.Happy_Birthday_to_You_
