,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ralu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evadare din Lagărul 14,"Harden, Blaine*",9731357564,9789731357560,9731357564,240        pp,4.00,"67,474","Mar 29, 2012",Apr 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2018","Aug 11, 2018","Aug 03, 2023",,Paperback,view,/book/show/17843983-evadare-din-lag-rul-14
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Istoria universală a infamiei,"Borges, Jorge Luis",9734627880,9789734627882,9734627880,114        pp,3.91,"10,033",1935,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Paperback,view,/book/show/23153595-istoria-universal-a-infamiei
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Casa        (Casa, #1)","Moldovan, Alex*",9786303210,,,384        pp,4.33,24,unknown,"May 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2023",,Hardcover,view,/book/show/156510492-casa
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Theodora Tenpenny și tabloul pierdut,"Fitzgerald, Laura Marx*",,,,240        pp,4.01,"6,891","Mar 01, 2014","Feb 23, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ce lectură plăcută a fost pentru mine! Sper să le placă și puștilor la fel de mult.,Notes are private!,0,4,1,"Aug 02, 2023","Aug 02, 2023","Aug 02, 2023",,Hardcover,view (with text),/book/show/29337395-theodora-tenpenny-i-tabloul-pierdut
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silja,"Sillanpää, F.E.",9731247521,9789731247526,9731247521,248        pp,3.51,565,1931,2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5N-am prea reușit să rezonez cu neoromantismul domnului Sillanpää. Nici sociologică, nici psihologică, cu multe exprimări patetice, cartea am asocia2.5N-am prea reușit să rezonez cu neoromantismul domnului Sillanpää. Nici sociologică, nici psihologică, cu multe exprimări patetice, cartea am asociat-o mai degrabă cu poporanismul românesc și cu didacticismul ulterior a lui Slavici, nicidecum cu modernismul european ce se afirma pe atunci. Mai caut autori finlandezi. ...more",Notes are private!,0,2,1,"Jul 31, 2023","Jul 31, 2023","Jul 31, 2023",,Hardcover,view (with text),/book/show/18212180-silja
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vacanța lui Nor,"Surducan, Iléana",,9786067884616,6067884615,94        pp,4.54,132,Nov 2018,Nov 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 28, 2023","Jul 28, 2023","Jul 28, 2023",,Hardcover,view,/book/show/42843327-vacan-a-lui-nor
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Întoarcerea acasă a baronului Wenckheim,"Krasznahorkai, László",6069784367,9786069784365,6069784367,560        pp,4.17,"1,004","Sep 14, 2016","Nov 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Având deja Satantango începută și neterminată de prin februrie, am pășit destul de temător din nou în Ungaria lui Krasznahorkai. De data aceasta însă Având deja Satantango începută și neterminată de prin februrie, am pășit destul de temător din nou în Ungaria lui Krasznahorkai. De data aceasta însă mi-a plăcut mai mult. E fascinant vortexul în care te aruncă tehnica narativă a autorului încă de la primele pagini și la fel de fascinantă e pendularea continuă între micile lui personaje și infinitele dificultăți ale omenirii. O carte despre un mare TOT și un mare NIMIC, la intersecția cărora stă zâmbind șăgalnic un autor hipnotic, un vrăjitor al cuvintelor, un excentric (contemporan lui Orbán) care se autoexilează în propria-i ficțiune alături de cititor. Pe de altă parte însă stilul său aglutinant nu mi se potrivește, deși îl apreciez teribil. Viața asta haotică, în care te târăști de multe ori dintr-un punct fix în altul, în care uiți să închizi uși, în care trebuie să alegi cu grijă momentul de start pentru a nu avea mereu impresia că fugi după persoane, lucruri, idealuri, în care acumulezi și acumulezi obiecte și informații ce promit să te îngroape la un moment dat, în care zgomotul urban îți reconfigurează mereu perspectivele, ei, viața asta (a mea) are nevoie de puncte în frază, de pauze de respirație în lectură, de o înlăturare în prealabil a balastului. Eu, cititoare ageamie, am nevoie de câteva borne fixe odată intrată în tărâmul ficțiunii, de cel puțin o infimă iluzie a ordinii, și nu de o învălmășeală mai mare decât însăși existența. Dar astea sunt limitele mele, pot înțelege perfect de ce unii cititori îl consideră excepțional, magistral etc. În topul preferințelor personale, în ceea ce privește autorii maghiari, nu le-a surclasat pe Ágota Kristóf și pe Magda Szabó.( nu că ar fi un concurs). Și am pus deja celălalt volum în raft. ...more",Notes are private!,0,14,1,"Jul 28, 2023","Jul 28, 2023","Jul 28, 2023",,Paperback,view (with text),/book/show/59703009-ntoarcerea-acas-a-baronului-wenckheim
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fabule Moderne,"Țîbuleac, Tatiana",,,,unknown,4.33,426,"Jan 01, 2014",2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jul 28, 2023","Jul 28, 2023","Jul 28, 2023",,,view,/book/show/31300850-fabule-moderne
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Necazuri cu școala,"Pennac, Daniel",9734611283,9789734611287,9734611283,352        pp,3.60,"5,788","Oct 11, 2007",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jul 28, 2023","Jul 28, 2023","Jul 28, 2023",,Paperback,view,/book/show/15752602-necazuri-cu-coala
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uimire şi cutremur,"Nothomb, Amélie",9734603906,9789734603909,B004ZKQ2YY,192        pp,3.73,"36,581","Aug 26, 1999",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Paperback,view,/book/show/9421699-uimire-i-cutremur
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pe cine iubești mai mult?,"Buruiană, Mihaela*",,9786064315106,,230        pp,4.35,355,unknown,"Mar 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,6,1,"May 30, 2023","Jun 03, 2023","May 30, 2023",,Paperback,view (with text),/book/show/123254071-pe-cine-iube-ti-mai-mult
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muzeul convorbirilor întrerupte,"Docea, Anda",,9786067522624,,74        pp,4.40,67,unknown,Apr 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","May 30, 2023",,Paperback,view,/book/show/61110955-muzeul-convorbirilor-ntrerupte
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exist, exist, exist","O'Farrell, Maggie*",6069786106,9786069786109,6069786106,272        pp,3.99,"43,214","Aug 02, 2017",2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"May 10, 2023","May 20, 2023","May 10, 2023",,Paperback,view,/book/show/143725955-exist-exist-exist
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Încântec,"Smith, Ali",,9789733410027,,175        pp,4.05,"3,469","Nov 01, 2012",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,3,1,"Apr 22, 2023",May 2023,"May 10, 2023",,Paperback,view (with text),/book/show/140975001-nc-ntec
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Să înțelegem benzile desenate,"McCloud, Scott*",6067105497,9786067105490,6067105497,266        pp,4.01,"122,591",Aug 1993,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2023","May 07, 2023","May 10, 2023",,Paperback,view,/book/show/46257449-s-n-elegem-benzile-desenate
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Destin,"Shalev, Zeruya",,9786060971979,,352        pp,3.58,745,2021,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Apr 10, 2023","Apr 28, 2023","May 10, 2023",,Paperback,view,/book/show/136535060-destin
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Dalloway,"Woolf, Virginia",0151009988,9780151009985,0151009988,194        pp,3.79,"306,460","May 14, 1925","Oct 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4,5",Notes are private!,0,11,1,"May 10, 2023","May 10, 2023","May 10, 2023",,Hardcover,view (with text),/book/show/14942.Mrs_Dalloway
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oameni Mari,"Orban, Maria*",6064306939,9786064306937,6064306939,160        pp,3.85,883,unknown,"Nov 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maria Orban a fost o surpiză mai mult decât plăcută pentru mine. Deși lipsită de sondări adânci in inconștient ale naratoarei, de lungi descrieri a toMaria Orban a fost o surpiză mai mult decât plăcută pentru mine. Deși lipsită de sondări adânci in inconștient ale naratoarei, de lungi descrieri a tot ce misca (sau nu) in jur, de metafizici personale la fiecare pas (sau la fiecare pedalare), cartea e de o simplitate uluitor de bine construita. Personajele si situatiile credibile, schimburile de replici faine, o atmosfera apasatoare, dar nu claustrofobica, animeaza o cautare de buletin. De fapt a unei identitati. Un personaj minor, cu a ei istorie minora indesata in ghiozdanul pe care e cat pe ce sa-l piarda. Pe care-l ia in spate cand paraseste ostentativ sedinta de consiliu, pe care-l lasa in bratele unui fost prieten pentru a fugi pe terenul de baschet, pe care-l poarta mereu pe bicicleta, in care isi indeasa fularul tricotat in culori gresite de mama toxica, pe care probabil il va lua si cand va semna actele de divort. Cam astea sunt coordonatele in interiorul carora se desfasoara asa-zisa actiune a cartii. Rucsandra, la cei 36 de ani ai sai, nu se remarca prin nimic, in schimb ea remarca mereu, fugitiv, detalii ale spatiilor pe langa care trece (care mie mi-au placut teribil - vezi inimioarele de la Maggie din geamuri) si versuri ale melodiilor de pe fundalul discutiilor. E mult firesc in toate observatiile ei, nedand impresia ca si-ar dori sa epateze in vreun fel. Nu e deloc un personaj impaiat cu o aura de coolness si asta a facut-o sa urce vertiginos in topul preferintelor personale in ceea ce priveste personajele din literatura ro contemporana.Detalii care mi-au ramas intiparite in memorie:- faptul ca isi dorea o bucatarie de la ikea cu portocaliu, verde si galben.(?!) Intamplarea face ca bucataria ap in care locuiesc sa fie verde cu portocaliu si ma ingrozesc zilnic. Nu-mi pot imagina si o hizosenie de galben alaturi. So, what’s wrong with you girl? :)) - povestea mamei prin care incerca sa o disciplineze mica fiind - i se spunea ca e filmata din cer si ca imaginile sunt transmise mereu oamenilor din alte parti ale lumii. Un soi de public shaming imaginar, constant.- detaliile despre echipamentul de sport, mai precis de alergat. Fiind si eu o mare “fană” a miscarii constante, mi-a fost lene mereu sa caut informatii despre produsele de calitate. Le-am notat Maria. Sper sa nu ma dezamagesti cu alegerile facute.Bravos! Astept romanul nr. 2, asta mi-a placut. ( sper sa nu-ti ia tot atat de mult timp sa-l scrii) Merged :Maria Orban a fost o surpiză mai mult decât plăcută pentru mine. Deși lipsită de sondări adânci in inconștient ale naratoarei, de lungi descrieri a tot ce misca (sau nu) in jur, de metafizici personale la fiecare pas (sau la fiecare pedalare), cartea e de o simplitate uluitor de bine construita. Personajele si situatiile credibile, schimburile de replici faine, o atmosfera apasatoare, dar nu claustrofobica, animeaza o cautare de buletin. De fapt a unei identitati. Un personaj minor, cu a ei istorie minora indesata in ghiozdanul pe care e cat pe ce sa-l piarda. Pe care-l ia in spate cand paraseste ostentativ sedinta de consiliu, pe care-l lasa in bratele unui fost prieten pentru a fugi pe terenul de baschet, pe care-l poarta mereu pe bicicleta, in care isi indeasa fularul tricotat in culori gresite de mama toxica, pe care probabil il va lua si cand va semna actele de divort. Cam astea sunt coordonatele in interiorul carora se desfasoara asa-zisa actiune a cartii. Rucsandra, la cei 36 de ani ai sai, nu se remarca prin nimic, in schimb ea remarca mereu, fugitiv, detalii ale spatiilor pe langa care trece (care mie mi-au placut teribil - vezi inimioarele de la Maggie din geamuri) si versuri ale melodiilor de pe fundalul discutiilor. E mult firesc in toate observatiile ei, nedand impresia ca si-ar dori sa epateze in vreun fel. Nu e deloc un personaj impaiat cu o aura de coolness si asta a facut-o sa urce vertiginos in topul preferintelor personale in ceea ce priveste personajele din literatura ro contemporana.Detalii care mi-au ramas intiparite in memorie:- faptul ca isi dorea o bucatarie de la ikea cu portocaliu, verde si galben.(?!) Intamplarea face ca bucataria ap in care locuiesc sa fie verde cu portocaliu si ma ingrozesc zilnic. Nu-mi pot imagina si o hizosenie de galben alaturi. So, what’s wrong with you girl? :)) - povestea mamei prin care incerca sa o disciplineze mica fiind - i se spunea ca e filmata din cer si ca imaginile sunt transmise mereu oamenilor din alte parti ale lumii. Un soi de public shaming imaginar, constant.- detaliile despre echipamentul de sport, mai precis de alergat. Fiind si eu o mare “fană” a miscarii constante, mi-a fost lene mereu sa caut informatii despre produsele de calitate. Le-am notat Maria. Sper sa nu ma dezamagesti cu alegerile facute.Bravos! Astept romanul nr. 2, asta mi-a placut. ( sper sa nu-ti ia tot atat de mult timp sa-l scrii)...more",Notes are private!,0,0,2,"Jan 20, 2021not set","Jan 22, 2021not set","Apr 18, 2023",,Paperback,view (with text),/book/show/56058930-oameni-mari
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts,"Telgemeier, Raina*",,,B01A8Z86H0,256        pp,4.22,"142,825","Sep 13, 2016","Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2023","Apr 18, 2023","Apr 18, 2023",,Kindle Edition,view,/book/show/25903764-ghosts
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mecanica inimii,"Malzieu, Mathias",6068073270,9786068073279,6068073270,192        pp,3.59,"28,219",2007,Jun 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2023",,Paperback,view,/book/show/13416914-mecanica-inimii
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cel mai mic sărut pomenit vreodată,"Malzieu, Mathias",6065798177,9786065798175,6065798177,120        pp,3.70,"3,768","Mar 15, 2013",May 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2023",,Paperback,view,/book/show/22742028-cel-mai-mic-s-rut-pomenit-vreodat
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,287","Jan 24, 2012","Jan 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2023",not set,"Mar 16, 2023",,Hardcover,view,/book/show/8520610-quiet
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ferma animalelor,"Orwell, George",9734622870,9789734622870,9734622870,192        pp,3.99,"3,883,894","Aug 17, 1945",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2023","Apr 18, 2023","Mar 16, 2023",,Paperback,view,/book/show/13410599-ferma-animalelor
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resursa,"Ştefan, Olga",,9786306547029,,132        pp,4.07,104,2022,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2023","Apr 02, 2023","Mar 16, 2023",,Paperback,view,/book/show/63185309-resursa
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragostea: 12 povestiri,"Cehov, A.P.",,9786060971818,,312        pp,4.04,89,unknown,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,7,1,"Mar 16, 2023","May 10, 2023","Mar 16, 2023",,Paperback,view (with text),/book/show/122994551-dragostea
