,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeff's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Satanic Verses,"Rushdie, Salman",0312270828,9780312270827,0312270828,561        pp,3.71,"65,685","Sep 26, 1988",1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A work of supreme literary genius, blending the motifs of post-colonial immigrant psychology, metropolitan racism, magic realism, humor, paternity, anA work of supreme literary genius, blending the motifs of post-colonial immigrant psychology, metropolitan racism, magic realism, humor, paternity, and, of course, a caution against religious extremism (which, as the book's result indicates, is a very real threat to not only free speech/art, but life).I was especially taken by the penultimate sequence with Saladin and his father. In a book of outlandish whimsey, this modernesque ""straight"" section hit certain.I bought the book in solidarity after the Chautauqua incident.Brilliantly written and crafted. An ageless book....more",Notes are private!,0,0,1,not set,not set,"Dec 31, 2022",,Paperback,view (with text),/book/show/12781.The_Satanic_Verses
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington White,"Griffiths, Adam*",1734485698,9781734485691,1734485698,244        pp,3.25,4,unknown,"Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Highly inventive and intelligent: a critical reflection and satire of contemporary (religious, capitalistic, racist, homophobic) culture through abstrHighly inventive and intelligent: a critical reflection and satire of contemporary (religious, capitalistic, racist, homophobic) culture through abstract and wild art....more",Notes are private!,0,0,1,not set,not set,"Nov 17, 2022",,Paperback,view (with text),/book/show/60762097-washington-white
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Philadelphia Builds: Essays on Architecture,"Lewis, Michael J.",1589881524,9781589881525,1589881524,373        pp,3.67,24,unknown,"Apr 20, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book's audience is the definition of niche. You have to be a Philly-phile and architect nerd to get beyond the first page. Luckily for Lewis: I'mThis book's audience is the definition of niche. You have to be a Philly-phile and architect nerd to get beyond the first page. Luckily for Lewis: I'm both.This book had 5 stars all the way through for its well-researched and written prose on historic philadelphia buildings.It promptly lost two for the strange, end-of-book polemics away from architecture, which read as conservative criticisms of modern, progressive movements. Stay in your lane buddy....more",Notes are private!,0,1,1,not set,not set,"Nov 10, 2022",,Paperback,view (with text),/book/show/52639306-philadelphia-builds
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Madness Vase,"Gibson, Andrea",193590437X,9781935904373,193590437X,120        pp,4.50,"2,751","Sep 28, 2011","Sep 15, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"...especially ""Somewhere, A Carpenter""...especially ""Somewhere, A Carpenter""...more",Notes are private!,0,0,1,not set,not set,"Oct 25, 2022",,Paperback,view (with text),/book/show/12193298-the-madness-vase
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incognegro,"Johnson, Mat",140121097X,9781401210977,140121097X,136        pp,4.00,"3,294","Feb 06, 2008","Feb 06, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interesting graphic historical novel revealing America's midcentury racial violence.Interesting graphic historical novel revealing America's midcentury racial violence....more,Notes are private!,0,0,1,not set,not set,"Sep 30, 2022",,Hardcover,view (with text),/book/show/2331616.Incognegro
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plague,"Camus, Albert",,,,308        pp,4.02,"263,713","Jun 10, 1947",Mar 1991,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I understand this book was supposed to be an allegory, that of human fortitude and will despite a metaphoric pestilence, and I understand this book maI understand this book was supposed to be an allegory, that of human fortitude and will despite a metaphoric pestilence, and I understand this book may have had an ancillary allegorical theme, that of the Nazi occupation of Paris during WWII....but, and OF COURSE, this book's relevance has taken new form after the Covid-19 pandemic. What is most stellar, inconceivable, and generally wild is the prognosticative nature of the book: from the isolating feelings of quarantine, to the efficacy of masks, to the morose's morose appreciation of disease; it's as if Camus traveled in time to 2020, took notes, and went back. I found myself constantly aware of just how true his account was of something that hadn't happened yet. Ironically, his metaphoric story stands taller than the proposed allegories.Great writing, and humor! (The author who writes one line the whole novel.) To weave in humor and humanity inside of dire circumstances, once again, nailed the actual. I'm sure this was always a worthy read, but is certainly more so now. ...more",Notes are private!,0,0,1,not set,not set,"Sep 28, 2022",,Paperback,view (with text),/book/show/11989.The_Plague
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt,"Waheed, Nayyirah*",,,,251        pp,4.25,"24,034","Sep 24, 2013","Sep 24, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Subtle and blatant; this is a most important book of poems.,Notes are private!,0,0,1,not set,not set,"Sep 24, 2022",,Paperback,view (with text),/book/show/18585282-salt
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,867",Sep 2002,"Jan 03, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's so hard to begin. How do you write a  that's not mean? How do you write a  that doesn't belittle the thousands of adorers of this booIt's so hard to begin. How do you write a  that's not mean? How do you write a  that doesn't belittle the thousands of adorers of this book?All I can say is that this is bad: pandering, psuedo-intellectual, faux-post-modern winding garbage the author clearly had no hold on.I was invested throughout the first quarter or so, allowed for quirks and potential translation issues, but totally balked at Murakami's grandiose plop. I was totally out when Colonel Sanders showed up. This book is just so full of wanting to be everything that it ends up nothing. And please don't say I didn't understand it or that I'm too used to the modernist tradition to render value here. This is a book that the author half-planned, then tried to let run wild, then tried to wrap up when it got too long. I don't know why people love it so; perhaps because they feel like they should. This is the second Murakami book I've read, and I'm beginning to think he's a hack that's got us fooled....more",Notes are private!,0,0,1,not set,not set,"Sep 12, 2022",,Paperback,view (with text),/book/show/4929.Kafka_on_the_Shore
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Be a Man: Stories,"Krauss, Nicole",0062431048,9780062431042,0062431048,240        pp,3.62,"3,311","Nov 03, 2020","Nov 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Something looms in each story: a concrete religious tradition, mysterious generals, an unnamed prison camp, patriarchal toxicity, an ambiguous husbandSomething looms in each story: a concrete religious tradition, mysterious generals, an unnamed prison camp, patriarchal toxicity, an ambiguous husband. While these elements underscore the backgrounds of each story, the foreground is populated by characters who must exist in the context of these unseen pressures while growing, often into late adulthood. The language is simple and the stories are not driven by plot. But there is a tenderness nevertheless. For me, the two final pieces were the best, especially the penultimate....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2022",,Paperback,view (with text),/book/show/56922528-to-be-a-man
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hellbound Heart,"Barker, Clive*",0061002828,9780061002823,0061002828,164        pp,4.07,"57,212",Nov 1986,"Nov 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Much better than you might expect from Barker. Holds up after all these years. Maybe his medium was the novella.,Notes are private!,0,0,1,not set,not set,"Jul 31, 2022",,Paperback,view (with text),/book/show/52635.The_Hellbound_Heart
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sandcastle,"Lévy, Pierre Oscar",1906838380,9781906838386,1906838380,112        pp,3.35,"4,252",2010,"May 07, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A quick read that nevertheless asks us to consider time in relation to appreciating life. Weird European sex stuff, though.",Notes are private!,0,0,1,not set,not set,"Jul 25, 2022",,Hardcover,view (with text),/book/show/13000768-sandcastle
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sink: A Memoir,"Thomas, Joseph Earl",1538706172,9781538706176,1538706172,256        pp,3.70,"1,458","Feb 21, 2023","Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not just momentous but mandatory. We need this voice today, both as a real representation of those commonly muted and an acknowledgment that the idea Not just momentous but mandatory. We need this voice today, both as a real representation of those commonly muted and an acknowledgment that the idea of diversity is far more complex than the complexes we like to envision (maintain). Thomas is aware and intelligent, creative and clear, unboxable, unfitting, unstandardized...what we need....more",Notes are private!,0,17,1,not set,not set,"Jul 25, 2022",,Hardcover,view (with text),/book/show/61237136-sink
