,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sara's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NOS4A2,"Hill, Joe*",0062200577,9780062200570,0062200577,692        pp,4.08,"128,930","Apr 30, 2013","Apr 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Joe Hill je dokaz da jabuka ne pada daleko od stabla. Sin Stephena Kinga odlučio je krenuti očevim stopama i postati ozbiljan pisac i to pisac horora.Joe Hill je dokaz da jabuka ne pada daleko od stabla. Sin Stephena Kinga odlučio je krenuti očevim stopama i postati ozbiljan pisac i to pisac horora. S obzirom na slavnog oca, koji već desetljećima kraljuje, kapa do poda sinu zbog hrabrosti. NOS4A2 je sjajan fantasy horor, sa originalnom idejom i pričom vrijednom čitanja i radnjom koja ni na trenutak ne dosadi. Jedva čekam sljedeći roman ! ...more",Notes are private!,0,3,1,"Nov 23, 2020","Dec 09, 2020","Nov 23, 2020",,Hardcover,view (with text),/book/show/15729539-nos4a2
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nordijska mitologija,"Gaiman, Neil*",8652128286,9788652128280,8652128286,272        pp,4.11,"319,286","Feb 07, 2017","Dec 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gaiman je odličan pripovjedač, ništa novoga. Tako je i ovdje udahnuo jedan novi život i sjaj starim mitovima. Duhovito, precizno, knjiga koja dobro doGaiman je odličan pripovjedač, ništa novoga. Tako je i ovdje udahnuo jedan novi život i sjaj starim mitovima. Duhovito, precizno, knjiga koja dobro dođe na kraju dana kad čovjek želi malo opuštanja, pa da zajedno s Gaimanom ode u svijet Odina, Thora i Lokija, drugačijih vjerovanja i običaja....more",Notes are private!,0,10,1,"Nov 04, 2020","Dec 15, 2020","Nov 04, 2020",,Paperback,view (with text),/book/show/37505641-nordijska-mitologija
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Štulić: Biografija,"Horvat, Hrvoje",,9789532803433,,188        pp,3.76,17,2018,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Autor ne donosi ništa novo, a opet teško je i reći nešto novo o Štuliću. Kroz godine je toliko toga o njemu već rečeno.",Notes are private!,0,1,1,"Sep 24, 2020","Oct 08, 2020","Sep 24, 2020",,Paperback,view (with text),/book/show/44601062-tuli
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gospođa Dalloway,"Woolf, Virginia",9533000759,9789533000756,,151        pp,3.79,"306,466","May 14, 1925",2008,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Apsolutno svaki lik u ovom romanu bio mi je dosadan, počevši od glavne junakinje Clarisse koja je isprazna i nevjerojatan snob, pa redom svi dalje. RiApsolutno svaki lik u ovom romanu bio mi je dosadan, počevši od glavne junakinje Clarisse koja je isprazna i nevjerojatan snob, pa redom svi dalje. Rijetko kad se dogodi da ne pronađem ni jedan dragi lik, u ovom romanu se to dogodilo. Izdržala sam do kraja, ovo nije opsežan roman, ali i manje od 200 stranica može biti muka kad ti roman ne sjedne....more",Notes are private!,0,4,1,"Sep 24, 2020","Nov 04, 2020","Sep 24, 2020",,Hardcover,view (with text),/book/show/12406089-gospo-a-dalloway
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moja druga polovica,"Konar, Affinity*",,9789533436357,,328        pp,3.83,"15,412","Sep 06, 2016",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ovo je toliko lijepo napisano da čovjek prilikom čitanja na momente i zaboravi o kakvim strahotama čita. Prekrasne rečenice koje osvajaju na prvu.,Notes are private!,0,4,1,"Aug 18, 2020","Aug 20, 2020","Aug 18, 2020",,Hardcover,view (with text),/book/show/38751656-moja-druga-polovica
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ono,"King, Stephen*",,9789538183324,,884        pp,4.24,"1,110,708","Sep 15, 1986",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Maybe there aren't any such things as good friends or bad friends - maybe there are just friends, people who stand by you when you're hurt and who he“Maybe there aren't any such things as good friends or bad friends - maybe there are just friends, people who stand by you when you're hurt and who help you feel not so lonely. Maybe they're always worth being scared for, and hoping for, and living for. Maybe worth dying for too, if that's what has to be. No good friends. No bad friends. Only people you want, need to be with; people who build their houses in your heart.”King u većini svojih knjiga izmiješa taj samo njemu svojstven recept koji ga čini majstorom. Vrhunski horor uz dodatak SF elemenata, malo mitologije, malo referenca na književnost i glazbu, sjajni likovi sa kojima se veliki broj nas može poistovjetiti. Često odlazi u pretjerivanja, tome je također sklon , a meni upravo zbog toga i jako drag. Ono je roman koji traži i vrijeme i pažnju, roman koji bi možda i mogao biti kraći, ali to onda ne bi bio King. Moja jedina zamjerka i jedan veliki WTF je sad ovo trenutak je scena seksa na samom kraju knjige. Već sam spomenula da ga volim i da mu ne zamjeram kad pretjera i ode u neke ekstreme, ali tih nekoliko stranica je zaista, zaista bolesno s obzirom da se radi o djeci od 11 godina. ...more",Notes are private!,0,10,1,"Jul 30, 2020","Sep 24, 2020","Jul 30, 2020",,Paperback,view (with text),/book/show/42597632-ono
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Isijavanje,"King, Stephen*",8677106669,9788677106669,,390        pp,4.27,"1,488,781","Jan 28, 1977","Oct 27, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"King, osim što je sjajan pisac horora, sjajan je i prilikom opisa mračnih strana ljudskih duša .Teško djetinjstvo, bijeg jednog pisca koji nikako da mKing, osim što je sjajan pisac horora, sjajan je i prilikom opisa mračnih strana ljudskih duša .Teško djetinjstvo, bijeg jednog pisca koji nikako da mu uspije napisati nešto dobro u alkoholizam, nasilje u obitelji. King zna kako to prikazati bez patetike, bez uljepšavanja. Baš to čini ovu knjigu još strašnijom i daje joj dodatnu notu jeze....more",Notes are private!,0,16,1,"Jul 09, 2020","Jul 30, 2020","Jul 09, 2020",,Paperback,view (with text),/book/show/12972098-isijavanje
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Molitva moru,"Hosseini, Khaled*",,9788652131280,8652131287,56        pp,4.10,"56,698","Aug 30, 2018","Oct 20, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ovo bi za mene bolje funkcioniralo u formi romana ili barem u opsegu većem od ovoga. Ovako, nije mi probudilo neke posebne emocije, iako znam da je naOvo bi za mene bolje funkcioniralo u formi romana ili barem u opsegu većem od ovoga. Ovako, nije mi probudilo neke posebne emocije, iako znam da je nadahnuto istinitom pričom o malenom dječaku izbjeglici koji se utopio. Ilustracije su divne, zaista, tekst je također dobar, pisan više kao pjesma, tužna poema... ali... ipak nedostaje onih emocija koje Hosseini zna probuditi u svojim romanima....more",Notes are private!,0,5,1,"Jul 05, 2020","Jul 09, 2020","Jul 05, 2020",,Paperback,view (with text),/book/show/42388201-molitva-moru
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hladnokrvno ubojstvo,"Capote, Truman",9537160076,9789537160074,,382        pp,4.09,"659,337","Jan 01, 1959",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Truman Capote napisao je ovaj roman, inspiriran stvarnim ubojstvom četveročlane obitelji, pomalo kao sudski zapisnik. Bez emocija, osobnih stavova i uTruman Capote napisao je ovaj roman, inspiriran stvarnim ubojstvom četveročlane obitelji, pomalo kao sudski zapisnik. Bez emocija, osobnih stavova i uplitanja u radnju. On ne komentira, ne osuđuje, piše činjenice i čiste podatke, što zaista nije lako. Godine istraživanja , intervjua sa optuženima, policajcima koji su radili na rješavanju zločina, poznanicima obitelji i ostalima piscu su donijele ogromno znanje o slučaju, uvid u glave zločinaca i svih na koje je ovo utjecalo. ...more",Notes are private!,0,8,1,"Jul 05, 2020","Jul 20, 2020","Jul 05, 2020",,Hardcover,view (with text),/book/show/9378827-hladnokrvno-ubojstvo
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zelena milja,"King, Stephen*",,9788677105181,,333        pp,4.48,"320,241",1996,2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Ja sam već do duše umoran, gazda, od bola koji čujem i osjećam. I umoran od života na cesti, sam kao vrabac na kiši. I nikad ni prijatelja da mi kaže""Ja sam već do duše umoran, gazda, od bola koji čujem i osjećam. I umoran od života na cesti, sam kao vrabac na kiši. I nikad ni prijatelja da mi kaže odakle dolazimo, kamo idemo ili zašto. Umoran od ljudi koji se ružno ponašaju jedan prema drugom. To mi je kao da imam smrvljeno staklo u glavi. Umoran od toga koliko sam puta htio pomoći, a nisam mogao. Umoran od života u mraku. I skoro je sve to bol. I previše.""Ma neee, uopće nisam plakala na kraju, neee, nikako :D ...more",Notes are private!,0,15,1,"May 31, 2020","Jun 03, 2020","May 31, 2020",,Paperback,view (with text),/book/show/13189401-zelena-milja
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Braća Karamazovi,"Dostoevsky, Fyodor",9537160513,9789537160517,,831        pp,4.37,"332,264",1880,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Braća Karamazovi je jedan od onih romana koji nikada neće izgubiti svoju svježinu i jasnoću, neprolazan i vječan roman. Čitav niz likova koji se ispreBraća Karamazovi je jedan od onih romana koji nikada neće izgubiti svoju svježinu i jasnoću, neprolazan i vječan roman. Čitav niz likova koji se isprepliću u knjizi , svaki sa svojim karakterom i pričom čine jedan sjajan mozaik, zbog kojeg je čitanje užitak. Trojica braće , Ivan, Aljoša i Dmitrij (kao i četvrti, nepriznati brat Smerdjakov) spona su oko koje se širi čitav niz događaja, filozofskih rasprava i razmišljanja....more",Notes are private!,0,7,1,"May 20, 2020","Jul 05, 2020","May 20, 2020",,Hardcover,view (with text),/book/show/12392737-bra-a-karamazovi
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monkey's Paw,"Jacobs, W.W.",1583419195,9781583419199,1583419195,32        pp,3.84,"14,869",Sep 1902,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2020",,Library Binding,view,/book/show/8779896-the-monkey-s-paw
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,094,533","Oct 16, 1847","Feb 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mjesec dana družile smo se Jane Eyre i ja. Jane Eyre, roman koji inače ne spada u kategoriju romana koje volim čitati, ali došao je na red kao jedan oMjesec dana družile smo se Jane Eyre i ja. Jane Eyre, roman koji inače ne spada u kategoriju romana koje volim čitati, ali došao je na red kao jedan od onih klasika koje još nisam pročitala. Sad je i ta greška ispravljena, knjiga pročitana. Ne mogu izdvojiti ništa specijalno, niti me knjiga oduševila, niti mi je bila grozna. Sredina. Jedna od knjiga koje su sjajne predstavnice vremena u kojem su pisane, koje vrlo jasno prikazuju način života, ali i odnose među ljudima, odnose između muškarca i žene, odnose između bogatstva i bijede. Također, knjiga u kojoj se već na samom početku jasno vidi taj happy end,drugačije ne bi ni moglo. ...more",Notes are private!,0,3,1,"Mar 23, 2020","May 20, 2020","Mar 23, 2020",,Paperback,view (with text),/book/show/10210.Jane_Eyre
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Talisman        (The Talisman, #1)","King, Stephen*",0375507779,9780375507779,0375507779,656        pp,4.12,"129,763","Nov 08, 1984","Sep 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ja sam eto obrnula redoslijed čitanja, pa sam prvo pročitala Crnu kuću, a tek sad Talisman, ali nije smetalo . Tom Sawyer na Kingov način. :)",Notes are private!,0,5,1,"Mar 18, 2020","Apr 28, 2020","Mar 18, 2020",,Hardcover,view (with text),/book/show/59219.The_Talisman
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maurice,"Forster, E.M.",0393310329,9780393310320,0393310329,256        pp,4.08,"46,856",1971,"Dec 17, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"1914.godine napisati ovakav roman bilo je i više nego hrabro. Glavni lik, Maurice u potrazi je za ljubavlju, no vrlo rano u svom životu otkriva da ga 1914.godine napisati ovakav roman bilo je i više nego hrabro. Glavni lik, Maurice u potrazi je za ljubavlju, no vrlo rano u svom životu otkriva da ga privlači muški spol. Maurice prolazi sve, od negacije vlastitih osjećaja i samoga sebe do pokušaja da se ""izliječi"". Pronalazi i svoju prvu ljubav zbog koje upoznaje i bol nakon napuštanja, a na samom kraju upoznaje i osobu dovoljno hrabru da ostane uz njega i da zbog ljubavi zaboravi sve ostalo (u to vrijeme u Engleskoj homoseksualnost se kažnjavala). ...more",Notes are private!,0,4,1,"Mar 12, 2020","Mar 18, 2020","Mar 12, 2020",,Paperback,view (with text),/book/show/3103.Maurice
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neobična priča o Benjaminu Buttonu,"Fitzgerald, F. Scott",,9789532208252,,88        pp,3.57,"68,113","May 27, 1922",Jun 2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Film je puno, puno bolji.",Notes are private!,0,10,1,"Mar 12, 2020","Mar 14, 2020","Mar 12, 2020",,Paperback,view (with text),/book/show/13581296-neobi-na-pri-a-o-benjaminu-buttonu
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vrt leptira        (The Collector, #1)","Hutchison, Dot",,9789538183775,,296        pp,4.08,"186,602","Jun 01, 2016",2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Previše mi je nerealna i nelogična ova knjiga da bi ju mogla nazvati vrhunskim trilerom. Sama ideja da netko unutar vlastitog imanja ima ogromno zdanjPreviše mi je nerealna i nelogična ova knjiga da bi ju mogla nazvati vrhunskim trilerom. Sama ideja da netko unutar vlastitog imanja ima ogromno zdanje i veliki vrt u kojem drži dvadesetak cura , a onda skoro svakoga dana šeće sa svojom ženom okolo i ona ništa ne sluti i ništa ne pita nije mi nikako sjela. Ima tu još dosta nelogičnosti, ne kažem da je sama ideja loša, upravo suprotno, ali sve mi to djeluje previše nemoguće, previše nerealno. Knjiga se brzo čita, tjera te da ideš dalje i doznaš cijelu priču, ali sve je to skupa meni bilo vrlo prosječno....more",Notes are private!,0,12,1,"Mar 09, 2020","Mar 12, 2020","Mar 09, 2020",,Paperback,view (with text),/book/show/49334178-vrt-leptira
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O miševima i ljudima | Riđi poni | Cannery Row,"Steinbeck, John",,,,290        pp,3.83,29,"Jan 01, 1980",1962,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 05, 2020","Mar 08, 2020","Mar 05, 2020",,Hardcover,view,/book/show/51070385-o-mi-evima-i-ljudima-ri-i-poni-cannery-row
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nikad me ne ostavljaj,"Ishiguro, Kazuo*",9532181210,,,334        pp,3.85,"694,134","Apr 05, 2005",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Naslov me dugo odbijao, zvuči kao neki sladunjavi ljubavni roman, ali iza naslova krije se zaista jedna fantastična knjiga koja tjera na razmišljanje Naslov me dugo odbijao, zvuči kao neki sladunjavi ljubavni roman, ali iza naslova krije se zaista jedna fantastična knjiga koja tjera na razmišljanje o svijetu oko nas ali i svijetu koji se nalazi u nama samima. Stil kojim piše Ishiguro melankoličan je, svojim likovima ne dozvoljava sretan kraj, oni ne mogu pobjeći od sudbine koja im je namijenjena. ...more",Notes are private!,0,18,1,"Mar 02, 2020","Mar 05, 2020","Mar 02, 2020",,Hardcover,view (with text),/book/show/25581028-nikad-me-ne-ostavljaj
