,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sally's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,"Allen, Jennie*",1601429649,9781601429643,1601429649,223        pp,4.08,"35,650","Jan 28, 2020","Jan 28, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 21, 2021","May 14, 2021","Apr 21, 2021",,Hardcover,view,/book/show/52780142-get-out-of-your-head
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotionally Healthy Spirituality: Unleash A Revolution In Your Life in Christ,"Scazzero, Peter",1591454522,9781591454526,1591454522,227        pp,4.23,"18,137",unknown,"Jul 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2021",,Hardcover,view,/book/show/249014.Emotionally_Healthy_Spirituality
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Behave in a Crowd,"Bordas, Camille",0451497546,9780451497543,0451497546,319        pp,3.86,"3,199","Aug 01, 2017","Aug 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2021",,Hardcover,view,/book/show/31951323-how-to-behave-in-a-crowd
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Take the Long Way Home: A Memoir of Friendship,"Caldwell, Gail",,,B003E8AIHU,209        pp,3.96,"11,946",2010,"Aug 10, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2021","Apr 07, 2021","Apr 07, 2021",,Kindle Edition,view,/book/show/40604617-let-s-take-the-long-way-home
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Tangerines: Celebrating the Extraordinary Nature of Everyday Life,"Niequist, Shauna",0310273609,9780310273608,0310273609,238        pp,4.09,"11,138","Jan 01, 2007","Oct 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Hardcover,view,/book/show/814983.Cold_Tangerines
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bittersweet: Thoughts on Change, Grace, and Learning the Hard Way","Niequist, Shauna",0310598850,9780310598855,0310598850,252        pp,4.21,"9,392","Jul 14, 2010","Aug 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Hardcover,view,/book/show/8872336-bittersweet
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walking Through Fire: A Memoir of Loss and Redemption,"Risner, Vaneetha Rendall",140021811X,9781400218110,140021811X,256        pp,4.58,512,Jan 2021,"Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/52611572-walking-through-fire
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Praise of Shadows,"Tanizaki, Jun'ichirō",,,,56        pp,4.03,"23,643",1933,"Dec 01, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2021","Feb 16, 2021","Feb 16, 2021",,Paperback,view,/book/show/34473.In_Praise_of_Shadows
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,515","May 06, 2014","Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 16, 2021",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"14,000 Things to Be Happy About: The Happy Book","Kipfer, Barbara Ann*",0894803700,9780894803703,0894803700,610        pp,4.00,"3,309","Jan 04, 1990","Jan 04, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2021",,Paperback,view,/book/show/667416.14_000_Things_to_Be_Happy_About
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,167,525",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Hardcover,view,/book/show/40097951-the-silent-patient
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peace Like a River,"Enger, Leif",0802139256,9780802139252,B007CV7V5W,312        pp,4.01,"90,384","Aug 02, 2001","Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is lovely. A little slow, but the writing is just beautiful. Enger writes with such detail that my own world seems black and white.",Notes are private!,0,2,1,"Mar 23, 2022","Mar 30, 2022","Jan 31, 2021",,Paperback,view (with text),/book/show/227571.Peace_Like_a_River
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"177,003","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Hardcover,view,/book/show/25813942-this-tender-land
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Grace,"Krueger, William Kent*",1451645821,9781451645828,1451645821,307        pp,4.26,"154,940","Mar 26, 2013","Mar 26, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a re read for me and it was just as wonderful as the first time. Incredible writing, an incredible story, and such tender characters. I love This was a re read for me and it was just as wonderful as the first time. Incredible writing, an incredible story, and such tender characters. I love the narrator and I love that there are characters that are just good. ...more",Notes are private!,0,1,2,"Mar 26, 2024Feb 10, 2020","Mar 29, 2024Feb 26, 2020","Jan 31, 2021",,Hardcover,view (with text),/book/show/15803059-ordinary-grace
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful Outlaw: Experiencing the Playful, Disruptive, Extravagant Personality of Jesus","Eldredge, John",,,B005VEB6P8,241        pp,4.26,"5,875","Jan 01, 2011","Oct 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Kindle Edition,view,/book/show/18878201-beautiful-outlaw
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Be the Bridge: Pursuing God's Heart for Racial Reconciliation,"Morrison, LaTasha",0525652884,9780525652885,0525652884,256        pp,4.46,"7,250","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 20, 2021",,Paperback,view,/book/show/44525577-be-the-bridge
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",1594489505,9781594489501,B002FVPH5A,372        pp,4.43,"1,529,582",May 2007,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2021",,Hardcover,view,/book/show/128029.A_Thousand_Splendid_Suns
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"474,090","May 25, 2017","Jul 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 08, 2021","Oct 09, 2021","Jan 13, 2021",,Kindle Edition,view,/book/show/32187419-conversations-with-friends
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brown, Brené*",1592407331,9781592407330,1592407331,287        pp,4.29,"214,856","Sep 11, 2012","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2021",,Hardcover,view,/book/show/13588356-daring-greatly
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,577","Oct 21, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2021",,Paperback,view,/book/show/20342617-just-mercy
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,471","Jan 12, 2016","Jan 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I LOVE this book. Just read it for the second time and I cried all over again. Kalanithi’s words are heartbreaking and beautiful to read. His writing I LOVE this book. Just read it for the second time and I cried all over again. Kalanithi’s words are heartbreaking and beautiful to read. His writing is desperate, passionate, and articulate, which makes the reader hang onto every word. Read this if you wanna cry a lil ...more",Notes are private!,0,0,1,"Feb 02, 2021","Feb 05, 2021","Jan 13, 2021",,Kindle Edition,view (with text),/book/show/25899336-when-breath-becomes-air
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuesdays with Morrie,"Albom, Mitch*",,,0751529818,210        pp,4.17,"1,027,285","Aug 18, 1997",2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,1,1,"Sep 09, 2021","Sep 13, 2021","Jan 13, 2021",,Paperback,view,/book/show/6900.Tuesdays_with_Morrie
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Giver        (The Giver, #1)","Lowry, Lois*",0385732554,9780385732550,0385732554,208        pp,4.12,"2,478,513","Apr 26, 1993","Jan 24, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I will always love this book <3 Every time I read it new little bits stick out to me and the feelings feel so much clearer! How do you describe joy anI will always love this book <3 Every time I read it new little bits stick out to me and the feelings feel so much clearer! How do you describe joy and pain to a world that has felt nothing! ...more,Notes are private!,0,0,1,"Dec 27, 2023","Dec 27, 2023","Jan 13, 2021",,Paperback,view (with text),/book/show/3636.The_Giver
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Helping Hurts: How to Alleviate Poverty without Hurting the Poor...and Yourself,"Corbett, Steve",0802457053,9780802457059,0802457053,232        pp,4.20,"13,290","Jun 24, 2009","Jun 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2021",,Paperback,view,/book/show/6595233-when-helping-hurts
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Grief Observed,"Lewis, C.S.",0060652381,9780060652388,0060652381,76        pp,4.22,"80,985",1961,"Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2021",,Paperback,view,/book/show/49221.A_Grief_Observed
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty in Breaking,"Harper, Michele",0525537384,9780525537380,0525537384,304        pp,3.82,"29,758","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2021",,Hardcover,view,/book/show/50043108-the-beauty-in-breaking
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Digital Minimalism: Choosing a Focused Life in a Noisy World,"Newport, Cal",052553654X,,B07DBRBP7G,302        pp,4.06,"78,842",2019,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Kindle Edition,view,/book/show/40672036-digital-minimalism
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When People Are Big and God is Small: Overcoming Peer Pressure, Codependency, and the Fear of Man","Welch, Edward T.",,,,256        pp,4.25,"8,348","Jan 01, 1997","Jun 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Paperback,view,/book/show/34485.When_People_Are_Big_and_God_is_Small
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Abolition of Man,"Lewis, C.S.",,,,113        pp,4.11,"34,304",1943,"Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Paperback,view,/book/show/25825420-the-abolition-of-man
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Does: Discover a Secretly Incredible Life in an Ordinary World,"Goff, Bob",1400203759,9781400203758,1400203759,224        pp,4.31,"89,191","Jan 01, 2012","May 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2021",,Paperback,view,/book/show/13497505-love-does
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience and Redemption","Hillenbrand, Laura",1400064163,9781400064168,1400064163,475        pp,4.38,"934,789","Nov 16, 2010","Nov 16, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2021",,Hardcover,view,/book/show/8664353-unbroken
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,286","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Hardcover,view,/book/show/27161156-hillbilly-elegy
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gospel Comes with a House Key,"Butterfield, Rosaria Champagne",143355786X,9781433557866,143355786X,240        pp,4.31,"14,618",unknown,"Apr 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Hardcover,view,/book/show/36384252-the-gospel-comes-with-a-house-key
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guardian,"Sparks, Nicholas*",0446696110,9780446696111,B000AI8M3Y,224        pp,4.16,"182,698",2003,"Apr 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/15925.The_Guardian
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rescue,"Sparks, Nicholas*",0446696129,9780446696128,0446696129,339        pp,4.12,"202,378",2000,"Apr 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/3462.The_Rescue
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Safe Haven,"Sparks, Nicholas*",,,B003JTHXOK,353        pp,4.22,"382,487",2010,"Sep 14, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/40603730-safe-haven
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lucky One,"Sparks, Nicholas*",0446579939,9780446579933,0446579939,326        pp,4.12,"361,858",2007,"Aug 11, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/3063499-the-lucky-one
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Song,"Sparks, Nicholas*",0446547565,9780446547567,B0046NN9AU,390        pp,4.16,"554,564","Sep 08, 2008","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/6400090-the-last-song
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear John,"Sparks, Nicholas*",0446528056,9780446528054,0446528056,276        pp,4.04,"598,395","Oct 30, 2006","Oct 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/5526.Dear_John
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk to Remember,"Sparks, Nicholas*",,,,215        pp,4.20,"804,834","Oct 01, 1999",Jun 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/35545737-a-walk-to-remember
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Notebook        (The Notebook, #1)","Sparks, Nicholas*",,,B000Q67J66,227        pp,4.15,"1,690,977","Oct 01, 1996",Dec 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/33648131-the-notebook
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge to Haven,"Rivers, Francine*",1414368186,9781414368184,1414368186,480        pp,4.15,"25,432","Apr 22, 2014","Apr 22, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/18228202-bridge-to-haven
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Masterpiece,"Rivers, Francine*",1496407903,9781496407900,1496407903,512        pp,4.29,"44,976","Feb 06, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/35605477-the-masterpiece
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Thread,"Rivers, Francine*",0842342710,9780842342711,0842342710,462        pp,4.19,"33,118","Oct 01, 1995","Oct 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/73297.The_Scarlet_Thread
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atonement Child,"Rivers, Francine*",084230052X,9780842300520,084230052X,384        pp,4.29,"44,215","Jan 01, 1997","Mar 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/9943.The_Atonement_Child
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Way Gone,"Martin, Charles*",0718084713,9780718084714,0718084713,296        pp,4.33,"15,067","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/29492038-long-way-gone
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone,"Gottlieb, Lori*",1328662055,9781328662057,1328662055,415        pp,4.38,"323,534","Apr 02, 2019","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Re-reading this one will be a new habit for me. It is insightful, witty, and left me examining my own world in a new way. Loved it just as much as I dRe-reading this one will be a new habit for me. It is insightful, witty, and left me examining my own world in a new way. Loved it just as much as I did the first time! ...more",Notes are private!,0,0,1,"Jul 29, 2023","Aug 13, 2023","Jan 09, 2021",,Hardcover,view (with text),/book/show/37570546-maybe-you-should-talk-to-someone
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,"Comer, John Mark*",0525653090,9780525653097,0525653090,286        pp,4.53,"56,443","Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/43982455-the-ruthless-elimination-of-hurry
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,230","Sep 17, 1954","Oct 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/7624.Lord_of_the_Flies
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,651","Jul 16, 2005","Sep 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,353","Jun 21, 2003",Sep 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,068","Jul 08, 2000","Sep 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,voldemort STAYS finding the most inconvenient ways to get to harry,Notes are private!,0,1,1,"May 15, 2023","Jun 13, 2023","Jan 03, 2021",,Paperback,view (with text),/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,350","Jul 02, 1998","Jun 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 20, 2023","Mar 23, 2023","Jan 03, 2021",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,185,099","Jul 08, 1999","May 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Easily my fav of the series?!?! Loved it more than I remembered !,Notes are private!,0,2,1,"Mar 29, 2023","Apr 19, 2023","Jan 03, 2021",,Mass Market Paperback,view (with text),/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,028","Jul 21, 2007","Jul 21, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,625","Jun 08, 1949","Sep 03, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Kindle Edition,view,/book/show/40961427-1984
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Me        (Me Before You, #3)","Moyes, Jojo*",,,,469        pp,4.12,"206,428","Jan 30, 2018","Oct 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/41839602-still-me
