,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pranjal's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,903,977","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2019",,Paperback,view,/book/show/7624.Lord_of_the_Flies
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories,"Welty, Eudora",0156189216,9780156189217,0156189216,622        pp,4.21,"8,128",1980,"Feb 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2019",,Paperback,view,/book/show/12577.The_Collected_Stories
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Round Earth’s Imagined Corners,"Groff, Lauren*",,,,unknown,3.92,65,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2019",,Paperback,view,/book/show/38458315-at-the-round-earth-s-imagined-corners
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Zone,"Groff, Lauren*",,,,20        pp,3.66,202,"May 16, 2016","May 16, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2019",,ebook,view,/book/show/30197223-the-midnight-zone
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dogs Go Wolf,"Groff, Lauren*",,,,20        pp,3.63,82,"Aug 21, 2017","Aug 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2019",,ebook,view,/book/show/36099611-dogs-go-wolf
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Division,"Laymon, Kiese*",1932841725,9781932841725,1932841725,276        pp,3.80,"7,669","Jun 11, 2013","Jun 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2019",,Paperback,view,/book/show/16129174-long-division
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Slowly Kill Yourself and Others in America,"Laymon, Kiese*",1932841776,9781932841770,1932841776,146        pp,4.32,"5,471","Aug 13, 2013","Aug 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2019",,Paperback,view,/book/show/17290919-how-to-slowly-kill-yourself-and-others-in-america
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavy,"Laymon, Kiese*",1501125656,9781501125652,1501125656,241        pp,4.48,"39,758","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Penning of ‘unacknowledged scars’…….Laymon’s book, an emotional so-many-things-I-felt-but-never-said-to his mother, carves a whole new sculpture of a Penning of ‘unacknowledged scars’…….Laymon’s book, an emotional so-many-things-I-felt-but-never-said-to his mother, carves a whole new sculpture of a language of thoughts that are spoken only in one’s mind, un-drafted stuff, stuff our mind locks in our mind, stuff that is silenced before it comes out of our mind, stuff that breaks one so much that it finds its seepage in writing……The hardscrabble life (constructive and destructive- in a cyclic motion)- a black boy/teenager/youth in Jackson, Mississippi- being whipped and beaten by a mother who herself was fighting demons of poverty, abusive relationships and perils of being a black political scientist; Laymon’s memoir lays bare his large lesion-ic past-his obesity rooted in unwavering relationship with fried meats and corn-syrupy treats, constant teeth sucking trauma of the fat-black folk’s reaction to the white folk’s sizing down gaze of hatred, of being an emotional eater- hitting sugar pumped foods with an angstful vengeance, having an incorrigible fixation with the weighing scale (I love losing weight-he says), running 12 miles a day, a borderline anorexic having 2 percent body fat at 159 pounds, ballooning to 314 pounds, desperately driving miles to feed his gambling addiction and burning his hard-earned dough to penury. Reading black literature, comprehending black feminism and practicing intricate sentences and innovative structures of sentences aided him to positively navigate his anger and frustration of the existential burden to make ‘white folk to change’ into graduating and taking up teaching…. All the critical praises printed on the font and the back of the book cover cannot create a new language of praise for this Memoir-a bazooka of a book launching one truth rocket after another……Books like this will help the terms “Free” and “Black” cease to be an oxymoron, one page at a time…....more",Notes are private!,0,7,1,"Mar 31, 2019","Apr 15, 2019","Mar 30, 2019",,Hardcover,view (with text),/book/show/29430746-heavy
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White,"Larsen, Deborah",0375712895,9780375712890,0375712895,219        pp,3.42,"1,225",2002,"Sep 09, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2019",,Paperback,view,/book/show/499471.The_White
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0708898408,9780708898406,0708898408,366        pp,4.06,"401,165","Aug 02, 2016",2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whitehead degloves the grotesque milieu of slave brutalities of the Southern-American plantations in the pre-Civil War times. The book explores the coWhitehead degloves the grotesque milieu of slave brutalities of the Southern-American plantations in the pre-Civil War times. The book explores the colossal agencies of ‘bondage’- the times when the merciless mechanism of cotton plantations devoured African bodies...when the slave coffles were sold as the quintessential American ‘quirk’ for things-a prized livestock.‘Know your value and you know your place in the order.’The book arc-lights the epochal times of bonded-colored labor and plays with the very idea of ‘freedom’. The shifty notions of emancipation infested every slave’s mind that worked the cotton fields, that built the houses and parks and also labored in scaffolding the very stage that orchestrated their lynching and the ultimate manifestation of the ‘Freedom Trail’-the trail of corpses-a testament of moral instructions to the shackled subaltern to shiver at the very thought of escaping the south.Cora and Caesar, farm-hands at Randall plantations, flee one full-moon night braving the deep-murky Georgian swamps with the aid of covert escape routes-the Underground Railroad. They are ruthlessly hunted by Ridgeway-the slave catcher; the hawk-eyed legend of slave bounty hunters with a sole mission of driving ‘the river of slaves’ ensconced in their ‘hidey-holes’ for ‘the white man’s proper accounting’.‘Women and animals, you only have to break them once….they stay broke.’Cora’s relentless journey to North also maps the labyrinthine workings of the Underground Railroad and the ones who constructed it, the ones who gave refuge to the runaways and died for their cause. The adrenaline thumping triumph of travelling the unknown tunnels and the anticipation of an exit ahead….Now this is a book I recommend to be widely read in schools/colleges....more",Notes are private!,0,5,1,"Jan 03, 2020","Jan 12, 2020","Mar 26, 2019",,Paperback,view (with text),/book/show/52387141-the-underground-railroad
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Much Land Does a Man Need?,"Tolstoy, Leo",,,B00EVJKQZ0,66        pp,4.11,"12,691",1886,"Aug 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,Kindle Edition,view,/book/show/21206786-how-much-land-does-a-man-need
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ode on a Grecian Urn,"Keats, John",,,,1        pp,3.92,853,"Mar 17, 1819",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,,view,/book/show/20246204-ode-on-a-grecian-urn
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ozymandias,"Shelley, Percy Bysshe",977532582X,9789775325822,977532582X,36        pp,4.28,"2,381",1817,1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,Paperback,view,/book/show/2355014.Ozymandias
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Belle Dame sans Merci,"Keats, John",,,,unknown,4.14,918,1820,1819,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,,view,/book/show/13627197-la-belle-dame-sans-merci
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hollow Men,"Eliot, T.S.",,,,4        pp,4.32,"1,565",unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,,view,/book/show/13627214-the-hollow-men
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ode to the West Wind,"Shelley, Percy Bysshe",0946497079,9780946497072,0946497079,9        pp,4.06,"1,067",1820,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,Paperback,view,/book/show/3426049-ode-to-the-west-wind
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Elegy Written in a Country Churchyard,"Gray, Thomas",1857362233,9781857362237,1857362233,6        pp,4.02,"1,162",1751,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2019",,Paperback,view,/book/show/2068265.An_Elegy_Written_in_a_Country_Churchyard
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cousin Pons,"Balzac, Honoré de",0140442057,9780140442052,0140442057,336        pp,3.98,"1,531",1847,"Aug 31, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2019",,Paperback,view,/book/show/25946.Cousin_Pons
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Florida,"Groff, Lauren*",1594634513,9781594634512,1594634513,275        pp,3.77,"31,559","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A BELL JAR OF A BOOK (Groff, a modern day prose version of Sylvia Plath- albeit a prose all hazy, penned in drunken stupor.)Lauren Groff does a ChildiA BELL JAR OF A BOOK (Groff, a modern day prose version of Sylvia Plath- albeit a prose all hazy, penned in drunken stupor.)Lauren Groff does a Childish Gambino act on Florida- ‘Walk outside in Florida, and a snake will be watching you….’I stand divided on this one. High on style-not one lazy sentence (the stories are peppered with many quote worthy, four word sentences-that are so popular with book Awards juries). Eleven stories-eleven powerful voices- a woman’s nightly walks become a dreaded voyeuristic compulsion as her neighbors’ lives reveal themselves to her through their lamplit windows- a pair of little girls/sisters deserted on an island by their single mother, eating cherry-flavored lipstick to beat hunger pangs-a homeless youth living off rotten food from dumpsters- wine drinking researcher mapping the biography of Guy de Maupassant in France with her two painfully bored American children-In the thick of Florida wilderness, a woman with a bleeding head hallucinating, whilst conscious of a panther on the prowl- of a woman always cloaked by the shadowy awareness of rapists haunting dark alleys and streets……Like Anna Burns, Groff’s themes are fat on women’s anxiety, motherhood and abandoned-by-man induced loneliness.Groff writes as if the reader is already aware of the complex webby world of her characters without equipping one with its stencil strength. Reading this one felt like desperately wanting to like an indie film which everyone was gushing at a party; however, I fail to fall for the first-worldly-self birthed boredom stylishly sloshed on bottles of wine-kinda milieu....more",Notes are private!,0,1,4,"Mar 20, 2019not setnot setnot set","Mar 30, 2019not setnot setnot set","Mar 20, 2019",,Hardcover,view (with text),/book/show/36098092-florida
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Howl and Other Poems,"Ginsberg, Allen",0872863107,9780872863101,0872863107,56        pp,4.13,"111,482",1956,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2019",,Hardcover,view,/book/show/6295.Howl_and_Other_Poems
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sentimental Education,"Flaubert, Gustave",0140447970,9780140447972,B00A2KEWI4,460        pp,3.81,"22,278","Apr 15, 1869","Feb 05, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2019",,Paperback,view,/book/show/2183.Sentimental_Education
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,572","May 01, 1989",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Mar 10, 2019",,Paperback,view,/book/show/28921.The_Remains_of_the_Day
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0385528779,9780385528771,0385528779,431        pp,4.06,"124,770","Sep 22, 2009","Sep 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2019",,Hardcover,view,/book/show/6080337-the-year-of-the-flood
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Day,"Priestley, J.B.",,,,368        pp,4.24,229,1946,1966,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2019",,Hardcover,view,/book/show/2285077.Bright_Day
