,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortunes of Jaded Women,"Huynh, Carolyn*",1982188731,9781982188733,1982188731,272        pp,3.64,"15,422","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/59894742-the-fortunes-of-jaded-women
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beloved Vagabond,"Locke, William John",1860154735,9781860154737,1860154735,8        pp,3.93,86,1906,"Nov 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Audiobook,view,/book/show/12117477-the-beloved-vagabond
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Touch of Magic,"Cavanna, Betty",,,,unknown,4.07,44,1961,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/20352584-a-touch-of-magic
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Can Dream,"Cavanna, Betty",0664320430,9780664320430,0664320430,0        pp,3.93,86,1948,"Jun 01, 1948",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/1621758.A_Girl_Can_Dream
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,038",1979,"Nov 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2024",,Paperback,view,/book/show/421.The_White_Album
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day of the Locust,"West, Nathanael",0451523482,9780451523488,0451523482,208        pp,3.71,"22,606",1939,"Sep 06, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2024",,Mass Market Paperback,view,/book/show/113441.The_Day_of_the_Locust
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment,"Houston, Jeanne Wakatsuki",0553272586,9780553272581,0553272586,223        pp,3.70,"18,011","Jan 01, 1973",1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2024",,Paperback,view,/book/show/649361.Farewell_to_Manzanar
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury,"Burns, Amy Jo*",,,1250908566,336        pp,3.89,"10,383","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Hardcover,view,/book/show/127305817-mercury
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,089","Oct 08, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is so much of this book I liked — the often overlooked focus on the role of women in WWII in particular. Page turning for sure. But this is my sThere is so much of this book I liked — the often overlooked focus on the role of women in WWII in particular. Page turning for sure. But this is my second Hannah book, and I’m sensing a pattern I don’t care for: what feels like a gratuitous use of violence against women to move the story or pump it with more emotion. It reminded me of later seasons of GOT, where the use of torture and rape of women seemed to be the only way to move the plot. Yes, these atrocities happened, and I’m not discounting that. But…it felt manipulative of the readers’ emotions....more",Notes are private!,0,1,1,"Jan 09, 2024","Jan 21, 2024","Jan 09, 2024",,Hardcover,view (with text),/book/show/21853621-the-nightingale
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kate Sessions: Pioneer Horticulturist,"MacPhail, Elizabeth C.",,,,148        pp,3.83,6,"Jan 01, 1976",1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/26254133-kate-sessions
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Egypt Game,"Snyder, Zilpha Keatley",,,B00850RF64,244        pp,3.83,"35,843",1967,"Oct 23, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For the life of me, I can’t recall precisely who recommended this YA book — maybe the NYT Read Like the Wind newsletter? I downloaded it and others frFor the life of me, I can’t recall precisely who recommended this YA book — maybe the NYT Read Like the Wind newsletter? I downloaded it and others from the library on my Kindle before the ice storm in case we lost power (because, you know, priorities). I didn’t realize it took place in Berkeley in the 1960s, and was semi-autobiographical. I appreciated it for being a YA book published in the ‘60s with a diverse cast of main characters. It was also a crazy time capsule of an era where 11 year olds pick up their 4 year old siblings from nursery school each day and all the kids run amok without parents until 6pm. There is also a serial kidnapper and murderer of children stalking the neighborhood…yay Berkeley 1960s? ...more",Notes are private!,0,0,1,"Jan 21, 2024","Jan 28, 2024","Jan 07, 2024",,Kindle Edition,view (with text),/book/show/18987194-the-egypt-game
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Sided Ant's Nest        (Jimmy Pibble #1),"Dickinson, Peter",0060110279,9780060110277,0060110279,unknown,3.43,292,"Jan 01, 1968","Jan 01, 1968",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/1024794.The_Glass_Sided_Ant_s_Nest
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beast Must Die        (Nigel Strangeways, #4)","Blake, Nicholas",0330373218,9780330373210,0330373218,260        pp,3.79,"1,747",1938,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/437856.The_Beast_Must_Die
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red House Mystery,"Milne, A.A.",0486401294,9780486401294,0486401294,156        pp,3.68,"12,270",1922,"Nov 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/1333202.The_Red_House_Mystery
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,975","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2024","Apr 04, 2024","Jan 05, 2024",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling for a Blanket Dance,"Hokeah, Oscar*",1643751476,9781643751474,1643751476,272        pp,4.27,"3,907","Jul 26, 2022","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/58328439-calling-for-a-blanket-dance
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,828","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Hardcover,view,/book/show/50202953-piranesi
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,"Sides, Hampton",038549565X,9780385495653,038549565X,344        pp,4.24,"36,614","May 15, 2001","May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Paperback,view,/book/show/94799.Ghost_Soldiers
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Slowworm's Song,"Miller, Andrew",,9781399701266,,unknown,4.08,"1,053","Mar 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/59969245-the-slowworm-s-song
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stiff: The Curious Lives of Human Cadavers,"Roach, Mary",0393881725,9780393881721,0393881725,320        pp,4.06,"219,092","Apr 17, 2003","Aug 31, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alternately fascinating and grisly. It does make you reflect on how we view our dead and our practices herein, and the numerous ways cadavers can be uAlternately fascinating and grisly. It does make you reflect on how we view our dead and our practices herein, and the numerous ways cadavers can be useful to advancing science and safety, if we could get past some of our squeamishness. As Roach says, it’s only in the last 100 years that going to a doctor reliably meant that you could get real help for some of what ails you — and cadavers are a part of those advances. And a reminder of the gross and horrifying alternatives that were concocted as medical care without better knowledge of the body and diseases. Roach has a funny writing style that also helps make the subject more palatable. It does make me reconsider what I would like done with my body when I die — beyond my planned organ donation. ...more",Notes are private!,0,1,1,"Jan 03, 2024","Jan 30, 2024","Jan 03, 2024",,Paperback,view (with text),/book/show/56769575-stiff
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea Change,"Chung, Gina*",0593469348,9780593469347,,288        pp,3.59,"5,352","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2023",,Paperback,view,/book/show/61387972-sea-change
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift of the Magi,"Henry, O.",141693586X,9781416935865,141693586X,26        pp,4.11,"95,393","Dec 10, 1905","Oct 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2023","Dec 24, 2023","Dec 24, 2023",,Hardcover,view,/book/show/143534.The_Gift_of_the_Magi
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions","Rosen, Jonathan",1594206570,9781594206573,1594206570,576        pp,4.12,"7,133","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/61724281-the-best-minds
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kingdom, the Power, and the Glory: American Evangelicals in an Age of Extremism","Alberta, Tim",006322688X,9780063226883,B0BTYWH2YP,506        pp,4.51,"5,231","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/112975131-the-kingdom-the-power-and-the-glory
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some People Need Killing: A Memoir of Murder in My Country,"Evangelista, Patricia",0593133137,9780593133132,0593133137,428        pp,4.21,"2,996","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/124961437-some-people-need-killing
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaster Wilds,"Groff, Lauren*",0593418395,9780593418390,0593418395,272        pp,3.79,"24,349","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/62952130-the-vaster-wilds
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Inquiry, and Hope","Bakewell, Sarah",0735223378,9780735223370,0735223378,464        pp,4.03,"1,206","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/61613477-humanly-possible
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,152","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/61884832-all-the-sinners-bleed
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,323","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/60784605-maame
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice",0593534565,9780593534564,0593534565,382        pp,4.55,"21,372","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/59948520-in-memoriam
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,526","May 02, 2023",Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/180357146-the-covenant-of-water
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,129","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/65650229-wellness
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"People Behind the Disney Parks: Stories of Those Honored with a Window on Main Street, U.S.A.","Snyder, Chuck",9781484748,,,336        pp,4.15,13,unknown,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Hardcover,view,/book/show/199149774-people-behind-the-disney-parks
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galatea,"Miller, Madeline*",1408848147,,B00CS0X58E,27        pp,3.93,"88,467","Aug 13, 2013","Jul 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2023",,Kindle Edition,view,/book/show/18162954-galatea
