,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheryl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uphill: A Memoir,"Hill, Jemele",1250624371,9781250624376,1250624371,256        pp,4.09,"1,447",unknown,"Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2023",,Hardcover,view,/book/show/58929026-uphill
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Premonition: A Pandemic Story,"Lewis, Michael",0393881555,9780393881554,0393881555,304        pp,4.34,"39,497","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2023",,Hardcover,view,/book/show/56790170-the-premonition
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mouth to Mouth,"Wilson, Antoine*",198218180X,9781982181802,198218180X,179        pp,3.67,"15,396","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2023",,Hardcover,view,/book/show/58438631-mouth-to-mouth
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Larson, Erik*",0609608444,9780609608449,0609608444,447        pp,4.00,"682,594","Feb 11, 2003","Feb 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2023","Feb 07, 2024","Jan 13, 2023",,Hardcover,view,/book/show/397483.The_Devil_in_the_White_City
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life and Other Inconveniences,"Higgins, Kristan*",045148942X,9780451489425,045148942X,435        pp,4.14,"15,020","Aug 06, 2019","Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lost interest by Page 212. Didn't really see any plot worth hanging in for. Lost interest by Page 212. Didn't really see any plot worth hanging in for. ...more,Notes are private!,0,0,1,not set,not set,"Jan 13, 2023",,Paperback,view (with text),/book/show/42166299-life-and-other-inconveniences
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Audacity of Inez Burns: Dreams, Desire, Treachery & Ruin in the City of Gold","Bloom, Stephen G.*",,,B072MFMG1D,580        pp,4.04,440,unknown,"Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2023","Feb 09, 2023","Jan 13, 2023",,Kindle Edition,view,/book/show/36675567-the-audacity-of-inez-burns
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",1476729093,9781476729091,1476729093,295        pp,4.02,"556,315","Jan 30, 2013","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/18015965-the-rosie-project
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Better: A Surgeon's Notes on Performance,"Gawande, Atul",0805082115,9780805082111,B001KBY82Y,288        pp,4.24,"34,395","Apr 03, 2007","Apr 03, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2022","Dec 30, 2022","Dec 27, 2022",,Hardcover,view,/book/show/213233.Better
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay with Me,"Adebayo, Ayobami*",1101974419,9781101974414,1101974419,260        pp,4.06,"57,895","Mar 02, 2017","Jul 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2022",,Paperback,view,/book/show/37508403-stay-with-me
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepover,"Beevis, Keri*",1804151173,9781804151174,B0B2J7RVK1,370        pp,4.12,"15,634","Oct 24, 2022","Oct 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 25, 2022",,Kindle Edition,view,/book/show/61175732-the-sleepover
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zen and the Art of Saving the Planet,Thich Nhat Hanh,0062954830,9780062954831,,304        pp,4.38,"1,583","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2022",,ebook,view,/book/show/52575747-zen-and-the-art-of-saving-the-planet
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavy,"Laymon, Kiese*",,,B01CO349N4,248        pp,4.48,"39,759","Oct 16, 2018",Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2022",,Kindle Edition,view,/book/show/63026545-heavy
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light We Carry: Overcoming in Uncertain Times,"Obama, Michelle*",0593237463,9780593237465,0593237463,319        pp,4.27,"79,078","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2022",,Hardcover,view,/book/show/61355265-the-light-we-carry
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Atlanta,"Jones, Tayari*",0446690899,9780446690898,0446690899,257        pp,4.05,"5,908","Jan 01, 2002","Aug 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2022","Nov 03, 2022","Sep 28, 2022",,Paperback,view,/book/show/989563.Leaving_Atlanta
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Untelling,"Jones, Tayari*",0446694568,9780446694568,0446694568,325        pp,3.73,"4,304","Apr 18, 2005","Apr 12, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 28, 2022",,Paperback,view,/book/show/660656.The_Untelling
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062645129,9780062645128,0062645129,304        pp,3.93,"100,690","Mar 09, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,not set,not set,"Sep 28, 2022",,Hardcover,view (with text),/book/show/32075853-erotic-stories-for-punjabi-widows
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",1643753304,9781643753300,1643753304,352        pp,4.37,"56,304","Jan 04, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,Paperback,view,/book/show/60509275-honor
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother-in-Law,"Hepworth, Sally*",,,,347        pp,3.98,"166,611","Jan 29, 2019","Apr 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not usually a fan of murder mysteries but this one hooked me from beginning to end. Great character development, compelling and relatable story liI'm not usually a fan of murder mysteries but this one hooked me from beginning to end. Great character development, compelling and relatable story line, and the ""false flags"" amongst the adult kids and their spouses will keep you guessing until the end....more",Notes are private!,0,2,1,"Sep 05, 2022","Sep 10, 2022","Sep 05, 2022",,Kindle Edition,view (with text),/book/show/46251368-the-mother-in-law
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,wild land,"Hodge, Rebecca*",,9781643855714,,328        pp,4.17,"1,735","Feb 11, 2020",Feb 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As the owner of a cabin on a mountain that is subject to yearly fire risk, I could definitely relate to this story. I listened to the audio book, whicAs the owner of a cabin on a mountain that is subject to yearly fire risk, I could definitely relate to this story. I listened to the audio book, which was very engaging. ...more",Notes are private!,0,0,1,"Sep 02, 2022","Sep 04, 2022","Sep 05, 2022",,Paperback,view (with text),/book/show/53208825-wild-land
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Partner Track,"Wan, Helen",,,,304        pp,3.80,"5,258","Sep 17, 2013","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2022",,Paperback,view,/book/show/20613788-the-partner-track
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clover Blue,"Edwards, Eldonna*",1496712897,9781496712899,1496712897,352        pp,4.12,"1,746","May 28, 2019","May 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 15, 2022","Aug 29, 2022","Aug 15, 2022",,Hardcover,view,/book/show/41757894-clover-blue
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If You Lived Here, I'd Know Your Name","Lende, Heather*",156512524X,9781565125247,156512524X,281        pp,3.72,"5,922",2005,"Mar 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2022","Feb 07, 2024","Aug 15, 2022",,Paperback,view,/book/show/107633.If_You_Lived_Here_I_d_Know_Your_Name
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Change,"Berg, Elizabeth",0099461277,9780099461272,0099461277,214        pp,3.85,"7,943",2001,"Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 09, 2022","Aug 15, 2022","Aug 09, 2022",,Paperback,view,/book/show/127392.Never_Change
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Free,"Alvarez, Julia*",0399555498,9780399555497,0399555498,208        pp,3.90,"8,387","Aug 13, 2002","Mar 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 07, 2022","Aug 09, 2022","Aug 07, 2022",,Paperback,view,/book/show/29995907-before-we-were-free
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Here,"Picoult, Jodi*",1984818430,9781984818430,1984818430,400        pp,3.93,"235,954","Nov 30, 2021","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2022",,Paperback,view,/book/show/60564008-wish-you-were-here
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light of Days: The Untold Story of Women Resistance Fighters in Hitler's Ghettos,"Batalion, Judy*",0062874225,9780062874221,0062874225,592        pp,4.08,"8,102","Apr 06, 2021","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/58385678-the-light-of-days
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593318935,9780593318935,0593318935,277        pp,3.99,"47,408","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 29, 2022",,Hardcover,view,/book/show/58537371-nightcrawling
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scent of Burnt Flowers,"Bazawule, Blitz",059349623X,9780593496237,059349623X,233        pp,3.49,"1,532","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2022",,Hardcover,view,/book/show/58988437-the-scent-of-burnt-flowers
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",0316013684,9780316013680,0316013684,230        pp,4.07,"270,062","Sep 12, 2007","Sep 12, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2022",,Hardcover,view,/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deenie,"Blume, Judy*",0689866100,9780689866104,0689866100,159        pp,3.79,"16,610",1973,"Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2022",,Hardcover,view,/book/show/37735.Deenie
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Wes Moore: One Name, Two Fates","Moore, Wes",,,B0036S4CQG,256        pp,3.87,"51,711","Apr 27, 2010","Apr 15, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 27, 2022","Jul 13, 2022",,Kindle Edition,view,/book/show/33013864-the-other-wes-moore
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0525567275,9780525567271,0525567275,336        pp,3.74,"69,511","Sep 14, 2021","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/61103016-harlem-shuffle
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in Washington: How We Almost Lost Our Democracy and Still Could,"Schiff, Adam",059323152X,9780593231524,059323152X,510        pp,4.53,"4,226","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Hardcover,view,/book/show/57699348-midnight-in-washington
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Library,"Gentill, Sulari*",,,,292        pp,3.51,"66,736","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 11, 2022","Aug 07, 2022","Jul 11, 2022",,ebook,view,/book/show/56803179-the-woman-in-the-library
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silver Sparrow,"Jones, Tayari*",1565129903,9781565129900,1565129903,352        pp,3.91,"41,999","May 24, 2011","May 24, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2022",,Hardcover,view,/book/show/9749711-silver-sparrow
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rethinking Sex: A Provocation,"Emba, Christine",0593087569,9780593087565,0593087569,256        pp,3.65,864,"Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2022",,Hardcover,view,/book/show/58037743-rethinking-sex
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On a Quiet Street,"Glass, Seraphina Nova*",,,B09FGTCN7V,302        pp,4.16,"60,665","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Kindle Edition,view,/book/show/58977601-on-a-quiet-street
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The German Wife,"Rimmer, Kelly*",1525811436,9781525811432,1525811436,464        pp,4.38,"30,849","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Paperback,view,/book/show/58939848-the-german-wife
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Husbands,"Ray, Cate*",0778333205,9780778333203,0778333205,416        pp,3.36,"3,788","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2022","Jun 27, 2022","Jun 10, 2022",,Paperback,view,/book/show/58990582-good-husbands
