,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Azita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secondhand Time: The Last of the Soviets,"Alexievich, Svetlana",1922253995,9781922253996,B01DI6E5NK,496        pp,4.46,"17,979","Aug 15, 2013","May 16, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Marvellous marvellous book. Everyone should read it.,Notes are private!,0,1,1,"Oct 26, 2023","Feb 16, 2024","Oct 26, 2023",,Kindle Edition,view (with text),/book/show/30200112-secondhand-time
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,"Davis, K.C.",,,B09JPHQZQZ,156        pp,4.26,"49,656","Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a very different book from any other I’ve seen on the subject. Kudos to KC Davis for this gem.,Notes are private!,0,0,1,"Oct 22, 2023","Oct 23, 2023","Oct 22, 2023",,Kindle Edition,view (with text),/book/show/60139504-how-to-keep-house-while-drowning
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leopard,"Lampedusa, Giuseppe Tomasi di",0679731210,9780679731214,0679731210,319        pp,4.01,"37,219",1958,"Jul 23, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2023","Oct 21, 2023","Oct 17, 2023",,Paperback,view,/book/show/625094.The_Leopard
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The End of the Wasp Season        (Alex Morrow, #2)","Mina, Denise*",0316069337,9780316069335,0316069337,400        pp,3.83,"8,434","Jan 01, 2011","Sep 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I particularly like about this book is the fact that it is not about who did it or even why they did it. All that is more or less revealed early What I particularly like about this book is the fact that it is not about who did it or even why they did it. All that is more or less revealed early enough. The book is about more important things: how crime, corruption, and injustice can destroy people and communities. How individuals can’t wash their hands and say the fight is bigger than them. And how a well a woman can write a crime novel with a female detective, a female victim, and the females surrounding suspects and perpetrators brought to focus. ...more",Notes are private!,0,1,1,"Oct 27, 2023","Nov 03, 2023","Oct 16, 2023",,Hardcover,view (with text),/book/show/11156902-the-end-of-the-wasp-season
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Running Grave        (Cormoran Strike, #7)","Galbraith, Robert",0316572101,9780316572101,0316572101,960        pp,4.62,"65,780","Sep 26, 2023","Sep 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Didn’t feel like 900+ pages at all. One of the best in the series. Can’t wait for the next book.,Notes are private!,0,2,1,"Oct 08, 2023","Oct 16, 2023","Oct 08, 2023",,Hardcover,view (with text),/book/show/139399948-the-running-grave
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Need New Names,"Bulawayo, NoViolet",0316230812,9780316230810,0316230812,298        pp,3.75,"21,873","May 21, 2013","May 21, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 31, 2023","Jan 06, 2024","Oct 07, 2023",,Hardcover,view,/book/show/15852479-we-need-new-names
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best Exotic Marigold Hotel,"Moggach, Deborah*",,,,336        pp,3.48,"12,395",2004,"Mar 20, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 27, 2023","Dec 05, 2023","Oct 06, 2023",,Paperback,view,/book/show/12848580-the-best-exotic-marigold-hotel
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Midnight        (Alex Morrow, #1)","Mina, Denise*",0752884042,9780752884042,0752884042,342        pp,3.60,"8,378",2009,"Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This wasn’t a wow-book, but I would certainly like to read the next one in the series.",Notes are private!,0,1,1,"Sep 28, 2023",Oct 2023,"Sep 28, 2023",,Paperback,view (with text),/book/show/6389743-still-midnight
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,657","Aug 30, 2022","Aug 30, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 23, 2023","Sep 25, 2023","Sep 24, 2023",,Hardcover,view,/book/show/60435878-carrie-soto-is-back
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Naked in Death        (In Death, #1)","Robb, J.D.*",,,,306        pp,4.13,"192,709","Jul 01, 1995","Jul 01, 1995",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 23, 2023","Oct 25, 2023","Sep 23, 2023",,Mass Market Paperback,view,/book/show/479309.Naked_in_Death
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Appeal        (The Appeal, #1)","Hallett, Janice",1788165292,9781788165297,1788165292,432        pp,3.86,"57,034","Jan 14, 2021","Jan 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2023",,Paperback,view,/book/show/54621096-the-appeal
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wages of Rebellion: The Moral Imperative of Revolt,"Hedges, Chris",1568589662,9781568589664,1568589662,304        pp,4.22,"1,152","May 12, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2023",,Hardcover,view,/book/show/23168271-wages-of-rebellion
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,من سندبادم تو مسافر,"Samini, Naghmeh",,9786229799741,,292        pp,4.38,16,2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2023",not set,"Sep 21, 2023",,Paperback,view,/book/show/141400976
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ahab's Wife, or The Star-Gazer","Naslund, Sena Jeter",0060838744,9780060838744,0060838744,668        pp,4.03,"44,619","Sep 22, 1999","Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Paperback,view,/book/show/7742.Ahab_s_Wife_or_The_Star_Gazer
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,626","Aug 28, 2018","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 18, 2023","Sep 23, 2023","Sep 18, 2023",,Hardcover,view,/book/show/41057294-normal-people
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romeo and Juliet,"Shakespeare, William",,,0743477111,281        pp,3.74,"2,603,558",1597,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 15, 2023","Nov 03, 2023","Sep 15, 2023",,Mass Market Paperback,view,/book/show/18135.Romeo_and_Juliet
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Writing on the Wall,"Eclair, Jenny",1510108297,9781510108295,B09RGVTLV9,283        pp,4.07,691,unknown,"Jun 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Kindle Edition,view,/book/show/60775496-the-writing-on-the-wall
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"541,189","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 13, 2023","Sep 18, 2023","Sep 13, 2023",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Drop,"Mina, Denise*",0316380571,9780316380577,0316380571,240        pp,3.39,"4,240","May 23, 2017","May 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/27415447-the-long-drop
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remembrance of Things Past: Volume I - Swann's Way & Within a Budding Grove,"Proust, Marcel",0394711823,9780394711829,0394711823,"1,056        pp",4.29,"3,415",1913,"Aug 12, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 08, 2023",Dec 2023,"Sep 08, 2023",,Paperback,view,/book/show/190576.Remembrance_of_Things_Past
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Continental Affair,"Mangan, Christine*",125078848X,9781250788481,125078848X,320        pp,3.41,876,"Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 03, 2023","Nov 10, 2023","Sep 01, 2023",,Hardcover,view,/book/show/61884831-the-continental-affair
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cocaine Blues        (Phryne Fisher, #1)","Greenwood, Kerry",,,B006WBRL7Q,185        pp,3.83,"26,588","Jan 01, 1989","Jan 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Kindle Edition,view,/book/show/41022009-cocaine-blues
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lady Vanishes,"White, Ethel Lina",0743413008,9780743413008,0743413008,240        pp,3.74,"2,155",1936,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/1024939.The_Lady_Vanishes
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trainspotting        (Mark Renton, #2)","Welsh, Irvine",0099465892,9780099465898,0099465892,431        pp,4.10,"167,167",1993,"Jul 11, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 27, 2023","Sep 02, 2023","Aug 27, 2023",,Paperback,view,/book/show/135836.Trainspotting
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Force of Nature        (Aaron Falk, #2)","Harper, Jane*",1250105633,9781250105639,1250105633,326        pp,3.84,"110,077","Sep 26, 2017","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/34275222-force-of-nature
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lady Violet Holds a Baby        (The Lady Violet Mysteries, #5)","Burrowes, Grace*",1952443970,9781952443978,B09LDXLZ4R,282        pp,4.33,910,"Nov 25, 2021","Feb 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2023","Nov 15, 2023","Aug 20, 2023",,Kindle Edition,view,/book/show/59828174-lady-violet-holds-a-baby
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ella May Does It Her Way,"Jackson, Mick",1786039052,9781786039057,1786039052,32        pp,3.75,99,unknown,"Jun 18, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 20, 2023","Aug 20, 2023","Aug 20, 2023",,Hardcover,view,/book/show/42284070-ella-may-does-it-her-way
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How We Disappeared,"Lee, Jing-Jing*",1335953752,9781335953759,1335953752,350        pp,4.21,"9,340","Apr 04, 2019","May 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2023","Aug 22, 2023","Aug 17, 2023",,Hardcover,view,/book/show/42550681-how-we-disappeared
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La perra,"Quintana, Pilar",9588979730,9789588979731,9588979730,112        pp,3.85,"9,969",2017,"Jul 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/35846237-la-perra
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy, the Mole, the Fox and the Horse","Mackesy, Charlie",1529105102,9781529105100,1529105102,128        pp,4.56,"189,289","Oct 10, 2019","Oct 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeous illustrations. The writing sounds like motivational slogans though except for the mole. The mole is my absolute favourite. Obviously, I am alGorgeous illustrations. The writing sounds like motivational slogans though except for the mole. The mole is my absolute favourite. Obviously, I am also a cake lover. ...more",Notes are private!,0,3,1,"Aug 13, 2023","Aug 17, 2023","Aug 13, 2023",,Hardcover,view (with text),/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Rules Rules: Netflix and the Culture of Reinvention,"Hastings, Reed",0593152387,9780593152386,0593152387,464        pp,4.28,"26,904","Sep 08, 2020","Sep 08, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The five stars rating doesn’t mean that I’m condoning everything the book says. It means that the book is written and arranged wonderfully well. It’s The five stars rating doesn’t mean that I’m condoning everything the book says. It means that the book is written and arranged wonderfully well. It’s a joy to read and easy to follow. The arguments are presented beautifully, and the flow takes you along from one chapter to the next. ...more",Notes are private!,0,1,1,"Aug 11, 2023","Sep 13, 2023","Aug 11, 2023",,Paperback,view (with text),/book/show/49099937-no-rules-rules
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mastery: The Keys to Success and Long-Term Fulfillment,"Leonard, George",0452267560,9780452267565,0452267560,176        pp,4.11,"9,257","Feb 01, 1991","Feb 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2023","Oct 26, 2023","Aug 07, 2023",,Paperback,view,/book/show/81940.Mastery
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moby-Dick or, The Whale","Melville, Herman",0142437247,9780142437247,0142437247,720        pp,3.54,"560,728","Oct 18, 1851","Feb 21, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 06, 2023","Oct 17, 2023","Aug 06, 2023",,Paperback,view,/book/show/153747.Moby_Dick_or_The_Whale
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Things Falling,"Vásquez, Juan Gabriel",1594487480,9781594487484,1594487480,302        pp,3.83,"18,595",May 2011,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/16171259-the-sound-of-things-falling
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Color of Magic        (Discworld, #1; Rincewind, #1)","Pratchett, Terry",0060855924,9780060855925,0060855924,228        pp,4.00,"387,598","Dec 01, 1983","Sep 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Aug 2023,"Aug 05, 2023","Aug 04, 2023",,Paperback,view,/book/show/34497.The_Color_of_Magic
