,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sally-Ann,"Scarlett, Susan",,,B0B57NW4ZL,248        pp,3.99,215,1939,"Aug 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 29, 2024","Jan 31, 2024","Jan 30, 2024",,Kindle Edition,view,/book/show/61370963-sally-ann
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleabag: The Original Play,"Waller-Bridge, Phoebe",,,B00F3A1420,57        pp,4.48,"5,621","Jan 01, 2013","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2024","Jan 30, 2024","Jan 30, 2024",,Kindle Edition,view,/book/show/21185082-fleabag
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Life of Valery K,"Pulley, Natasha",1635573289,,B09SV53S9Q,384        pp,4.22,"4,155","Jun 23, 2022","Jul 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy fucking balls this was good. Not all Pulley’s books are hits with me but this one…WOW. The narrative tone is so mild. So elegant. This book neverHoly fucking balls this was good. Not all Pulley’s books are hits with me but this one…WOW. The narrative tone is so mild. So elegant. This book never raises its voice. And the whole time I’m like AAAAAAAAAAHHHHHHHHHHHHHH!!!!!!!!!! Bonus: for those who loved Remarkably Bright Creatures, it has an octopus named Albert. ...more",Notes are private!,0,5,1,"Jan 27, 2024","Jan 28, 2024","Jan 27, 2024",,Kindle Edition,view (with text),/book/show/59521669-the-half-life-of-valery-k
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",,,B09BNH4TLW,362        pp,4.40,"541,026","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have no words.,Notes are private!,4,5,1,"Jan 26, 2024","Jan 27, 2024","Jan 26, 2024",,Kindle Edition,view (with text),/book/show/59710157-remarkably-bright-creatures
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Napoleon,"Rodenberg, Margaret*",,,B08DLPVP5N,393        pp,3.77,379,"Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Kindle Edition,view,/book/show/60544082-finding-napoleon
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confidence,"Frumkin, Rafael*",1982189738,9781982189730,1982189738,320        pp,3.62,"1,402","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/57580217-confidence
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go as a River,"Read, Shelley*",1954118236,9781954118232,1954118236,320        pp,4.31,"64,864","Mar 07, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF. I echo the problematic use of Wilson Moon as a cheap plot device, which you'll find discussed far more eloquently in other s. But also, I jDNF. I echo the problematic use of Wilson Moon as a cheap plot device, which you'll find discussed far more eloquently in other s. But also, I just didn't care about anyone in the story. And please don't create a character who's raised on a farm and totally ignorant of how earthly creatures get pregnant. Come on, man....more",Notes are private!,0,2,1,"Mar 04, 2024","Mar 05, 2024","Jan 22, 2024",,Hardcover,view (with text),/book/show/63922274-go-as-a-river
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Countries of Origin,"Fuentes, Javier",,,B0BDDF4SQ6,294        pp,3.64,401,"Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 22, 2024","Jan 24, 2024","Jan 22, 2024",,Kindle Edition,view,/book/show/74872254-countries-of-origin
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beasts of Paris,"Penney, Stef",,,B0B3Y6KX94,352        pp,3.76,280,"Jul 06, 2023","Jul 06, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy crap, it’s been a minute since I devoured a book in 24 hours. This is like “In Memoriam” with “Night Circus” vibes. I mean, there’s no actual magHoly crap, it’s been a minute since I devoured a book in 24 hours. This is like “In Memoriam” with “Night Circus” vibes. I mean, there’s no actual magic, but it feels magical. And it’s war, so it’s brutal and in your face and utterly horrifying, but it’s wonderful. ...more",Notes are private!,0,7,1,"Jan 20, 2024","Jan 22, 2024","Jan 20, 2024",,Kindle Edition,view (with text),/book/show/61837226-the-beasts-of-paris
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,668","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Jan 20, 2024",,Kindle Edition,view,/book/show/61771675-hello-beautiful
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,210","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/71872930-north-woods
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World","Anthony, David W.",0691058873,9780691058870,0691058873,568        pp,3.98,"3,252","Nov 19, 2007","Dec 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2024","Jan 30, 2024","Jan 12, 2024",,Hardcover,view,/book/show/1831667.The_Horse_the_Wheel_and_Language
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prequel: An American Fight Against Fascism,"Maddow, Rachel*",0593444515,9780593444511,0593444515,416        pp,4.47,"7,898","Oct 17, 2023","Oct 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Rachel Maddow is a national treasure and I hope one day she is declared so. In the introduction she said the stories in the book would curl your hair.Rachel Maddow is a national treasure and I hope one day she is declared so. In the introduction she said the stories in the book would curl your hair. She wasn’t wrong. ...more,Notes are private!,0,7,1,not set,"Jan 09, 2024","Jan 09, 2024",,Hardcover,view (with text),/book/show/168677579-prequel
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Sunflowers,"Molnar, Marta*",1940627486,9781940627489,B0B5G1KKCZ,356        pp,4.16,"18,839",unknown,"Jul 19, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Great premise but the writing couldn’t support it.,Notes are private!,0,7,1,"Feb 11, 2024","Feb 12, 2024","Jan 08, 2024",,Kindle Edition,view (with text),/book/show/61613291-the-secret-life-of-sunflowers
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White; and the colors you showed me.,"Van Dalen, Beau *",,,,unknown,4.44,18,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,,view,/book/show/54746209-white-and-the-colors-you-showed-me
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mad Women's Ball,"Mas, Victoria*",1647004454,9781647004453,B08WJ78DV6,224        pp,3.78,"29,243","Aug 21, 2019","Sep 07, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interesting premise but it seemed lazily written for lazy readers.,Notes are private!,0,3,1,"Jan 28, 2024","Jan 28, 2024","Jan 02, 2024",,Kindle Edition,view (with text),/book/show/57848415-the-mad-women-s-ball
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happy Valley,"Harnett, Benjamin*",,9798986744582,B0B9LPBBW1,414        pp,3.88,41,2022,"Oct 30, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m annoyed I slogged through that for no satisfying reason. The writing was good, but I have no idea what this book was about.",Notes are private!,0,4,1,"Dec 17, 2023","Jan 06, 2024","Dec 17, 2023",,Kindle Edition,view (with text),/book/show/63291351-the-happy-valley
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dogs Who Changed the World,"Jones, Dan",1914317319,9781914317316,1914317319,160        pp,3.92,24,unknown,"Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/61850841-dogs-who-changed-the-world
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Names,"Luo, Susie*",,,B0B5LKK8WN,258        pp,3.67,"7,132","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable, but not memorable.",Notes are private!,0,1,1,"Jan 16, 2024","Jan 18, 2024","Dec 15, 2023",,Kindle Edition,view (with text),/book/show/61266073-paper-names
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost For Words,"Butland, Stephanie*",1785762591,9781785762598,1785762591,352        pp,4.02,"22,395","Apr 20, 2017","Apr 20, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/34320324-lost-for-words
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dionysus in Wisconsin        (Wisconsin Gothic #1),"Lupton, E.H.*",,,B0BZ96HWSP,356        pp,4.33,63,"May 26, 2023","May 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SO MUCH FUN!!! What a great, clever, funny, thoughtful and entertaining read. I highly recommend. Can’t wait to read the next in the series.",Notes are private!,0,5,1,"Dec 10, 2023","Dec 17, 2023","Dec 10, 2023",,Kindle Edition,view (with text),/book/show/123498090-dionysus-in-wisconsin
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",,,B09G9D94VW,413        pp,4.28,"128,851","Jun 14, 2022","Jun 14, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Welp. She’s a Pulitzer Prize winner for a reason.,Notes are private!,0,3,1,"Dec 08, 2023","Dec 10, 2023","Dec 08, 2023",,Kindle Edition,view (with text),/book/show/59560942-horse
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husbands,"Gramazio, Holly*",0385550618,9780385550611,0385550618,352        pp,3.79,"2,220","Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2023",,Hardcover,view,/book/show/193781998-the-husbands
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man About Town: A Novel,"Merlis, Mark",,,B003V1WTCM,370        pp,3.64,159,"Feb 01, 2003","Sep 14, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 02, 2023","Dec 04, 2023","Dec 02, 2023",,Kindle Edition,view,/book/show/20188497-man-about-town
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Treasury of Folklore: Seas and Rivers: Sirens, Selkies and Ghost Ships","Chainey, Dee Dee*",,,B08XYG7YFQ,241        pp,3.75,313,Mar 2021,"Mar 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Kindle Edition,view,/book/show/57310013-treasury-of-folklore
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hunting the Falcon: Henry VIII, Anne Boleyn, and the Marriage That Shook Europe","Guy, John",0063073447,9780063073449,0063073447,624        pp,4.16,787,"Sep 14, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Hardcover,view,/book/show/83814831-hunting-the-falcon
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Power Unbound        (The Last Binding, #3)","Marske, Freya*",,,B0BQGJRBFS,368        pp,4.32,"6,235","Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2023","Nov 27, 2023","Nov 22, 2023",,Kindle Edition,view,/book/show/66604154-a-power-unbound
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lift: Fitness Culture, From Naked Greeks and Acrobats to Jazzercise and Ninja Warriors","Kunitz, Daniel",,,B016I2I7XK,322        pp,3.40,288,"Jul 05, 2016","Jul 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Kindle Edition,view,/book/show/30634339-lift
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Europe: A History,"Davies, Norman",0060974680,9780060974688,0060974680,"1,392        pp",4.20,"4,898","Oct 10, 1996","Jan 20, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SIXTY-ONE HOURS. An ambitious listen, not for the impatient or faint of heart, but for those who enjoy this sort of thing, this is the sort of thing tSIXTY-ONE HOURS. An ambitious listen, not for the impatient or faint of heart, but for those who enjoy this sort of thing, this is the sort of thing they will enjoy. I enjoyed the hell out of it....more",Notes are private!,0,7,1,"Nov 19, 2023","Dec 07, 2023","Nov 19, 2023",,Paperback,view (with text),/book/show/40631.Europe
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,330","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/62873378-the-art-thief
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost King of France: How DNA Solved the Mystery of the Murdered Son of Louis XVI and Marie Antoinette,"Cadbury, Deborah",0312320299,9780312320294,0312320299,336        pp,4.18,"2,245","Oct 18, 2002","Oct 23, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Paperback,view,/book/show/214920.The_Lost_King_of_France
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Houses, Two Kingdoms: A History of France and England, 1100–1300","Hanley, Catherine",0300253583,9780300253580,0300253583,480        pp,4.17,157,"Aug 09, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/60645534-two-houses-two-kingdoms
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlemagne,"Fried, Johannes",0674737393,9780674737396,0674737393,688        pp,3.68,300,"Sep 01, 2013","Oct 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/29954036-charlemagne
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Louis XIV: The Power and the Glory,"Wilkinson, Josephine",1643130153,9781643130156,1643130153,488        pp,3.64,135,"Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/40554539-louis-xiv
