,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NILTON's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Under a Little Sky,"Abell, Stig",0063380994,9780063380998,0063380994,352        pp,3.76,"1,711","Apr 13, 2023","Jan 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Generous 3 stars.I can’t remember how this book ended up on my list. I’m quite sure it was not a recommendation. Perhaps a good advertisement.Anyways…Generous 3 stars.I can’t remember how this book ended up on my list. I’m quite sure it was not a recommendation. Perhaps a good advertisement.Anyways… the main character is so dull and the writing, although good, is on the verge of being self-indulgent or a bit pretentious.For a thriller or suspense this was very underwhelming and did not work for me.To be frank, it was quite boring (except for the last 5 chapters) and I didn’t like the interaction between the protagonist and Livia Bennet, the veterinarian. Some dialogues were creepy (but perfect if the story was set during the 80’s).At least the main character was not given some kind of superpowers or high intelligence. He was just lucky that everything fell into his plate. And the conclusion wasn’t farfetched, like some many other authors like doing.But don’t mind me. There are plenty of good ratings, so give it a try.This was the author’s debut, released about one year ago.The second book, “Death in a Lonely Place”, is scheduled to be published on April 11, 2024 (in Canada).e-book (Kobo) - Release Date: April 13, 2023: 298 pages (default), 92k words (60 chapters!)Paperback (Harpercollins), published January 9, 2024: 352 pages...more",Notes are private!,4,15,1,"Mar 18, 2024","Mar 19, 2024","Mar 18, 2024",,Paperback,view (with text),/book/show/195853499-death-under-a-little-sky
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far Creek Road: A Novel,"Krueger, Lesley*",177852236X,9781778522369,B0CHWLD4M2,294        pp,4.24,55,"Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2024",not set,"Mar 16, 2024",,Kindle Edition,view,/book/show/200642152-far-creek-road
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Within Arm's Reach,"Napolitano, Ann*",0593732499,9780593732496,0593732499,352        pp,3.41,691,2004,"Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/203019737-within-arm-s-reach
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moonstone,"Collins, Wilkie",0375757856,9780375757853,0375757856,528        pp,3.91,"93,120","Aug 01, 1868","Sep 11, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2024",,Paperback,view,/book/show/6138.The_Moonstone
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martin Chuzzlewit,"Dickens, Charles",0140430318,9780140430318,0140430318,942        pp,3.83,"16,338",1844,1968,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Martin Chuzzlewit, (aka The Life and Adventures of Martin Chuzzlewit), by Charles Dickens 5 brilliant stars ⭐️⭐️⭐️⭐️⭐️ Recently I spent 6 hours watchiMartin Chuzzlewit, (aka The Life and Adventures of Martin Chuzzlewit), by Charles Dickens 5 brilliant stars ⭐️⭐️⭐️⭐️⭐️ Recently I spent 6 hours watching the 1994 BBC adaptation for the TV, with terrific performances by Tom Wilkinson and Paul Scofield. It was so good that it inspired me to read the book. David Lodge, who wrote the screenplay, did a magnificent job.It’s hard to believe that this book was a flop, when released.I absolutely loved it! I did not have a moment of boredom.It was published as a monthly serial between January 1843 and July 1844, so it’s totally acceptable to read it in small doses and savour those moments.Yes, it’s very wordy and it seems plotless, but the writing and the storytelling are delightful and the characters are unforgettable!The story is about greed and moral, dishonesty and change of heart. As the blurb says, it’s a brilliant study in selfishness and hypocrisy. It’s simply brilliant and I was completely entertained, so I cannot rate it less than 5stars.Paperback (Penguin Classics - edited with an introduction by P. N. Burbank): 942 pages, 54 chapters - includes original illustrations by Hablot K. Browne (and yes, I own a copy of this edition but switched to the ebook noted below while using the public transportation or walking - back to the paperback when I was in the comfort of my home)ebook (Kobo) Delphi Classics: 1255 pages (default), 341K words - this ebook contains all original illustrations (and I paid $1.29 for it)The audiobook narrated by Derek Jacobi, from Audible, is terrific and a great accompaniment to the book (I listened as I read the physical book). The reading is faithful to the written book, word by word (excluding the notes, appendix and the sorts)....more",Notes are private!,4,27,1,"Mar 10, 2024","Mar 15, 2024","Mar 09, 2024",,Paperback,view (with text),/book/show/1817562.Martin_Chuzzlewit
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Two Ways,"Picoult, Jodi*",198481835X,9781984818355,198481835X,416        pp,3.66,"94,821","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/50265329-the-book-of-two-ways
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,街とその不確かな壁,"Murakami, Haruki",4103534370,9784103534372,B0BTGK1HHS,672        pp,3.83,708,"Apr 13, 2023","Apr 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/112505992
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in White,"Collins, Wilkie",0199535639,9780199535637,0199535639,702        pp,4.01,"154,414","Nov 26, 1859","Apr 17, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simply terrific!It is said that “The Woman in White” is the first and most influential of the Victorian genre that combined Gothic horror with psycholSimply terrific!It is said that “The Woman in White” is the first and most influential of the Victorian genre that combined Gothic horror with psychological realism and it’s one of the first English-language detective novels.The genre was labeled as “epistolary fiction” as well as “sensation fiction” (the last one is new to me).If you decide to read this book, please keep in mind (at all times) that it was written in 1859/1860, and set in London, England, between 1849 & 1850. Sexism, classism, xenophobia, racism and other behaviours were common and considered normal back then.It does require some patience, but it’s an easy read. The last 30%, in my opinion, was riveting.This is a book to be read in small doses, as it was originally intended (it was published through periodicals). I did contemplate reading different books between, but I was afraid that it would take me way longer to finish it, so I avoided all temptations.But the writing is superb!This book critiques the gender and class inequalities of Victorian society and the narrative, which explores themes of identity, deception and justice is impeccable!The storytelling is not very gripping because the development is very slow, but if you like that writing style, you are in for a treat.I loved the structure of the book and the multiples POVs. It was so well constructed! A terrific concept for the era.The characters are very interesting and strong, but it takes time to warm up to them.The twists were clever and satisfying.The audiobook narrated by Roger Rees, Rosalyn Landor, John Lee and Judy Geeson is an excellent option or complement (I did listen at the same time as I read the paperback - Oxford World’s Classic edition).ebook - Oxford World’s Classic edition (Kobo): 1019 pages, 277 wordsPaperback - Oxford World’s Classic edition (reissued 2008): 756 pages (cover to cover)Audiobook (2009) narrated by Roger Rees, Rosalyn Landor, John Lee and Judy Geeson: 25h45min25sec (normal speed) - the audiobook is true to the book word by word, with no difference whatsoever. As I listened and read simultaneously, I can testify that, as for the story alone, not a single letter was omitted or added....more",Notes are private!,0,24,1,Mar 2024,"Mar 07, 2024","Mar 01, 2024",,Paperback,view (with text),/book/show/2567059-the-woman-in-white
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrator,"Slater, K.L.*",1803149302,9781803149301,B0BLCN1CF4,363        pp,3.93,"5,104","Aug 11, 2022","Jan 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Because of the entertainment level, I rated it a generous 3 stars ⭐️⭐️⭐️This was my 11th book by this author and once again I’m impressed (sarcasm) byBecause of the entertainment level, I rated it a generous 3 stars ⭐️⭐️⭐️This was my 11th book by this author and once again I’m impressed (sarcasm) by her choices of twists and conclusion.The premises were interesting enough to get my attention, but the delivery was not what was promised in the blurb.Although entertaining (hats off to that!), there are lots of absurdity.That conclusion was really a stretch (if not infuriating), but it seems that lots of readers loved it.This another fast read.There are 65 chapters in a book of 304 pages (paperback).The author does have great ideas, but she writes too fast (so it seems), and the book becomes heartless with flat characters....more",Notes are private!,0,9,1,"Feb 28, 2024","Feb 29, 2024","Feb 28, 2024",,Kindle Edition,view (with text),/book/show/63255109-the-narrator
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girlfriend,"Slater, K.L.*",1803147911,9781803147918,B0B9C385CR,320        pp,3.88,"11,357","Oct 24, 2022","Oct 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very entertaining and fast read, but nothing remarkable.The storyline started very strong and it was very promising, but too soon things started getA very entertaining and fast read, but nothing remarkable.The storyline started very strong and it was very promising, but too soon things started getting unrealistic.The writing was not bad.The characters were unlikeable but that did not bother me.I just wished that development was more believable.I also wished for a more original twist and conclusion.Overall it works as an entertaining and it may please lots of readers....more",Notes are private!,0,13,1,"Feb 28, 2024","Feb 28, 2024","Feb 28, 2024",,Kindle Edition,view (with text),/book/show/62060421-the-girlfriend
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Belongs to You,"Greenwell, Garth*",0374288224,9780374288228,0374288224,195        pp,3.77,"13,603","Jan 19, 2016","Jan 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this was quite a surprise.When I started reading this book I did think that the writing was pretentious and some times forced, but as I progressWell, this was quite a surprise.When I started reading this book I did think that the writing was pretentious and some times forced, but as I progressed through the book I felt that the story was so human and hard to believe it was a work of fiction.The traumas of childhood and upbringing, the solitude, the lust and eroticism, the constant searching for happiness and fulfillment, the language barrier and relationships were all intrinsically linked with terrific success.So many times I felt connected to his world that I was quite often transported to my own childhood and young adult life.The development of the story is very slow and the writing is a bit repetitive with lots of punctuation and long sentences, but yes, there is something extraordinary here....more",Notes are private!,6,14,1,"Feb 27, 2024","Mar 03, 2024","Feb 27, 2024",,Hardcover,view (with text),/book/show/22929602-what-belongs-to-you
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call of the Penguins        (Veronica McCreedy, #2)","Prior, Hazel*",1784166243,9781784166243,1784166243,394        pp,4.10,"5,083","Nov 11, 2021","Nov 11, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the first book so much that I rated it 5 stars.I was expecting to feel the same about this one, but unfortunately there was nothing magical.EvI loved the first book so much that I rated it 5 stars.I was expecting to feel the same about this one, but unfortunately there was nothing magical.Everything was way too Hallmark for me.I really don’t feel like explaining.It wasn’t for me, that’s all....more",Notes are private!,6,10,1,"Feb 26, 2024","Feb 27, 2024","Feb 26, 2024",,Paperback,view (with text),/book/show/57951425-call-of-the-penguins
