,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monk,"Lewis, Matthew",0140436030,9780140436037,0140436030,431        pp,3.83,"28,784",1796,"Jun 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is a surreal novel?According to Andre Breton, this one is definitively surreal. Why? Devils show up, ghosts and evil aunts try to haunt the stupiWhat is a surreal novel?According to Andre Breton, this one is definitively surreal. Why? Devils show up, ghosts and evil aunts try to haunt the stupid mortals, all playing a game of disguise, all thinking alike, all escaping and testing their meddle, all in hell already. I am in heaven discovering this majestically gothic work of art....more",Notes are private!,0,11,1,"Apr 05, 2023","Apr 22, 2023","Apr 05, 2023",,Paperback,view (with text),/book/show/93157.The_Monk
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less Is Lost        (Arthur Less, #2)","Greer, Andrew Sean",0316498904,9780316498906,0316498904,272        pp,3.72,"16,886","Sep 20, 2022","Sep 20, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Pulitzer winner Less was a surprising little gem. The revelation of the narrator at the end really is endearing. This time, it is repeated: Less iThe Pulitzer winner Less was a surprising little gem. The revelation of the narrator at the end really is endearing. This time, it is repeated: Less is still clueless in his wanderings as wise human, but there is something a bit surface--despite the alluring and funny prose. Cute animals, a trek across America, a family member returning, the lovers cooly apart--eh. There is more of the narrator in this one, Less just seems blessed....more",Notes are private!,0,8,1,"Mar 20, 2023","Apr 05, 2023","Mar 20, 2023",,Hardcover,view (with text),/book/show/60021216-less-is-lost
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darkness Outside Us,"Schrefer, Eliot*",0062888285,9780062888280,0062888285,397        pp,4.32,"20,659","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Formulaic in the best type of way--a bit of ""Brokeback Mountain"" here (loving, longing working men left alone), some serious sci-fi themes (about mortFormulaic in the best type of way--a bit of ""Brokeback Mountain"" here (loving, longing working men left alone), some serious sci-fi themes (about mortality, the end of humanity, the technologies that will alienate us, the ship-as-island trope), a smudgeon of the too technical prose that prevents me from considering any newer novel a candidate for Modern Classic status, like ""The Martian"" or Gibson-inspired, futuristic parables of today. I was disappointed by its ending though; appreciating the weirdness, the meta-ness, the sadness-within-YA lit all the while....more",Notes are private!,0,9,1,"Mar 11, 2023","Mar 20, 2023","Mar 11, 2023",,Hardcover,view (with text),/book/show/55200663-the-darkness-outside-us
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clansman,"Dixon, Thomas Jr.",0813101263,9780813101262,0813101263,374        pp,2.61,323,1905,"Dec 31, 1970",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even a book like this should never be banned! Why? Historical significance: Just witness the parallels between the devastation of the Civil War, the dEven a book like this should never be banned! Why? Historical significance: Just witness the parallels between the devastation of the Civil War, the division between communities (along race lines more than anything), the drama made by offending privileged illiterates to the storming of the Capitol just a few years ago. The mindset of the enemy is crystalized quite brilliantly here. But the author is a sure as shit racist--described Black folk as inhuman, while the whites stumble upon romance and more romance, correctly living their fated blahness....more",Notes are private!,0,8,1,"Mar 06, 2023","Mar 07, 2023","Mar 06, 2023",,Paperback,view (with text),/book/show/1367770.The_Clansman
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Prayers: Because Following Jesus Was Never Meant to Be Safe,"Groeschel, Craig*",0310343127,9780310343127,0310343127,187        pp,4.47,"4,632",unknown,"Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably the most religious nonfiction book I've ever been able to finish. Search me, Kill me, Send me. I did realize God's existence just when one ofProbably the most religious nonfiction book I've ever been able to finish. Search me, Kill me, Send me. I did realize God's existence just when one of the hardest life lessons transpired... I think this to be true. To be uncomfortable and to not play it safe... I agree!...more",Notes are private!,0,9,1,Mar 2023,"Mar 06, 2023","Mar 01, 2023",,Hardcover,view (with text),/book/show/50926237-dangerous-prayers
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,601","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ishiguro's best novel since Never Let Me Go. It is a fairytale disguised as sci-fi--with more humanity than expected! This was a surprise home run forIshiguro's best novel since Never Let Me Go. It is a fairytale disguised as sci-fi--with more humanity than expected! This was a surprise home run for me: poignant, enigmatic, there is no other book like it!...more",Notes are private!,0,12,1,Mar 2023,Mar 2023,"Mar 01, 2023",,Hardcover,view (with text),/book/show/54120408-klara-and-the-sun
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starship Troopers,"Heinlein, Robert A.",,,0441783589,264        pp,4.01,"227,970",Dec 1959,May 1987,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like I ROBOT (the movie) except the robots are the Troopers. Spidermen and women, killing bugs while learning math and civics. The ineffectual gun warLike I ROBOT (the movie) except the robots are the Troopers. Spidermen and women, killing bugs while learning math and civics. The ineffectual gun ware is subpar in both the film and the novel.The film. Remember that monsterfest? With Casper Van Dien and Denise Richards, I was young to be completely interested in the action on screen. Obviously. But the novel, published in the late 50s, is a delight for its juxtaposition of schoolkids given recognition as they fight giant bugs--of which there is scant description. The real action occurs in the classroom and the mentorship of competent educators. You become as riveted (or disinterested!) as the cadets at the academy would be by philosophies of war and citizenship. Morality. Action and war are but 17% at most in regards to the novelistic narrative. THis is the converse of what the cinematatic blockbuster offers us--it gives as bugs as often as we want them, the human relationship drama as beats between battle scenes. All in all, glad to have read this story, semi YAish, a story of a jock, pure and simple, and he gets to learn hos to lead and become member of a team in the Age of Intergalactic war....more",Notes are private!,0,7,1,"Feb 04, 2023","Feb 04, 2023","Feb 04, 2023",,Mass Market Paperback,view (with text),/book/show/17214.Starship_Troopers
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabin at the End of the World,"Tremblay, Paul*",0062679104,9780062679109,0062679104,272        pp,3.32,"78,468","Jun 26, 2018","Jun 26, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here's hoping the film adaptation by the famous director M. Night is not a copy of this, a story that does not have a finale and is therefore exactly Here's hoping the film adaptation by the famous director M. Night is not a copy of this, a story that does not have a finale and is therefore exactly what has been shown in the trailer. Please use some of that surprise shocker magic for an interesting notion but obvious execution (of the executions)....more",Notes are private!,0,5,1,"Jan 12, 2023","Jan 26, 2023","Jan 12, 2023",,Hardcover,view (with text),/book/show/36381091-the-cabin-at-the-end-of-the-world
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coraline,"Gaiman, Neil*",0061139378,9780061139376,0061139378,176        pp,4.12,"691,950","Jul 02, 2002","Aug 29, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A tad dark for the younguns, this has the Alice in Wonderland/Spirited Away feel....It is a darker more twisted version then the film. The childlike wA tad dark for the younguns, this has the Alice in Wonderland/Spirited Away feel....It is a darker more twisted version then the film. The childlike wonder and horror of a parallel reality can be heavy, in Neil Gaiman's capable hands the phantasmagoria and silliness collide with the theme of growing up and feeling like an outsider within your own family!...more",Notes are private!,0,19,2,"Feb 25, 2023Dec 29, 2022","Mar 2023Feb 25, 2023","Dec 29, 2022",,Paperback,view (with text),/book/show/17061.Coraline
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LaRose,"Erdrich, Louise",0062277022,9780062277022,0062277022,372        pp,3.90,"23,274","May 10, 2016","May 10, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One very vivid portrait of living modern life as a Native American. That a namesake could be passed on and on to a different character, in essence, toOne very vivid portrait of living modern life as a Native American. That a namesake could be passed on and on to a different character, in essence, to have the name indicate the hero and not the other way around: we have at least two main characters that are the same all because they (older woman, younger boy) are ONE. I've read at least three Erdrich novels in the last year. She has SO MUCH to say!...more",Notes are private!,0,11,1,"Dec 29, 2022","Jan 02, 2023","Dec 29, 2022",,Hardcover,view (with text),/book/show/26116430-larose
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 48 Laws of Power,"Greene, Robert*",0140280197,9780140280197,0140280197,452        pp,4.13,"154,525",1998,"Sep 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The most unlikely match Me and this book. Me and nonfiction. When a book is given to you simply because it will help you out, well, you read it. The GThe most unlikely match Me and this book. Me and nonfiction. When a book is given to you simply because it will help you out, well, you read it. The Game is real, enemies and friends are satellites, your goals should be manifested to their prepared conclusion. Don't outshine the master, everyone is jealous, people will use your anecdotes against you. Beware!I will come back to this sporadically, I know....more",Notes are private!,0,10,2,"Oct 29, 2022not set","Dec 24, 2022not set","Dec 29, 2022",,Paperback,view (with text),/book/show/1303.The_48_Laws_of_Power
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Telegraph Club,"Lo, Malinda*",0525555250,9780525555254,0525555250,409        pp,4.23,"84,428","Jan 19, 2021","Jan 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"YA! Its a coming of age ""coming out"" tale--a Chinese American attempts living her truth--even if it is the 50s. America in that decade, plus global evYA! Its a coming of age ""coming out"" tale--a Chinese American attempts living her truth--even if it is the 50s. America in that decade, plus global events, plus authentic San Fran locales--what is lacking? Nothing. Really enjoyable....more",Notes are private!,0,18,1,not set,"Dec 20, 2022","Dec 23, 2022",,Hardcover,view (with text),/book/show/35224992-last-night-at-the-telegraph-club
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Halloween Ends: The Official Movie Novelization,"Logan, Paul Brad*",1803361700,9781803361703,1803361700,364        pp,4.02,471,unknown,"Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kudos for making Halloween 13 different from what we have come to expect. Suddenly, my favorite movie of all time has a sequel that contains American Kudos for making Halloween 13 different from what we have come to expect. Suddenly, my favorite movie of all time has a sequel that contains American Literature and family curses... almost like a nod to another boogeyman, The Phantom of the Opera. That the killer doesn't come out til half of the movie is over is another masterful trick....more",Notes are private!,0,8,1,not set,"Dec 16, 2022","Dec 23, 2022",,Mass Market Paperback,view (with text),/book/show/61430192-halloween-ends
