,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jamie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Born Chinese,"Yang, Gene Luen*",1596431520,9781596431522,1596431520,240        pp,3.89,"94,746","Sep 01, 2006","Sep 05, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2023","Mar 08, 2023","Jun 16, 2023",,Paperback,view,/book/show/118944.American_Born_Chinese
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Love by Design        (The Secret Scientists of London, #3)","Everett, Elizabeth*",,9780593200667,0593200667,322        pp,3.64,"1,332","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2023","Apr 20, 2023","Jun 16, 2023",,Paperback,view,/book/show/57334447-a-love-by-design
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Psalm for the Wild-Built        (Monk & Robot, #1)","Chambers, Becky*",,,,160        pp,4.28,"106,073","Jul 13, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A short, lovely novella set in a future where we’ve learned to live in harmony with each other and with nature, but where people still get lonely and A short, lovely novella set in a future where we’ve learned to live in harmony with each other and with nature, but where people still get lonely and wonder about the meaning of it all. A tea monk (just that: an itinerant monk who makes tea and listens to people’s troubles, which is seen as a sacrament) meets a robot (just that: an AI who’s gained sentience and is now “wild-built”—which means not built for a purpose). They go on a journey, become friends, muse about philosophy, and learn from each other. Very comforting, very gentle, a treat of a story. ...more",Notes are private!,0,3,1,"Apr 27, 2023","Apr 28, 2023","Jun 16, 2023",,Kindle Edition,view (with text),/book/show/40864002-a-psalm-for-the-wild-built
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5,Mò Xiāng Tóng Xiù,1638585490,9781638585497,1638585490,444        pp,4.60,"6,704",2016,"May 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2023","May 25, 2023","Jun 16, 2023",,Paperback,view,/book/show/58736096-grandmaster-of-demonic-cultivation
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mò Xiāng Tóng Xiù,1638583013,9781638583011,1638583013,388        pp,4.72,"8,270",2016,"Dec 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2023","Feb 11, 2023","Jun 16, 2023",,Paperback,view,/book/show/58736095-grandmaster-of-demonic-cultivation
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shards of Honour        (Vorkosigan Saga, #1)","Bujold, Lois McMaster*",0743468422,9780743468428,0743468422,253        pp,4.07,"37,002","Jan 01, 1986","Dec 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020",Sep 2020,"Jun 16, 2023",,Paperback,view,/book/show/61903.Shards_of_Honour
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Government Means to Kill Me,"Newson, Rasheed*",125083354X,9781250833549,125083354X,288        pp,4.24,"4,483","Aug 23, 2022","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Paperback,view,/book/show/61884891-my-government-means-to-kill-me
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Moves the Dead        (Sworn Soldier, #1)","Kingfisher, T.",1250830753,9781250830753,1250830753,165        pp,3.90,"64,918","Jul 12, 2022","Jul 12, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just what I wanted for October: brilliant gothic fanfiction of The Fall of the House of Usher with even more fungi than Poe. Creepy and exquisite, andJust what I wanted for October: brilliant gothic fanfiction of The Fall of the House of Usher with even more fungi than Poe. Creepy and exquisite, and that’s not just the cover art. (With a bonus (view spoiler)[Beatrix Potter relative (hide spoiler)], clever worldbuilding linguistics w/r/t gender, and a hat tip to Prisoner of Zenda!)...more",Notes are private!,0,0,1,"Oct 20, 2022","Oct 22, 2022","May 03, 2023",,Hardcover,view (with text),/book/show/58724626-what-moves-the-dead
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593238109,9780593238103,0593238109,352        pp,4.52,"43,007","Feb 22, 2022","Feb 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Incredible memoir. One of the best books I’ve read about healing from abuse, dysfunction, and trauma. Despite the different circumstances, there’s so Incredible memoir. One of the best books I’ve read about healing from abuse, dysfunction, and trauma. Despite the different circumstances, there’s so much to relate to on every page (and not just because she had the same Jimmy Eat World song  as a lifeline in the early aughts).It’s heartbreaking and eye-opening that her upbringing (Asian, middle-class, immigrant; raised in what she correctly calls the wreckage of America’s brutal proxy wars against communism) is almost a 1:1 overlap with what was going on behind the scenes for the majority of those I knew growing up (white, middle-class, evangelical; basically the inheritors of the “American dream”). All the punishment, dysfunction, shame, rejection, generational trauma, and often the outright abuse (sexual, physical, mental) that just got silenced and covered up. All the unseen kids and unseen suffering, when kids need literally the exact opposite to survive: love, acceptance, safety, trust, respect. A voice.I am a product of a place. I am one of many. All of us are victims of a dysfunctional community that was very good at throttling itself while murmuring, “Smile through your tears. Swallow your pain.”It is within this normalcy, this transformation of a unique misery into the utterly banal, that I finally feel empowered. Maybe I can change my programming after all. Because the more common the disease, the more survivors there must be. A whole damn neighborhood can’t go down together in its entirety, can it? There have to be people who escape the stranglehold.It’s so validating when the key things that help her heal are the same things I’ve discovered. Note: she does not break it down into 1-2-3 steps for healing; these are my own notes, a list I made when what worked for her has worked for me as well:- Self-regulation (calming your nervous system, creating an internal sense of safety)- Curiosity (instead of judging or shutting down emotions, befriend them and listen to them; learn who you are when no one else is around)- Compassion (every trigger has a purpose; learn to ask “what is this? What is this thing in my body right now? What are you trying to teach me?”)- Communication (complex trauma is fundamentally relational trauma—people who were supposed to be caring and trustworthy and safe were hurtful instead; practice healthy relationships)- Agency (you have power, you have choice, you have a voice)- Love (love, love, love, in abundance, for others, for yourself; the opposite of shame, blame, and fear is love)There’s no single magic fix; there’s a mix of what works for each person at various points in their lives. But there is healing, and hope, and I love her definition of both:So this is healing, then, the opposite of the ambiguous dread: fullness. I am full of anger, pain, peace, love, of horrible shards and exquisite beauty, and the lifelong challenge will be to balance all of those things, while keeping them in the circle. Healing is never final. It is never perfection. But along with the losses are the triumphs....more",Notes are private!,0,6,1,"Apr 15, 2023","Apr 24, 2023","Apr 27, 2023",,Hardcover,view (with text),/book/show/58214328-what-my-bones-know
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Chinese-English Dictionary,"BIAN, YAN YING",7560002110,9787560002118,7560002110,unknown,5.00,1,unknown,"Jan 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the teeniest tiniest vintage dictionary! It’s 4 inches, printed in China, and I repaired the binding myself. It hops from my desk to my nightsThis is the teeniest tiniest vintage dictionary! It’s 4 inches, printed in China, and I repaired the binding myself. It hops from my desk to my nightstand, depending on where I’m reading, and makes me happy whenever I consult it. The Chinese Characters dictionary is probably more useful, on the whole, but it’s less adorable, so there....more",Notes are private!,0,0,1,"Mar 21, 2023","Mar 26, 2023","Apr 27, 2023",,Paperback,view (with text),/book/show/96325118-little-chinese-english-dictionary
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chinese Characters: A Genealogy and Dictionary,"Harbaugh, Rick",0966075005,9780966075007,0966075005,544        pp,4.20,90,"Aug 01, 1998","Sep 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m paying it forward, because a good  helped me select this edition when I was browsing ebay for “best Mandarin dictionary.” They said the geneI’m paying it forward, because a good  helped me select this edition when I was browsing ebay for “best Mandarin dictionary.” They said the genealogy was indispensable, as well as the multiple indexes, and they were correct. I keep my little pocket dictionary as an adorable supplement, and between the two of them, I’m well set....more",Notes are private!,0,0,1,"Mar 15, 2023","Mar 21, 2023","Apr 27, 2023",,Paperback,view (with text),/book/show/420043.Chinese_Characters
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Montessori Baby: A Parent's Guide to Nurturing Your Baby with Love, Respect, and Understanding        (The Parents' Guide to Montessori, 2)","Davies, Simone",1523512407,9781523512409,1523512407,288        pp,3.96,"4,886",unknown,"May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Same as the toddlers; not becoming a parent, just doing research!Same as the toddlers; not becoming a parent, just doing research!...more",Notes are private!,0,0,1,"Apr 18, 2023","Apr 18, 2023","Apr 27, 2023",,Paperback,view (with text),/book/show/54110546-the-montessori-baby
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Montessori Toddler: A Parent's Guide to Raising a Curious and Responsible Human Being,"Davies, Simone",,9789082796902,,245        pp,4.31,"11,381","Jan 01, 2018",Jan 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nope, not having kids. Just part of research I’m doing on the (sadly too few) voices advocating for childrens’ rights.",Notes are private!,0,1,1,"Apr 15, 2023","Apr 17, 2023","Apr 27, 2023",,Paperback,view (with text),/book/show/38103723-the-montessori-toddler
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Cook and Eat the Rich,"Dean, Sunyi*",,,,9        pp,3.78,529,"Jan 18, 2023","Jan 18, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2023,Mar 2023,"Apr 27, 2023",,ebook,view,/book/show/81030090-how-to-cook-and-eat-the-rich
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Growing Up Human: The Evolution of Childhood,"Hassett, Brenna",1472975731,9781472975737,B09X68BJRW,385        pp,4.00,79,"Jun 30, 2022","Jun 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2023",,Kindle Edition,view,/book/show/61407125-growing-up-human
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strong Female Character,"Brady, Fern*",1914240448,9781914240447,1914240448,288        pp,4.51,"19,167","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Hardcover,view,/book/show/59903149-strong-female-character
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aspects,"Ford, John M.",1250269032,9781250269034,1250269032,496        pp,3.92,425,"Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The poignancy of having this one cut off, incomplete. What a feat it would have been. What a feat it still is. The worldbuilding is out of this world.",Notes are private!,0,3,1,"Mar 17, 2023","Dec 31, 2023","Mar 17, 2023",,Hardcover,view (with text),/book/show/57693344-aspects
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tao Te Ching: The Classic Book of Integrity and the Way,Lao Tzu,055334935X,9780553349351,055334935X,168        pp,4.30,"157,584",-400,"Sep 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Logging this edition too for the sake of completion. I rank it below the Le Guin and above the Mitchell (if mostly for the lovely woodcuts).Logging this edition too for the sake of completion. I rank it below the Le Guin and above the Mitchell (if mostly for the lovely woodcuts)....more,Notes are private!,0,1,1,"Dec 11, 2019","Dec 15, 2019","Mar 17, 2023",,Paperback,view (with text),/book/show/136370.Tao_Te_Ching
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sign Here,"Lux, Claudia",0593545761,9780593545768,0593545761,416        pp,3.81,"29,590","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oof, tonally just a miss. Not the vibe I was able to handle right now. DNF @ chapter 5.",Notes are private!,0,0,1,"Jun 11, 2023","Jun 14, 2023","Mar 17, 2023",,Hardcover,view (with text),/book/show/59358268-sign-here
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Uncanny Magazine Issue 50, January-February 2023","Thomas, Lynne M.*",,,B0BR1CWJD1,363        pp,4.06,65,unknown,"Jan 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 11, 2023","Mar 11, 2023","Mar 17, 2023",,Kindle Edition,view,/book/show/75563206-uncanny-magazine-issue-50-january-february-2023
