,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mary-ellen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Playboy Princes        (Royals of Arbon Academy, #2)","Eve, Jaymin*",,,B0834Y1RF7,314        pp,4.26,"8,950","Apr 16, 2020","Apr 16, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 04, 2023","Mar 06, 2023","Mar 08, 2023",,Kindle Edition,view,/book/show/49991875-playboy-princes
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventures of Amina al-Sirafi        (Amina al-Sirafi, #1)","Chakraborty, Shannon",0008381348,9780008381349,0008381348,496        pp,4.29,"39,567","Feb 28, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/53183549-the-adventures-of-amina-al-sirafi
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Love Wager        (Mr. Wrong Number, #2)","Painter, Lynn*",,,B0B44XL1WC,315        pp,3.89,"62,883","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fun read!Hallie has a one night stand she’d rather forget, but decides to reconnect with Jack as friends when she discovers him on a datingThis was a fun read!Hallie has a one night stand she’d rather forget, but decides to reconnect with Jack as friends when she discovers him on a dating app. They get to know each other better while sharing their dating woes over post-date tacos.Lynn Painter does some standout dialogue with the banter between Hallie and Jack. Both characters are immensely likable and their chemistry zings off the page.I smiled my way through this book....more",Notes are private!,0,2,1,"Mar 30, 2023","Mar 30, 2023","Mar 04, 2023",,Kindle Edition,view (with text),/book/show/60487511-the-love-wager
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Running Grave        (Cormoran Strike #7),"Galbraith, Robert",0316572586,9780316572583,0316572586,912        pp,4.62,"65,734","Sep 26, 2023","Sep 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Love the developments in this one!The ending was awesome!,Notes are private!,0,1,1,"Oct 09, 2023","Oct 12, 2023","Feb 25, 2023",,Paperback,view (with text),/book/show/91812059-the-running-grave
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Night,"Quinn, Meghan*",1542038219,9781542038218,B09G6CLTTW,200        pp,3.74,"15,230","Dec 14, 2021","Dec 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 20, 2023","Feb 20, 2023","Feb 20, 2023",,Kindle Edition,view,/book/show/59492019-the-one-night
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Portable Door        (J. W. Wells & Co., #1)","Holt, Tom",1841492086,9781841492087,1841492086,416        pp,3.84,"6,399","Mar 06, 2003","Feb 05, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fun premise for a story with some great plotting, but I found it excruciating to read. I think the film might be better for this one.In a nuThis is a fun premise for a story with some great plotting, but I found it excruciating to read. I think the film might be better for this one.In a nutshell, Paul and Sophie take internships at J. W. Wells & Co. with no idea what the firm does. They soon discover the firm is anything but ordinary.The main issue for me is that the author is too clever with their narration and it repeatedly pulled me out of the story. The writing was so overworked it kept drawing attention to itself. It felt like the author kept saying, ‘Look at me! Aren’t I clever?’ I’m sure a lot of people will be fine with that, but I struggled to feel immersed in the story world....more",Notes are private!,0,2,1,"Feb 04, 2023","Feb 11, 2023","Feb 04, 2023",,Paperback,view (with text),/book/show/224536.The_Portable_Door
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret of the Old Clock        (Nancy Drew Mystery Stories, #1)","Keene, Carolyn",1557091552,9781557091550,1557091552,210        pp,3.98,"78,075",1930,"Sep 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 30, 2018","Jan 30, 2018","Jan 29, 2023",,Hardcover,view,/book/show/32979.The_Secret_of_the_Old_Clock
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chainsaw Man, Vol. 1: Dog and Chainsaw","Fujimoto, Tatsuki",1974723097,,B08JTYRXZB,192        pp,4.39,"79,986","Mar 04, 2019","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m not sure I can get behind a character whose main goal in life is to touch boobs.,Notes are private!,0,5,1,"Jan 28, 2023","Jan 28, 2023","Jan 28, 2023",,Kindle Edition,view (with text),/book/show/55575967-chainsaw-man-vol-1
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night of Many Endings,"Payne, Melissa*",1542029244,9781542029247,B08TWSW6D5,299        pp,4.14,"19,863","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Kindle Edition,view,/book/show/57131930-the-night-of-many-endings
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Do-Over,"Painter, Lynn*",,,,304        pp,3.96,"87,046","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this!Emilie Hornby has the worst Valentine’s Day ever, everything that could go wrong does. And then she has to live through it again and againI love this!Emilie Hornby has the worst Valentine’s Day ever, everything that could go wrong does. And then she has to live through it again and again - Groundhog Day style.This kept me up at night I was enjoying it so much. Despite the repetition of the day and the events, the story doesn’t drag at all. Em’s character is fun and I love the interactions between her and Nick.I’ve read a few books doing this Groundhog Day plot lately, but this is my favourite by far. It is a light, engaging read.This was my second Lynn Painter book, and I’ll definitely be reading more....more",Notes are private!,0,1,1,"Jan 24, 2023","Jan 25, 2023","Jan 25, 2023",,Hardcover,view (with text),/book/show/51035594-the-do-over
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Three        (Heartstopper, #3)","Oseman, Alice*",,,,384        pp,4.58,"430,808","Feb 06, 2020","Feb 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Absolutely loving this series!,Notes are private!,0,0,1,"Jan 21, 2023","Jan 21, 2023","Jan 21, 2023",,Paperback,view (with text),/book/show/43449920-heartstopper
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel,"Kuang, R.F.*",0063021420,9780063021426,0063021420,544        pp,4.20,"218,401","Aug 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! 4.5 stars.Historical fiction with a splash of fantasy.Babel follows Robin, an orphan from Canton, who is taken from his native homeland by a BabeWow! 4.5 stars.Historical fiction with a splash of fantasy.Babel follows Robin, an orphan from Canton, who is taken from his native homeland by a Babel professor and tutored to become a translator for Babel. Robin becomes torn between the life he enjoys at Oxford and his growing awareness that he is aiding the British Empire to exert their dominance over foreign nations.Living in a ‘colony’, this really resonated with me.The atrocities committed with no solid reasoning beyond the arrogance of assumed superiority and the desire to own and control resources and people remains truly shocking.Power is a central theme here, including the power of language and words....more",Notes are private!,0,3,1,"Jan 21, 2023","Jan 26, 2023","Jan 21, 2023",,Hardcover,view (with text),/book/show/57945316-babel
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bloodmarked        (Legendborn, #2)","Deonn, Tracy*",1534441638,9781534441637,1534441638,576        pp,4.34,"54,384","Nov 08, 2022","Nov 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars.This was a good follow on from Legendborn, but didn't quite measure up to the first book for me.After the plot twist towards the end of book3.5 stars.This was a good follow on from Legendborn, but didn't quite measure up to the first book for me.After the plot twist towards the end of book 1, I was so happy. That had to be the end of the love triangle (my least favourite trope) in my mind, but errr no.I got so tired of Bree making dumb decisions throughout this book. At times I found Alice's character completely different from how it started in book 1. She's gone from dobbing Bree in to her dad in book 1 to abandoning her own studies and joining her.There were some off notes in how the romance develops and I got bored with all the fighting between Sel and Bree. Bree didn't have enough agency through this book, but the times she did she often made really bad decisions like the one at the end. Sigh. I'm kind of not looking forward to the next one after that ending, but I'll read it for Sel....more",Notes are private!,0,1,1,"Jan 17, 2023","Jan 18, 2023","Jan 15, 2023",,Hardcover,view (with text),/book/show/59365195-bloodmarked
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Belladonna        (Belladonna, #1)","Grace, Adalyn*",0316158232,9780316158237,0316158232,409        pp,4.02,"85,402","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2023",,Hardcover,view,/book/show/59227936-belladonna
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The King's Queen        (Gate of Myth and Power, #3)","Shea, K.M.*",,,B0BRK76K92,446        pp,4.38,"7,843","Mar 24, 2023","Mar 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was predictable, with a big side helping of cheese at the end.There were several moments where the writing pulled me out of the story. The internThis was predictable, with a big side helping of cheese at the end.There were several moments where the writing pulled me out of the story. The internal thoughts in italics often felt like overkill and Chloe simply changing her mind served as a turning point in lieu of something more organic to the story.Hats off to K. M. Shea though. She doesn’t leave her readers hanging for the next installment....more",Notes are private!,0,0,1,"Mar 29, 2023","Mar 30, 2023","Jan 13, 2023",,Kindle Edition,view (with text),/book/show/75573876-the-king-s-queen
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The King's Shadow        (Gates of Myth and Power, #2)","Shea, K.M.*",,,B0BP5SKF2V,362        pp,4.35,"9,139","Jan 13, 2023","Jan 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m enjoying this story, but there are some things about it that don’t quite add up.The main character Chloe sometimes makes decisions that make her sI’m enjoying this story, but there are some things about it that don’t quite add up.The main character Chloe sometimes makes decisions that make her seem stupid like refusing to look through the Paragon’s glamour. And her justifications for her actions often don’t make sense, so they read as poorly constructed contrivances to serve plot. There are topic jumps in dialogue that had me scratching my head, which turned out to be exposition or foreshadowing.Having said that, K. M. Shea is pumping these books out at a crazy fast rate, so you don’t have to wait long for the next instalment. So I guess she’s prioritising speed over quality, which seems to be a necessary thing for indie authors to survive....more",Notes are private!,1,11,1,"Jan 13, 2023","Jan 13, 2023","Jan 13, 2023",,Kindle Edition,view (with text),/book/show/64624296-the-king-s-shadow
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Two        (Heartstopper, #2)","Oseman, Alice*",1444951408,9781444951400,1444951408,320        pp,4.54,"487,401","Jul 11, 2019","Jul 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this!It’s heartwarming, sweet and cute.It’s impossible not to love Nick and Charlie. This volume focuses a little more on Nick as he tries to mI love this!It’s heartwarming, sweet and cute.It’s impossible not to love Nick and Charlie. This volume focuses a little more on Nick as he tries to make sense of his feelings for Charlie and his sexuality.Alice Oseman weaves magic through the stripped back simplicity of her images and words which add up to so much more together.It’s food for the heart and soul. ...more",Notes are private!,0,6,1,"Jan 12, 2023","Jan 12, 2023","Jan 12, 2023",,Paperback,view (with text),/book/show/43307358-heartstopper
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spy x Family, Vol. 1        (Spy × Family, #1)","Endo, Tatsuya",1974715469,9781974715466,1974715469,220        pp,4.48,"128,812","Jul 04, 2019","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a cute story.A Master Spy is given one week to find himself a wife and child for an important mission.I love these characters, especially AnyaThis is a cute story.A Master Spy is given one week to find himself a wife and child for an important mission.I love these characters, especially Anya. I’m looking forward to seeing where it goes next....more",Notes are private!,0,1,1,"Jan 11, 2023","Jan 12, 2023","Jan 11, 2023",,Paperback,view (with text),/book/show/52757974-spy-x-family-vol-1
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,017","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my third attempt to read this book and I finally got through it. I know it’s been hugely popular, but I’m not a huge fan.I didn’t feel engageThis was my third attempt to read this book and I finally got through it. I know it’s been hugely popular, but I’m not a huge fan.I didn’t feel engaged until well past fifty percent of the way through and the only character I really liked was Harry....more",Notes are private!,0,4,1,"Jan 11, 2023","Jan 12, 2023","Jan 11, 2023",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
