,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Violet's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swim Team,"Christmas, Johnnie",0063056763,9780063056763,0063056763,248        pp,4.28,"6,315","May 17, 2022","May 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,has a good message about being part of a team (wish my team could be like that,Notes are private!,2,2,1,"Aug 30, 2023",Sep 2023,"Sep 01, 2023",,Paperback,view (with text),/book/show/58842729-swim-team
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slow Cooked: An Unexpected Life in Food Politics (Volume 78)        (Volume 78) (California Studies in Food and Culture),"Nestle, Marion",0520384156,9780520384156,0520384156,294        pp,4.35,122,"Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I want to be like her,Notes are private!,0,2,1,"Aug 27, 2023","Aug 29, 2023","Aug 29, 2023",,Hardcover,view (with text),/book/show/60551135-slow-cooked
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,467",Apr 1966,"May 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Challenging to read at first, but a great story.Merged :Challenging to read at first, but a great story.",Notes are private!,0,0,2,"Sep 24, 2020not set","Oct 04, 2020not set","Aug 23, 2023",,Paperback,view (with text),/book/show/18373.Flowers_for_Algernon
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apple: Skin to the Core,"Gansworth, Eric",,,,339        pp,3.78,"2,196","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"not rating because it is a memoir, but I will say it was very good. the verse format was unique and I liked it. Gansworth made a lot of references to not rating because it is a memoir, but I will say it was very good. the verse format was unique and I liked it. Gansworth made a lot of references to the Beatles that went over my head (titles of chapters, etc) until I read in the Liner Notes that their music was thoughtfully incorporated into the book so I’m glad I read that...more",Notes are private!,4,3,1,"Aug 17, 2023","Aug 22, 2023","Aug 17, 2023",,,view (with text),/book/show/46155086-apple
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",1635577802,9781635577808,1635577802,245        pp,4.23,"280,834","Sep 15, 2020","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"the world building in this book was on point and Piranesi is such a lovable character. I loved reading his journal entries because of his enthusiasm athe world building in this book was on point and Piranesi is such a lovable character. I loved reading his journal entries because of his enthusiasm and appreciation for the House. while the plot was predictable at times (especially since we had three brains put together trying to figure out what would happen in the second half), I still really enjoyed reading it. (view spoiler)[ okay but also I love the House so much it seems so cool (besides it making you lose your memory). The statues were all so interesting I wish I could see them in person  (hide spoiler)]...more",Notes are private!,3,3,1,"Aug 05, 2023","Aug 16, 2023","Aug 04, 2023",,Paperback,view (with text),/book/show/56268907-piranesi
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Survived the Attack of the Grizzlies, 1967: A Graphic Novel (I Survived Graphic Novel #5)        (I Survived Graphic Novel #5) (I Survived Graphix)","Ball, Georgia*",1338766937,9781338766936,1338766937,160        pp,4.25,841,unknown,"May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,superb 10/5 stars highly recommend chefs kiss (no but actually I learned some cool stuff about grizzly bears and it talks a lot about keeping nationalsuperb 10/5 stars highly recommend chefs kiss (no but actually I learned some cool stuff about grizzly bears and it talks a lot about keeping national parks clean at the end)...more,Notes are private!,0,1,1,"Aug 04, 2023","Aug 04, 2023","Aug 04, 2023",,Hardcover,view (with text),/book/show/57835950-i-survived-the-attack-of-the-grizzlies-1967
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible: A Graphic Novel,"Gonzalez, Christina Diaz*",1338194569,,B09C18H5YW,208        pp,4.17,"4,888","Aug 02, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this was pretty good. I like that it has both Spanish and English so that more people can read it (3.5),Notes are private!,0,1,1,"Aug 04, 2023","Aug 04, 2023","Aug 04, 2023",,Kindle Edition,view (with text),/book/show/58909967-invisible
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,623","Jul 16, 2019","Jul 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I should probably just transcribe my  for this that I wrote in the book so maybe I'll do that later. But this was a really good book! I was confI should probably just transcribe my  for this that I wrote in the book so maybe I'll do that later. But this was a really good book! I was confused throughout the entirety of it but that's okay. I really liked the concept and that the book was written as an epistolary (is that right Natasha), so that was cool. I should read more sci-fi even though I never know what's going on!!(view spoiler)[ I will say though that I had some trouble immersing myself in their romance because I don't think I fully comprehended the scope of their relationship. it felt too fast too soon but I think that's because I had trouble wrapping my mind around just how long they were competing for  (hide spoiler)] ...more",Notes are private!,3,5,1,"Feb 19, 2024","Feb 21, 2024","Jul 31, 2023",,Kindle Edition,view (with text),/book/show/43352954-this-is-how-you-lose-the-time-war
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deadly Education        (The Scholomance, #1)","Novik, Naomi*",0593128486,9780593128480,0593128486,336        pp,3.97,"168,382","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2023",,Hardcover,view,/book/show/50548197-a-deadly-education
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Telegraph Club,"Lo, Malinda*",0525555250,9780525555254,0525555250,409        pp,4.23,"84,477","Jan 19, 2021","Jan 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** reading the author’s note made me appreciate this book on a whole other level because I can tell that Lo put a lot of thought and re**spoiler alert** reading the author’s note made me appreciate this book on a whole other level because I can tell that Lo put a lot of thought and research into the book’s setting and plot. it was really cool that many of the events in the book were based on REAL LIFE events like the Miss Chinatown pageants. also the APUSH terms made me so happy! Cotton clubs were mentioned at one point?? and the book touches upon the lavender and McCarthy scares. some of the language used was a definitely a bit triggering but that was the language people used during the time period so Lo’s choice of sticking with 1950s vocabulary both better represented the time period but also showed how far society has come that these words are no longer okay to say (Lo touches upon this in the author’s note)...more,Notes are private!,0,2,1,"Jul 27, 2023","Aug 04, 2023","Jul 27, 2023",,Hardcover,view (with text),/book/show/35224992-last-night-at-the-telegraph-club
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoot,"Hiaasen, Carl*",,,,292        pp,3.83,"106,427","Sep 10, 2002",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,pretty sure I read this but it’s not that memorable to be honest,Notes are private!,0,0,1,"Feb 20, 2018","Mar 20, 2018","Jul 20, 2023",,Paperback,view (with text),/book/show/294420.Hoot
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chomp,"Hiaasen, Carl*",,,B005ACD1GS,306        pp,3.98,"22,060",2012,"Mar 27, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,good.,Notes are private!,0,0,1,"May 20, 2018","Jun 20, 2018","Jul 20, 2023",,Kindle Edition,view (with text),/book/show/40669514-chomp
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flush,"Hiaasen, Carl*",0375821821,9780375821820,0375821821,263        pp,3.89,"31,167",2005,"Sep 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I don’t remember when I read this book but it was good,Notes are private!,0,0,1,not set,"May 20, 2018","Jul 20, 2023",,Hardcover,view (with text),/book/show/13067.Flush
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,312","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Hardcover,view,/book/show/61718053-happy-place
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Free the Stars        (Sands of Arawiya, #2)","Faizal, Hafsah*",0374311579,9780374311575,0374311579,592        pp,4.23,"36,850","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 17, 2023",not set,"Jun 30, 2023",,Hardcover,view,/book/show/46223364-we-free-the-stars
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone's a Aliebn When Ur a Aliebn Too,"Sun, Jomny",0062569023,9780062569028,0062569023,304        pp,4.08,"34,940","Jun 27, 2017","Jun 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Hardcover,view,/book/show/32497911-everyone-s-a-aliebn-when-ur-a-aliebn-too
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water for Elephants,"Gruen, Sara*",1565125606,9781565125605,1565125606,368        pp,4.11,"1,615,227","May 22, 2006","Apr 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Paperback,view,/book/show/43641.Water_for_Elephants
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,601","May 01, 1989",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I love period pieces with the lords and ladies and the butlers and the house servants. this book was cool because it followed a butl**spoiler alert** I love period pieces with the lords and ladies and the butlers and the house servants. this book was cool because it followed a butler and his daily tasks which are a lot more complex than people might think (ensuring silverware is polished is the first line of defense to impress guests!). Stevens never knew a life outside being a butler-his dad was also one so it was just kind of expected for him to be one too. he devoted his entire life to being a butler and serving his lord or whatever and it’s kind of sad how oblivious he was in that he didn’t realize how little freedom he had. I thought it was really interesting though how Ishiguro chose the time period that he did, because it seems that the role of butlers and house servants is starting to become obsolete, so what does that mean for Stevens? Also I did not see the ending coming. I thought he was going to have an epiphany and retire his butler days, finally living his life as he wants to. But at the same time it makes sense because for Stevens at least, being a butler seems to be what he defines as his purpose in life and as long as he’s okay with that he can stay a butler I guess....more",Notes are private!,6,3,1,"Aug 25, 2023","Aug 30, 2023","Jun 29, 2023",,Paperback,view (with text),/book/show/28921.The_Remains_of_the_Day
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,940","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Paperback,view,/book/show/35036409-my-brilliant-friend
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hummingbird,"Veronesi, Sandro",0063158558,9780063158559,0063158558,304        pp,3.85,"12,666","Oct 24, 2019","Jan 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this was one of the best books I’ve read in a while. I don’t know if this makes sense but I feel like this book just made me learn so much about life,this was one of the best books I’ve read in a while. I don’t know if this makes sense but I feel like this book just made me learn so much about life, including change and the connections we make with those around us; it was very inspirational. highly recommend...more",Notes are private!,0,1,1,"Jun 05, 2023","Jun 18, 2023","Jun 05, 2023",,Hardcover,view (with text),/book/show/57355430-the-hummingbird
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Just Friends?: Mandarin Companion Graded Readers Breakthrough Level, Simplified Chinese Edition","Turner, Jared",1941875610,9781941875612,1941875610,80        pp,4.04,114,unknown,"Mar 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,很有意思！！！,Notes are private!,0,0,1,"Sep 30, 2022","Nov 12, 2022","May 25, 2023",,Paperback,view (with text),/book/show/51374790-just-friends
