,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BAM who is Beth Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Human Failings,"Nolan, Megan",1787332500,9781787332508,1787332500,224        pp,3.82,"3,640","Jun 15, 2023","Jul 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was so tragic. And yes, ordinary failings can be tragic to an outsider. But it was real. Heartbreaking and real. The way Nolan portrayed alcThis book was so tragic. And yes, ordinary failings can be tragic to an outsider. But it was real. Heartbreaking and real. The way Nolan portrayed alcoholism and depression is probably one of the most realistic representations I’ve ever read. Why am I such a sucker for Irish sadness? ...more",Notes are private!,0,0,1,"Feb 09, 2024","Feb 13, 2024","Feb 09, 2024",,Hardcover,view (with text),/book/show/62601701-ordinary-human-failings
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Subculture Vulture: A Memoir in Six Scenes,"Kasher, Moshe",0593231376,9780593231371,0593231376,320        pp,4.18,666,"Jan 30, 2024","Jan 30, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never heard of this guy before, I stumbled upon the book somehow and it looked really interesting to me. I heard of his wife, who I didn’t know he wI never heard of this guy before, I stumbled upon the book somehow and it looked really interesting to me. I heard of his wife, who I didn’t know he was married to until the last chapter. Either way. This book was hysterical and insightful and honestly just really interesting and well written. I loved every second of it.  Love the way it’s broken up, it flows really well. He’s funny and poignant and smart. There’s a lot here, and every bit of it is gold....more",Notes are private!,0,1,1,"Feb 17, 2024","Feb 18, 2024","Feb 08, 2024",,Hardcover,view (with text),/book/show/145625057-subculture-vulture
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penance,"Clark, Eliza",0571371795,9780571371792,,336        pp,3.95,"15,114","Jul 04, 2023","Jul 04, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think my biggest challenge with this was the format. I just feel like if I wanted to listen to a poorly constructed serial true crime podcast I coulI think my biggest challenge with this was the format. I just feel like if I wanted to listen to a poorly constructed serial true crime podcast I could have done that. I didnt need a fictionalized version of it.I dreaded every time I picked up this book. the pacing was off, it was extremely overcomplicated -- which led to it being convoluted at parts and downright boring at others. I'm not sure what the point of the book was in the end, but whatever it was, I did not like it...more",Notes are private!,0,0,1,"Feb 07, 2024","Feb 09, 2024","Feb 07, 2024",,ebook,view (with text),/book/show/62898932-penance
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cultish: The Language of Fanaticism,"Montell, Amanda*",0063244683,9780063244689,0063244683,320        pp,3.87,"79,226","Jun 15, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amanda Montell writes very readable books. This book was “unputdownable”. I found it so engaging and kept reaching for my pencil to underline and takeAmanda Montell writes very readable books. This book was “unputdownable”. I found it so engaging and kept reaching for my pencil to underline and take notes. I love the idea of the “cult” mentality and the language that surrounds it. From Synanon to SoulCycle to Scientology, Montell covers every side of “cultish” communities and their unique vernacular. Can’t wait for her next book, already on pre-order. ...more",Notes are private!,0,0,1,"Feb 06, 2024","Feb 09, 2024","Feb 06, 2024",,Paperback,view (with text),/book/show/59771538-cultish
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End We Start From,"Hunter, Megan*",,,,160        pp,3.41,"13,568","Nov 14, 2017","May 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book ticked my boxes. it was stark, sparse and haunting. it really makes you stop and think about where we are headed. I loved the small viewpointhis book ticked my boxes. it was stark, sparse and haunting. it really makes you stop and think about where we are headed. I loved the small viewpoint during a massive world event. I loved the nameless characters. this was just really done well....more",Notes are private!,0,2,1,"Feb 06, 2024","Feb 07, 2024","Feb 06, 2024",,Kindle Edition,view (with text),/book/show/33858905-the-end-we-start-from
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fury,"Michaelides, Alex*",125075898X,9781250758989,125075898X,298        pp,3.42,"79,708","Jan 16, 2024","Jan 16, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can’t decide if I liked it or I didn’t so I’m giving it a 3I think the ending was cool solely because of the myriad of twists it threw at us. It was lCan’t decide if I liked it or I didn’t so I’m giving it a 3I think the ending was cool solely because of the myriad of twists it threw at us. It was like a professional dealer throwing cards out at a poker table the way these twists were coming at me. So that was fun.The build up, however, was a little slow for your typical “thriller”. So the digressions didn’t bother me at first but then they started getting a little laborious and distracting. I think the book was a solid 3. I liked it. Maybe capital “L” Liked it. But certainly won’t rave about it to any of my friends. ...more",Notes are private!,0,0,1,Feb 2024,"Feb 06, 2024","Feb 01, 2024",,Hardcover,view (with text),/book/show/123206645-the-fury
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy, the Mole, the Fox and the Horse","Mackesy, Charlie",1529105102,9781529105100,1529105102,128        pp,4.56,"189,271","Oct 10, 2019","Oct 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2024","Jan 30, 2024","Jan 30, 2024",,Hardcover,view,/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,430","Aug 04, 2015","Aug 04, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the book but didn’t love it. The “big twist” was hinted at and while I can’t say I was 100% sure, I did figure it out from some hints they droI liked the book but didn’t love it. The “big twist” was hinted at and while I can’t say I was 100% sure, I did figure it out from some hints they dropped through the book. I think I had higher expectations for this book than it could deliver, and maybe that’s why I’m being critical. With everyone raving about it so much I just thought it would be so spectacular. In the end, I thought it was a little slow and uninteresting. I didn’t think the world building made a ton of sense. I won’t be continuing this series. ...more",Notes are private!,0,0,1,"Jan 19, 2024",Feb 2024,"Jan 19, 2024",,Paperback,view (with text),/book/show/19161852-the-fifth-season
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunter        (Cal Hooper #2),"French, Tana*",0593493435,9780593493434,0593493435,480        pp,4.22,"10,634","Mar 05, 2024","Mar 05, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Cal Hooper. He is a seriously complex character navigating his way through a really interesting setting. The only downside to this story was thI love Cal Hooper. He is a seriously complex character navigating his way through a really interesting setting. The only downside to this story was the fact that Cal, Trey and Lena have built a strong relationship since The Searcher and in some ways I had a hard time reconciling their secrecy with one another in the beginning parts of the book. But I forgive that small obstacle for the greater good of this novel, which, as usual I couldn’t put down because I loved so much. The entire cast of Ardnakelty are a wonderful supporting flavor to tell both these stories (The Searcher and The Hunter). I want to read more. ...more",Notes are private!,0,1,1,"Mar 05, 2024","Mar 13, 2024","Jan 18, 2024",,Hardcover,view (with text),/book/show/174156145-the-hunter
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Fours,"July, Miranda*",0593190262,9780593190265,0593190262,336        pp,4.30,158,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/197798168-all-fours
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Women in 101 Objects,"Hirsch, Annabelle*",0593728750,9780593728758,0593728750,432        pp,4.22,172,"Sep 13, 2022","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/182126946-a-history-of-women-in-101-objects
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,319","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/62628727-romantic-comedy
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Boy of Chaotic Making        (Whimbrel House, #3)","Holmberg, Charlie N.*",1662508727,9781662508721,B0C1HLGQGQ,318        pp,4.34,"4,826","Feb 13, 2024","Feb 13, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not realize that this was a series not a trilogy and boy am I happy. I could spend endless hours with Hulda, Merritt and Owein. These stories arI did not realize that this was a series not a trilogy and boy am I happy. I could spend endless hours with Hulda, Merritt and Owein. These stories are cozy fantasy adventures with interesting magic, a touch of chaste romance and wonderful characters to bring smiles to my face. Giving Owein his own story was perfectly timed for the Whimbrel House series. His character had a lot to unpack in this book.I’m so excited by Holmberg’s writing I’m trying another series while I wait for book 4. ...more",Notes are private!,0,1,1,"Feb 28, 2024","Mar 04, 2024","Jan 18, 2024",,Kindle Edition,view (with text),/book/show/125373512-boy-of-chaotic-making
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come and Get It,"Reid, Kiley",,,B0C1YF5R13,400        pp,3.45,"12,985","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Kindle Edition,view,/book/show/127463471-come-and-get-it
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,STFU: The Power of Keeping Your Mouth Shut in an Endlessly Noisy World,"Lyons, Dan*",1250850347,9781250850348,1250850347,272        pp,3.75,"1,276","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/60741798-stfu
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violent Bear It Away,"O'Connor, Flannery",0374505241,9780374505240,0374505241,256        pp,4.08,"13,856",1960,"Jan 01, 1960",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sure I’m in the minority on this one as a 2 star rating. But not sure why everyone raves about this. It’s quite a slog and really not all that interesSure I’m in the minority on this one as a 2 star rating. But not sure why everyone raves about this. It’s quite a slog and really not all that interesting. I read it because I feel like it’s something I should have read ages ago. Now I have. That’s really all I can say. ...more,Notes are private!,0,0,1,"Jan 15, 2024","Jan 16, 2024","Jan 16, 2024",,Paperback,view (with text),/book/show/48468.The_Violent_Bear_It_Away
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bullet Swallower,"James, Elizabeth Gonzalez*",1668009323,9781668009321,1668009323,272        pp,3.81,"5,075","Jan 23, 2024","Jan 23, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some of it was okay but it was often overwhelming,Notes are private!,0,0,1,"Jan 11, 2024","Jan 27, 2024","Jan 11, 2024",,Hardcover,view (with text),/book/show/123847255-the-bullet-swallower
