,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amber's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crown of Midnight        (Throne of Glass, #2)","Maas, Sarah J.*",1639730966,9781639730964,,420        pp,4.36,"1,004,886","Aug 15, 2013","Feb 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 14, 2023","Sep 17, 2023","Jun 13, 2023",,Hardcover,view,/book/show/76705490-crown-of-midnight
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wake Up With Purpose!: What I've Learned in My First Hundred Years,"Schmidt, Jean Dolores",1400333571,9781400333578,B0B5GFZW7W,234        pp,4.19,"1,810","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Kindle Edition,view,/book/show/61722171-wake-up-with-purpose
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Impossible Cure: The Promise of Homeopathy,"Lansky, Amy L.*",0972751408,9780972751407,0972751408,320        pp,4.26,212,"Apr 02, 2003","Apr 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Paperback,view,/book/show/165147.Impossible_Cure
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clementine        (Clementine, #1)","Pennypacker, Sara",0786838825,9780786838820,0786838825,144        pp,3.95,"21,088","Sep 15, 2006","Sep 15, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 05, 2023","Jun 10, 2023","Jun 05, 2023",,Hardcover,view,/book/show/517344.Clementine
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 39 Steps        (Richard Hannay, #1)","Buchan, John",1419151126,9781419151125,1419151126,100        pp,3.60,"41,148",1915,"Jun 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2023",,Paperback,view,/book/show/153492.The_39_Steps
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot and Bothered: What No One Tells You About Menopause and How to Feel Like Yourself Again,"Dunn, Jancee*",0593542568,9780593542569,0593542568,304        pp,4.16,"1,166",unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Hardcover,view,/book/show/61897976-hot-and-bothered
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,But Have You Read the Book?: 52 Literary Gems That Inspired Our Favorite Films,"Lopez, Kristen*",0762480971,9780762480975,0762480971,240        pp,3.35,715,"Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2023",,Hardcover,view,/book/show/61398984-but-have-you-read-the-book
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turtles All The Way Down: Vaccine Science and Myth,Anonymous,,,B0B6S1ZNLC,520        pp,4.65,323,unknown,"Jul 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Kindle Edition,view,/book/show/61605704-turtles-all-the-way-down
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You: The Story: A Writer's Guide to Craft Through Memory,"Sepetys, Ruta*",0593524381,9780593524381,0593524381,224        pp,4.24,752,"May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2023",,Hardcover,view,/book/show/62296519-you
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden in Christ: Living as God's Beloved,"Smith, James Bryan",083083575X,9780830835751,083083575X,216        pp,4.33,284,"May 01, 2013","May 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2023",,Hardcover,view,/book/show/17266861-hidden-in-christ
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Peripheral        (Jackpot #1),"Gibson, William",0425276236,9780425276235,0425276236,485        pp,3.90,"30,116","Oct 24, 2014","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Paperback,view,/book/show/24611819-the-peripheral
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,550","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2023",,Hardcover,view,/book/show/60435878-carrie-soto-is-back
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Jesus: Why the Only Thing More Risky than Getting Jesus Right Is Getting Jesus Wrong,"Burgess, Kevin ""KB""",1496459482,9781496459480,1496459482,256        pp,4.53,739,unknown,"Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2023",,Hardcover,view,/book/show/61357095-dangerous-jesus
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raised on Porn: How Porn Is Affecting Our Lives and What We Can Do about It,"Nolot, Benjamin",,,B0BYSTQZYV,264        pp,4.50,14,unknown,"Apr 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2023",,Kindle Edition,view,/book/show/125704780-raised-on-porn
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,581","Feb 01, 2021","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Kindle Edition,view,/book/show/56449476-west-with-giraffes
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Children Matter,"Wilson, Douglas*",,,,unknown,4.55,"1,419",Jul 2018,"Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Paperback,view,/book/show/39866387-why-children-matter
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Future Men: Raising Boys to Fight Giants,"Wilson, Douglas*",1885767838,9781885767837,1885767838,199        pp,4.32,"1,971","Jan 01, 2001","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Paperback,view,/book/show/259101.Future_Men
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beauty Matters: Creating a High Aesthetic in School Culture,"Turley, Steve",,,B079HHNSBM,42        pp,4.24,59,2017,"Jan 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Kindle Edition,view,/book/show/38339141-beauty-matters
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Knotted-Up Life: A Memoir,"Moore, Beth",1496472675,9781496472670,1496472675,304        pp,4.48,"34,184","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Hardcover,view,/book/show/61357133-all-my-knotted-up-life
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vaccines, Autoimmunity, and the Changing Nature of Childhood Illness","Cowan, Thomas",1603587772,9781603587778,1603587772,192        pp,4.41,545,unknown,"Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/36710850-vaccines-autoimmunity-and-the-changing-nature-of-childhood-illness
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Intellectual Tradition: Reading Freedom in Classical Literature,"Parham, Angel Adams",1600514421,9781600514425,1600514421,253        pp,4.12,41,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Hardcover,view,/book/show/60559804-the-black-intellectual-tradition
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tending the Heart of Virtue: How Classic Stories Awaken a Child's Moral Imagination,"Guroian, Vigen",0195117875,9780195117875,0195117875,208        pp,4.35,663,"May 28, 1998","May 28, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Hardcover,view,/book/show/1183583.Tending_the_Heart_of_Virtue
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,068","Jul 26, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoy this author. And what a great push toward gratitude this story is - a reminder that we have no idea how good we have it or how bad it mI really enjoy this author. And what a great push toward gratitude this story is - a reminder that we have no idea how good we have it or how bad it might be for someone else.“You could jump so much higher when you had somewhere safe to fall.”...more,Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Punished by Rewards: The Trouble with Gold Stars, Incentive Plans, A's, Praise and Other Bribes","Kohn, Alfie",0395710901,9780395710906,0395710901,398        pp,4.17,"4,243",1993,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2023",,Paperback,view,/book/show/541132.Punished_by_Rewards
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hidden Systems: Water, Electricity, the Internet, and the Secrets Behind the Systems We Use Every Day","Nott, Dan*",0593125363,9780593125366,0593125363,272        pp,4.22,714,"Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Hardcover,view,/book/show/61356462-hidden-systems
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,COVID-19 and the Global Predators: We are the Prey,"Breggin, Peter R.",,,B09GVWYWYK,"1,014        pp",4.41,256,unknown,"Sep 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Kindle Edition,view,/book/show/59120042-covid-19-and-the-global-predators
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman Who Changed Her Brain: And Other Inspiring Stories of Pioneering Brain Transformation,"Arrowsmith-Young, Barbara",1451607938,9781451607932,1451607938,288        pp,3.81,"1,080","May 01, 2012","May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/12686547-the-woman-who-changed-her-brain
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Feelings: God's Gracious and Glorious Purpose for Our Emotions,"Mahaney, Carolyn",1433552477,9781433552472,1433552477,160        pp,4.18,738,Oct 2017,"Oct 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/31804440-true-feelings
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place to Belong: Celebrating Diversity and Kinship In the Home and Beyond,"O'Neal Johnston, Amber*",059342185X,9780593421857,059342185X,304        pp,4.60,376,unknown,"May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/58885786-a-place-to-belong
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Getting Out of Bed: The Burden and Gift of Living,"Noble, O. Alan*",1514004437,9781514004432,1514004437,108        pp,4.34,"1,670",unknown,"Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/62697454-on-getting-out-of-bed
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Organizing for the Rest of Us: 100 Realistic Strategies to Keep Any House Under Control,"White, Dana K.*",1400231434,9781400231430,1400231434,224        pp,4.08,"4,272","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2023",,Hardcover,view,/book/show/57468188-organizing-for-the-rest-of-us
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Fun: How to Feel Alive Again,"Price, Catherine*",0593241401,9780593241400,0593241401,352        pp,3.68,"6,316","Dec 21, 2021","Dec 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2023",,Hardcover,view,/book/show/57569793-the-power-of-fun
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Apollo and America's Moon Landing Program: Apollo 16 Technical Crew Debriefing with Unique Observations about the Fifth Lunar Mission - Astronauts Young, Duke and Mattingly","II, Thomas K. Mattingly",,,B006LWD37I,298        pp,4.50,2,"Dec 13, 2011","Dec 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Kindle Edition,view,/book/show/24285449-apollo-and-america-s-moon-landing-program
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Panic Early: An Apollo 13 Astronaut's Journey,"Haise, Fred",1588347133,9781588347138,1588347133,216        pp,3.52,297,unknown,"Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/59386028-never-panic-early
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Capture: Tom Stafford and the Space Race,"Stafford, Thomas P.",1588341011,9781588341013,1588341011,302        pp,3.90,134,"Sep 17, 2002","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Paperback,view,/book/show/923230.We_Have_Capture
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Countdown: An Autobiography,"Borman, Frank",0688079296,9780688079291,0688079296,448        pp,3.69,71,"Oct 01, 1988","Jan 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/1061739.Countdown
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Return to the Moon: Exploration, Enterprise, and Energy in the Human Settlement of Space","Schmitt, Harrison H.",0387242856,9780387242859,0387242856,352        pp,3.81,59,"Nov 16, 2005","Nov 16, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/640766.Return_to_the_Moon
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neil Armstrong: A Life of Flight,"Barbree, Jay",125004071X,9781250040718,125004071X,384        pp,4.23,"1,106","Jul 01, 2014","Jul 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/18404292-neil-armstrong
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnificent Desolation: The Long Journey Home from the Moon,"Aldrin, Buzz*",0307463451,9780307463456,0307463451,336        pp,3.58,"1,838","Jan 01, 2009","Jun 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/6351887-magnificent-desolation
