,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shauna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Breaking Dawn        (The Twilight Saga, #4)","Meyer, Stephenie",031606792X,9780316067928,031606792X,756        pp,3.74,"1,706,885","Aug 02, 2008","Aug 02, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Hardcover,view,/book/show/1162543.Breaking_Dawn
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eclipse        (The Twilight Saga, #3)","Meyer, Stephenie",0316160202,9780316160209,0316160202,629        pp,3.73,"1,810,330","Aug 07, 2007","Aug 07, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Hardcover,view,/book/show/428263.Eclipse
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New Moon        (The Twilight Saga, #2)","Meyer, Stephenie",,,,563        pp,3.59,"1,925,221","Sep 06, 2006","Sep 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Hardcover,view,/book/show/49041.New_Moon
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twilight        (The Twilight Saga, #1)","Meyer, Stephenie",0316015849,9780316015844,0316015849,498        pp,3.65,"6,577,182","Oct 05, 2005","Sep 06, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd just like to note that my five star s for any Meyer's book is for entertainment value, not actual literary merit.I'd just like to note that my five star s for any Meyer's book is for entertainment value, not actual literary merit....more",Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Paperback,view (with text),/book/show/41865.Twilight
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Good,"Hornby, Nick",3426615355,9783426615355,3426615355,305        pp,3.22,"56,260","May 31, 2001","Aug 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/4268.How_to_Be_Good
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Choke,"Palahniuk, Chuck*",0385720920,9780385720922,0385720920,293        pp,3.71,"210,449","May 22, 2001",Jun 2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/29059.Choke
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watchmen,"Moore, Alan*",0930289234,9780930289232,0930289234,416        pp,4.38,"558,092",1987,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/472331.Watchmen
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,143","Apr 05, 2005","Aug 31, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 23, 2008","Sep 11, 2008",,Paperback,view,/book/show/6334.Never_Let_Me_Go
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,キッチン,"Yoshimoto, Banana",,,,200        pp,3.90,"99,159","Jan 30, 1988",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,,view,/book/show/657422._
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,912","Jul 31, 2003","May 18, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Fidelity,"Hornby, Nick",1573225517,9781573225519,1573225517,323        pp,3.91,"201,519","Apr 13, 1995","May 05, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/285092.High_Fidelity
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tropic of Cancer        (Tropic, #1)","Miller, Henry",0802131786,9780802131782,0802131786,318        pp,3.66,"72,341",1934,"Jan 06, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Paperback,view,/book/show/249.Tropic_of_Cancer
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Day Watch        (Watch, #2)","Lukyanenko, Sergei",1401360203,9781401360207,B002T450B4,453        pp,4.07,"22,265",2000,"Mar 21, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Paperback,view,/book/show/104160.Day_Watch
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night Watch        (Watch, #1)","Lukyanenko, Sergei",1401359795,9781401359799,1401359795,455        pp,3.97,"43,531",1998,"Jul 26, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Paperback,view,/book/show/359375.Night_Watch
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Farewell to Arms,"Hemingway, Ernest",0099910101,9780099910107,0099910101,293        pp,3.82,"321,768",Sep 1929,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Paperback,view,/book/show/10799.A_Farewell_to_Arms
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Ruth,"Hamilton, Jane",0385265700,9780385265706,B007CGUUBE,328        pp,3.86,"67,608","Nov 01, 1988","Jan 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Paperback,view,/book/show/5187.The_Book_of_Ruth
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Truss, Lynne",1592402038,9781592402038,1592402038,209        pp,3.87,"105,109","Jan 02, 2003",Apr 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Hardcover,view,/book/show/8600.Eats_Shoots_Leaves
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Mountain,"Frazier, Charles",0802142842,9780802142849,0802142842,449        pp,3.88,"242,734","Jan 01, 1997","Aug 31, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 11, 2008","Jul 07, 2008",,Paperback,view,/book/show/10920.Cold_Mountain
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blindness,"Saramago, José",,,0156007754,326        pp,4.17,"289,762",1995,"Oct 04, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 11, 2008","Jul 07, 2008",,Paperback,view,/book/show/2526.Blindness
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,431","May 22, 2001","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2008",,Paperback,view,/book/show/5826.Bel_Canto
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,747","Jul 16, 1951","Jan 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2008",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heartbreaking Work of Staggering Genius,"Eggers, Dave",0375725784,9780375725784,0375725784,437        pp,3.69,"180,502","Feb 17, 2000","Feb 13, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2008",,Paperback,view,/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Namesake,"Lahiri, Jhumpa",0618485228,9780618485222,0965141667,291        pp,4.01,"269,641","Sep 16, 2003","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2008",,Paperback,view,/book/show/33917.The_Namesake
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (A Wrinkle in Time Quintet, #1)","L'Engle, Madeleine",0440498058,9780440498056,0440498058,211        pp,3.98,"1,202,358",1962,Apr 1973,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2008",,Paperback,view,/book/show/18131.A_Wrinkle_in_Time
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good in Bed        (Cannie Shapiro, #1)","Weiner, Jennifer*",0743418174,9780743418171,0743418174,376        pp,3.75,"305,604","Apr 02, 2002","Apr 02, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2008",,Paperback,view,/book/show/14748.Good_in_Bed
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,424","Sep 26, 2006","Oct 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2008",,Hardcover,view,/book/show/6288.The_Road
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rape: A Love Story,"Oates, Joyce Carol",0786714824,9780786714827,0786714824,154        pp,3.63,"5,839",2003,"Dec 21, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 01, 2008",,Paperback,view,/book/show/15003.Rape
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,052","Sep 21, 1962","Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 31, 2008",,Paperback,view,/book/show/89724.We_Have_Always_Lived_in_the_Castle
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life of Pi,"Martel, Yann",0770430074,9780770430078,0770430074,460        pp,3.94,"1,624,019","Sep 11, 2001","Aug 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/4214.Life_of_Pi
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Tent,"Diamant, Anita*",0312353766,9780312353766,0312353766,324        pp,4.20,"598,748",1997,Oct 1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Hardcover,view,/book/show/4989.The_Red_Tent
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lovely Bones,"Sebold, Alice",0316166685,9780316166683,0316166685,372        pp,3.85,"2,353,221","Jul 03, 2002","Sep 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Mass Market Paperback,view,/book/show/12232938-the-lovely-bones
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,196","Jan 28, 1813","Oct 10, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/1885.Pride_and_Prejudice
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,419","Sep 21, 1937","Aug 15, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/5907.The_Hobbit
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,940",1985,Apr 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,504",1868,"Apr 06, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/1934.Little_Women
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Special Topics in Calamity Physics,"Pessl, Marisha*",0143112120,9780143112129,0143112120,514        pp,3.70,"47,083","Aug 03, 2006","Apr 24, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/97473.Special_Topics_in_Calamity_Physics
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,190,037","Oct 30, 1811","Apr 29, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/14935.Sense_and_Sensibility
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,369","Sep 16, 1987","Jun 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Paperback,view,/book/show/6149.Beloved
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Siddhartha,"Hesse, Hermann",,,,152        pp,4.07,"771,311",1922,"Dec 01, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Mass Market Paperback,view,/book/show/52036.Siddhartha
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,513","Sep 01, 2005","Mar 14, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 16, 2008","May 14, 2008",,Kindle Edition,view,/book/show/19063.The_Book_Thief
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Meridian, or, the Evening Redness in the West","McCarthy, Cormac",,,,351        pp,4.16,"164,507","Apr 28, 1985",May 1992,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 12, 2008",,Paperback,view,/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Prince,"Saint-Exupéry, Antoine de",,,,96        pp,4.32,"2,111,671","Apr 06, 1943","Jun 29, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/157993.The_Little_Prince
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assassination Vacation,"Vowell, Sarah",074326004X,9780743260046,074326004X,258        pp,3.93,"46,513","Mar 01, 2005",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/3110.Assassination_Vacation
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",0747588945,9780747588948,B001I3XCG2,324        pp,4.34,"3,149,003","May 29, 2003","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/874.The_Kite_Runner
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",0393328627,9780393328622,0393328627,255        pp,3.92,"135,688","May 17, 2005","May 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/3867.The_History_of_Love
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Is the What,"Eggers, Dave",1932416641,9781932416640,1932416641,475        pp,4.14,"84,762","Oct 18, 2006","Oct 18, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Hardcover,view,/book/show/4952.What_Is_the_What
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite Française,"Némirovsky, Irène",1400096278,9781400096275,1400096278,431        pp,3.85,"74,158",Sep 2004,"Apr 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/43944.Suite_Fran_aise
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lolita,"Nabokov, Vladimir",,,,368        pp,3.88,"850,106",Sep 1955,1995,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So, so creepy, but so well written. I tried rereading it, but it made me feel dirty (well, dirtier than usual), so maybe in a few more months.",Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view (with text),/book/show/7604.Lolita
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invitation to a Beheading,"Nabokov, Vladimir",0679725318,9780679725312,0679725318,223        pp,3.92,"17,542",1935,"Sep 19, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/376561.Invitation_to_a_Beheading
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bend Sinister,"Nabokov, Vladimir",0141185767,9780141185767,0141185767,192        pp,3.79,"4,668",1947,"Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/142529.Bend_Sinister
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laughter in the Dark,"Nabokov, Vladimir",0811216748,9780811216746,0811216748,292        pp,4.00,"18,360",1932,"Sep 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/8151.Laughter_in_the_Dark
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hocus Pocus,"Vonnegut, Kurt, Jr.",0425161293,9780425161296,0425161293,322        pp,3.83,"34,064",1990,Nov 1997,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9589.Hocus_Pocus
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Player Piano,"Vonnegut, Kurt, Jr.",0385333781,9780385333788,0385333781,341        pp,3.90,"56,731","Aug 18, 1952",Sep 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9597.Player_Piano
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galápagos,"Vonnegut, Kurt, Jr.",0385333870,9780385333870,0385333870,324        pp,3.87,"81,322",1985,"Jan 12, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9593.Gal_pagos
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,907",1963,1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/135479.Cat_s_Cradle
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast of Champions,"Vonnegut, Kurt, Jr.",0385334206,9780385334204,0385334206,303        pp,4.07,"260,551","Jul 12, 1973",May 1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/4980.Breakfast_of_Champions
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,591","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/4981.Slaughterhouse_Five
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Lies,"Crusie, Jennifer*",0312932820,9780312932824,0312932820,384        pp,3.71,"13,002","Jan 01, 1998","Jul 11, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Mass Market Paperback,view,/book/show/33725.Tell_Me_Lies
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Welcome to Temptation        (Dempseys, #1)","Crusie, Jennifer*",0312932804,9780312932800,0312932804,416        pp,3.94,"33,450",Mar 2000,"Jul 11, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/33727.Welcome_to_Temptation
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0571224385,9780571224388,0571224385,314        pp,4.11,"469,578",1984,"Oct 27, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9717.The_Unbearable_Lightness_of_Being
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,873","Apr 14, 1952","Feb 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/16981.Invisible_Man
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faith and the Good Thing,"Johnson, Charles R.*",0743212541,9780743212540,0743212541,238        pp,3.75,84,1974,"Jan 10, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/671564.Faith_and_the_Good_Thing
