,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carol's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Opposite Shore,"Stahl, Maryanne*",0451208668,9780451208668,B000HWZ43O,256        pp,3.17,144,2003,"Aug 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thoughtful writing and evocative pacing that pulled me in from the first page. After an afternoon of sailing with her husband, daughter, and sister, RThoughtful writing and evocative pacing that pulled me in from the first page. After an afternoon of sailing with her husband, daughter, and sister, Rose returns home to learn one of her paintings has won first place in a contest. Excited to share her news, she returns to the marina to tell her husband and sister. Her world turns inside out when she catches them kissing. Unable to forgive their betrayal, she takes her daughter to Shelter Island to figure out what she wants. Ms. Stahl seamlessly shifts point of view and reveal four nuanced, realistic, and sympathetic characters.This is a beautifully, never over written story of love, betrayal, and self discovery. ...more",Notes are private!,0,5,1,not set,"Nov 15, 2015","Nov 15, 2015",,Paperback,view (with text),/book/show/228546.The_Opposite_Shore
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gathering,"Enright, Anne",0802170390,9780802170392,B001LF2H7W,261        pp,3.12,"23,846","Mar 01, 2007","Sep 10, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 13, 2015","Dec 05, 2015","Nov 13, 2015",,Paperback,view,/book/show/998133.The_Gathering
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The First Love Cookie Club        (Twilight, Texas, #3)","Wilde, Lori*",0061988421,9780061988424,B005EN9K68,370        pp,3.91,"2,761","Oct 26, 2010","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,easy predictable read,Notes are private!,0,0,1,"Nov 12, 2015","Nov 12, 2015","Nov 12, 2015",,Paperback,view (with text),/book/show/7719328-the-first-love-cookie-club
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,904","Aug 26, 2014","Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dystopian plot that I just didn't connect to. Read this for Avalon Book club and eager to discuss and hear others' thoughts. Dystopian plot that I just didn't connect to. Read this for Avalon Book club and eager to discuss and hear others' thoughts. ...more,Notes are private!,0,6,1,not set,not set,"Nov 12, 2015",,Hardcover,view (with text),/book/show/20170404-station-eleven
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,November 9,"Hoover, Colleen*",1501110349,9781501110344,1501110349,310        pp,4.14,"1,078,504","Nov 10, 2015","Nov 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 November 9 oozes new adult romantic angst, hot bods, mild heat, heart-tugging decisions, occasional lapses into sappy, a deceitful plot twist, bro3.5 November 9 oozes new adult romantic angst, hot bods, mild heat, heart-tugging decisions, occasional lapses into sappy, a deceitful plot twist, broken trust, and a unique-enough plot. Sounds like the essential ingredients to keep new adult love story addicts turning pages. Here's the link to my  for New York Journal of Books: http://www.nyjournalofbooks.com/book-......more",Notes are private!,0,7,1,"Nov 06, 2015","Nov 10, 2015","Nov 06, 2015",,Paperback,view (with text),/book/show/25111004-november-9
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silent Sister        (Riley MacPherson, #1)","Chamberlain, Diane*",1250010713,9781250010711,1250010713,352        pp,3.98,"84,450","Oct 07, 2014","Oct 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Within the first few pages of The Silent Sister, secrets and questions start to emerge. The suspense builds and rarely lets up in the page turner.WhatWithin the first few pages of The Silent Sister, secrets and questions start to emerge. The suspense builds and rarely lets up in the page turner.What was Jeannie’s relationship with Riley’s father, and why is she so eager to remove certain items from the house? Who is Fred Marcus, and what is his connection to Frank? Why did Riley’s father include one of the trailer park tenants in his will, and why was he writing the guy monthly checks? Who can be trusted? And the biggest question of all: What really happened the night Lisa disappeared? As one devastating family secret after another comes to light, Riley agonizes over whether anything she believed about her family was real. - See more at: http://www.nyjournalofbooks.com/book-...Here's the link to my  of The Silent Sister for New York Journal of Books: http://www.nyjournalofbooks.com/book-......more",Notes are private!,0,15,1,Nov 2015,"Nov 06, 2015","Nov 01, 2015",,Hardcover,view (with text),/book/show/19286669-the-silent-sister
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Stars in the Heavens,"Trigiani, Adriana*",0062319191,9780062319197,0062319191,447        pp,3.58,"13,106","Oct 13, 2015","Oct 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kept me turning pages, and I'm torn about the rating, I'm a huge Adriana Trigiani fan. This wasn't my favorite of her many books, More a 3.5 for me. IKept me turning pages, and I'm torn about the rating, I'm a huge Adriana Trigiani fan. This wasn't my favorite of her many books, More a 3.5 for me. I remember Loretta Young, Clark Gable, and many of the other stars involved, but didn't know about the event that is at the center of this story. I'm intrigued about the research that must have gone into writing this and how much of the story is fiction vs. based on reported facts. Creating dialogue for characters who were real people fascinates me. Can't wait to hear an interview with A.T. to learn more about her process...more",Notes are private!,0,25,1,not set,"Oct 31, 2015","Nov 01, 2015",,Hardcover,view (with text),/book/show/24723249-all-the-stars-in-the-heavens
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eternal Wonder,"Buck, Pearl S.",1480439703,9781480439702,1480439703,304        pp,3.58,"2,601","Jan 01, 2013","Oct 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this is my first Pearl S. Buck book. It was more accessible than I expected, not a book I would have picked if I didn't have to read for a booI think this is my first Pearl S. Buck book. It was more accessible than I expected, not a book I would have picked if I didn't have to read for a book club, but a quick, easy read. It starts when the main character, Rannie/Rann is in the womb, which didn't immediately engage me but intrigued me enough to keep turning pages. Rann is a very curious genius always wondering and eager to learn--hence, The Eternal Wonder...more",Notes are private!,0,6,1,not set,not set,"Oct 26, 2015",,Paperback,view (with text),/book/show/17980939-the-eternal-wonder
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke,"McKenzie, Catherine*",1503945650,9781503945654,1503945650,340        pp,3.71,"5,086","Oct 20, 2015","Oct 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great read, here's my  for New York Journal of Books http://www.nyjournalofbooks.com/book-...Great read, here's my  for New York Journal of Books http://www.nyjournalofbooks.com/book-......more",Notes are private!,0,5,1,not set,"Oct 25, 2015","Oct 26, 2015",,Paperback,view (with text),/book/show/25317381-smoke
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beating Cancer with Nutrition (Fourth Edition) Rev,"Quillin, Patrick*",096383729X,9780963837295,096383729X,414        pp,4.10,291,Jan 1994,"May 24, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Oct 18, 2015",,Paperback,view,/book/show/51276.Beating_Cancer_with_Nutrition_Fourth_Edition_Rev
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marley and Me: Life and Love With the World’s Worst Dog,"Grogan, John",0739461192,9780739461198,B0058M5XF2,291        pp,4.14,"469,306",Oct 2005,"Oct 18, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 18, 2015",,Hardcover,view,/book/show/12691.Marley_and_Me
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After You        (Me Before You, #2)","Moyes, Jojo*",0698411412,9780698411418,,12        pp,3.74,"381,091","Sep 23, 2015","Sep 29, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Took me awhile to get engaged, never felt like I suspended disbelief. An incident in the beginning felt so coincidental after reading, Me Before You, Took me awhile to get engaged, never felt like I suspended disbelief. An incident in the beginning felt so coincidental after reading, Me Before You, I almost put this one down. Glad I stuck with it because I found the story and characters more engaging about halfway through. Plot is mostly predictable. Big difference for me between this and Me Before You is MBY got me thinking deeply about ability, quality of life, and dying with dignity. This was more a easy, enjoyable read with lighter themes....more",Notes are private!,0,17,1,not set,not set,"Oct 18, 2015",,Audiobook,view (with text),/book/show/25020381-after-you
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taft,"Patchett, Ann",0060540761,9780060540760,0060540761,246        pp,3.55,"9,941","Oct 01, 1994","Mar 18, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing is a 4, the story, more 3/3.5 for me.I really like the writing in this book and connected immediately to John Nichol, the narrator. John iThe writing is a 4, the story, more 3/3.5 for me.I really like the writing in this book and connected immediately to John Nichol, the narrator. John is a drummer who is managing a bar to provide income for his child and ex. He hires a young waitress, Fay and her, Carl, starts hanging around. Fay and Carl have a lot of baggage, and are grieving the death of their father ""Taft."" John is black and Fay and Carl are white, and race is a theme in the story.Ultimately this is a story about father's love. John worries about and misses his son who lives with his ex. He starts imagining what Fay and Carl's life was like before their father died.My quibble is that when John starts imagining the Taft family before the death the transitions are abrupt and often lost me. And, there are times it reads like some strange ESP or voice from beyond. I had to re-read the last few chapters, thinking I missed something. ...more",Notes are private!,0,8,1,not set,"Oct 09, 2015","Oct 10, 2015",,Paperback,view (with text),/book/show/255511.Taft
