,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Što bih ja bez tebe,"Musso, Guillaume",,9789533035079,,308        pp,3.83,"6,963","Apr 30, 2009",2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ova me oduševila ❤️,Notes are private!,0,5,1,"Dec 24, 2022","Dec 26, 2022","Dec 24, 2022",,Paperback,view (with text),/book/show/22604669-to-bih-ja-bez-tebe
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I na početku i na kraju bijaše kava,"Matanović, Julijana",,9789531416191,9531416192,143        pp,3.93,273,"Jan 01, 2014",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Volim kako Julijana piše,Notes are private!,0,4,1,"Dec 18, 2022","Dec 20, 2022","Dec 18, 2022",,Paperback,view (with text),/book/show/22934621-i-na-po-etku-i-na-kraju-bija-e-kava
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Laku noć, ljepoto","Koomson, Dorothy*",,9789533436630,,387        pp,4.06,"9,146","Feb 04, 2008",Jan 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Emotivno i tužno,Notes are private!,0,7,1,"Dec 15, 2022","Dec 18, 2022","Dec 15, 2022",,Mass Market Paperback,view (with text),/book/show/37769236-laku-no-ljepoto
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sve što nismo preboljeli        (Knockemout #1),"Score, Lucy*",,9789531324199,,556        pp,4.17,"760,662","Jan 12, 2022",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2022",,Paperback,view,/book/show/63254790-sve-to-nismo-preboljeli
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Semper Idem,"Lebović, Đorđe",,,,424        pp,4.83,"1,295",2005,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2022",,Paperback,view,/book/show/8161223-semper-idem
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Na sunčanoj strani ulice,"Rubina, Dina",,9789532593730,,392        pp,4.32,"1,029",2006,Aug 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slojevit roman sa mnoštvom, na prvi pogled, nepovezanih likova, individualaca i umjetnika, koji će se kao pritoke uliti u zajedničku rijeku života.PriSlojevit roman sa mnoštvom, na prvi pogled, nepovezanih likova, individualaca i umjetnika, koji će se kao pritoke uliti u zajedničku rijeku života.Priznajem da prije čitanja ovog romana ništa nisam znala o gradu Takšentu, niti sam ga mogla geografski i kulturološki locirati. Dok sam čitala guglala sam nazive ulica, parkove, i sam grad i oduševljeno zamišljala ambijent u kojem se kreću junaci romana.Roman nam osvjetljava raznolikost ovog grada i sudbinu majke i kćerke koje su povezane više nego što se i može zamisliti.Jedna je izbjegla iz Lenjingrada i životareći dospjela u mrežu kriminalaca i sitnih lopova, i iz tog vrtloga jedva izvukla živu glavu, ali i novi život u sebi.Kćerka Vjera odrasta u potpuno drugačiju ličnost, sa umjetničkom crtom koju je naslijedila sa majčine strane. Postaje ekscentrična slikarka koja proživljava najljepšu ljubavnu priču sa svojim anđelom čuvarom.Sve vrijeme u romanu imamo uplitanje glasa autorice koja je površno poznavala Vjeru, sa kojom joj se životni putevi jako često ukrštaju da na kraju nije sigurna da li ona piše roman o Vjeri ili je Vjera napisala njenu životnu priču. Roman koji nije nimalo lako čitati, ali će vas uplesti u svoju mrežu i ostaviti trag na vašu dušu.Ono što bih ja izdvojila je najneobičnija i najljepša ljubavna priča ispričana u književnosti....more",Notes are private!,0,12,1,"Feb 13, 2023","Feb 16, 2023","Dec 13, 2022",,Hardcover,view (with text),/book/show/63063281-na-sun-anoj-strani-ulice
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Osama,"Kecmanović, Vladimir",8652120145,9788652120147,8652120145,373        pp,4.27,227,"Sep 14, 2015","Sep 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2022",,Paperback,view,/book/show/26594926-osama
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soba za tugu,"Lyubka, Andriy",,9789958306648,,124        pp,4.04,378,2016,2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesantne pričice, vrijedne čitanja.",Notes are private!,0,3,1,"Dec 12, 2022","Dec 12, 2022","Dec 12, 2022",,Paperback,view (with text),/book/show/61409746-soba-za-tugu
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snežno dete,"Ivey, Eowyn*",8652111308,9788652111305,8652111308,463        pp,4.00,"148,755","Feb 01, 2012","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2022",,Paperback,view,/book/show/17233423-sne-no-dete
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Želja,"Sparks, Nikolas",,9788652144457,,376        pp,4.35,"134,328","Sep 28, 2021",Mar 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Prvi roman Sparksa koji je u meni izazvao emocije.,Notes are private!,0,7,1,"Dec 09, 2022","Dec 12, 2022","Dec 09, 2022",,Paperback,view (with text),/book/show/60581923-elja
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mala oaza u Kabulu,"Rodriguez, Deborah*",,9789538326288,,308        pp,3.67,"27,164","Jan 01, 2011",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Divna priča o snazi 5 žena da promjene patrijarhalnu svijest.,Notes are private!,0,3,1,"Dec 07, 2022","Dec 09, 2022","Dec 07, 2022",,Paperback,view (with text),/book/show/59593023-mala-oaza-u-kabulu
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legends of the Fall,"Harrison, Jim",0385285965,9780385285964,0385285965,276        pp,4.04,"11,788",1979,"May 01, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2022",,Paperback,view,/book/show/395397.Legends_of_the_Fall
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mačak koji je spasao knjige,"Natsukawa, Sōsuke",,9788652145225,,192        pp,3.73,"53,593","Feb 05, 2017","Jun 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Roman, nakin čijeg čitanja ćete se osjećati ugodno, toplo i ušušuškano",Notes are private!,0,5,1,"Dec 06, 2022","Dec 07, 2022","Dec 06, 2022",,Paperback,view (with text),/book/show/61281534-ma-ak-koji-je-spasao-knjige
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prijatelj,"Nunez, Sigrid",,9789532862287,,219        pp,3.77,"42,682","Feb 06, 2018",Nov 2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nemojte čitati ovo ogromno sra..e od knjige.,Notes are private!,0,6,1,"Dec 05, 2022","Dec 06, 2022","Dec 05, 2022",,Paperback,view (with text),/book/show/49012307-prijatelj
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sestre Toskane,"Spielman, Lori Nelson*",,9788610040487,,335        pp,4.20,"35,874","Sep 26, 2018",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2022",,Paperback,view,/book/show/59349667-sestre-toskane
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dar prošlosti,"Valpy, Fiona*",,9789531429658,,280        pp,4.23,"86,076","Oct 01, 2019",Mar 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Paperback,view,/book/show/57517301-dar-pro-losti
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljudske stvari,"Tuil, Karine",,9789958306525,,276        pp,4.06,"6,175","Aug 22, 2019",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Jako realna i aktualna priča. Zbog kraja ocjena manje.,Notes are private!,0,3,1,"Jul 21, 2023","Jul 23, 2023","Dec 03, 2022",,Paperback,view (with text),/book/show/62293105-ljudske-stvari
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Na kraju balade,"Griffin, Anne*",,9789531428347,,250        pp,4.02,"41,235","Mar 05, 2019",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Paperback,view,/book/show/55453720-na-kraju-balade
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljubavna hipoteza,"Hazelwood, Ali*",,9789538400094,,368        pp,4.15,"1,385,801","Sep 14, 2021",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Šarmantna, divna i opuštajuća priča. Fabula me malo podsjetila na roman Cimeri ( u kojem se govori o lažnom braku), ovdje je bilo riječi o lažnom veziŠarmantna, divna i opuštajuća priča. Fabula me malo podsjetila na roman Cimeri ( u kojem se govori o lažnom braku), ovdje je bilo riječi o lažnom vezi koja prerasta u ozbiljnu ljubav. Humor, kratki dijalozi, kontekst naučnog okruženja su mi se svidjeli. Minus - popularizacija gej odnosa....more",Notes are private!,1,6,1,"Jan 10, 2024","Jan 12, 2024","Nov 29, 2022",,Paperback,view (with text),/book/show/61361817-ljubavna-hipoteza
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lekcije iz hemije,"Garmus, Bonnie*",,9788652145553,,392        pp,4.30,"1,230,642","Mar 31, 2022","Jun 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#preporuka i #prikazPridružujem se klubu oduševljenih čitalaca ovog romana, koji od svoje prve stranice intrigira, ruši stereotipe, tjera na samoispit#preporuka i #prikazPridružujem se klubu oduševljenih čitalaca ovog romana, koji od svoje prve stranice intrigira, ruši stereotipe, tjera na samoispitivanje vlastitih stavova, seksualnosti i položaju žene u društvu 60-tih godina. Radnja romana smještena je u Kaliforniji pedesetih i šezdesetih godina prethodnog stoljeća, i prati Elizabeth Zott, čiji je san da postane priznata naučnica teško ostvariv u društvu koje smatra da je ženama mjesto u kući, a ne u laboratoriji. Ipak, kad se Elizabeth nađe trudna, sama i otpuštena iz svog laboratorija, ona se ne predaje i ne odustaje od svojih snova. Prihvata posao TV voditeljice u emisiji o kuhanju, i podučava cijelu naciju zanemarenih domaćica puno više od recepata - ona ih takođe potiče da teže ostvarivanju svojih snova i da postignu ono za šta ih je društvo natjeralo da vjeruju da je nemoguće za običnu domaćicu. Istovremeno, Elizabeth cijelo vrijeme žudi za povratkom svojoj pravoj ljubavi - hemiji.Roman se bavi vječitim pitanjem ravnopravnosti među polovima, kao i nepravednoj definiciji ""jačeg"" spola, koji je po prirodi dominantniji u svim društvenim sferama. Ovo je roman o ženi koja ruši sve stereotipe, koja ne želi da je jača, nego da je ravnopravnija, o ženi koja je ateista u katoličkom društvu, o majci koja nije na prvu ""kliknula"" sa svojom bebom, kako nas uče da treba u časpopisima za uzorne majke i domaćice. Seksualno nasilje, mobing, postporođajna depresija, krađa naučne ideje, utjecaj medija i televizije u životima ljudi, problem samohranih roditelja, nasilje u porodici, problem neuklapanja nadarene djece u standarde norme redovnog obrazovnog sistema - su samo neki od problema koje nam roman donosi.Ja sam oduševljena. Jedva čekam ekranizaciju ...more",Notes are private!,0,10,1,"Nov 26, 2022","Nov 30, 2022","Nov 26, 2022",,Paperback,view (with text),/book/show/61263324-lekcije-iz-hemije
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moja kišna djevojčica,Davina,9533133902,9789533133904,,157        pp,4.34,144,2014,Nov 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ispovijest majke djevojčice sa autizmom, koja nas uči empatiji i prihvaranju drugog i drugačijeg.",Notes are private!,0,4,1,"Nov 26, 2022","Nov 26, 2022","Nov 26, 2022",,Paperback,view (with text),/book/show/24305910-moja-ki-na-djevoj-ica
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ejmi Snou,"Rees, Tracy",8652121338,9788652121335,8652121338,496        pp,4.00,"12,877","Apr 09, 2015","Mar 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Divna saga. Nepredvidiva, avanturistički nabijena, zamimljiva i dosljedna. Uživala sam čitajući.""Za ljubav nisu potrebne riječi. One su ponekad i višaDivna saga. Nepredvidiva, avanturistički nabijena, zamimljiva i dosljedna. Uživala sam čitajući.""Za ljubav nisu potrebne riječi. One su ponekad i višak.""...more",Notes are private!,0,12,1,"Nov 22, 2022","Nov 26, 2022","Nov 22, 2022",,Paperback,view (with text),/book/show/29393867-ejmi-snou
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kako pričati priče djeci,"West, Silke Rose",,9789538347566,,208        pp,4.02,461,"Aug 10, 2019",Sep 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Paperback,view,/book/show/60072702-kako-pri-ati-pri-e-djeci
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prije nego što se kava ohladi,"Kawaguchi, Toshikazu",,9789531321044,,200        pp,3.70,"406,684","Dec 06, 2015",Mar 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Paperback,view,/book/show/57735813-prije-nego-to-se-kava-ohladi
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noću čujem zvezde,"Peretti, Paola",,9788664572095,8664572097,179        pp,4.04,"4,411",2018,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ponekad poželim pročitati dječiju knjigu. Vratiti se u svijet malih ljudi mi pomaže da proniknem u psihologiju djece i bolje ih razmijem. Ovo je tužnaPonekad poželim pročitati dječiju knjigu. Vratiti se u svijet malih ljudi mi pomaže da proniknem u psihologiju djece i bolje ih razmijem. Ovo je tužna knjiga. Govori o djevojčici sa rijetkim poremećajem vida koji gubi u desetoj godini života.Ovo je priča o njenoj prilagodbi u svijet i okolinu koja je ne razumije.Priča je o tome kako prihvatiti nedostatak vida i imati motiva za nastavak života.U priči upoznajemo jednog dječaka koji prolazi kroz pakao razvoda roditelja.Jednu djevojčicu koja je nadmena i omiljena u snobovskom društvu.Jednu dogajateljicu koja se bori sa rakom......i jednog mačka bez kojeg roman ne bi imao smisla.Topla preporuka. ...more,Notes are private!,0,4,1,"Nov 21, 2022","Nov 22, 2022","Nov 21, 2022",,Paperback,view (with text),/book/show/42080403-no-u-ujem-zvezde
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poslednja Mona Liza,"Santlofer, Jonathan",,9788610043938,,284        pp,3.75,"5,588","Aug 17, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Paperback,view,/book/show/63332836-poslednja-mona-liza
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bijelo se pere na devedeset,"Žakelj, Bronja",,9789533554334,,273        pp,4.54,"1,565",unknown,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/55878768-bijelo-se-pere-na-devedeset
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jedna nit,"Chevalier, Tracy*",,9788652134977,,320        pp,3.75,"28,469","Sep 17, 2019","Sep 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Blago rečeno - smorila me,Notes are private!,0,3,1,"Nov 18, 2022","Nov 19, 2022","Nov 18, 2022",,Paperback,view (with text),/book/show/52865262-jedna-nit
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ponoćna knjižnica,"Haig, Matt*",,9789538230752,,292        pp,4.00,"1,767,157","Aug 13, 2020",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Naizgled površna knjiga napisana jednostavnim stilom, krije u sebi duboku rasprostranjeni problem današnjice - depresiju, neuklapanje u sredinu, te prNaizgled površna knjiga napisana jednostavnim stilom, krije u sebi duboku rasprostranjeni problem današnjice - depresiju, neuklapanje u sredinu, te problem suicida.Glavna junakinja, nakon niza životnih poraza odlučuje da počini samoubistvo i stavi tačnu na svoju suvišnost na ovom svijetu. Međutim, dospijeva u magičnu knjižnicu i ima priliku da proživi sve one živote koji su joj promaknuli. Kreativno i inspirativno napisano, ne možete da ne navijate za Noru dok čitate - suosjećate sa njenim ""zamalo ostvarenim životom"" , smijete se karmi koja je prati u različitim paralelnim svjetovima.Roman je protkan smislenim i kratkim sentencama koji nam govore univerzalne životne istine. ""Biti dijelom prirode značilo je dijeliti želju za životom.""""Nikad ne podcjenjuj važnost malih stvari.""...more",Notes are private!,0,7,1,"Nov 17, 2022","Nov 21, 2022","Nov 17, 2022",,Paperback,view (with text),/book/show/59949686-pono-na-knji-nica
