,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Габриела's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Детайлите,"Genberg, Ia",,9786191711567,,160        pp,3.90,"10,019","Jan 07, 2022",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Paperback,view,/book/show/196866981
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Животните нямат бащи,"Динева, Евгения",,9786197467598,,72        pp,4.77,13,unknown,Nov 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2024","Mar 03, 2024","Dec 11, 2023",,,view,/book/show/201930113
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,С теб,"Иванов, Стефан",,9786199193761,,40        pp,5.00,1,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Paperback,view,/book/show/75481662
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Приключенията на професор Попен в тресавището,"Funazaki, Yoshihiko",,,,143        pp,4.06,18,"Jan 01, 1984",1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Hardcover,view,/book/show/18301401
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day,"Cunningham, Michael*",0399591346,9780399591341,0399591346,273        pp,3.62,"7,836","Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Hardcover,view,/book/show/123033397-day
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Professional Technical Writing Course,"Tory, Philip",,,,155        pp,4.00,2,unknown,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 28, 2023",not set,"Nov 29, 2023",,ebook,view,/book/show/60189247-professional-technical-writing-course
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Биография на бездната,"Арнаудов, Александър",,9786197707083,,116        pp,4.57,7,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 25, 2023","Nov 25, 2023",,Paperback,view,/book/show/148033034
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ане,"Панайотова, Камелия*",,9786191868544,,200        pp,4.54,54,unknown,Nov 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 25, 2023","Nov 25, 2023",,,view,/book/show/202007706
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antifragile: Things That Gain from Disorder,"Taleb, Nassim Nicholas*",1400067820,9781400067824,1400067820,426        pp,4.10,"51,471","Nov 27, 2012","Nov 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Hardcover,view,/book/show/13530973-antifragile
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,’Salem’s Lot,"King, Stephen*",0450031063,9780450031069,0450031063,483        pp,4.06,"455,857","Oct 17, 1975",1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Преди да задреме окончателно, той неволно се замисли – не за пръв път – колко странни са възрастните. Пият слабително, алкохол или приспивателни хапчеПреди да задреме окончателно, той неволно се замисли – не за пръв път – колко странни са възрастните. Пият слабително, алкохол или приспивателни хапчета, за да прогонят страховете си и да заспят, а страховете им са толкова кротки, едва ли не питомни: работата, парите, какво ли ще помисли учителката, ако не купя по-хубави дрешки на моята Джени, още ли ме обича жена ми, кои са моите приятели. Всичко това бледнее в сравнение със страховете, които обграждат в тъмнината детското легло и само някое друго дете би могло да ги разбере. Не съществува нито групова терапия, нито обществена помощ за детето, което всяка нощ трябва самичко да се справя с нещото под леглото или в мазето – нещото, което се хили и подскача заплашително, но винаги остава точно извън границата на зрението. Нощ подир нощ детето е длъжно да води все същата самотна битка, а единственото лечение е постепенното закостеняване на въображението и това се нарича израстване.(Страшен кеф е тая книга.)...more",Notes are private!,0,5,1,not set,"Oct 26, 2023","Oct 26, 2023",,Paperback,view (with text),/book/show/11590._Salem_s_Lot
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Портокал,"Кирилов, Нинко*",,9786197467536,,48        pp,4.72,18,unknown,"Sep 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Още с форзаца в яркооранжево тази книга ти намеква, че предстои луд водовъртеж. Като портокал, писането е сочно, но без да лепне по пръстите. Думите вОще с форзаца в яркооранжево тази книга ти намеква, че предстои луд водовъртеж. Като портокал, писането е сочно, но без да лепне по пръстите. Думите в стихосбирката живеят свой живот и дълго се разнасят в главата ти, също като аромата от портокалови корички върху парното. Отдавна не бях чела книга, за която да кажа „много е различна“, но тази наистина е. И слава богу....more",Notes are private!,1,5,1,not set,"Oct 20, 2023","Oct 20, 2023",,Hardcover,view (with text),/book/show/199137845
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Detail,"Shibli, Adania",191309717X,9781913097172,191309717X,112        pp,4.19,"18,587","Jun 19, 2017","May 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/52045757-minor-detail
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons,"McEwan, Ian*",0593535200,9780593535202,0593535200,448        pp,4.01,"23,372","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2023",,Hardcover,view,/book/show/60092581-lessons
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Трилогия,"Fosse, Jon",,9786197596311,,232        pp,3.93,"5,027",2014,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Мъка.,Notes are private!,0,0,1,not set,"Nov 05, 2023","Oct 12, 2023",,Paperback,view (with text),/book/show/56646258
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Идва събота,"Berlin, Lucia",,9786197596298,,432        pp,4.20,"30,700",Apr 2015,"Jan 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Paperback,view,/book/show/56763143
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жълтият тапет,"Gilman, Charlotte Perkins",,9786191711574,,72        pp,4.10,"201,631","Jan 10, 1892",Sep 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/199095639
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Death Takes Something From You Give It Back,"Aidt, Naja Marie",1787475387,9781787475380,1787475387,144        pp,4.27,"4,603","Mar 24, 2017","Jan 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/52098812-when-death-takes-something-from-you-give-it-back
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Утринно море,"Mazzantini, Margaret",,9786190212621,,144        pp,3.48,"1,772",2011,"Aug 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2023","Sep 25, 2023","Sep 25, 2023",,Paperback,view,/book/show/195008701
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Приказки от цял свят,"Райнов, Николай",,,,356        pp,4.76,49,"Jan 01, 1974",1974,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/22067676
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transit,"Cusk, Rachel",057134674X,9780571346745,057134674X,260        pp,3.97,"19,242","Sep 29, 2016","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/38311308-transit
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Непреводимото в превода,"Влахов, Сергей",,,,356        pp,4.50,8,"Jan 01, 1990",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2023",,Paperback,view,/book/show/18006450
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Величие и падение на куртизанките,"Balzac, Honoré de",,,,552        pp,4.06,"3,447",1838,1974,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2023",,Hardcover,view,/book/show/18103536
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Сбогом, и стой на студено","Frost, Robert",6191867646,9786191867646,6191867646,102        pp,4.23,26,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/198518694
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Трохи на хартия,"Росен, Марий",,9786199149942,,unknown,4.14,7,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/59791486
