,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horrorstör,"Hendrix, Grady*",1594745269,9781594745263,1594745269,248        pp,3.66,"92,108","Sep 23, 2014","Sep 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2019",,Paperback,view,/book/show/13129925-horrorst-r
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Systems Red        (The Murderbot Diaries, #1)","Wells, Martha*",,,,144        pp,4.15,"236,051","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2019",,ebook,view,/book/show/32758901-all-systems-red
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy on the Bridge        (The Girl With All the Gifts, #2)","Carey, M.R.*",0316300330,9780316300339,0316300330,400        pp,3.96,"26,801","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 13, 2019",,Hardcover,view,/book/show/31554413-the-boy-on-the-bridge
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stop Time,"Haig, Matt*",0525522875,9780525522874,0525522875,325        pp,3.84,"171,954","Jul 06, 2017","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2019",,Hardcover,view,/book/show/35411685-how-to-stop-time
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Policeman        (Last Policeman, #1)","Winters, Ben H.*",,,,322        pp,3.77,"33,366","Jul 10, 2012","Jul 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2019",,Kindle Edition,view,/book/show/15773662-the-last-policeman
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"191,040","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2019",,Hardcover,view,/book/show/42815544-bunny
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with All the Gifts        (The Girl With All the Gifts, #1)","Carey, M.R.*",0356500152,9780356500157,0356500152,461        pp,3.95,"227,758","Jan 14, 2014","Jun 19, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2019","May 10, 2019","Apr 28, 2019",,Paperback,view,/book/show/17235026-the-girl-with-all-the-gifts
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thus Was Adonis Murdered        (Hilary Tamar, #1)","Caudwell, Sarah",0440212316,,,314        pp,3.89,"5,525","Mar 19, 1981","Jun 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2019",,Mass Market Paperback,view,/book/show/234327.Thus_Was_Adonis_Murdered
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The League of Wives: The Untold Story of the Women Who Took on the U.S. Government to Bring Their Husbands Home,"Lee, Heath Hardage",,,B07D2C9P73,331        pp,3.90,"1,163","Apr 02, 2019","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2019","Apr 11, 2019","Apr 02, 2019",,Kindle Edition,view,/book/show/41054559-the-league-of-wives
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter World        (The Long Winter #1),"Riddle, A.G.*",,,,418        pp,4.15,"30,883","Feb 26, 2019",2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2019","Apr 02, 2019","Mar 28, 2019",,,view,/book/show/43510351-winter-world
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,752","Nov 01, 2018","Feb 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 10, 2019","Apr 19, 2019","Mar 27, 2019",,Hardcover,view,/book/show/40163119-say-nothing
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,989,783","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2019","Mar 28, 2019","Mar 24, 2019",,ebook,view,/book/show/36809135-where-the-crawdads-sing
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Everything,"Jaffe, Rona",0143035290,9780143035299,0143035290,448        pp,3.82,"6,823",1958,"May 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2019",,Paperback,view,/book/show/196842.The_Best_of_Everything
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The $12 Million Stuffed Shark: The Curious Economics of Contemporary Art,"Thompson, Don",0230610226,9780230610224,0230610226,272        pp,3.87,"5,633","Jul 01, 2008","Sep 16, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2019",,Hardcover,view,/book/show/3717320-the-12-million-stuffed-shark
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Astonishing Color of After,"Pan, Emily X.R.*",,,,462        pp,4.06,"31,403","Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2019",,Hardcover,view,/book/show/35604686-the-astonishing-color-of-after
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunting Party,"Foley, Lucy",006286890X,9780062868909,006286890X,328        pp,3.63,"279,818","Dec 03, 2018","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2019","Aug 24, 2019","Mar 19, 2019",,Hardcover,view,/book/show/40535684-the-hunting-party
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upstate Girls: Unraveling Collar City,"Kenneally, Brenda Ann",,,B0723GKFH6,432        pp,4.49,80,unknown,"Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2019",,Kindle Edition,view,/book/show/38221413-upstate-girls
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beasts of Extraordinary Circumstance,"Lang, Ruth Emmie*",1250112044,9781250112040,1250112044,346        pp,4.18,"24,766","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2019",,Hardcover,view,/book/show/33574161-beasts-of-extraordinary-circumstance
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,B07CWPRXFG,271        pp,3.85,"96,881","Jan 22, 2019","Jan 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2019","Mar 15, 2019","Mar 06, 2019",,Kindle Edition,view,/book/show/40139531-maid
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Warlight,"Ondaatje, Michael",1787330729,9781787330726,1787330729,290        pp,3.60,"44,614","May 08, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2019",,Paperback,view,/book/show/35657511-warlight
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Naturalist        (The Naturalist, #1)","Mayne, Andrew*",1612184979,9781612184975,B01N1UN91W,382        pp,4.08,"51,311","Oct 01, 2017","Oct 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Kindle Edition,view,/book/show/34330645-the-naturalist
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bowlaway,"McCracken, Elizabeth",0062862871,9780062862877,,384        pp,3.11,"6,456","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,ebook,view,/book/show/38251249-bowlaway
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Setterfield, Diane*",0743298071,9780743298070,0743298071,464        pp,3.95,"90,194","Dec 03, 2018","Dec 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 10, 2019","Feb 21, 2019","Feb 10, 2019",,Hardcover,view,/book/show/40130093-once-upon-a-river
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mastermind: Drugs. Empire. Murder. Betrayal.,"Ratliff, Evan",0399590412,9780399590412,0399590412,480        pp,4.04,"5,093","Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2019",,Hardcover,view,/book/show/41181600-the-mastermind
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,"Bilton, Nick*",1591848148,9781591848141,1591848148,328        pp,4.40,"43,585","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2019",,Hardcover,view,/book/show/31920777-american-kingpin
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three-Body Problem        (Remembrance of Earth’s Past, #1)","Liu, Cixin*",,,,472        pp,4.09,"332,577",May 2006,"Nov 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2019","Jun 17, 2019","Jan 28, 2019",,Hardcover,view,/book/show/20518872-the-three-body-problem
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",,,,458        pp,3.55,"427,956","Sep 18, 2018","Nov 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2019","Feb 09, 2019","Jan 28, 2019",,Kindle Edition,view,/book/show/39867964-nine-perfect-strangers
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mrs. Bridge        (Mr. Bridge & Mrs. Bridge, #1)","Connell, Evan S.",,,B005LXC9XC,256        pp,4.06,"7,014",1959,"Jan 10, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2019","Mar 06, 2019","Jan 28, 2019",,Kindle Edition,view,/book/show/19275194-mrs-bridge
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness","Godfrey-Smith, Peter",0374227764,9780374227760,0374227764,257        pp,3.88,"23,199","Dec 06, 2016","Dec 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2019",,Hardcover,view,/book/show/28116739-other-minds
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looker,"Sims, Laura*",,,B07GNVL9VT,241        pp,3.07,"7,104","Jan 08, 2019","Jan 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 09, 2019","Jan 13, 2019","Jan 09, 2019",,Kindle Edition,view,/book/show/41488270-looker
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Nosrat, Samin",1476753830,9781476753836,1476753830,480        pp,4.39,"70,969","Apr 25, 2017","Apr 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2019","Jan 12, 2019","Jan 08, 2019",,Hardcover,view,/book/show/30753841-salt-fat-acid-heat
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in December,"Silver, Josie*",0525574700,9780525574705,,394        pp,3.85,"309,223","Oct 18, 2018","Oct 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2018","Jan 03, 2019","Dec 30, 2018",,ebook,view,/book/show/38894904-one-day-in-december
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Me        (Me Before You, #3)","Moyes, Jojo*",0399562451,9780399562457,0399562451,368        pp,4.12,"206,432","Jan 30, 2018","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Hardcover,view,/book/show/35791968-still-me
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Watership Down        (Watership Down, #1)","Adams, Richard",038039586X,9780380395866,038039586X,478        pp,4.08,"480,854",Nov 1972,Jun 1975,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2018",,Mass Market Paperback,view,/book/show/76620.Watership_Down
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dumplin'        (Dumplin', #1)","Murphy, Julie*",0062327186,9780062327185,0062327186,375        pp,3.89,"88,637","Sep 15, 2015","Sep 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2018","Dec 30, 2018","Dec 23, 2018",,Hardcover,view,/book/show/18304322-dumplin
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hazel Wood        (The Hazel Wood, #1)","Albert, Melissa*",1250147905,9781250147905,1250147905,359        pp,3.56,"94,251","Jan 30, 2018","Jan 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2018","Dec 30, 2018","Dec 23, 2018",,Hardcover,view,/book/show/34275232-the-hazel-wood
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dry        (Aaron Falk, #1)","Harper, Jane*",,,,336        pp,4.06,"239,222","Nov 08, 2016","May 31, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2018","Dec 23, 2018","Dec 17, 2018",,Kindle Edition,view,/book/show/27824826-the-dry
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Early Riser,"Fforde, Jasper*",0670025038,9780670025039,0670025038,402        pp,3.87,"15,732","Aug 02, 2018","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2018",,Hardcover,view,/book/show/40273904-early-riser
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kim,"Kipling, Rudyard",0140183523,9780140183528,0140183523,366        pp,3.70,"37,660",Oct 1901,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2018",,Mass Market Paperback,view,/book/show/210834.Kim
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,"Finkel, Michael*",1101924926,9781101924921,1101924926,225        pp,3.89,"74,805","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2018",,Audio CD,view,/book/show/30687200-the-stranger-in-the-woods
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Dangerous Place on Earth,"Johnson, Lindsey Lee*",0812997271,9780812997279,0812997271,288        pp,3.40,"8,086","Jan 10, 2017","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2018",,Hardcover,view,/book/show/32737635-the-most-dangerous-place-on-earth
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (L'amica geniale #1),"Ferrante, Elena",,,B079MGWXK6,387        pp,4.04,"332,970","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2018","Dec 16, 2018","Dec 02, 2018",,Kindle Edition,view,/book/show/38457091-my-brilliant-friend
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka*",0374303231,9780374303235,0374303231,320        pp,4.12,"37,700","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2018",,Hardcover,view,/book/show/33155325-the-57-bus
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sold on a Monday,"McMorris, Kristina*",,,B079JQDJB5,352        pp,3.98,"105,192","Aug 28, 2018","Aug 28, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2018",Dec 2018,"Nov 14, 2018",,Kindle Edition,view,/book/show/40216845-sold-on-a-monday
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",,,B01N0Z1EY0,416        pp,3.76,"230,134","Oct 27, 2016","Oct 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2018","Nov 07, 2018","Oct 21, 2018",,Kindle Edition,view,/book/show/39402272-the-power
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good and Mad: The Revolutionary Power of Women's Anger,"Traister, Rebecca",,,B07CL2HHZZ,320        pp,4.38,"11,363","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2018","Nov 17, 2018","Oct 21, 2018",,Kindle Edition,view,/book/show/40032288-good-and-mad
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Mothers,"Sise, Katie*",1503958612,9781503958616,B0798PW3C9,299        pp,3.80,"13,620","Oct 01, 2018","Oct 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2018",,Kindle Edition,view,/book/show/38236330-we-were-mothers
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabrina,"Drnaso, Nick",177046316X,9781770463165,177046316X,204        pp,3.83,"15,696","May 22, 2018","May 22, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2018","Nov 17, 2018","Sep 27, 2018",,Hardcover,view,/book/show/37533587-sabrina
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",0571334644,9780571334643,0571334644,266        pp,3.81,"1,385,758","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Hardcover,view,/book/show/37539457-normal-people
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Lives of Samuel Hawley,"Tinti, Hannah*",0812989880,9780812989885,0812989880,376        pp,3.88,"16,850","Mar 28, 2017","Mar 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2018","Sep 26, 2018","Sep 18, 2018",,Hardcover,view,/book/show/30556459-the-twelve-lives-of-samuel-hawley
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Missoula: Rape and the Justice System in a College Town,"Krakauer, Jon*",0385538731,9780385538732,0385538731,368        pp,4.11,"54,335","Apr 21, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2018",,Hardcover,view,/book/show/24911006-missoula
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,SPQR: A History of Ancient Rome,"Beard, Mary",1631492225,9781631492228,1631492225,606        pp,4.05,"63,789","Oct 19, 2015","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/28789711-spqr
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Vitamin","Khong, Rachel*",1250109167,9781471159480,1471159485,208        pp,3.73,"25,360","Jun 01, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/27746288-goodbye-vitamin
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds in the Sky        (All the Birds in the Sky, #1)","Anders, Charlie Jane*",0765379945,9780765379948,0765379945,313        pp,3.59,"46,158","Jan 26, 2016","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/25372801-all-the-birds-in-the-sky
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shantaram,"Roberts, Gregory David*",192076920X,9781920769208,192076920X,936        pp,4.27,"216,112",2003,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/33600.Shantaram
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Social Creature,"Burton, Tara Isabella*",0385543522,9780385543521,0385543522,273        pp,3.36,"11,733","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2018,"Sep 02, 2018","Sep 01, 2018",,Hardcover,view,/book/show/34909789-social-creature
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Touch,"Maum, Courtney*",0735212120,9780735212121,0735212120,320        pp,3.58,"3,607","May 30, 2017","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2018",,Hardcover,view,/book/show/32336834-touch
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beverly,"Drnaso, Nick",1770462252,9781770462250,1770462252,136        pp,3.98,"3,180","Feb 16, 2016","Jan 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2018",Sep 2018,"Aug 24, 2018",,Paperback,view,/book/show/25664507-beverly
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Force of Nature        (Aaron Falk, #2)","Harper, Jane*",1250105633,9781250105639,1250105633,326        pp,3.84,"110,079","Sep 26, 2017","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2019","May 18, 2019","Aug 13, 2018",,Hardcover,view,/book/show/34275222-force-of-nature
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Story: A Memoir of Love and Life in China,"Pingru, Rao",1101871490,9781101871492,1101871490,368        pp,4.05,473,"May 01, 2013","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2018",,Hardcover,view,/book/show/35342915-our-story
