,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deacon Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Pioneers!,"Cather, Willa",,,B00T5H5EMI,167        pp,3.89,"53,766",1913,"Feb 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very Descriptive I am very much a Willa Cather, probably because I live in Nebraska. This was a shorter novel, but exceptionally well written, as usuaVery Descriptive I am very much a Willa Cather, probably because I live in Nebraska. This was a shorter novel, but exceptionally well written, as usual.The characters were great, and the background and settings Cather put her characters in was exceptional.The plot was a little thin at parts, but not enough for me to downgrade it too many stars.It’s a lovely book that I highly recommend....more",Notes are private!,0,1,1,not set,"Dec 02, 2023","Dec 02, 2023",,Kindle Edition,view (with text),/book/show/39936085-o-pioneers
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Riding the Elephant: A Memoir of Altercations, Humiliations, Hallucinations, and Observations","Ferguson, Craig",0525533931,9780525533931,B07GD1YKV9,285        pp,4.03,"3,256","May 07, 2019","May 07, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"73% DNFThis is a bad book was full of negativity, resentment, and one of the things I hate most, a serial divorcee giving marriage advice – – are you 73% DNFThis is a bad book was full of negativity, resentment, and one of the things I hate most, a serial divorcee giving marriage advice – – are you kidding me?...more",Notes are private!,0,2,1,"Nov 29, 2023",Dec 2023,"Dec 01, 2023",,Kindle Edition,view (with text),/book/show/41962513-riding-the-elephant
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vetiver Letters        (Old Toronto Historical Romance - M W Gilford Dry Goods Co. Series Book 1-5 1),"Davenport, Patricia",1738128725,9781738128723,B0CKV24S7V,356        pp,4.50,4,unknown,"Oct 27, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an absolutely beautiful, historical romance. It is well written, and the characters are incredibly crafted so the reader can relate to them veThis is an absolutely beautiful, historical romance. It is well written, and the characters are incredibly crafted so the reader can relate to them very easily.As plot unfolds, we see three lives that are somewhat resurrected by the love of Marnie and Edward. Marnie and Edward lives were brought from bland to the joys of true love and tangently, Marne,s father,s life is refreshed as well.I thoroughly enjoyed this book and really couldn’t put it down but life’s schedule would not allow for a one time reading. It is kind of book I might want to read over again because it is absolutely charming. It goes beyond the story and plot line show a sublime and beautiful portrait of Toronto in the 1800s.Most importantly for me, it shows how a woman had the possibility of managing a corporate entity in that time. Although rare, it is shown in this book, how it occasionally did happen. Marnie does a fantastic job in that respect.I highly recommend this book And hope lots of people will give it a try – – they won’t regret it!I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,2,1,"Nov 30, 2023","Dec 02, 2023","Nov 30, 2023",,Kindle Edition,view (with text),/book/show/199631376-vetiver-letters
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction","Krosoczka, Jarrett J.*",0545902487,9780545902489,0545902487,320        pp,4.15,"33,273","Oct 09, 2018","Oct 09, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a lovely story. I really felt for the author and all the struggles in his life. Even better, was his ability to rise above the pressures of a greWhat a lovely story. I really felt for the author and all the struggles in his life. Even better, was his ability to rise above the pressures of a greatly dysfunctional family. A very powerful plot. I highly recommend ...more",Notes are private!,0,5,1,"Nov 28, 2023","Nov 29, 2023","Nov 28, 2023",,Paperback,view (with text),/book/show/37822650-hey-kiddo
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Glitters,"Steel, Danielle",0399179690,9780399179693,B08479JFTR,281        pp,4.02,"9,759","Nov 17, 2020","Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"GreatWow! What a fantastic book. So many twists and turns and a surprise ending. This had e everything I Enjoy, great characters, plotline challenges GreatWow! What a fantastic book. So many twists and turns and a surprise ending. This had e everything I Enjoy, great characters, plotline challenges and a fast readI highly recommend ...more",Notes are private!,1,6,1,"Nov 28, 2023","Nov 29, 2023","Nov 28, 2023",,Kindle Edition,view (with text),/book/show/51050097-all-that-glitters
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mission Churchill,"Abella, Alex*",1953959148,9781953959140,B0CL956SK2,276        pp,3.84,68,unknown,"Jan 31, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I very much enjoyed this book. It read very much like a nonfiction. My background in WWII is extensive and I am found the historical references in theI very much enjoyed this book. It read very much like a nonfiction. My background in WWII is extensive and I am found the historical references in the story was spot on. That is commendable. Characters were strong and easy to follow, and gave credible support to the story.It was a book that I could not put down. I highly recommend.“Thank you NetGalley and (publisher) for sending this book for  consideration. All opinions are my own”...more",Notes are private!,2,15,1,"Nov 25, 2023","Nov 28, 2023","Nov 28, 2023",,ebook,view (with text),/book/show/198970746-mission-churchill
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Saturday In July: A heartwarming, modern-day romantic comedy set against the charming backdrop of Ireland","Black, Sharon",,,B0CJFQBF3B,450        pp,4.29,48,unknown,"Oct 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a charming, funny, and overall enjoyable book. I made a solid connection with book in that I associated greatly with the craziness of a weddinThis is a charming, funny, and overall enjoyable book. I made a solid connection with book in that I associated greatly with the craziness of a wedding. However, this wedding and the reception, was so complicated that it made the story fun.Characters were fantastic. They were perfectly slotted for the story, and all the shenanigans that happened as part of the book.It was somewhat of a quick read, because we were fed the plot, as I said earlier, that was totally fun, and I really didn’t want to put it down, but life got in the way and I had to chew on a little bit every day, but it kept me thinking about the story.biggest impact of the story for me is that I don’t usually select romantic/comedy books, but I did and loved every minute of it.I highly recommend this book.I received an advance  copy for free, and I am leaving this  voluntarily...more",Notes are private!,0,2,1,"Nov 28, 2023","Dec 07, 2023","Nov 28, 2023",,Kindle Edition,view (with text),/book/show/199051693-the-last-saturday-in-july
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder of King Tut,"Patterson, James*",0316034045,9780316034043,0316034045,332        pp,3.38,"10,296","Jan 01, 2009","Sep 28, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was in Egypt this time last year, so it should not surprise anyone that this book was made for me. I loved it",Notes are private!,0,5,1,"Nov 27, 2023","Nov 29, 2023","Nov 28, 2023",,Hardcover,view (with text),/book/show/5819756-the-murder-of-king-tut
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vivaldi's Four Seasons,"Celenza, Anna Harwell",1570916373,9781570916373,1570916373,32        pp,3.99,73,"Jul 01, 2012","Jul 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Such beautiful artwork accented with fabulous writing made this a beautiful piece of art.,Notes are private!,0,6,1,"Nov 27, 2023","Nov 29, 2023","Nov 27, 2023",,Hardcover,view (with text),/book/show/14435117-vivaldi-s-four-seasons
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Strikes On Johnny,"Christopher, Matt",0316096091,9780316096096,B0037VD13C,136        pp,3.00,1,Jun 1958,"Dec 19, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 26, 2023","Nov 27, 2023","Nov 26, 2023",,Kindle Edition,view,/book/show/20072417-two-strikes-on-johnny
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World War II (Eyewitness History,"Schneider, Carl J.",1438108907,9781438108902,B00BXUE0R0,472        pp,4.00,2,"Jun 30, 2003","Jul 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Outstanding I completely enjoyed this book. It was so very well organized that it made the reading even more enjoyable. The facts followed by relevantOutstanding I completely enjoyed this book. It was so very well organized that it made the reading even more enjoyable. The facts followed by relevant dates and finally person quotes was a brilliant fashion for laying out the book. Great references and awesome pictures increased the ejoyabolity. ...more,Notes are private!,0,2,1,"Nov 25, 2023","Nov 26, 2023","Nov 25, 2023",,Kindle Edition,view (with text),/book/show/26220914-world-war-ii-eyewitness-history
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,QB 1,"Lupica, Mike",1101638583,9781101638583,B00BPDR3GK,272        pp,4.27,"2,415","Sep 17, 2013","Sep 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 25, 2023","Nov 25, 2023","Nov 25, 2023",,Kindle Edition,view,/book/show/17840339-qb-1
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,100 Things Nebraska Fans Should Know & Do Before They Die        (100 Things...Fans Should Know),"Callahan, Sean",162368286X,,B00EXC1EO2,290        pp,4.16,19,"Jan 01, 2013","Nov 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a winner! IyIt comes as advertised. It is very well written and it has a level of detail that is admirable. Because I live in Nebraska, IThis book is a winner! IyIt comes as advertised. It is very well written and it has a level of detail that is admirable. Because I live in Nebraska, I have been to many of the bars recommended. I highly recommend. ...more",Notes are private!,0,3,1,"Nov 23, 2023","Nov 23, 2023","Nov 23, 2023",,Kindle Edition,view (with text),/book/show/19062721-100-things-nebraska-fans-should-know-do-before-they-die
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mender: Book 1 of The Mender Trilogy,"Marchman, Jennifer*",,9798397298322,B0CDNKYBSK,414        pp,4.31,134,unknown,"Aug 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very interesting book that takes us on a journey via Texas as part of time travel.I love the way they use the Comanche to tell the story, and how weA very interesting book that takes us on a journey via Texas as part of time travel.I love the way they use the Comanche to tell the story, and how we learned more about the tribe, their history, and their ups and downs. The writing flowed so nicely, and made the book incredibly easy to read.The characters were strong, but I especially enjoyed the Eva character as she took us through this entire journey. Best of all, I enjoyed her personal growth through the story. Additionally, I enjoyed the interdependence between her and Jim.A good book and I can’t wait to read the next one in the trilogy. I highly recommend.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,5,1,"Nov 17, 2023","Nov 20, 2023","Nov 22, 2023",,Paperback,view (with text),/book/show/195829833-the-mender
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love on the Runway,"Rosewood, P.J.",,,B0CKMCZWGD,166        pp,3.14,7,unknown,"Oct 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very nice love story that is garnished with a bit of sexy spice. I enjoyed how the author built the story. Each character was very unique and had deA very nice love story that is garnished with a bit of sexy spice. I enjoyed how the author built the story. Each character was very unique and had depth.It was an easy and quick read. I actually finished it on an airplane journey.The plot was easy but not too complex.Very exciting story that I enjoyed and recommend.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,1,1,"Nov 10, 2023","Nov 15, 2023","Nov 22, 2023",,Kindle Edition,view (with text),/book/show/199409309-love-on-the-runway
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War Torn Book 1: A WW2 story of love and survival.,"Lloyd, Jan*",1739355601,9781739355609,B0BZSXM89J,330        pp,4.80,30,unknown,"Mar 27, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very enjoyable story. It is filled with of twists and turns that the reader does not expect. In fact, I have never read a book that had a relationshA very enjoyable story. It is filled with of twists and turns that the reader does not expect. In fact, I have never read a book that had a relationship between an SS Officer and an Allied aligned character. It was so full of amazing possibilities.Strongly crafted characters who I found myself rooting for. That was a very strong piece of writing.The book was a very fast read that I could not put down.I highly recommend.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,2,1,"Nov 08, 2023","Nov 13, 2023","Nov 22, 2023",,Kindle Edition,view (with text),/book/show/123891501-war-torn-book-1
