,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild Sheep Chase,"Murakami, Haruki",1784878774,9781784878771,1784878774,320        pp,3.94,"125,645","Oct 13, 1982","Aug 03, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this. The earliest of his novels I've read so far, and you can really feel the influence of Brautigan and Vonnegut on his style here.Loved this. The earliest of his novels I've read so far, and you can really feel the influence of Brautigan and Vonnegut on his style here....more",Notes are private!,0,9,1,"Jan 09, 2024","Jan 12, 2024","Jan 09, 2024",,Hardcover,view (with text),/book/show/75719083-a-wild-sheep-chase
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,702","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first experience of Ishiguro and I found it deeply moving, uncomfortable, and very thought-provoking. It was like a story from a religious text of My first experience of Ishiguro and I found it deeply moving, uncomfortable, and very thought-provoking. It was like a story from a religious text of the future....more",Notes are private!,0,17,1,"Jan 06, 2024","Jan 08, 2024","Jan 06, 2024",,Hardcover,view (with text),/book/show/54120408-klara-and-the-sun
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novelist as a Vocation,"Murakami, Haruki",1911215388,9781911215387,1911215388,210        pp,3.89,"13,092",2015,"Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not a 'How to..' but more of a 'How I did...' This is a great read for fans wanting a real insight into the great man's methods and views on the literNot a 'How to..' but more of a 'How I did...' This is a great read for fans wanting a real insight into the great man's methods and views on the literary landscape. I relished it....more,Notes are private!,0,4,1,Jan 2024,"Jan 04, 2024","Jan 01, 2024",,Hardcover,view (with text),/book/show/35286321-novelist-as-a-vocation
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orbital,"Harvey, Samantha",,,B0BVHFPCLW,144        pp,3.76,"1,966","Dec 05, 2023","Nov 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A quiet, majestic and emotionally charged book to end/begin the year on. This is a stunning, meditative, intelligent look at human life and the univerA quiet, majestic and emotionally charged book to end/begin the year on. This is a stunning, meditative, intelligent look at human life and the universe, from the point of view of six astronauts/cosmonauts, as they orbit the earth over 24 hours.It shows both the awe of life, and also its ultimate pointlessness. Everything matters, even though we all know, deep down, that nothing does, really; it is all theatre, distractions we construct as we await death and nothingness. And that is beautiful in its own way. I don't think this could have arrived in my life at a more poignant time....more",Notes are private!,1,11,1,"Dec 29, 2023",Jan 2024,"Dec 29, 2023",,Kindle Edition,view (with text),/book/show/96177640-orbital
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Percy Jackson and the Lightning Thief        (Percy Jackson, #1)","Riordan, Rick*",0141346809,9780141346809,0141346809,375        pp,4.31,"3,011,761","Jul 28, 2005",Dec 2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Flippin brilliant,Notes are private!,0,7,1,"Dec 26, 2023","Jan 20, 2024","Dec 26, 2023",,Paperback,view (with text),/book/show/203098677-percy-jackson-and-the-lightning-thief
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Good-bye        (Philip Marlowe, #6)","Chandler, Raymond",,,,464        pp,4.19,"42,466",1953,"Oct 28, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 23, 2023","Dec 29, 2023","Dec 23, 2023",,Paperback,view,/book/show/42436062-the-long-good-bye
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Comes Too Late,"Ardai, Charles",1803366265,9781803366265,1803366265,400        pp,4.47,55,unknown,"Mar 12, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 23, 2023","Jan 06, 2024","Dec 23, 2023",,Paperback,view,/book/show/178818632-death-comes-too-late
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not a River,"Almada, Selva",1913867463,9781913867461,B0CMPK1WM9,92        pp,4.01,"2,651",2020,"Jan 23, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A satisfying, spare and dark novel that is also a magnificent feat of translation.Selva Almada's influences include Faulkner and McCullers, and never A satisfying, spare and dark novel that is also a magnificent feat of translation.Selva Almada's influences include Faulkner and McCullers, and never more are they on show than in Not A River. This is the tale of three fisherman, haunted by their previous tragedies on the water, who arrive in the backwoods of Argentina for a relaxing getaway. It is not leisure they find, but upset locals who want them to pay for their intrusion into their peculiar but quiet lives. But can they avoid more bloodshed as tempers begin to flare?Spare, sharp prose and delicious details of the highly localised culture of this corner of Argentina combine to produce a gripping and muscular literary read.Huge praise to Annie McDermott for the translation (she explains just how tricky it was in her note) and also to Charco Press, who continue to bring the best in South American fiction to English language readers. This is the seventh of their books I've read and have yet to be disappointed. Where many publishers of translated fiction have ended up becoming more niche and less readable, Charco remain publishers of literary fiction that is readable and invigorating....more",Notes are private!,2,12,1,"Dec 20, 2023","Dec 22, 2023","Dec 20, 2023",,Kindle Edition,view (with text),/book/show/201611916-not-a-river
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart in Winter,"Barry, Kevin",038555060X,9780385550604,B0CKSNJGPK,256        pp,4.50,28,"Jun 06, 2024","Jul 09, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely classic Kevin Barry. Summoning the ghost of Mark Twain, he turns his grandiose campfire storytelling to the American West. Of course it's gAbsolutely classic Kevin Barry. Summoning the ghost of Mark Twain, he turns his grandiose campfire storytelling to the American West. Of course it's glorious....more",Notes are private!,2,14,1,"Dec 18, 2023","Dec 20, 2023","Dec 18, 2023",,Kindle Edition,view (with text),/book/show/199656534-the-heart-in-winter
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unruly: The Ridiculous History of England's Kings and Queens,"Mitchell, David",0593728491,9780593728499,B0C4SNV366,433        pp,4.19,"9,314","Sep 28, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is about as good as an audiobook can get (most being shit, and not really counting as books). In fact, I think I might have hated it had I read iThis is about as good as an audiobook can get (most being shit, and not really counting as books). In fact, I think I might have hated it had I read it, rather than listened. I think I'd have found it annoying. As it was, I thoroughly enjoyed it. The episodic nature is perfect for sort-of absorbing whilst doing the washing up or the hoovering and David Mitchell is an excellent narrator. My main takeaway from it was that pretty much all kings and queens are selfish, egomaniacs; useless cunts we should have done away with many centuries ago....more",Notes are private!,0,3,1,"Dec 17, 2023","Dec 31, 2023","Dec 17, 2023",,ebook,view (with text),/book/show/152034931-unruly
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ozark Dogs,"Cranor, Eli*",1641294531,9781641294539,1641294531,312        pp,3.73,"2,026","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this gritty, good-and-evil thriller, about a bunch of conflicted characters, none of whom is totally sympathetic. So much happens in I really enjoyed this gritty, good-and-evil thriller, about a bunch of conflicted characters, none of whom is totally sympathetic. So much happens in the grey areas in Ozark Dogs: it has the kind of messy morals that I love.Eli Cranor is someone who is very much heading in the right direction. This is much more accomplished and convincing than his debut, Don't Know Tough, and he is definitely a writer to watch. He's in a similar mould to S. A. Cosby, but has a bit of work to do before he's quite at that level. I'm excited to see where he goes next!...more",Notes are private!,1,8,1,"Dec 15, 2023","Dec 18, 2023","Dec 15, 2023",,Hardcover,view (with text),/book/show/61409932-ozark-dogs
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colorless Tsukuru Tazaki And His Years Of Pilgrimage,"Murakami, Haruki",0099590379,9780099590378,B078Z2BQ9M,298        pp,3.87,"179,457","Apr 12, 2013","Jul 02, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 11, 2023","Dec 15, 2023","Dec 11, 2023",,Paperback,view,/book/show/23346487-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broadly Speaking,"Broad, Stuart",1399729438,9781399729437,B0CDKW63W5,319        pp,3.85,334,unknown,"Nov 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a pleasant enough listen over a covid-y weekend. But, my god, professional sportspeople are so fucking dull these days.",Notes are private!,3,7,1,"Dec 08, 2023","Dec 11, 2023","Dec 08, 2023",,Kindle Edition,view (with text),/book/show/195611646-broadly-speaking
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Reasons to Die,"Audic, Morgan",1914495136,9781914495137,,352        pp,4.07,"1,135","May 02, 2019","Sep 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely stunning. One of my books of 2023.The son of a corrupt Russian oligarch is found mutilated and hanging from a building in the Chernobyl excAbsolutely stunning. One of my books of 2023.The son of a corrupt Russian oligarch is found mutilated and hanging from a building in the Chernobyl exclusion zone. Whilst the Ukrainian police begin their investigation, so does a shady cop from Moscow, a man with a violent history in Chechnya who has been hired by the victim's father to find and execute the killer.But not everything is as it first appears in this abandoned place, where nature is slowly clawing back it's grip, and the rusting relics of the USSR litter the landscape.Not just a brilliant and grisly crime thriller, Good Reasons to Die is also an examination of the politics of modern Ukraine, and a compassionate look at the legacy of trauma still being felt from that fateful Chernobyl night in 1986.Like a Soviet version of Don Winslow's The Power of the Dog, this must rank as one of the most unique and compelling crime dramas of recent years.(Kudos, as always, to Sam Taylor for the flawless translation - that guy is a gift!)...more",Notes are private!,0,11,1,"Dec 07, 2023","Dec 11, 2023","Dec 07, 2023",,Hardcover,view (with text),/book/show/63331553-good-reasons-to-die
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ms Ice Sandwich,"Kawakami, Mieko",1782273301,9781782273301,1782273301,92        pp,3.79,"11,024",Nov 2013,"Nov 30, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5I enjoyed this very slim novel. Kawakami is always a good time, but it didn't stun me like Heaven did.3.5I enjoyed this very slim novel. Kawakami is always a good time, but it didn't stun me like Heaven did....more",Notes are private!,0,5,1,"Dec 05, 2023","Dec 06, 2023","Dec 05, 2023",,Paperback,view (with text),/book/show/32927264-ms-ice-sandwich
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glorious Exploits,"Lennon, Ferdia*",,,,304        pp,4.27,585,unknown,"Jan 05, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The book you never knew you needed in your life. Glorious Exploits is madness. Nothing about it should work. It's like Kevin Barry-meets-Homer.And yetThe book you never knew you needed in your life. Glorious Exploits is madness. Nothing about it should work. It's like Kevin Barry-meets-Homer.And yet. And yet. It is absolutely brilliant. So enjoyable. So funny and satisfying. So sad and brutal and glorious.It is about war and art and literature and friendship and love and family and community. I loved it fully and hope it finds many readers....more,Notes are private!,0,35,1,"Nov 30, 2023","Dec 04, 2023","Nov 30, 2023",,Hardcover,view (with text),/book/show/181668267-glorious-exploits
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How I Won a Nobel Prize,"Taranto, Julius",0316513075,9780316513074,0316513075,304        pp,3.57,730,"Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Enjoyable, lively and provocative. I liked this and it is funny in places, if a bit uneven.",Notes are private!,0,5,1,"Nov 23, 2023","Nov 29, 2023","Nov 23, 2023",,Hardcover,view (with text),/book/show/75593509-how-i-won-a-nobel-prize
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Will of the Many        (Hierarchy, #1)","Islington, James*",,,B0BHTMBW5B,639        pp,4.64,"27,777","May 23, 2023","May 23, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really did try.,Notes are private!,0,9,1,"Nov 23, 2023","Nov 29, 2023","Nov 23, 2023",,Kindle Edition,view (with text),/book/show/58416952-the-will-of-the-many
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Law of Innocence        (The Lincoln Lawyer, #6; Harry Bosch Universe #35)","Connelly, Michael*",1409186121,,1409186121,528        pp,4.35,"63,784","Nov 10, 2020","May 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,3,4,1,"Nov 20, 2023","Nov 23, 2023","Nov 20, 2023",,Paperback,view,/book/show/58142137-the-law-of-innocence
