,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,britt_brooke's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,480","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Patchett’s writing is so smooth and lovely, but this story didn’t do it for me. Though I’m generally over pandemic novels, I would’ve preferred more oPatchett’s writing is so smooth and lovely, but this story didn’t do it for me. Though I’m generally over pandemic novels, I would’ve preferred more of the Covid isolation story than reminiscing on mom’s very brief acting past. I get what Patchett was doing, I just didn’t like the story. I couldn’t give a damn about Peter Drake. Our Town holds no significance for me. A whole novel about this? Oof. I didn’t love Meryl Streep’s narration either. ...more",Notes are private!,0,4,1,"Feb 06, 2024","Feb 08, 2024","Feb 06, 2024",,Hardcover,view (with text),/book/show/63241104-tom-lake
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Be Not Afraid of My Body: A Lyrical Memoir,"Stewart, Darius*",1953368905,9781953368904,1953368905,276        pp,4.85,13,unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/129804746-be-not-afraid-of-my-body
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neon Bible,"Toole, John Kennedy",0802132073,9780802132079,0802132073,162        pp,3.76,"7,432",1989,"Jan 12, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Toole’s Pulitzer-winning comic opus, A Confederacy of Dunces, is one of my most favorite novels. Sadly, his life ended at age 31. The Neon Bible, publToole’s Pulitzer-winning comic opus, A Confederacy of Dunces, is one of my most favorite novels. Sadly, his life ended at age 31. The Neon Bible, published posthumously, was written when he was just 16 for a contest. It’s a teen boy’s stream-of-consciousness #bildungsroman. David’s a bit of a lost soul whose family is going through 1930s tough times. Oddly funny yet profoundly sad. It’s no Dunces, obvs, but it’s a solid read. ...more",Notes are private!,0,5,1,"Feb 02, 2024","Feb 14, 2024","Feb 02, 2024",,Paperback,view (with text),/book/show/54123.The_Neon_Bible
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leslie F*cking Jones,"Jones, Leslie",1538706490,9781538706497,1538706490,288        pp,4.14,"8,507","Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Leslie Fucking Jones doesn’t read straight from the print book, but rather uses it as an outline for the audio production. A 300-page memoir does not Leslie Fucking Jones doesn’t read straight from the print book, but rather uses it as an outline for the audio production. A 300-page memoir does not need to span a very frenetic 17 hours on audio. And I have a pretty foul mouth but, holy shit. These stories get lost in an absolute tsunami of swear words. I have to think the print version is better edited. The best parts were when Leslie cracked up at her own expense. She has an incredible laugh! ...more",Notes are private!,0,7,1,"Mar 05, 2024","Mar 08, 2024","Feb 01, 2024",,Hardcover,view (with text),/book/show/123027172-leslie-f-cking-jones
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madonna: A Rebel Life,"Gabriel, Mary",0316456446,9780316456449,B09NXQ27XV,"1,782        pp",4.04,623,unknown,"Oct 10, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I say this biography is thorough, I’m serious. Nearly 900 pages, or 42 hours on audio. Humble beginnings, fame, fashion, family, philanthropy. WhWhen I say this biography is thorough, I’m serious. Nearly 900 pages, or 42 hours on audio. Humble beginnings, fame, fashion, family, philanthropy. What a life! This sparked vivid memories of swinging on my T-Gym (remember those?) singing every word to “Like a Prayer.” I’d worked so hard to memorize the lyrics. I was 8. I want to thank my parents for inadvertently not censoring me from Madonna. I loved her growing up. ...more",Notes are private!,1,6,1,"Jan 31, 2024","Feb 11, 2024","Jan 31, 2024",,Kindle Edition,view (with text),/book/show/74650117-madonna
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Lie Wins,"Elston, Ashley*",0593492919,9780593492918,,340        pp,4.12,"187,401","Jan 02, 2024","Jan 02, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A nice departure from the over-saturated market of domestic thrillers. Fast-paced is a plus, but combined with a nonlinear timeline and several aliaseA nice departure from the over-saturated market of domestic thrillers. Fast-paced is a plus, but combined with a nonlinear timeline and several aliases, and it was a little confusing at times. Not a problem, just an observation. Entertaining enough, but didn’t live up to the hype for me. Over the top, but perhaps the most unbelievable part was the love story. ...more",Notes are private!,0,4,1,"Jan 25, 2024","Jan 27, 2024","Jan 31, 2024",,Hardcover,view (with text),/book/show/164444179-first-lie-wins
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once There Were Wolves,"McConaghy, Charlotte*",1250244145,9781250244147,1250244145,258        pp,4.11,"85,481","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/54860573-once-there-were-wolves
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Lies in the Woods,"Marshall, Kate Alice*",1250859883,9781250859884,1250859883,322        pp,3.97,"115,315","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/60784373-what-lies-in-the-woods
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interesting Facts about Space,"Austin, Emily*",1668014238,9781668014233,1668014238,320        pp,3.85,"11,644","Jan 30, 2024","Jan 30, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quirky in the same way real life tends to be. Enid is deaf in one ear, has an unusual phobia, and an obsession with true crime pods. The title will maQuirky in the same way real life tends to be. Enid is deaf in one ear, has an unusual phobia, and an obsession with true crime pods. The title will make sense once you get rolling. Often funny and ultimately hopeful. A fab spin on family drama, too. I loved it so much! ...more",Notes are private!,0,2,1,"Mar 29, 2024","Mar 30, 2024","Jan 30, 2024",,Hardcover,view (with text),/book/show/176443380-interesting-facts-about-space
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When No One Is Watching,"Cole, Alyssa*",0062982656,9780062982650,0062982656,352        pp,3.50,"94,325","Sep 01, 2020","Sep 01, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The gentrification storyline and social commentary were thoughtful and realistic. I wanted more of that. The thriller / mystery felt unnecessary, the The gentrification storyline and social commentary were thoughtful and realistic. I wanted more of that. The thriller / mystery felt unnecessary, the romance was forced, and the steam was totally cringy, and quite honestly, out of place. #bookclub...more",Notes are private!,1,2,1,"Feb 21, 2024","Feb 23, 2024","Jan 25, 2024",,Paperback,view (with text),/book/show/49398072-when-no-one-is-watching
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegas Diaries,"Madison, Holly",0062457047,9780062457042,0062457047,272        pp,3.36,"3,892","Jun 21, 2016","May 17, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading, and appreciating, Crystal Hefner’s new memoir, I decided to grab Holly Madison’s second one. I read her memoir Down the Rabbit Hole a fAfter reading, and appreciating, Crystal Hefner’s new memoir, I decided to grab Holly Madison’s second one. I read her memoir Down the Rabbit Hole a few years ago and enjoyed, but this was pretty abysmal. Dating fail after dating fail was boring and very surface level. Know when to lower your expectations, I guess. ...more",Notes are private!,0,2,1,"Jan 25, 2024","Jan 26, 2024","Jan 25, 2024",,Hardcover,view (with text),/book/show/27064445-the-vegas-diaries
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One in a Millennial: On Friendship, Feelings, Fangirls, and Fitting In","Kennedy, Kate",1250285127,9781250285126,1250285127,328        pp,3.96,"7,001","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/123921296-one-in-a-millennial
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only Say Good Things: Surviving Playboy and Finding Myself,"Hefner, Crystal",1538765675,9781538765678,1538765675,240        pp,3.82,"7,087","Jan 23, 2024","Jan 23, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I stopped watching Girls Next Door once the main three began to exit, so all I remembered hearing about Crystal was that she actually ended up marryinI stopped watching Girls Next Door once the main three began to exit, so all I remembered hearing about Crystal was that she actually ended up marrying Hef’s old ass. Her time in the Mansion was really sad and disturbing. I believe it was the same for all his “girlfriends.” All the rules and roles. Feeling trapped, indebted. What truly broke my heart was hearing about Crystal’s first love. Lara Love Hardin is her literary agent, so you should absolutely let that persuade you to pick this up. ...more",Notes are private!,1,5,1,"Jan 23, 2024","Jan 24, 2024","Jan 23, 2024",,Hardcover,view (with text),/book/show/145624877-only-say-good-things
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run Towards the Danger: Confrontations with a Body of Memory,"Polley, Sarah",0593300351,9780593300350,0593300351,272        pp,4.34,"11,323","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Hardcover,view,/book/show/58284103-run-towards-the-danger
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Can Know,"Marshall, Kate Alice*",1250859913,9781250859914,1250859913,325        pp,3.72,"30,699","Jan 23, 2024","Jan 23, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ugh. I don’t know why I keep reading thrillers. There’s never enough character development. Minus that blanket statement, this story wasn’t even grippUgh. I don’t know why I keep reading thrillers. There’s never enough character development. Minus that blanket statement, this story wasn’t even gripping. People very close to Emma were murdered but she showed zero emotion. No one did. So why should I care what happened? ...more",Notes are private!,0,3,1,"Feb 09, 2024","Feb 11, 2024","Jan 23, 2024",,Hardcover,view (with text),/book/show/127305892-no-one-can-know
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romney: A Reckoning,"Coppins, McKay",1982196238,9781982196233,,416        pp,4.38,"5,174","Oct 24, 2023","Oct 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Journalist McKay Coppins dives deep into the life and political career of Mitt Romney. Compiled from calls, texts, emails, and personal journal entrieJournalist McKay Coppins dives deep into the life and political career of Mitt Romney. Compiled from calls, texts, emails, and personal journal entries, this is thoughtfully organized and executed, starting with the Jan 6 insurrection then going back in time. A “how we got here” explanation. This felt pretty honest and unbiased. I’ve certainly gained some respect for Romney, and not just because we share great disdain for JD Vance. ...more",Notes are private!,0,1,1,"Jan 21, 2024","Jan 23, 2024","Jan 21, 2024",,ebook,view (with text),/book/show/101025305-romney
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Really Good, Actually","Heisey, Monica*",0063235412,9780063235410,,370        pp,3.16,"75,316","Jan 17, 2023","Jan 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maggie is under 30, going through a divorce, and attempting to navigate life after. Online dating is a mess. Work is a mess. Friendships, you get it, Maggie is under 30, going through a divorce, and attempting to navigate life after. Online dating is a mess. Work is a mess. Friendships, you get it, a mess. Darkly humorous, and relatable to most women in their 30-40s regardless of marital status. A sort of mid-life coming of age. Maggie is frustrating, but so lovable, and funny. Not surprising this was clever given Heisey was a Schitt’s Creek writer. Bonus: Julia Whalen narrates....more",Notes are private!,0,4,1,"Jan 18, 2024","Jan 19, 2024","Jan 18, 2024",,Hardcover,view (with text),/book/show/60877616-really-good-actually
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Wretched Valley,"Kiefer, Jenny*",168369368X,9781683693680,168369368X,304        pp,3.42,"3,033","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/133206521-this-wretched-valley
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Murder,"Williams, Katie*",0593543769,9780593543764,0593543769,304        pp,3.67,"20,274","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Speculative murder mystery? Ok, I’m in. Women murdered by a serial killer are cloned, then reintroduced to their lives by a government program. It’s aSpeculative murder mystery? Ok, I’m in. Women murdered by a serial killer are cloned, then reintroduced to their lives by a government program. It’s an … adjustment. On the surface, I love this concept, but I wanted the execution to go deeper. The twist is underwhelming, though contextually believable. I just wanted a little more development. Regardless, it’s a solid read. ...more",Notes are private!,0,4,1,"Jan 16, 2024","Jan 18, 2024","Jan 16, 2024",,Hardcover,view (with text),/book/show/62952152-my-murder
