,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Heather's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heroic Measures,"Ciment, Jill*",,,B002DBIOC0,177        pp,3.64,"1,630",2009,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was featured on Ann Patchett's new to you Friday post. I trust Ann and she was right. This is a short compact volume that cites Chekhov and This book was featured on Ann Patchett's new to you Friday post. I trust Ann and she was right. This is a short compact volume that cites Chekhov and features a little dog and her elderly humans. New York after 9/11 with a possible terrorist event while the little dog is ailing and er humans are selling their own apartment and buying another. Evoking hope and humanity, this little story flows with smooth dialogue and human humans. Read it because its new to you!...more",Notes are private!,0,5,2,"not setFeb 22, 2024","Feb 23, 2024Feb 23, 2024","Feb 22, 2024",,Kindle Edition,view (with text),/book/show/6588547-heroic-measures
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bee Sting,"Murray, Paul",0374600309,9780374600303,0374600309,656        pp,4.01,"32,024","Jun 08, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/62039166-the-bee-sting
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Perfect Couple,"Ware, Ruth*",1668025590,9781668025598,1668025590,400        pp,3.96,577,"May 21, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/199798953-one-perfect-couple
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490169,9780593490167,0593490169,464        pp,3.62,"101,882","Feb 21, 2023","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/202514144-i-have-some-questions-for-you
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598857,9780593598856,0593598857,320        pp,4.13,"103,559","May 30, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/202907373-the-wishing-game
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Revolution of the Mind,"Perry, M.V.*",,,B09LY9R5YM,497        pp,3.83,75,"Apr 22, 2022","Apr 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Kindle Edition,view,/book/show/60889983-a-revolution-of-the-mind
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Uptown Local: Joy, Death, and Joan Didion. A Memoir","Leadbeater, Cory",006337157X,9780063371576,006337157X,224        pp,4.47,19,"Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Hardcover,view,/book/show/200234784-the-uptown-local
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redwood Court,"Dameron, DeLana R.A.*",0593447026,9780593447024,0593447026,304        pp,3.38,"2,352","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Hardcover,view,/book/show/150247430-redwood-court
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Likely Story,"Abramson, Leigh",1982199253,9781982199258,1982199253,368        pp,3.65,"3,941","Mar 14, 2023","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Paperback,view,/book/show/176443754-a-likely-story
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Southern Man        (Penn Cage, #7)","Iles, Greg*",0062824694,9780062824691,0062824694,976        pp,4.43,46,"May 28, 2024","May 28, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a commitment with the number of pages, but if you are a Greg Iles fan, I am, you commit. Along the same lines of other Penn Cage novels rThis book is a commitment with the number of pages, but if you are a Greg Iles fan, I am, you commit. Along the same lines of other Penn Cage novels racial injustice, slavery, extremist groups, Southern lore and a legal slant are all present and accounted for. Some parts made me uncomfortable and some were too much. There is a lot of violence and racism in this book. But there is also good writing and imaginative depictions of history and genealogy. A commentary on the political arena and corruption with democratic leanings. There are many characters and plot lines and its a slow read. But you won't be disappointed, especially if you're a Greg Iles fan.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Feb 06, 2024","Feb 20, 2024","Feb 06, 2024",,Hardcover,view (with text),/book/show/58884700-southern-man
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interesting Facts about Space,"Austin, Emily*",1668014238,9781668014233,1668014238,320        pp,3.85,"11,655","Jan 30, 2024","Jan 30, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were so many things I liked about this book the characters, the dialogue, the murder podcasts and obsession with Dateline, the space facts, the There were so many things I liked about this book the characters, the dialogue, the murder podcasts and obsession with Dateline, the space facts, the love story. Definitely a hit with a few missteps in adding a mystery to the plot that wasn't needed. But not enough of a distraction to detract from the many great moments.the mother daughter relationship and dealing with mental illness was poignant. Loved the best friend banter. And I could go on but then you wouldn't need to read the book.Copy provided by the publisher and NetGalley...more",Notes are private!,1,2,1,"Feb 05, 2024","Feb 05, 2024","Feb 04, 2024",,Hardcover,view (with text),/book/show/176443380-interesting-facts-about-space
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Far Side of the Desert,"Leedom-Ackerman, Joanne*",1608095363,9781608095360,B0C1P89JC2,307        pp,4.05,41,unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Kindle Edition,view,/book/show/125636762-the-far-side-of-the-desert
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mayluna,"McNeil, Kelley*",166251610X,9781662516108,B0C3JYNGTB,391        pp,4.51,"9,047","Feb 01, 2024","Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2024",not set,"Feb 03, 2024",,Kindle Edition,view,/book/show/141236438-mayluna
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clinic,"Quinn, Cate",1728293987,9781728293981,1728293987,448        pp,3.57,"6,798","Jan 23, 2024","Jan 23, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The author wrote this based on her own stint in rehab and the knowing-ness comes through in the writing. Those are the best parts. Then the story veerThe author wrote this based on her own stint in rehab and the knowing-ness comes through in the writing. Those are the best parts. Then the story veers off to a wacky murder mystery that never really connects. I think the poker player in rehab storyline would have been more successful as a whole reading experience.Copy provided by the publisher and NetGalley...more,Notes are private!,0,1,1,"Jan 30, 2024","Feb 03, 2024","Jan 29, 2024",,Paperback,view (with text),/book/show/123430981-the-clinic
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Disappearance of Astrid Bricard,"Lester, Natasha*",1538706954,9781538706954,1538706954,454        pp,4.20,"2,673","Sep 27, 2023","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/145624794-the-disappearance-of-astrid-bricard
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northwoods,"Pease, Amy",1668017261,9781668017265,1668017261,288        pp,3.67,"4,221","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/176443770-northwoods
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chaos Agent        (Gray Man, #13)","Greaney, Mark*",0593548140,9780593548141,0593548140,560        pp,4.52,"4,789","Feb 20, 2024","Feb 20, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A complex thriller with AI at the center of the story. A series of assassinations of top AI scientists and thinkers turns into much more as assassin iA complex thriller with AI at the center of the story. A series of assassinations of top AI scientists and thinkers turns into much more as assassin is pitted against assassin. Russia, China and the US are in the running for responsibility. Lots of action and bloodshed in cinematic reading. A little too long but the many sub plots enhance the plot. Some surprises and I am in for the next Gray Man novel.Copy provided by the publisher and NetGalley...more",Notes are private!,0,4,1,"Jan 26, 2024","Jan 29, 2024","Jan 21, 2024",,Hardcover,view (with text),/book/show/157979394-the-chaos-agent
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curse of Pietro Houdini,"Miller, Derek B.*",1668020882,9781668020883,1668020882,384        pp,4.23,"1,064","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/176442905-the-curse-of-pietro-houdini
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Look on the Bright Side,"Higgins, Kristan*",0593547659,9780593547656,0593547659,432        pp,4.39,76,"May 28, 2024","May 28, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story and the subplots pulled at some heartstrings. I really liked the main character , Lark and her emotional outbursts in oncology. This is sevThis story and the subplots pulled at some heartstrings. I really liked the main character , Lark and her emotional outbursts in oncology. This is several different love stories. That between friends, family, couples, twins, parents. The characters are well thought out and well written and the hope you feel keeps the pages turning. Well researched with a lot of medical jargon for the hospital and illness scenes. Somewhat predictable but a pleasant read.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Jan 17, 2024","Jan 21, 2024","Jan 17, 2024",,Paperback,view (with text),/book/show/198637892-look-on-the-bright-side
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Dive        (Underwater Investigation Unit, #5)","Mayne, Andrew*",1662506465,9781662506468,B0C7HGT7DD,296        pp,4.42,"2,820","Mar 12, 2024","Mar 12, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like this series of a dive police unit and the crimes in Florida that they solve. This one involves a diver who is missing and the search involves aI like this series of a dive police unit and the crimes in Florida that they solve. This one involves a diver who is missing and the search involves antiquities in the form of a mummy. The cave diving is suspenseful and interesting. A couple of seemingly unresolved developments in the search, but a face paced easy to read mystery.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Jan 14, 2024","Jan 16, 2024","Jan 14, 2024",,Kindle Edition,view (with text),/book/show/175533200-dark-dive
