,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Recipe for Persuasion        (The Rajes, #2)","Dev, Sonali*",0062839071,9780062839077,0062839071,464        pp,3.80,"11,810","May 26, 2020","May 26, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this loose retelling of Jane Austen’s Persuasion, Ashna is a Bay Area chef so desperate to save her family’s failing restaurant she agrees to compeIn this loose retelling of Jane Austen’s Persuasion, Ashna is a Bay Area chef so desperate to save her family’s failing restaurant she agrees to compete on the reality tv show Cooking with the Stars. That’s where she reconnects with her first love—now a Brazilian soccer star—on live tv, for the first time since he disappeared twelve years ago on the worst night of her life. Dev puts her own spin on Austen’s classic, while highlighting the timeless themes of the original: a young woman sensitive to her family’s criticism, a disadvantaged young man with no credentials but a bright future, an unexpected second chance at first love. I found this to be a sensitive, satisfying update.Note: while this is a follow-up to Pride, Prejudice, and Other Flavors, Recipe for Persuasion stands just fine on its own. ...more",Notes are private!,0,73,1,not set,not set,"Aug 06, 2020",,Paperback,view (with text),/book/show/52695036-recipe-for-persuasion
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rose Code,"Quinn, Kate*",0062943480,9780062943484,B09DSN4QFR,630        pp,4.45,"251,386","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2020",,Kindle Edition,view,/book/show/50209324-the-rose-code
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Come By It Natural: Dolly Parton and the Women Who Lived Her Songs,"Smarsh, Sarah*",1982157283,9781982157289,1982157283,208        pp,3.82,"5,887","Oct 13, 2020","Oct 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the book I didn’t know I needed in my life! Reading about Dolly’s life, both personal and professional, was an unexpected grace during a hard This is the book I didn’t know I needed in my life! Reading about Dolly’s life, both personal and professional, was an unexpected grace during a hard season. With history, biography, and close-reading of Parton’s famous songs, Smarsh weaves a tale of female empowerment, brilliant songwriting, and the importance of self-expression. I always love to hear the behind-the-scenes stories of my favorite artists, and this one delivered on that count, as expected. But I was unprepared for the poignancy of reading Dolly’s story against the backdrop of our current cultural climate. Thank you, Sarah Smarsh, and thank you, Dolly Parton. This book is a joy....more",Notes are private!,0,193,1,not set,"Jan 11, 2021","Jul 31, 2020",,Hardcover,view (with text),/book/show/51959287-she-come-by-it-natural
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Redbreast        (Harry Hole, #3)","Nesbø, Jo*",184343217X,9781843432173,184343217X,519        pp,3.94,"102,545",Jan 2000,"Oct 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2020",,Paperback,view,/book/show/465226.The_Redbreast
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Done        (So Done, #1)","Chase, Paula*",0062691805,9780062691804,,304        pp,3.85,754,"Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2020",,ebook,view,/book/show/35068789-so-done
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,883","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'll admit, the ""Gothic horror"" label made me a little afraid to dive in, as I stay away from the scary stuff. But I needn't have feared: this new novI'll admit, the ""Gothic horror"" label made me a little afraid to dive in, as I stay away from the scary stuff. But I needn't have feared: this new novel is deliciously creepy, but not frightening. Moreno-Garcia places situates her novel firmly in the tradition of Gothic country house classics like Wuthering Heights and Rebecca, and even references some of these titles in her novel. When Noemí's father appoints her to see to some business on his behalf, the beautiful, intelligent young socialite agrees to do her duty for the family. Her recently married cousin Catalina has sent an odd, urgent letter to the family, pleading for someone to save her—but from what? When Noemí visits her new marital home High Place, a remote and lavish estate built by ill-treated mine workers, she discovers her cousin's predicament is worse than she feared: her husband is a brute, her father-in-law a terror, the staff deeply hostile, and even the house itself seems set against her—and worse, determined to entrap her. No spoilers here, but if you like the sound of a deeply strange and spine-tingling read about a smart heroine who saves herself, this is the book for you. Excellent on audio....more",Notes are private!,0,168,1,"Jul 13, 2020",not set,"Jul 13, 2020",,Hardcover,view (with text),/book/show/53152636-mexican-gothic
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Can't Even: How Millennials Became the Burnout Generation,"Petersen, Anne Helen",0358315077,9780358315070,0358315077,304        pp,3.94,"8,193","Sep 20, 2020","Sep 22, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"File under: books I can’t stop talking about. I’m just a touch old to fall under Petersen’s definition of the millennial generation, yet I found myselFile under: books I can’t stop talking about. I’m just a touch old to fall under Petersen’s definition of the millennial generation, yet I found myself nodding along to every chapter as Petersen explained how my and my peers’ personal life experience slot neatly into cultural and economic trends. Her biggest topics are our childhoods, our college experience and the implicit (and explicit) promises it had for our future, and why work is so awful for so many these days—all set against the backdrop of the economic realities of the last 40 years in the United States. I closed this book feeling understood, and like I better understand the world I’m living in. Petersen notes that she completed her final edits on this book while COVID-19 was just beginning her spread, and I appreciated her thoughts on how the pandemic subtly shifts the lens through which readers will engage with the ideas presented here.I loved getting to talk with Anne Helen in What Should I Read Next #284: I need an irresistible read this summer. ...more",Notes are private!,0,35,1,"Jul 07, 2020","Jul 10, 2020","Jul 07, 2020",,Hardcover,view (with text),/book/show/48930297-can-t-even
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic for Liars,"Gailey, Sarah*",,,B07GV95CWZ,336        pp,3.62,"32,173","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2020,"Jul 03, 2020","Jul 01, 2020",,Kindle Edition,view,/book/show/34594037-magic-for-liars
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing,"Larsen, Nella",,,B0012D1DGY,175        pp,3.93,"65,224",Apr 1929,"Dec 18, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,34,1,"Jun 21, 2020","Jun 21, 2020","Jun 21, 2020",,Kindle Edition,view,/book/show/11057621-passing
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",,,,464        pp,4.29,"231,153","May 02, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2020","Jun 21, 2020","Jun 19, 2020",,Kindle Edition,view,/book/show/52688443-girl-woman-other
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes from a Young Black Chef,"Onwuachi, Kwame",1524732621,9781524732622,1524732621,288        pp,4.02,"10,497","Apr 09, 2019","Apr 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You may recognize Kwame Onwuachi's name from his stint on Top Chef. But before that, he started his own catering company with twenty thousand dollars You may recognize Kwame Onwuachi's name from his stint on Top Chef. But before that, he started his own catering company with twenty thousand dollars he made selling candy on the subway in NYC and worked in notable restaurants across the country. By age 27, not only had he competed on Top Chef, he served dinner to Present Obama at the White House and closed his fine dining restaurant shortly after opening it. He's honest about his mistakes but he also delves into the racism he's experienced in the various kitchens he’s worked in. His voice is a welcome addition to the food memoir canon....more",Notes are private!,0,51,1,not set,not set,"Jun 18, 2020",,Hardcover,view (with text),/book/show/40645634-notes-from-a-young-black-chef
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unmarriageable,"Kamal, Soniah*",1524799726,,B07CKG686Z,386        pp,3.75,"12,561","Jan 15, 2019","Jan 22, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This contemporary Pride and Prejudice update is set in Pakistan, 2001, and features a modern-day version of the family you know and love: the Binat faThis contemporary Pride and Prejudice update is set in Pakistan, 2001, and features a modern-day version of the family you know and love: the Binat family includes a sharp-witted father, marriage-obsessed mother, and five daughters. Despite the difference of centuries, it’s clear how women’s concerns are similar between Austen’s time and Kamal’s. Alysba teaches English, and in a fun opening scene she challenges her teenage students to reinterpret Austen’s famous opening line. Kamal uses her heroine’s profession—and accompanying love of reading—to explore themes of colonialism and identity; she also despite these weighty themes she keeps her tone light and sometimes irreverent. (Just wait till you hear how the Bingleys make their money!) This is, above all, a rom com—and it’s a fun one....more",Notes are private!,0,33,1,not set,not set,"Jun 18, 2020",,Kindle Edition,view (with text),/book/show/39926661-unmarriageable
