,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Betsy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarian's Stories,"Falcone, Lucy",1576879453,9781576879450,1576879453,32        pp,4.25,259,"Apr 07, 2020","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Hardcover,view,/book/show/49492256-the-librarian-s-stories
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bird Hotel,"Maynard, Joyce*",,,B0BHTPZBMX,457        pp,4.32,"6,556","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2023",,Kindle Edition,view,/book/show/62357986-the-bird-hotel
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,697","Feb 22, 2022","Feb 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is really more of a prose poem in fractured pieces than a typical (whatever that is) novel. The first part is about a community of swimmersThis novel is really more of a prose poem in fractured pieces than a typical (whatever that is) novel. The first part is about a community of swimmers; the rest focuses in on one member of the community and her family—point of view changes from chapter to chapter. It is a very sad story about a woman with progressive dementia. Toward the end, as associations bubbled up in me, I thought of Amy Bloom’s last book In Love: A Memoir of Love and Loss where Amy and her husband opted for assisted suicide rather than the long route. I think I’m with Amy. I wish we had such an option in the USA. (They had to go to Zurich.)...more",Notes are private!,3,12,1,"Nov 27, 2023","Nov 30, 2023","Nov 21, 2023",,Hardcover,view (with text),/book/show/58214333-the-swimmers
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curse of Pietro Houdini,"Miller, Derek B.*",1668020882,9781668020883,1668020882,384        pp,4.23,"1,055","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/176442905-the-curse-of-pietro-houdini
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fieldwork,"Berlinski, Mischa*",0374299161,9780374299163,0374299161,336        pp,3.64,"4,373",2007,"Feb 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2023",,Hardcover,view,/book/show/209851.Fieldwork
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Blood,"Millner, Denene*",1250276195,9781250276193,1250276195,432        pp,4.14,808,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/65211088-one-blood
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing of Margaret Small,"Alexander, Neil*",147141311X,9781471413117,147141311X,336        pp,4.24,"8,865","Nov 16, 2022","Nov 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2023",,Paperback,view,/book/show/63337521-the-vanishing-of-margaret-small
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Limits,"Freudenberger, Nell*",059344888X,9780593448885,059344888X,368        pp,3.96,57,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Hardcover,view,/book/show/179546868-the-limits
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"128,794","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every story beat of this meandering tale is “a long walk home”—as in “taking the long way home” or telling a joke that takes a long time to get to theEvery story beat of this meandering tale is “a long walk home”—as in “taking the long way home” or telling a joke that takes a long time to get to the punchline. I enjoyed it, but sometimes the histories of people and experiences required so much backtracking from the current action that I found myself so far off track that it was hard to follow. I had to search through the book because I couldn’t remember who a character was or how he/she was related to other characters. And in the latter part of the book, the critical plot plans often came with so much back story and so many character names, that I had trouble just understanding. However, all was redeemed in the Epilogue where everything got tied together. So even though it was hard to follow, perhaps the intricate map that led to the end was necessary. The novel was entertaining, and I’m glad my book club picked it....more",Notes are private!,10,22,1,"Oct 30, 2023","Nov 08, 2023","Oct 30, 2023",,Hardcover,view (with text),/book/show/65678550-the-heaven-earth-grocery-store
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Margo's Got Money Troubles,"Thorpe, Rufi*",0063356589,9780063356580,0063356589,304        pp,4.34,372,"Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Hardcover,view,/book/show/199534613-margo-s-got-money-troubles
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",0525509593,9780525509592,0525509593,256        pp,4.00,"12,163","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this collection of fiction, George Saunders has managed to translate into stories the upset I feel in everyday life—the political and cultural turbIn this collection of fiction, George Saunders has managed to translate into stories the upset I feel in everyday life—the political and cultural turbulence, the disconcertion of having people I’ve known for a long time become brainwashed in ways so complicated where truth and conspiracy fiction are so tightly woven that it makes my mind hurt.There are several stories about people who have essentially been turned into robots. Others where people struggle to make stories of their confusion . . . or confusion of their stories. Others where people are living under regimes of “alternative facts” (thank you, Kellyanne Conway, you created needed vocabulary). People have a habit of stomping people to death because it is acceptable behavior.This is a wonderful and disturbing collection of short fiction that in some ways finds the essence of truth behind our mess....more",Notes are private!,2,10,1,Dec 2023,"Dec 14, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/60471573-liberation-day
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stones from the River        (Burgdorf Cycle, #1)","Hegi, Ursula",,,,525        pp,4.09,"95,406",1994,"Mar 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Paperback,view,/book/show/77163.Stones_from_the_River
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Beale Street Could Talk,"Baldwin, James",0307275930,9780307275936,0307275930,197        pp,4.27,"60,697",1974,"Oct 10, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a daring, dangerous, wonderful writer James Baldwin was.The ending of If Beale Street Could Talk is up for interpretation, so this was an excelleWhat a daring, dangerous, wonderful writer James Baldwin was.The ending of If Beale Street Could Talk is up for interpretation, so this was an excellent book for my book club to pick. I look forward to all the differing opinions—which will really say more about each of us than the book or what Baldwin intended....more",Notes are private!,2,10,1,"Oct 16, 2023","Oct 26, 2023","Oct 16, 2023",,Paperback,view (with text),/book/show/38463.If_Beale_Street_Could_Talk
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Russian Grandmother and Her American Vacuum Cleaner: A Family Memoir,"Shalev, Meir",0805242872,9780805242874,0805242872,224        pp,3.85,"2,086",2009,"Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Hardcover,view,/book/show/10588168-my-russian-grandmother-and-her-american-vacuum-cleaner
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Men Can't Be Saved,"Purkert, Ben*",1419767135,9781419767135,1419767135,304        pp,3.21,594,"Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Hardcover,view,/book/show/98653307-the-men-can-t-be-saved
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beauty Thieves,"Berry, Bertice",,,,unknown,5.00,1,unknown,Sep 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Polymath Bertice Berry, Ph.D., a sociologist, teacher, diversity trainer, writer, speaker, and general inspirer of everyone she meets, has written anoPolymath Bertice Berry, Ph.D., a sociologist, teacher, diversity trainer, writer, speaker, and general inspirer of everyone she meets, has written another teaching novel. Like her other work, its singular mission is to lift readers up, let them know their worth and beauty, and help them to understand what might be getting in the way of their happiness.Beauty Thieves opens with dead spirits talking, a woman lying in a dark pit, and incubuses hovering above longing to attack her, and proceeds into a typical relationship tale of said woman handing her power to a controlling boyfriend, and from there to a supernatural adventure of good vs. evil.What’s not typical of this kind of story is that it’s being told as a kind of teaching parable—a spiritual/supernatural story complete with a “chosen” Black female superhero on a mission to save beauty.Full disclosure: I am not remotely objective about Bertice Berry. I’ve been part of her Stories to Tell Facebook group for a couple of years and am about to travel hundreds of miles to the top of a mountain to attend my second workshop with her. That said, what I admire most about this story is that she is practicing something she explained in one of her daily video stories (I’m too lazy to find the link, but she has a YouTube channel). In the story she talks about something she learned from a well-known comic when she was touring doing standup (yes, she was, for a time, a comic). He was Black and he got a mixed audience laughing at the same stuff; the Black people laughed from the inside of the material and maybe some white people did too, but not necessarily. Even if white people didn’t understand what he was talking about from the inside, there was a level of stuff that was still funny enough for them to guffaw just as hard as the Black people. Bertice wanted to know how he did this. He explained about levels: (I’m paraphrasing from memory) every story was multi-leveled and the trick was to have every level tell a truth. So people could laugh no matter what level they lived at (and I’m saying “at” instead of “on” purposely; you’ll understand that, depending on your level). Some people knew all the levels, so they probably laughed hardest. But even if somebody didn’t know the existence of levels other than their own, there was something for them in the material.That is what Bertice Berry does with this simple, commercial, paranormal/religious/spiritual/whatever-you-want-to-call-it story. I’m not religious or even sure there is a being that I would call God—my experience is that there is an All That Is that fits no word—yet I had no problem with all the Christian stuff, and there is a lot of it—so probably Christians will relate to this aspect in ways I can’t. I’m white, but this is also a Black story for Black people, and I felt welcomed into that. I don’t relate to Biblical good vs. evil scenarios, but I had no problem with the appearance of an incubus and a nasty energy-eating monster.In other words, this story is written in chords. I used to be a very bad violin player, and we called them “double stops” which is what this whole text feels like: part Buffy, the Vampire Slayer if Buffy were a Black sociologist/TV talk show host; part Biblical horror stories which I’m not educated in; part no-name understanding of the way energy works (that’s my level); and I’m sure much more that I’m not picking up on—there’s something for everybody.Some of the chord notes are not my usual fare, but I support anything Bertice Berry does to lift people en masse. And I’m certain there are hoards of church-going, Bible-educated people who will benefit from this book....more",Notes are private!,0,4,1,"Sep 27, 2023","Sep 28, 2023","Sep 27, 2023",,ebook,view (with text),/book/show/199184543-beauty-thieves
