,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mollie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Forgetting,"Harmel, Kristin*",,,B0061Q5P1G,399        pp,4.21,"30,663","Aug 12, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Kindle Edition,view,/book/show/18898374-the-sweetness-of-forgetting
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,525","Apr 03, 2018","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a high 3, rounded up because it is one of those books that changes your perspective for good! It is a beautiful tribute to trees, somehow tolThis was a high 3, rounded up because it is one of those books that changes your perspective for good! It is a beautiful tribute to trees, somehow told through the lives of several characters who each get their own chapter at first, and then their lives intersect in direct or indirect ways. The writing was beautiful and the characters were really alive. The messages about trees did not get old, because it offered a new way of thinking about our lives in relation to trees—I walked away realizing how insignificant we are when faced with their wonder. It wasn't an automatic 4 though because this book is a doorstop—took me forever to get through and some parts were just slow enough that I started counting pages in the bad way. ...more",Notes are private!,0,2,1,not set,"Jul 09, 2022","Jul 09, 2022",,Paperback,view (with text),/book/show/40180098-the-overstory
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apples Never Fall,"Moriarty, Liane*",1250220254,9781250220257,1250220254,467        pp,3.77,"348,137","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Super fun read, bonus Australian accent from the audible. Loved all of this family, the various perspectives brought in on the family from random straSuper fun read, bonus Australian accent from the audible. Loved all of this family, the various perspectives brought in on the family from random strangers, and hearing about everyone’s theories about where the mom ended up. The tennis family story and quest for achievement was fun and fascinating to spin the mystery around. Love love love every sibling, the other involved parties, and everyone who might be a suspect. Loved the parents and the complications around the parent/spouse/child mix of relationships. Extremely satisfied by the ending also, which felt different from any book. Liane Moriarty is my hero. ...more",Notes are private!,0,4,1,not set,"May 11, 2022","Jun 16, 2022",,Hardcover,view (with text),/book/show/56143578-apples-never-fall
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",,,,336        pp,4.03,"153,668","Jun 01, 2021","Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved the first half of this book so much! Then it fell flat when it got too romanc-y. I like the premise of a black author who specializes in romanceLoved the first half of this book so much! Then it fell flat when it got too romanc-y. I like the premise of a black author who specializes in romance and all the book and movie discussion as a side story. Loved the characters and how they came to life with their various details and back stories. Did not love it once it got into the backstory of when they were 18. Who cares about a teenage romance that felt powerful? Don’t they all? I was glad I read it and it might be a good beach book…...more,Notes are private!,0,2,1,not set,"Jun 06, 2022","Jun 16, 2022",,Hardcover,view (with text),/book/show/55648820-seven-days-in-june
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The School for Good Mothers,"Chan, Jessamine*",,,,336        pp,3.54,"105,740","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Motherhood as a surveillance state. This book had the right idea with Brave New World vibes, but about trying to achieve the perfect way of mothering.Motherhood as a surveillance state. This book had the right idea with Brave New World vibes, but about trying to achieve the perfect way of mothering. While it’s serious in tone and not at all funny. when you think of the points it is making with hug counts and the right empathetic words, it’s kind of funny. However, they got to the school and it felt like it didn’t go anywhere for the last 2/3. Very slow, time wasting finish. A good in between book! ...more",Notes are private!,0,3,1,not set,"Jun 14, 2022","Jun 16, 2022",,Hardcover,view (with text),/book/show/57846320-the-school-for-good-mothers
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,124","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really excellent book about human connection. A great continuation of the series. I think because she sticks with following one person’s story, the deReally excellent book about human connection. A great continuation of the series. I think because she sticks with following one person’s story, the despair and sad pieces are balanced with the good. I love how this ex couple knows each other and cares for each other, but you see Lucy’s love for her second husband and why that worked better. Strout is a master of using subtlety to create a feeling. She also humanizes humanness. Very good read. ...more",Notes are private!,0,3,1,not set,"May 20, 2022","Jun 16, 2022",,Hardcover,view (with text),/book/show/56294820-oh-william
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Emotion of Great Delight,"Mafi, Tahereh",0062972413,9780062972415,0062972413,248        pp,3.69,"10,225","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2022",,Hardcover,view,/book/show/55004121-an-emotion-of-great-delight
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Together We Will Go,"Straczynski, J. Michael",1982142588,9781982142582,1982142588,304        pp,4.01,"3,917","Jul 06, 2021","Jul 06, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a dangerous and irresponsible book that romanticizes and justifies suicide, no matter the cause. It presents one side—pro-suicide, our bodies This is a dangerous and irresponsible book that romanticizes and justifies suicide, no matter the cause. It presents one side—pro-suicide, our bodies to decide what to do with. It fails to distinguish between assisted suicide for physical or other illness and suicide for reasons that should be considered temporary and overcome-able with support—grief, emotional hurt and pain, loneliness, guilt. In the wrong hands, this book will pull a lot of triggers and lead to a lot of loss. I am imagining every teenager who feels deep sadness caused by puberty and adolescence mistaking the justifications in this book as rationale to run with. The author lacks the maturity that comes with time and life and living through hard things. I am very angry that people wrote and published this book. ...more",Notes are private!,0,2,1,not set,"Oct 02, 2022","Jun 01, 2022",,Hardcover,view (with text),/book/show/55711627-together-we-will-go
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three Mothers: How the Mothers of Martin Luther King, Jr., Malcolm X, and James Baldwin Shaped a Nation","Tubbs, Anna Malaika",125075612X,9781250756121,125075612X,261        pp,4.09,"7,521","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2022",,Hardcover,view,/book/show/53138238-the-three-mothers
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invisible Child: Poverty, Survival & Hope in an American City","Elliott, Andrea",0812986946,9780812986945,0812986946,602        pp,4.72,"15,199","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2022",,Hardcover,view,/book/show/57359691-invisible-child
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Club,"Lloyd, Ellery*",,,,320        pp,3.30,"100,377","Mar 01, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Maybe a 3.5. Good celebrities-up-to-no-good story. Very entertaining and keeps you guessing about what happened on one eventful night. Love the intervMaybe a 3.5. Good celebrities-up-to-no-good story. Very entertaining and keeps you guessing about what happened on one eventful night. Love the interview/newspaper article/multiple perspective setup to build out the details and who was murdered and who wanted to murder who and why. Also found the club and it’s dark underbelly and the launch party a good setting for the whole story. Very entertaining and delivers on its promises. ...more,Notes are private!,0,1,1,not set,"May 11, 2022","May 17, 2022",,Hardcover,view (with text),/book/show/58536005-the-club
