,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,eb's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart Goes Last,"Atwood, Margaret*",0385540353,9780385540353,0385540353,320        pp,3.40,"69,985",May 2013,"Sep 29, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never bought the basic premise--why does it benefit the corporation to let these paid prisoners out on holiday for half the year? Why not just pay tI never bought the basic premise--why does it benefit the corporation to let these paid prisoners out on holiday for half the year? Why not just pay them (and then do sinister things to them) and never let them leave? Also, some of the locutions are tonally off and out of date. ...more",Notes are private!,0,0,1,not set,not set,"Sep 26, 2015",,Hardcover,view (with text),/book/show/24388326-the-heart-goes-last
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Admissions,"Moore, Meg Mitchell*",0385540043,9780385540049,0385540043,320        pp,3.68,"6,742","Aug 18, 2015","Aug 18, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pleasant-enough novel about a stressed family living in posh Marin County, CA. Moore seems to feel guilty that her characters are loaded; there's toA pleasant-enough novel about a stressed family living in posh Marin County, CA. Moore seems to feel guilty that her characters are loaded; there's tons of self-deprecation and fretting about people starving in Third World countries, plus sneering at the (other) rich characters who are, we are told, more despicable than the family we're following, who are sooooo down-to-earth and not into yoga despite their wealth. Lots of unfortunate references to the caramel- and latte-colored skin of nonwhite characters. Lots of cliffhanger chapter endings. I did race through to find out whether Angela plagiarizes, though. ...more",Notes are private!,0,6,1,not set,not set,"Sep 11, 2015",,Hardcover,view (with text),/book/show/25241503-the-admissions
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfortunates,"McManus, Sophie*",0374114501,9780374114503,0374114501,368        pp,2.88,984,"Jun 02, 2015","Jun 02, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The sentences are beautiful, but they're too beautiful. I never believed in the characters. The book is too long by 200 pages. The sentences are beautiful, but they're too beautiful. I never believed in the characters. The book is too long by 200 pages. ...more",Notes are private!,0,0,1,not set,not set,"Aug 31, 2015",,Hardcover,view (with text),/book/show/22929495-the-unfortunates
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Let Me Tell You: New Stories, Essays, and Other Writings","Jackson, Shirley",0812997662,9780812997668,0812997662,448        pp,4.08,"3,377","Jul 30, 2015","Aug 04, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Shirley Jackson has a genius for finding the truth and sadness in everyday moments most people would instantly forget, or not notice in the first placShirley Jackson has a genius for finding the truth and sadness in everyday moments most people would instantly forget, or not notice in the first place. In one of her stories, for example, a baby who's been happily examining a picture of her father is horrified when the man himself walks through the door. The short stories in this collection are strong; the personal essays are kind of horrifying, because they characterize their author as a harried housewife, and you hate to think of Jackson that way. They also strain for comedy but never achieve it....more",Notes are private!,0,2,1,not set,not set,"Aug 05, 2015",,Hardcover,view (with text),/book/show/23746546-let-me-tell-you
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Convenient Marriage,"Heyer, Georgette",0099474425,9780099474425,0099474425,272        pp,3.70,"16,066",1934,"Feb 22, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a delight! I'm not sure I've ever read a romance novel before, and this was the ideal introduction to the genre. Spunky teenager Horatia marries What a delight! I'm not sure I've ever read a romance novel before, and this was the ideal introduction to the genre. Spunky teenager Horatia marries poised, smooth Lord Rule, and the couple fall in love after the ceremony. Horry's drunken brother and his idiot friend are like something out of P.G. Wodehouse. The details about dress and hairstyles are fascinating. And I almost couldn't handle the suspense! My fear that Rule would misinterpret Horry's kidnapping kept me up for hours one night. Unfortunately, the pressure mostly dissipates in the last fourth of the book, after we know everything will be okay and then have to sit through the failed coach-jacking. ...more",Notes are private!,0,1,1,not set,not set,"Aug 04, 2015",,Paperback,view (with text),/book/show/32106.The_Convenient_Marriage
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stepford Wives,"Levin, Ira",0060080841,9780060080846,0060080841,144        pp,3.84,"41,649",Sep 1972,"Jul 23, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A tightly plotted, furiously feminist novella. Levin takes a scornful view of men; even the protagonist's enlightened husband tosses his principles ouA tightly plotted, furiously feminist novella. Levin takes a scornful view of men; even the protagonist's enlightened husband tosses his principles out the window at the prospect of having a sexbot for a wife. For that reason, I didn't quite buy the premise. But the structure is perfect, and every bit of dialogue is funny and real. ...more",Notes are private!,0,1,1,not set,not set,"Aug 04, 2015",,Paperback,view (with text),/book/show/52350.The_Stepford_Wives
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,957","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mostly loved it, but did find the constant unpacking of feelings a little wearisome after a while. Great translation.",Notes are private!,0,3,1,not set,not set,"Jun 30, 2015",,Paperback,view (with text),/book/show/13586707-my-brilliant-friend
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfortunate Importance of Beauty,"Filipacchi, Amanda",0393243877,9780393243871,0393243877,332        pp,3.13,"4,263","Feb 09, 2015","Feb 16, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A deadpan, affectless, and funny work of magical realism. I didn't connect with it at all, but the dinner party scene made me laugh and laugh, and I aA deadpan, affectless, and funny work of magical realism. I didn't connect with it at all, but the dinner party scene made me laugh and laugh, and I admire its uniqueness. ...more",Notes are private!,0,0,1,not set,not set,"Jun 03, 2015",,Hardcover,view (with text),/book/show/22253742-the-unfortunate-importance-of-beauty
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City on Fire,"Hallberg, Garth Risk",0385353774,9780385353779,0385353774,911        pp,3.39,"14,961","Oct 13, 2015","Oct 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Couldn't make it past the prologue. Two characters took about 50 pages to move a Christmas tree across the crosswalk. I don't care how big the buzz isCouldn't make it past the prologue. Two characters took about 50 pages to move a Christmas tree across the crosswalk. I don't care how big the buzz is; life is too short. ...more,Notes are private!,0,204,1,not set,not set,"Jun 02, 2015",,Hardcover,view (with text),/book/show/24189224-city-on-fire
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Going Clear: Scientology, Hollywood, and the Prison of Belief","Wright, Lawrence*",0307700666,9780307700667,0307700666,430        pp,4.04,"43,267","Jan 17, 2013","Jan 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An impeccably researched but surprisingly tedious book. Wright deluges the reader with lists of scandals, absurdities, and abuses. What he doesn't do An impeccably researched but surprisingly tedious book. Wright deluges the reader with lists of scandals, absurdities, and abuses. What he doesn't do is put together compelling, arced stories about specific Scientologists. He brings up an important person, rattles off a few of the horrible things that happened to him or her, and skitters away to the next person. You come away convinced that Scientology is monstrous--but you already knew that. I was hoping to gain some insight into why people fall under the sway of this or other cultish groups, and though Wright tells you why--they're ground down, humiliated, separated from their families, brainwashed, and left unemployable--he doesn't show this happening to anyone in particular, and so the lesson doesn't quite sink in. ...more",Notes are private!,0,1,1,not set,not set,"May 23, 2015",,Hardcover,view (with text),/book/show/16142053-going-clear
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,736","Sep 02, 2014","Sep 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A collection of novellas that awkwardly blend literary fiction and a light sprinkling of fantasy. A few of the characters reappear in each story, but A collection of novellas that awkwardly blend literary fiction and a light sprinkling of fantasy. A few of the characters reappear in each story, but there's no emotional connection, or much of a plot connection, from novella to novella. What does the Iraq section, for example, have to do with Holly or with the soul vampires? Almost nothing. (Speaking of Iraq, this is not the best book to read after Deployment, unless you want to be irritated by cartoonishly villainous American characters and lectures masquerading as dialogue.)The fantasy element is almost absent from 76% of the narrative; we get one big dose of it, and that dose is kind of fun but mostly silly and dull. It's pleasurable to picture the creepy chapel and the Blind Icon, but we're asked to be invested in the fates of about 12 characters we met five pages earlier, and I couldn't bring myself to care about who killed whom with laser-hand-mind-beams. The constant barrage of highly stylized sentences starts to feel like a tic. “[H]e tentatively reaches for the soap dispenser: a frothy blob blooms and drops into his hand.” Stop it! That Mitchell knows some readers object to the high gloss and acknowledges this objection in the Crispin novella doesn't mitigate the sin. If this book were a term paper, I'd scribble ""so what?"" next to the thesis statement (which is something like, ""Getting old is terrible and sad""). ...more",Notes are private!,0,1,1,not set,not set,"May 04, 2015",,Hardcover,view (with text),/book/show/20819685-the-bone-clocks
