,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I am not Going to Buy a Computer,"Berry, Wendell",0241337569,9780241337561,0241337569,48        pp,3.67,"1,559",1987,"Feb 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/36436059-why-i-am-not-going-to-buy-a-computer
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ways of Seeing,"Berger, John",0140135154,9780140135152,0140135154,176        pp,3.93,"375,154",1972,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/2784.Ways_of_Seeing
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dare to Lead,"Brown, Brené*",147356252X,9781473562523,147356252X,332        pp,4.19,"105,732","Oct 16, 2018","Oct 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,ebook,view,/book/show/40109367-dare-to-lead
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Tenda of Bologna,"Berger, John",0241339014,9780241339015,0241339014,64        pp,4.05,"1,376","Jul 09, 2007","Feb 22, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This little book was a pleasant surprise, especially as I read it on a quiet Saturday morning in a cosy kitchen with a view over the river. More a medThis little book was a pleasant surprise, especially as I read it on a quiet Saturday morning in a cosy kitchen with a view over the river. More a meditation than a book....more",Notes are private!,0,1,1,not set,"Sep 24, 2023","Sep 18, 2023",,Paperback,view (with text),/book/show/36436069-the-red-tenda-of-bologna
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",,,B09BV2JNWV,415        pp,3.84,"97,387","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Kindle Edition,view,/book/show/59039413-trust
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Сбогом, и стой на студено","Frost, Robert",6191867646,9786191867646,6191867646,102        pp,4.23,26,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/198518694
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Добър ден, тъга","Sagan, Françoise",,9789545973451,,144        pp,3.71,"51,189","Mar 15, 1954",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 04, 2023","Sep 06, 2023","Sep 04, 2023",,Paperback,view,/book/show/6400099
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Balance: How to Invest and Spend for Happiness, Health, and Wealth","Hallam, Andrew*",1774580764,9781774580769,B09KM716Y9,323        pp,4.12,634,unknown,"Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2023",not set,"Aug 30, 2023",,Kindle Edition,view,/book/show/59986564-balance
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Older and Wider: Menopausal musings from the midlife,"Eclair, Jenny",,,,unknown,4.20,"1,008","Jul 02, 2020",2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I appreciate the humour in discussing a rather serious topic such as menopause, however this book didn't 'wow' me. Whilst it was rather informative, iI appreciate the humour in discussing a rather serious topic such as menopause, however this book didn't 'wow' me. Whilst it was rather informative, i felt a bit depressed about what's coming. I guess it is worth rereading in a few years....more",Notes are private!,0,0,1,Aug 2023,"Aug 30, 2023","Aug 29, 2023",,Audible Audio,view (with text),/book/show/54609374-older-and-wider
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ultra-Processed People: The Science Behind Food That Isn't Food,"Tulleken, Chris van",1324036729,9781324036722,1324036729,384        pp,4.44,"13,895","Apr 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/62586003-ultra-processed-people
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Men,"Sweeney-Baird, Christina*",0385696639,9780385696630,0385696639,416        pp,3.79,"18,665","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Paperback,view,/book/show/53717123-the-end-of-men
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сицилианските лъвове,"Auci, Stefania",,9786197581140,,456        pp,3.97,"14,181","May 06, 2019",Sep 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/58938083
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Детството на Каспар Хаузер,"Stănescu, Bogdan-Alexandru",,9786191867660,,258        pp,4.10,415,May 2017,Sep 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Авторът определено умее да разказва увлекателно.Безкрайните истории за запои, побои и мизерни букурещки кръчми и апартаменти, обаче ми бяха безкрайно Авторът определено умее да разказва увлекателно.Безкрайните истории за запои, побои и мизерни букурещки кръчми и апартаменти, обаче ми бяха безкрайно скучни.Чак накрая започна да става интересно и взе че свърши ...more",Notes are private!,0,5,1,"Aug 13, 2023","Aug 19, 2023","Aug 13, 2023",,Paperback,view (with text),/book/show/62904419
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Животът, гледан отдолу","Verhulst, Dimitri*",,9786191863853,,120        pp,3.27,371,2016,Dec 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Чудесен поглед 'отвън' към България.Чудесен поглед 'отвън' към България....more,Notes are private!,0,1,1,"Aug 07, 2023","Aug 09, 2023","Aug 07, 2023",,Paperback,view (with text),/book/show/37485481
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job","Helgesen, Sally*",0316440124,9780316440127,0316440124,256        pp,4.11,"7,743","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Hardcover,view,/book/show/36204301-how-women-rise
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anomaly,"Le Tellier, Hervé",1635421691,9781635421699,1635421691,391        pp,3.81,"52,552","Aug 20, 2020","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WTF did I just read?Seriously, loved the book. It is so adorable when an author messes with the readers' minds so much!I am starting to think that eveWTF did I just read?Seriously, loved the book. It is so adorable when an author messes with the readers' minds so much!I am starting to think that even the cliche characters of FBI agents and army generals, taken from an American action movie, are Le Tellier's subtle French way to mock Hollywood and America in general. I have to re-read the ending to understand it. Yet, something in me is absolutely OK with the fact that all the questions that the book raises might remain unanswered, just as it is OK to believe in a certain 'modus operandi' of this world without being able to completely understand it. ...more",Notes are private!,0,7,1,"Jul 13, 2023","Jul 19, 2023","Jul 13, 2023",,Paperback,view (with text),/book/show/56920684-the-anomaly
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Know for Sure,"Winfrey, Oprah",1250054052,9781250054050,1250054052,228        pp,4.14,"43,749","Sep 02, 2014","Sep 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 02, 2023","Sep 09, 2023","Jul 01, 2023",,Hardcover,view,/book/show/21531503-what-i-know-for-sure
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,867","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Hardcover,view,/book/show/53238858-what-happened-to-you
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Голи и солени,"Драгостинова, Жанина",,9786197625721,,248        pp,3.37,27,unknown,"Jul 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Симпатичен сборник с носталгични спомени от морето преди бетона. Някои бяха наистина забавни - някои - не чак толкова. Идеално четиво за плажа!,Notes are private!,0,4,1,not set,"Aug 13, 2023","Jun 20, 2023",,Paperback,view (with text),/book/show/61376378
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Котаракът на Рей Бредбъри: 100 разказа за Лос Анджелис,"Николов, Кольо",,9786191866359,,764        pp,4.30,10,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2023",,Paperback,view,/book/show/57457836
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Misogyny: The World's Oldest Prejudice,"Holland, Jack",,,B00B76TCCS,unknown,4.11,"2,353",2006,"Jan 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Audible Audio,view,/book/show/32185135-a-brief-history-of-misogyny
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Край морето,"Gurnah, Abdulrazak",,9786197670264,,288        pp,3.90,"3,490",2001,May 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Със заплетените връзки между героите и начина на раказване ми напомни на 'Приказките от 1001 нощ.' Със заплетените връзки между героите и начина на раказване ми напомни на 'Приказките от 1001 нощ.' ...more,Notes are private!,0,20,1,"Jun 16, 2023","Jun 28, 2023","Jun 13, 2023",,Paperback,view (with text),/book/show/149127243
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Шекспир зад храстите,"Георгиева, Светла",,9786191866724,,288        pp,4.50,10,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Paperback,view,/book/show/58964682
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Origins of Totalitarianism,"Arendt, Hannah",,,,527        pp,4.30,"12,195",1951,1973,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Paperback,view,/book/show/396931.The_Origins_of_Totalitarianism
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Белене: Сказание за концлагерна България,"Бочев, Стефан",9549013456,,,"1,024        pp",4.50,14,Sep 1990,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Paperback,view,/book/show/8685135
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Между полетата на страницата,"Ferrante, Elena",,9786190212164,,144        pp,3.82,"4,467","Nov 17, 2021","Jun 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jun 30, 2023","Jul 06, 2023","Jun 08, 2023",,Paperback,view,/book/show/171835601
