,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undying,"Boyer, Anne*",,,,320        pp,4.17,"4,703","Sep 17, 2019",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(all books get 5 stars) Boyer pulls no punches in this blistering look at the medical/industrial/capitalist nightmare of being a single mother with ca(all books get 5 stars) Boyer pulls no punches in this blistering look at the medical/industrial/capitalist nightmare of being a single mother with cancer. Absolutely devastating and brilliant....more,Notes are private!,0,0,1,"Oct 10, 2023","Oct 29, 2023","Oct 10, 2023",,Paperback,view (with text),/book/show/40664707-the-undying
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Byatt, A.S.",0684835037,9780684835037,0684835037,384        pp,3.88,"2,447",1985,1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(all books get 5 stars) The second in the Frederica Quartet, continuing the story of the Potters, their loves and lives. I'm really enjoying the devel(all books get 5 stars) The second in the Frederica Quartet, continuing the story of the Potters, their loves and lives. I'm really enjoying the development of these characters. Byatt's writing is, as always, densely literary and nuanced, and reflective of a slightly earlier time, but I find the books compelling and readable. There are some wrenching passages on grief in this one that I know can only have come from the author's personal experience with it....more",Notes are private!,0,0,1,not set,"Oct 10, 2023","Oct 10, 2023",,Paperback,view (with text),/book/show/91519.Still_Life
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lover,"Duras, Marguerite",,,,117        pp,3.72,"56,623",1984,"Sep 08, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Paperback,view,/book/show/275.The_Lover
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lies and Sorcery,"Morante, Elsa",1681376849,9781681376844,1681376849,800        pp,4.18,"1,263",1948,"Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Paperback,view,/book/show/62001844-lies-and-sorcery
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1982175370,9781982175375,1982175370,272        pp,3.63,"28,018","Aug 15, 2023","Aug 15, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(all books get five stars) Honestly, I couldn't finish this one. (all books get five stars) Honestly, I couldn't finish this one. ...more",Notes are private!,0,0,1,not set,"Sep 24, 2023","Sep 24, 2023",,Hardcover,view (with text),/book/show/62919793-the-invisible-hour
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winters in the World: A Journey through the Anglo-Saxon Year,"Parker, Eleanor",1789146720,9781789146721,1789146720,268        pp,4.18,498,"Aug 15, 2022","Sep 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Hardcover,view,/book/show/60557409-winters-in-the-world
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,894","May 16, 2023","May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(all books get 5 stars) Listened to the audiobook version. This one was sharp and clever and a fun listen. Cline does a damn good job of getting into (all books get 5 stars) Listened to the audiobook version. This one was sharp and clever and a fun listen. Cline does a damn good job of getting into her character's troubled head as she tries to survive by grifting her way through the Hamptons. Bad behavior everywhere gives the reader lots of moments to feel superior. :)...more,Notes are private!,0,0,1,not set,"Jan 13, 2024","Sep 24, 2023",,Hardcover,view (with text),/book/show/61986136-the-guest
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",1250235359,9781250235350,1250235359,356        pp,4.05,"57,370","Sep 20, 2022","Jan 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(all books get 5 stars)I've listened to all three of this series on audiobook. Really enjoy the narration and Harper's Aaron Falk is a favorite! This (all books get 5 stars)I've listened to all three of this series on audiobook. Really enjoy the narration and Harper's Aaron Falk is a favorite! This was a good one....more,Notes are private!,0,0,1,not set,"Sep 24, 2023","Sep 24, 2023",,Hardcover,view (with text),/book/show/60784359-exiles
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Work: Rules for Focused Success in a Distracted World,"Newport, Cal",1455586692,9781455586691,1455586692,296        pp,4.18,"154,693","Jan 05, 2016","Jan 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(all books get 5 stars) Rounding out my September of self-help book reading. Love Newport's commitment to focus and efficiency.(all books get 5 stars) Rounding out my September of self-help book reading. Love Newport's commitment to focus and efficiency....more,Notes are private!,0,0,1,not set,Jan 2023,"Sep 24, 2023",,Hardcover,view (with text),/book/show/25744928-deep-work
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg*",0804137382,9780804137386,0804137382,260        pp,4.06,"110,235","Dec 31, 2011","Apr 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 18, 2023","Sep 18, 2023",,Hardcover,view,/book/show/18077875-essentialism
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Apartment,"Foley, Lucy",0063003058,9780063003057,0063003058,360        pp,3.67,"516,260","Feb 22, 2022","Feb 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 14, 2023","Sep 14, 2023",,Hardcover,view,/book/show/58468990-the-paris-apartment
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Unsuitable Job for a Woman        (Cordelia Gray, #1)","James, P.D.",0743219554,9780743219556,0743219554,256        pp,3.82,"18,955",1972,"Apr 17, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Never get tired of PD James.,Notes are private!,0,0,1,not set,"Sep 13, 2023","Sep 13, 2023",,Paperback,view (with text),/book/show/365307.An_Unsuitable_Job_for_a_Woman
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"869,947","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So helpful in understanding the ways we sabotage ourselves and how to make real changes.,Notes are private!,0,0,1,not set,"Sep 13, 2023","Sep 13, 2023",,Kindle Edition,view (with text),/book/show/40121378-atomic-habits
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers to Ourselves,"Aviv, Rachel",125087291X,9781250872913,125087291X,288        pp,4.13,"10,109","Sep 13, 2022","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/65215637-strangers-to-ourselves
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emerson: The Mind on Fire,"Richardson, Robert D.",0520206894,9780520206892,0520206894,684        pp,4.43,695,1995,"Nov 06, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/138998.Emerson
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Library,"Gentill, Sulari*",1728261945,9781728261942,1728261945,265        pp,3.51,"66,738","Jun 07, 2022","Jun 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(All books get 5 stars)A writer writing a murder mystery, a long-distance collaborator with plenty of advice, and the murder mystery itself get nice a(All books get 5 stars)A writer writing a murder mystery, a long-distance collaborator with plenty of advice, and the murder mystery itself get nice and tangly. Relax, it's not high-brow, this one's for fun. I really enjoyed it....more",Notes are private!,0,0,1,not set,"Aug 18, 2023","Aug 18, 2023",,Hardcover,view (with text),/book/show/59772869-the-woman-in-the-library
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Sad Is Untrue,"Nayeri, Daniel",,,,368        pp,4.33,"31,066","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Hardcover,view,/book/show/45916267-everything-sad-is-untrue
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062072471,9780062072474,0062072471,13        pp,3.89,"188,469","May 03, 2011","Jun 07, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(All books get 5 stars.)Just what I wanted. Patchett is marvelous at putting characters in tricky situations and then making them beautifully human an(All books get 5 stars.)Just what I wanted. Patchett is marvelous at putting characters in tricky situations and then making them beautifully human and ultimately kind. Hope Davis' narration is perfect....more,Notes are private!,0,0,1,not set,"Aug 08, 2023","Aug 08, 2023",,Audio CD,view (with text),/book/show/9513205-state-of-wonder
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking Cure: An Essay on the Civilizing Power of Conversation,"Cohen, Paula Marantz*",0691238502,9780691238500,0691238502,232        pp,3.35,72,unknown,"Mar 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(All books get 5 stars.) Mixed feelings on this. It really is an essay from the author's opinions and experiences as an academic. She highlights the i(All books get 5 stars.) Mixed feelings on this. It really is an essay from the author's opinions and experiences as an academic. She highlights the importance of education allowing for opportunity to converse, but she doesn't have a whole lot more to add except that physical presence and open minds add a lot to understanding each other and that social media/smart phones/pandemic are adding to our sense of isolation and misunderstanding....more",Notes are private!,0,1,1,not set,"Aug 08, 2023","Aug 08, 2023",,Hardcover,view (with text),/book/show/61282582-talking-cure
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,322","May 25, 2023","May 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(All books get 5 stars.)Perfect? no. But fun. And bold. Personally, I love the satiric skewering of the author's own persona. The whole thing was clev(All books get 5 stars.)Perfect? no. But fun. And bold. Personally, I love the satiric skewering of the author's own persona. The whole thing was clever, fun to read, and made its points. ...more",Notes are private!,0,0,1,not set,"Jul 31, 2023","Jul 31, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice Neel: The Art of Not Sitting Pretty,"Hoban, Phoebe",0312607482,9780312607487,0312607482,512        pp,3.86,250,"Dec 07, 2010","Dec 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Hardcover,view,/book/show/8590744-alice-neel
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Tongue: The Surprising History of Women's Words,"Nuttall, Jenni*",0593299574,9780593299579,0593299574,292        pp,3.85,517,"Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Hardcover,view,/book/show/63946906-mother-tongue
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Necessary Trouble: Growing Up at Midcentury,"Faust, Drew Gilpin",0374601801,9780374601805,0374601801,320        pp,4.02,"1,637","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Hardcover,view,/book/show/62039162-necessary-trouble
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Butterfly House        (Korner and Werner, #3)","Engberg, Katrine",1982127600,9781982127602,1982127600,352        pp,3.80,"10,008",2018,"Jan 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(All books get 5 stars.) Liking this audiobook series a lot!,Notes are private!,0,0,1,not set,"Jul 24, 2023","Jul 24, 2023",,Hardcover,view (with text),/book/show/54304201-the-butterfly-house
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenwood,"Christie, Michael*",1984822004,9781984822000,1984822004,528        pp,4.34,"20,948","Sep 24, 2019","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Hardcover,view,/book/show/39328584-greenwood
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life of One's Own: Nine Women Writers Begin Again,"Biggs, Joanna",0063073102,9780063073104,0063073102,272        pp,4.04,625,"May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/61982340-a-life-of-one-s-own
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is Not the Time to Panic,"Wilson, Kevin*",0062913514,9780062913517,0062913514,246        pp,3.69,"52,057","Nov 15, 2022","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Paperback,view,/book/show/112973639-now-is-not-the-time-to-panic
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life's Work,"Cusk, Rachel",0571350933,9780571350933,0571350933,218        pp,3.92,"5,250",2001,"May 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(I don't believe in rating stars. Five stars for everyone.) A fierce and unapologetic view of the bewildering, shame-prone season of early motherhood (I don't believe in rating stars. Five stars for everyone.) A fierce and unapologetic view of the bewildering, shame-prone season of early motherhood from a woman who knows herself and what she wants out of life. ...more",Notes are private!,0,0,1,not set,"Jul 13, 2023","Jul 13, 2023",,Paperback,view (with text),/book/show/41086884-a-life-s-work
