,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Recipient,"Mayes, Dean*",1771680385,9781771680387,1771680385,416        pp,3.73,246,"May 15, 2016","May 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2015",,Paperback,view,/book/show/25057557-the-recipient
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Snow Globe        (Winterhaven Chronicles, #1)","Nelson, Jenna*",,,B01580RTZA,418        pp,3.98,122,"Sep 10, 2015","Sep 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I must admit: this is the first fantasy novel I’ve ever read. This isn’t my genre. So why did I choose to read it? Well, I’ve had a love of snow globeI must admit: this is the first fantasy novel I’ve ever read. This isn’t my genre. So why did I choose to read it? Well, I’ve had a love of snow globes all of my life because I have always been mesmerized by what appeared to be an enchanting world inside of them, a glorious escape from the life’s tough realities. When I saw this beautiful cover and read the synopsis, I was intrigued.The Snow Globe exceeded my expectations. Jenna Nelson is a superb wordsmith. From the very first page, I was captivated by Sondrine Renfrew’s life—working in her aunt’s apothecary and antique shop in Victorian London. My initial fascination for this story never left me, but I did learn that anything can and will happen in the world inside the snow globe—and it isn't always pretty!I don’t like writing s that are mere synopses. The synopsis above gives a wonderful overview of the book. What I do like to write about is how I feel about a book. I loved it! This author is a brilliant wordsmith. Her words flow effortlessly, the scenes she describes come to life in my mind’s eye, her characterizations are distinct, and her humor is wonderfully placed throughout. The story completely engaged me; it was not only insanely imaginative, but brought one delightful surprise after another. It was a true joy to read and without a doubt, I will read the sequel to this book when it comes out. Just really good!...more",Notes are private!,0,1,1,"Sep 26, 2015","Dec 11, 2015","Sep 26, 2015",,Kindle Edition,view (with text),/book/show/26400108-the-snow-globe
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seal of a Monk,"Baylee, Eden*",,,B012OW06AK,92        pp,4.66,29,"Jul 26, 2015","Jul 26, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I discovered Eden Baylee’s work over a year ago, and I’ve consistently enjoyed everything I’ve read. Seal of a Monk was a fantastic sequel to the authI discovered Eden Baylee’s work over a year ago, and I’ve consistently enjoyed everything I’ve read. Seal of a Monk was a fantastic sequel to the author’s first in the Lei Crime series, A Snake in Paradise.What I enjoy most about all of Baylee’s work, including this one, is her ability to paint with words, crafting a taut storyline without ever littering words on a page. Following the protagonist, Lainey Lee, on a second trip to Hawaii, and in what seems like the most tranquil, safe environment, trouble explodes with the realization that Lainey’s best friend’s daughter is missing from the meditation retreat she is helping to lead. Panic! Sheer terror! Questions without answers. And it just gets better. Fast, tense, and page turning. A great read....more",Notes are private!,0,1,1,"Aug 02, 2015","Aug 05, 2015","Aug 02, 2015",,Kindle Edition,view (with text),/book/show/26007163-seal-of-a-monk
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Italian Sister,"Polkinhorn, Christa*",,,B011EXATSE,277        pp,4.17,133,"Jul 10, 2015","Jul 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A WONDERFUL TRIP TO TUSCANYI thoroughly enjoyed taking this enchanting, suspenseful, and heartwarming journey to Tuscany in The Italian Sister. The auA WONDERFUL TRIP TO TUSCANYI thoroughly enjoyed taking this enchanting, suspenseful, and heartwarming journey to Tuscany in The Italian Sister. The author did a wonderful job of researching the art of winemaking, and blending it together with great storytelling.I was fascinated from the beginning, when Sofia Laverne from California not only gets the bad news that her father, Henry, has died suddenly of a heart attack, but also that she has inherited a Tuscan vineyard and has a fourteen-year-old sister. From the time Sofia arrives in Italy, her greatest journey, an emotional one, begins. Sofia and her newly found family get to know one another, but someone is out to get Sofia, putting her in the terrible position of not knowing who she can trust. As I read, I kept wondering what I would do in a similar situation. I look forward (very much) to the next book in this series....more",Notes are private!,0,2,1,"Aug 28, 2015","Sep 23, 2015","Jul 27, 2015",,Kindle Edition,view (with text),/book/show/25890617-the-italian-sister
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can Leave Anytime,"Dinsmoor, Rob*",,,B00ZIFV1XM,220        pp,4.50,18,"Jun 11, 2015","Jun 11, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rob Dinsmoor’s You Can Leave Anytime is a candid, realistic, non-judgmental, and humorous account of his time at Wetlands rehab. With his dry (no pun Rob Dinsmoor’s You Can Leave Anytime is a candid, realistic, non-judgmental, and humorous account of his time at Wetlands rehab. With his dry (no pun intended) wit and unapologetic truths, he starts by explaining why, at 53 years old, he reached a point in his life where he could no longer deny his alcoholism and the havoc it was wreaking on his life.Checking into rehab was an adventure from day one. Leaving behind his job as a yoga instructor and his work as a freelance writer, he headed to Florida for what turned out to be a three-month stint in rehab. With his sharp eye for the eccentricities of his fellow human beings, Dinsmoor paints a colorful portrait of a man working his way through the process of rehabilitation. He’s not only honest about his perceptions of those he interacts with, but he’s unafraid to bare his own truths. And that’s what made this book so engaging. It was fascinating to read about the various characters he intermingled with and to see how he adjusted to the constant changes, restrictions, annoyances, choices, temptations, and gradual freedoms. It was great to see commitment and perseverance win....more",Notes are private!,0,1,1,"Jun 13, 2015","Jun 27, 2015","Jun 12, 2015",,Kindle Edition,view (with text),/book/show/25714038-you-can-leave-anytime
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Your Own,"Miller, Jonathan*",,,B00W1UUDNG,202        pp,3.44,32,"Apr 12, 2015","Apr 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 10, 2015",,Kindle Edition,view,/book/show/25522532-on-your-own
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lurking in the Deep        (The Lurking Series Book 1),"Shaw, Jaidis*",,,B00X6MGZNU,212        pp,4.23,44,"May 05, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this anthology of stories about the fear of water and the many fantasies so many of us have about what exists in the depths we cannotI really enjoyed this anthology of stories about the fear of water and the many fantasies so many of us have about what exists in the depths we cannot see. The stories were really terrific and well chosen. I loved reading each author’s unique approach on a single theme, while simultaneously imagining my own scenarios. Lurking in the Deep is a great anthology from several talented authors. It’s a great read, but be careful … you may be surprised by what you find lurking beneath the cover. ...more",Notes are private!,0,6,1,"May 22, 2015","Jun 12, 2015","May 22, 2015",,Kindle Edition,view (with text),/book/show/25497467-lurking-in-the-deep
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eli's Coming,"Helle, Darcia*",1511925639,9781511925631,1511925639,234        pp,4.33,42,"May 11, 2015","May 11, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed every moment of this suspense-filled novel rich in themes of light and dark, family, love, loyalty, and self-respect. This story I thoroughly enjoyed every moment of this suspense-filled novel rich in themes of light and dark, family, love, loyalty, and self-respect. This story has a rich blend of a thriller woven with fantasy and ancient Native American culture. Eli is a complex character with a dark past who has to deal with making the right choices for himself and others, while weighing consequences that threaten the man he wants to be. This fascinating story was well paced and beautifully written with characters that came alive on the page. I was easily able to see the scenes as the action unfolded. I thoroughly enjoyed this novel and hope to read more of Darcia’s Helle’s work. A highly recommended novel by a skilled storyteller....more",Notes are private!,0,0,1,"May 12, 2015","May 15, 2015","May 12, 2015",,Paperback,view (with text),/book/show/25521515-eli-s-coming
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Sweat Pants Allowed - Wine Club        (Wine and Sweat Pants #1),"Romes, Jan*",0986434205,,B00SQ7SQ14,255        pp,3.67,325,"Jan 24, 2015","Jan 24, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No Sweat Pants Allowed – Wine Club was a quick, fun, and relatable read. Four women in their forties, who are all single for different reasons, meet oNo Sweat Pants Allowed – Wine Club was a quick, fun, and relatable read. Four women in their forties, who are all single for different reasons, meet one another on the same day and form a bond — and a club. Not too much time passes before they’re all living together in divorcée-to-be Elaina’s very large house.Although Elaina, Steph, Tawny, and Grace find much in common and have lots of uproarious fun, but put any four women together and differences, misunderstandings, and hurt feelings are likely to surface.Jan Romes writes in a quick, witty, and snappy style that gives the reader a lot to smile about. With four women who are all very interested in men, but for their own reasons, not ready to dive into a relationship, the bonds as well as the conflicts are powerful and identifiable.I really enjoyed the read and am happy to hear the author is planning a sequel. ...more",Notes are private!,0,2,1,"Apr 21, 2015","Apr 21, 2015","Apr 21, 2015",,Kindle Edition,view (with text),/book/show/25500357-no-sweat-pants-allowed---wine-club
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Snake in Paradise,"Baylee, Eden*",,,B00VQWUBUU,64        pp,4.72,50,"Apr 05, 2015","Apr 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This beautifully written novella tells the story of a newly divorced woman who comes to Hawaii for a vacation, but leaves with something much greater This beautifully written novella tells the story of a newly divorced woman who comes to Hawaii for a vacation, but leaves with something much greater than she ever imagined that her time in paradise would grant her. As a woman, I found the protagonist, Lainey Lee, to be someone that I believe many women will not only root for, but also relate to and appreciate on multiple levels. I’m such a fan of Baylee’s work because she creates her worlds with great artistry, paining scenes so realistic that you almost forget you’re reading and instead see a film playing out before your eyes.With distinctive characters and just the right amount of description, A Snake in Paradise pulled me into the locale, the story, and the intrigue. In a lesser book with the same story, I would have hurried to see how it ended, but I love this author’s writing so much that I slowed down to savor every word. For lovers of great writing and an engaging story, I hope you’ll enjoy this work as much as I did....more",Notes are private!,0,3,1,"Apr 15, 2015","Apr 16, 2015","Apr 15, 2015",,Kindle Edition,view (with text),/book/show/25314013-a-snake-in-paradise
