,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelley's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra in Reverse,"Smale, Holly*",,,,362        pp,3.56,"35,466","May 11, 2023","Jun 06, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Uugghh. Boring. Same neurotic woman in same day loop. Over and over. Groundhog Day gone wrong.,Notes are private!,0,1,1,"Nov 16, 2023","Nov 16, 2023","Nov 16, 2023",,Hardcover,view (with text),/book/show/61987507-cassandra-in-reverse
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eye of the Needle,"Follett, Ken*",006074815X,9780060748159,006074815X,368        pp,4.20,"156,612","May 23, 1978","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Paperback,view,/book/show/92364.Eye_of_the_Needle
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King: A Life,"Eig, Jonathan*",0374279292,9780374279295,0374279292,688        pp,4.68,"5,578","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/62039291-king
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Six: The Untold Story of America's First Women Astronauts,"Grush, Loren",1982172800,9781982172800,1982172800,432        pp,4.38,"2,965","Sep 05, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/101160753-the-six
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,325","Jun 22, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Incredible that it’s a true story. A billion dollars worth of theft.,Notes are private!,0,1,1,"Feb 23, 2024","Feb 24, 2024","Nov 16, 2023",,Hardcover,view (with text),/book/show/62873378-the-art-thief
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Potential: The Science of Achieving Greater Things,"Grant, Adam M.*",0593653149,9780593653142,,304        pp,4.12,"19,873","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/157095669-hidden-potential
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poverty, by America","Desmond, Matthew*",0593239911,9780593239919,0593239911,284        pp,4.28,"33,988","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61358638-poverty-by-america
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Sing Me Home,"Shearer, Eleanor*",0593548043,9780593548042,0593548043,322        pp,4.02,"22,514","Jan 19, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61111298-river-sing-me-home
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,252","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61214136-the-collected-regrets-of-clover
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",198210449X,9781982104498,B0BT642ZDK,320        pp,3.73,"20,557","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book made lots of best of 2023 lists. I agree. Very different. Written as near poetry more than prose. The journey of a young slave. When life waThis book made lots of best of 2023 lists. I agree. Very different. Written as near poetry more than prose. The journey of a young slave. When life was so bleak and lacked all forms of earthly hope, the spirits were an only source of escaping the horror of their lives. 4.5 via Libby. ...more",Notes are private!,0,2,1,"Dec 04, 2023","Dec 06, 2023","Nov 16, 2023",,Hardcover,view (with text),/book/show/87556695-let-us-descend
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"84, Charing Cross Road","Hanff, Helene",,,,106        pp,4.16,"83,392",1970,"Oct 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2023",,Paperback,view,/book/show/368916.84_Charing_Cross_Road
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Mercedes        (Bill Hodges Trilogy, #1)","King, Stephen*",1476754454,9781476754451,1476754454,437        pp,4.02,"321,643","Jun 03, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The first Holly novel. She’s a small part toward the end. But Bill Hodge’s character is great. And still love the Will Patton narration. 4.5 via ScribThe first Holly novel. She’s a small part toward the end. But Bill Hodge’s character is great. And still love the Will Patton narration. 4.5 via Scribd. ...more,Notes are private!,0,0,1,"Nov 08, 2023","Nov 15, 2023","Nov 08, 2023",,Hardcover,view (with text),/book/show/18775247-mr-mercedes
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolution,"McDermott, Alice",0374610487,9780374610487,0374610487,324        pp,3.88,"12,796","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/101404407-absolution
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,938","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/53152636-mexican-gothic
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Class: A Memoir of Motherhood, Hunger, and Higher Education","Land, Stephanie*",1982151390,9781982151393,B0BTZBJ26H,285        pp,3.64,"7,764","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/101160309-class
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,0316505110,270        pp,3.85,"96,864","Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/39218350-maid
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky,"Stapley, Marissa*",1668002450,9781668002452,1668002450,232        pp,3.60,"60,987","Apr 06, 2021","Dec 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Easy. Lost my interest a few times. It could’ve been shorter.,Notes are private!,0,1,1,"Nov 03, 2023","Nov 08, 2023","Nov 03, 2023",,Paperback,view (with text),/book/show/58977917-lucky
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",1649374046,9781649374042,1649374046,498        pp,4.59,"1,500,582","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2023",,Hardcover,view,/book/show/61431922-fourth-wing
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",1646221958,9781646221950,1646221958,307        pp,4.18,"49,135","Apr 04, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful book. 4.5 via Everand. Although you feel what will happen from the beginning, the author weaves a beautiful tale as it unfolds.",Notes are private!,0,1,1,"Nov 24, 2023","Nov 26, 2023","Oct 31, 2023",,Hardcover,view (with text),/book/show/123036004-the-berry-pickers
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hours,"Cunningham, Michael*",0312305060,9780312305062,0312305060,230        pp,3.95,"141,237","Jul 31, 1998",Oct 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Paperback,view,/book/show/11899.The_Hours
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Among the Bros: A Fraternity Crime Story,"Marshall, Max",0063099551,9780063099555,B0BPSZTS2G,289        pp,3.53,"4,891","Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Makes my heart hurt, especially knowing so much of it continues today. That’s where some life long addictions begin.",Notes are private!,0,1,1,"Jan 21, 2024","Jan 23, 2024","Oct 31, 2023",,Kindle Edition,view (with text),/book/show/70240470-among-the-bros
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raising Lazarus,"Macy, Beth*",0316430226,9780316430227,0316430226,400        pp,4.02,"1,652","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Hardcover,view,/book/show/59801793-raising-lazarus
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Me,"Spears, Britney",1668009048,9781668009048,1668009048,288        pp,3.91,"383,483","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2023","Dec 16, 2023","Oct 30, 2023",,Hardcover,view,/book/show/63133205-the-woman-in-me
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Larry McMurtry: A Life,"Daugherty, Tracy",1250282330,9781250282330,1250282330,560        pp,4.21,310,unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Hardcover,view,/book/show/65214420-larry-mcmurtry
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,150","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,His writing style is definitely distinct. Staccato at times. I enjoyed this one even more than Deacon King Kong. His theme of interconnectedness of neHis writing style is definitely distinct. Staccato at times. I enjoyed this one even more than Deacon King Kong. His theme of interconnectedness of neighbors carries over here as well. There is beauty even in hard lives and times....more,Notes are private!,0,1,1,"Feb 06, 2024","Feb 19, 2024","Oct 22, 2023",,Hardcover,view (with text),/book/show/65678550-the-heaven-earth-grocery-store
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vera Wong's Unsolicited Advice for Murderers,"Sutanto, Jesse Q*",0593549228,9780593549223,0593549228,339        pp,4.05,"83,056","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/61827543-vera-wong-s-unsolicited-advice-for-murderers
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,"Yong, Ed",,,,464        pp,4.47,"22,291","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Hardcover,view,/book/show/59575939-an-immense-world
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Young Women,"Knoll, Jessica*",1501153226,9781501153228,1501153226,384        pp,4.03,"87,037","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2024",not set,"Oct 15, 2023",,Hardcover,view,/book/show/101124639-bright-young-women
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Burning in My Bones: The Authorized Biography of Eugene H. Peterson, Translator of The Message","Collier, Winn*",0735291624,9780735291621,0735291624,368        pp,4.65,"2,894",unknown,"Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Hardcover,view,/book/show/50548361-a-burning-in-my-bones
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with a Clock for a Heart,"Swanson, Peter*",0062267493,9780062267498,0062267493,289        pp,3.34,"16,855","Sep 10, 2014","Feb 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Peter Swanson is always good for a twisty turny who dunnit. Not my favorite ending.,Notes are private!,0,1,1,"Oct 06, 2023","Oct 13, 2023","Oct 06, 2023",,Hardcover,view (with text),/book/show/17841564-the-girl-with-a-clock-for-a-heart
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Beautiful Lies,"Swanson, Peter*",006280295X,9780062802958,,10        pp,3.61,"20,682","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Audiobook,view,/book/show/35230481-all-the-beautiful-lies
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postcard,"Berest, Anne",,9781609458386,,464        pp,4.38,"20,141","Aug 18, 2021","May 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 via Audible,Notes are private!,0,1,1,"Nov 16, 2023","Nov 24, 2023","Sep 30, 2023",,Hardcover,view (with text),/book/show/63880836-the-postcard
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five-Star Weekend,"Hilderbrand, Elin*",0316258776,9780316258777,0316258776,384        pp,4.08,"159,378","Jun 13, 2023","Jun 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fun read to end the summer. I love a happy ending.,Notes are private!,0,1,1,"Sep 27, 2023","Sep 30, 2023","Sep 27, 2023",,Hardcover,view (with text),/book/show/62873996-the-five-star-weekend
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assistant to the Villain        (Assistant to the Villain, #1)","Maehrer, Hannah Nicole*",1649375808,9781649375803,1649375808,342        pp,3.90,"90,322","Aug 29, 2023","Aug 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 via Scribd. Totally fun and easy. Apparently a TikTok choice? Romance is not my general genre but this one is adventure/magical/adventure. One wor3.5 via Scribd. Totally fun and easy. Apparently a TikTok choice? Romance is not my general genre but this one is adventure/magical/adventure. One word description….Fun....more,Notes are private!,0,1,1,"Oct 29, 2023","Oct 31, 2023","Sep 26, 2023",,Paperback,view (with text),/book/show/123257687-assistant-to-the-villain
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Armor of Light        (Kingsbridge, #4)","Follett, Ken*",0525954996,9780525954996,0525954996,737        pp,4.25,"32,144","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Hardcover,view,/book/show/81067992-the-armor-of-light
