,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaster Wilds,"Groff, Lauren*",0593418395,9780593418390,0593418395,272        pp,3.79,"24,335","Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a survival story. It is not an easy read but the writing is absolutely beautiful. I found myself longing to be in the wilderness, which is sayThis is a survival story. It is not an easy read but the writing is absolutely beautiful. I found myself longing to be in the wilderness, which is saying something considering the harrowing journey that is unfolding! It made me think about our nation’s beginnings, and the problems that began with the first settlers into this “new world.” This was my first Lauren Groff book and I think it was a good introduction. ...more",Notes are private!,0,1,1,"Nov 16, 2023","Nov 19, 2023","Sep 22, 2023",,Hardcover,view (with text),/book/show/62952130-the-vaster-wilds
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Guncle        (The Guncle, #1)","Rowley, Steven*",0525542280,9780525542285,0525542280,326        pp,4.14,"135,259","May 25, 2021","May 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,5 stars because it’s been a while a book has simultaneously made me laugh and cry which is truly the best kind of emotion. I really loved every charac5 stars because it’s been a while a book has simultaneously made me laugh and cry which is truly the best kind of emotion. I really loved every character and had a lot of fun reading this book. I read Rowley’s most recent book and really enjoyed it so I wanted to check out more of his work. The Guncle is hilarious yet so heartfelt and I highly recommend! ...more,Notes are private!,0,2,1,"Sep 17, 2023","Sep 23, 2023","Sep 18, 2023",,Hardcover,view (with text),/book/show/54508798-the-guncle
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passengers,"Marrs, John*",1473558522,9781473558526,,400        pp,4.07,"38,853","Apr 01, 2019","Apr 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I struggled with this one, for lots of reasons. I am coming out of a book slump (thanks to Tom Lake and the book hangover it gave me) and reading a hiI struggled with this one, for lots of reasons. I am coming out of a book slump (thanks to Tom Lake and the book hangover it gave me) and reading a hijacking story the week of the 9/11 anniversary was hard so I kept putting it down. I didn’t find it very propulsive until the last third or so. It was thought provoking though and should make for a good book club discussion! ...more",Notes are private!,0,3,1,"Sep 09, 2023","Sep 16, 2023","Sep 09, 2023",,ebook,view (with text),/book/show/40718386-the-passengers
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak,"Anderson, Laurie Halse*",0374311250,9780374311254,0374311250,224        pp,4.05,"592,441","Oct 22, 1999","Jan 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh this is so good. It felt so current despite being 20+ years old. It feels very accessible for teens, who really are the target audience. I’ll be suOh this is so good. It felt so current despite being 20+ years old. It feels very accessible for teens, who really are the target audience. I’ll be suggesting it to my two. There are mature themes so I suggest 14+ and have a discussion about it. This author nailed so much about high school in general. The main topic is handled in a way that is respectful and realistic. The afterword by Jason Reynolds is just as good as the entire book. This really should be required reading in high school. ...more",Notes are private!,0,2,1,"Sep 25, 2023","Oct 02, 2023","Sep 01, 2023",,Hardcover,view (with text),/book/show/39280444-speak
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever, Interrupted","Reid, Taylor Jenkins*",,,,321        pp,3.66,"131,667","Jul 09, 2013","Jul 09, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have wanted to go into TJR’s backlist so I started with her debut. It wasn’t bad! It is so different from her newest books though. It felt like an EI have wanted to go into TJR’s backlist so I started with her debut. It wasn’t bad! It is so different from her newest books though. It felt like an Emily Henry book (again, not bad, just different). It’s not a rom com because it is quite serious but there are some sweet and light moments that balance it. I didn’t love the main character but felt she was as developed as a 26 year old heroine can be. Overall it was worth the listen but with lower expectations. ...more",Notes are private!,0,0,1,"Aug 14, 2023","Aug 21, 2023","Aug 21, 2023",,Paperback,view (with text),/book/show/16130531-forever-interrupted
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything's Fine,"Rabess, Cecilia",1982187700,9781982187705,1982187700,336        pp,3.57,"7,087","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2023",,Hardcover,view,/book/show/62919844-everything-s-fine
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,163","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a compelling novel with absolutely unlikable characters! But the story telling was spot on and I didn’t really care whether I liked anyone. TThis was a compelling novel with absolutely unlikable characters! But the story telling was spot on and I didn’t really care whether I liked anyone. The concept gives the reader much to ponder about who can tell what stories. I highly recommend! ...more,Notes are private!,0,1,1,"Sep 18, 2023","Sep 22, 2023","Aug 14, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is Not the Time to Panic,"Wilson, Kevin*",0062913506,9780062913500,0062913506,246        pp,3.69,"52,055","Nov 15, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. It was different yet I felt very connected to the characters. They were about my age in 1996, which is when most of the acI really enjoyed this book. It was different yet I felt very connected to the characters. They were about my age in 1996, which is when most of the action takes place, and I could really identify with being 16 and not quite a kid and not quite an adult and having a lot of time on my hands. The story is interesting and told really well and is definitely unique. I highly recommend. The authors note is also very important and pushed this to 5 stars for me. ...more",Notes are private!,0,2,1,"Aug 10, 2023","Aug 12, 2023","Aug 10, 2023",,Hardcover,view (with text),/book/show/60415700-now-is-not-the-time-to-panic
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Another Missing Person,"McAllister, Gillian*",0063252392,9780063252394,0063252392,384        pp,3.68,"44,561","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Hardcover,view,/book/show/62292411-just-another-missing-person
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,157","Dec 31, 2019","Dec 31, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I went into this thinking it would be similar to a Celeste Ng book but it definitely fell short. There was the “inciting incident” in the first pages I went into this thinking it would be similar to a Celeste Ng book but it definitely fell short. There was the “inciting incident” in the first pages but after the first third, the book felt juvenile to me. I couldn’t really tell what point the author was trying to make and I think it could have been done better in many ways. There were certainly themes of racism and classism present but I didn’t feel like it was strong enough to send a message to the reader. I hung in there for Briar as she was the best character....more",Notes are private!,0,1,1,"Jun 27, 2023","Jul 08, 2023","Jul 08, 2023",,Hardcover,view (with text),/book/show/43923951-such-a-fun-age
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Garden,"Hoffman, Alice*",,,B004J4WL6O,306        pp,3.74,"23,714","Jan 01, 2011","Jan 25, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another jewel from Alice Hoffman. I read this to prepare for The Invisible Hour which releases next month. There are some crossover characters as she Another jewel from Alice Hoffman. I read this to prepare for The Invisible Hour which releases next month. There are some crossover characters as she has been known to do so I’m excited to have these stories fresh in my mind. I love her short stories because they all build on each other yet one can space them out and stay with the characters for a while. ...more,Notes are private!,0,1,1,"Jul 07, 2023","Jul 29, 2023","Jul 07, 2023",,Kindle Edition,view (with text),/book/show/10347901-the-red-garden
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881701,9781984881700,B0BJ6NF4W3,336        pp,3.84,"59,723","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This line right here summarizes so much about the various couples in the book: “They were broken, but they had not shattered together.” So call it a cThis line right here summarizes so much about the various couples in the book: “They were broken, but they had not shattered together.” So call it a cautionary tale maybe? Do we all have a little bit of these women in us? Maybe, maybe not. My heart broke for some of them and I was angry at some of them for most of the book. It was very captivating and a great page turner. For sensitive readers or those who have experienced miscarriage, there are several graphic descriptions of miscarriage. This didn’t bother me but it helped knowing it going in. ...more",Notes are private!,0,1,1,"Jul 04, 2023","Jul 07, 2023","Jul 04, 2023",,Kindle Edition,view (with text),/book/show/61364889-the-whispers
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Sisters,"Asghar, Fatimah",0593133471,9780593133477,0593133471,352        pp,3.94,"5,162","Oct 18, 2022","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Paperback,view,/book/show/128672989-when-we-were-sisters
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking at Night,"Daverley, Claire*",0593653483,9780593653487,0593653483,400        pp,4.01,"20,607","Jun 06, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Hardcover,view,/book/show/62583508-talking-at-night
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lady's Guide to Scandal        (A Lady's Guide, #2)","Irwin, Sophie",0593492005,9780593492000,0593492005,359        pp,3.83,"8,647","Jul 06, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Paperback,view,/book/show/63018956-a-lady-s-guide-to-scandal
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice",0593534565,9780593534564,0593534565,382        pp,4.55,"21,341","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Hardcover,view,/book/show/59948520-in-memoriam
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stay Married: The Most Insane Love Story Ever Told,"Key, Harrison Scott*",1668015501,9781668015506,1668015501,320        pp,4.10,"10,406","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Hardcover,view,/book/show/62919409-how-to-stay-married
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just the Nicest Couple,"Kubica, Mary*",0778333116,9780778333111,0778333116,320        pp,3.56,"116,791","Jan 10, 2023","Jan 10, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Easy to read yet not great either. I don’t recommend.,Notes are private!,0,0,1,"Jun 13, 2023","Jun 16, 2023","Jun 16, 2023",,Hardcover,view (with text),/book/show/60666845-just-the-nicest-couple
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trauma Stewardship: An Everyday Guide to Caring for Self While Caring for Others,"Lipsky, Laura Van Dernoot",157675944X,9781576759448,157675944X,288        pp,4.32,"5,791",2007,"May 04, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Paperback,view,/book/show/5653041-trauma-stewardship
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",,,B0B71P2M77,560        pp,4.08,"69,096","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Classic Kate Morton. Pages for days but the story is worth it. It was nice to sink into a book and sit with it for a few weeks. If you have read her bClassic Kate Morton. Pages for days but the story is worth it. It was nice to sink into a book and sit with it for a few weeks. If you have read her before, you won’t be disappointed! If you haven’t, this is a good place to start! ...more",Notes are private!,0,1,1,"Jun 17, 2023","Jul 04, 2023","Jun 06, 2023",,Kindle Edition,view (with text),/book/show/61650237-homecoming
