,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Girl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ještě není konec,"Sýkora, Michal",8074916928,9788074916922,8074916928,288        pp,3.92,98,2016,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/29855487-je-t-nen-konec
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Człowiek pana ministra,"Sýkora, Michal",8365707365,9788365707369,8365707365,496        pp,3.59,93,"Jan 01, 2013","Jan 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Paperback,view,/book/show/54704563-cz-owiek-pana-ministra
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Translation State,"Leckie, Ann*",031628971X,9780316289719,031628971X,422        pp,4.13,"8,711","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/62873999-translation-state
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Godność, proszę: O transpłciowości, gniewie i nadziei","Heban, Maja",8367075765,9788367075763,8367075765,208        pp,4.36,306,"May 17, 2023","May 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Paperback,view,/book/show/123851512-godno-prosz
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Współlokatorzy,"O'Leary, Beth*",8381256631,9788381256636,,432        pp,4.01,"385,567","Apr 10, 2019",2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,ebook,view,/book/show/46020530-wsp-lokatorzy
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autentyczna w spektrum,"Furgał, Ewa",,9788383186245,,240        pp,4.34,95,"May 31, 2023","May 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Paperback,view,/book/show/131064270-autentyczna-w-spektrum
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cirkeln        (Engelsfors, #1)","Strandberg, Mats*",9129676053,9789129676051,9129676053,516        pp,3.84,"17,018","Apr 15, 2011","Apr 15, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,( den extra stjärnan är för att det är min första bok läst på svenska ),Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Hardcover,view (with text),/book/show/11010899-cirkeln
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wykorzystuję, nie marnuję. 52 wyzwania zero waste","Majcher, Sylwia",8328071452,9788328071452,8328071452,224        pp,3.45,187,"Oct 16, 2019","Oct 16, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Bardziej dla początkujących.,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Paperback,view (with text),/book/show/49129200-wykorzystuj-nie-marnuj-52-wyzwania-zero-waste
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Monstress, Vol. 1: Awakening","Liu, Marjorie M.*",1632157098,9781632157096,1632157098,192        pp,3.97,"61,727","Jul 19, 2016","Jul 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 16, 2016not set","Dec 16, 2016not set","Jul 13, 2023",,Paperback,view,/book/show/55883882-monstress-vol-1
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Monstress, Vol. 1: Awakening","Liu, Marjorie M.*",,,B01DJOS93I,208        pp,3.97,"61,727","Jul 19, 2016","Jul 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2023",,Kindle Edition,view,/book/show/30333227-monstress-vol-1
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Desperate Glory,"Tesh, Emily*",1250834988,9781250834980,1250834988,438        pp,4.06,"7,078","Apr 11, 2023","Apr 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Hardcover,view,/book/show/58388343-some-desperate-glory
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mazel Tow. Jak zostałam korepetytorką w domu ortodoksyjnych Żydów,"Vanderstraeten, Margot*",8380497066,9788380497061,8380497066,320        pp,3.90,"4,547","Apr 13, 2017","Jul 04, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Paperback,view,/book/show/40286924-mazel-tow-jak-zosta-am-korepetytork-w-domu-ortodoksyjnych-yd-w
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,"Davis, K.C.",,,B09JPHQZQZ,156        pp,4.26,"49,643","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Kindle Edition,view,/book/show/60139504-how-to-keep-house-while-drowning
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Want To Talk About: How Autistic Interests Shape A Life,"Wharmby, Pete",1787758273,9781787758278,1787758273,224        pp,4.49,208,"Sep 21, 2022","Sep 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Paperback,view,/book/show/61111675-what-i-want-to-talk-about
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tobie się uda,"Wójtowicz, Milena",,9788382108477,,288        pp,3.65,225,"May 10, 2023","May 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Paperback,view,/book/show/138069935-tobie-si-uda
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adventures in Opting Out: A Field Guide to Leading an Intentional Life,"Flanders, Cait*",,,B083JYFJ2G,272        pp,3.42,"1,998","Oct 15, 2020","Sep 15, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Kindle Edition,view,/book/show/50710787-adventures-in-opting-out
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store","Flanders, Cait*",1401954871,9781401954871,1401954871,189        pp,3.47,"53,929","Jan 16, 2018","Jan 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Hardcover,view,/book/show/35488858-the-year-of-less
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Year of Living Simply: The joys of a life less complicated,"Humble, Kate*",1783253428,9781783253425,1783253428,304        pp,3.83,"1,417",unknown,"Sep 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Hardcover,view,/book/show/55286078-a-year-of-living-simply
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Samotnia,"Kańtoch, Anna",836767426X,9788367674263,,376        pp,3.79,519,"Apr 26, 2023","Apr 26, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 24, 2023","May 24, 2023","May 24, 2023",,Paperback,view,/book/show/123509287-samotnia
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Princess Floralinda and the Forty-Flight Tower,"Muir, Tamsyn*",1596069929,9781596069923,,146        pp,4.19,"6,020","Nov 30, 2020","Nov 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","May 24, 2023",,ebook,view,/book/show/54391767-princess-floralinda-and-the-forty-flight-tower
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Keep Moving: Notes on Loss, Creativity, and Change","Smith, Maggie*",1982132078,9781982132071,1982132078,214        pp,3.88,"5,710","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Hardcover,view,/book/show/52053133-keep-moving
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Could Make This Place Beautiful,"Smith, Maggie*",1982185856,9781982185855,1982185856,320        pp,4.11,"23,011","Apr 11, 2023","Apr 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Hardcover,view,/book/show/61273812-you-could-make-this-place-beautiful
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life in Five Senses: How Exploring the Senses Got Me Out of My Head and Into the World,"Rubin, Gretchen*",0593442741,9780593442746,0593442741,272        pp,3.72,"6,060","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Hardcover,view,/book/show/61685989-life-in-five-senses
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nigdy nie będziesz szło samo,"Herman, Anouk",8383183593,9788383183596,8383183593,320        pp,3.81,264,"Mar 22, 2023","Mar 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Paperback,view,/book/show/100371872-nigdy-nie-b-dziesz-sz-o-samo
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slow Motion: A True Story,"Shapiro, Dani*",0156008475,9780156008471,0156008475,248        pp,4.04,"2,509",1998,"Jan 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Paperback,view,/book/show/25760.Slow_Motion
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Writing: The Perils and Pleasures of a Creative Life,"Shapiro, Dani*",0802121403,9780802121400,0802121403,230        pp,4.20,"4,439","Oct 01, 2013","Oct 01, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Hardcover,view,/book/show/17465707-still-writing
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mirror, Shoulder, Signal","Nors, Dorthe",1782273131,9781782273134,B01N6J06BV,172        pp,3.21,"2,781","Feb 02, 2016","Feb 23, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 24, 2023","May 24, 2023",,Kindle Edition,view,/book/show/34457985-mirror-shoulder-signal
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fluent Forever: How to Learn Any Language Fast and Never Forget It,"Wyner, Gabriel",,,,326        pp,4.09,"11,142","Aug 05, 2014","Aug 05, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","Mar 24, 2023","May 24, 2023",,Paperback,view,/book/show/19661852-fluent-forever
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twelve Moons: A Year Under a Shared Sky,"Giles, Caro",0008543240,9780008543242,B0BB962HP7,288        pp,4.34,191,unknown,"Jan 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","Mar 24, 2023","May 24, 2023",,Kindle Edition,view,/book/show/63273462-twelve-moons
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Switch,"O'Leary, Beth*",1787475018,,B07PY4MDLZ,336        pp,3.96,"126,473","Apr 16, 2020","Apr 16, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","Mar 24, 2023","May 24, 2023",,Kindle Edition,view,/book/show/45134200-the-switch
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poszukiwany ukochany,"O'Leary, Beth*",836751274X,9788367512749,836751274X,384        pp,3.81,"92,253","Apr 12, 2022","Jan 25, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","Mar 24, 2023","May 24, 2023",,Paperback,view,/book/show/63204502-poszukiwany-ukochany
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchantment: Awakening Wonder in an Anxious Age,"May, Katherine",0593329996,9780593329993,0593329996,212        pp,3.64,"8,229","Feb 28, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","Mar 24, 2023","May 24, 2023",,Hardcover,view,/book/show/61355268-enchantment
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,067","Jul 26, 2016","Jul 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the third book by Liane Moriarty I read (in a row, no less) and by now I can say that her novels are reliably well written and reliably well cThis is the third book by Liane Moriarty I read (in a row, no less) and by now I can say that her novels are reliably well written and reliably well constructed. The characters feel reliably sympathetic and realistic in their ups and downs. This is pleasurable reading material.In this one, Moriarty tries some new things by dipping her toe into issues of class (a little bit) and mental health (slightly more). We have three couples, the fairly regular Clementine and Sam, the socially awkward, traumatized-by-their-upbringing Erika and Oliver, and the not-quite-belonging-to-the-same-suburban-class-as-the-others Tiffany and Vid (who are seen as nouveaux riches and a little gauche).  And they all take part in the Fateful Barbecue.""Six responsible adults. Three cute kids. One small dog. It’s just a normal weekend. What could possibly go wrong?"" goes the description. And about 60% of the book is a slow buildup to what has gone wrong. Unfortunately, this is where the narration doesn't quite stand to the task. The chapters more or less alternate between the present (two months later) and the Fateful Day. The characters are traumatised by the event and think/speak about it only in oblique terms. ""What if we didn't go?"" ""What if it never happened?"" is a common refrain. The refrain of plot contrivance, as it turns out. The problem is that everyone in the book knows what happened, but the author chooses to withhold it from the reader - which, quite frankly, is just dishonest. For a moment you wonder, maybe the characters don't remember the events exactly and the book will be about reconstructing their memories of the day (which would validate the premise) - but nope. They remember. They're just not telling.So you wonder - what is so terrible that they don't want to talk about it? Did someone die? Was someone permanently injured? Did they accidentally barbecue one of the kids? Or maybe it wasn't terrible, just shameful? DID THEY HAVE A HUGE ORGY? (view spoiler)[Nah. One of the kids got into the fountain, wasn't breathing for a minute, but they saved her with expertly administered CPR. She's completely fine in the present. (hide spoiler)]My point isn't that the idea itself is not interesting, but, rather, that the story could be just as engrossing if the major point of suspense wasn't ""what happened"" but ""how it happened precisely"" or ""who was responsible"". And Moriarty has the chops to write it! But instead, the narrative cannot but result in an anticlimactic reveal.And there is also a tertiary story concerning a grumpy neighbour, (view spoiler)[which just didn't work for me, because the characters never figure out that their barbecque antics were to blame for the neighbour's death, and they draw no conclusions from it. So the neighbour's tied into the story with some coincidences, but his plot could easily be extracted and the book would not be poorer for it.  (hide spoiler)]Still, I want to emphasise that it is a good reading and overall enjoyable - it's just that, frustratingly, a few different writing choices would have made the book so much better......more",Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nigdy, nigdy, nigdy","Strømsborg, Linn*",8367515064,9788367515061,,280        pp,4.16,"6,716","Aug 08, 2019",Oct 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2023","Feb 16, 2023","Mar 08, 2023",,Paperback,view,/book/show/62128340-nigdy-nigdy-nigdy
