,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lewis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Retrospect: The Tragedy and Lessons of Vietnam,"McNamara, Robert S.",0679767495,9780679767497,0679767495,540        pp,3.76,"2,451",1995,"Mar 19, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McNamara does not attempt to justify the Vietnam mistakes made by the Kennedy & Johnson administrations in which he was a major participant. But havinMcNamara does not attempt to justify the Vietnam mistakes made by the Kennedy & Johnson administrations in which he was a major participant. But having identified those fatal flaws which cost so many American and Vietnamese lives, and gained nothing, he does not analyze why the thinking, including his, was so bad. I understand the goal of preventing the spread of communism in Asia, but once it was clear that US actions could not achieve that end, and that the South Vietnamese could not defend their country, why not tell the truth and get out. In the end, the truth was known and nothing but more death was accomplished. The fact that this same deception continued in the Nixon/Kissinger years is a major thread in my historical novel of the interactions of the US and China in the years preceding the 1972 Nixon visit to China. The failure to face facts and to act in accord with those facts, in order to gain short term political gains such as Nixon's re-election in 1972, was a disgrace. McNamara's focus on numbers, including data such as body counts, is well known, and he is well aware of his absence of historical and cultural understanding of the countries and people he and others were dealing with in SE Asia. What is inexplicable to me is his failure to assemble resources of people who did know those things and to assimilate such input into his decision-making process. McNamara associates his focus on data with his years at the Harvard Business School. I attended HBS about 20 years after McNamara was there, and I took the excellent course in management accounting which was attributed to his influence. There was a focus on numbers at HBS, but this was always in the context of non-numeric conditions and human factors, which McNamara appears to have missed or considered not worthy of his attention. How could a man as smart as McNamara be so stupid!Here are some pathetic excerpts from his book ...... We of the Kennedy and Johnson administrations who participated in the decisions on Vietnam acted according to what we thought were the principles and traditions of this nation. We made our decisions in light of those values. Yet we were wrong, terribly wrong.... One reason the Kennedy and Johnson administrations failed to take an orderly, rational approach to the basic questions underlying Vietnam was the staggering variety and complexity of other issues we faced. Simply put, we faced a blizzard of problems, there were only twenty-four hours in a day, and we often did not have time to think straight. ... LEW: what a pitiful excuse... I had never visited Indochina, nor did I understand or appreciate its history, language, culture, or values. The same must be said, to varying degrees, about President Kennedy, Secretary of State Dean Rusk, National Security Adviser McGeorge Bundy, military adviser Maxwell Taylor, and many others. When it came to Vietnam, we found ourselves setting policy for a region that was terra incognita. ... There were no senior officials in the Pentagon or State Department with comparable knowledge of Southeast Asia.... We failed to analyze our assumptions critically, then or later. The foundations of our decision making were gravely flawed.... We thought that President Ngo Dinh Diem aimed to move his people toward freedom and democracy. That he had studied at a Catholic seminary in New Jersey in the early 1950s seemed evidence that he shared Western values. As we got closer and closer to the situation, however, we came to learn otherwise. Diem, those around him, and the political structures that he built lacked a connection to the South Vietnamese people; he never developed a bond with them. We totally misjudged that.... top government officials need specialists—experts—at their elbows when they make decisions on matters outside their own experience. If we had had more Asia experts around us, perhaps we would not have been so simpleminded about China and Vietnam ... Contrary to the belief that we could force and win large-scale ground operations, the Sigma II-65 report noted “considerable feeling among participants that Viet Cong adoption of the strategy of avoiding major engagements with U.S. forces would make it extremely difficult to find and fix enemy units….Viet Cong experience in the jungles [and] guerrilla warfare…would pose serious problems, even for well-equipped and highly mobile U.S. regulars.” As for bombing, the report noted, “There was considerable feeling…that [the] punishment being imposed could and would be absorbed by the Hanoi leadership… LEW ... this quote refers to events of 1965, 10 years before US left Vietnam...more",Notes are private!,0,12,1,"Aug 30, 2023","Sep 03, 2023","Aug 30, 2023",,Paperback,view (with text),/book/show/816862.In_Retrospect
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vietnam: An Epic Tragedy, 1945-1975","Hastings, Max",0062405667,9780062405661,0062405667,896        pp,4.30,"6,028","Sep 20, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"an outstanding view of one of America's darkest hours ... where refusal to understand and face facts kept the deaths coming, month after month after man outstanding view of one of America's darkest hours ... where refusal to understand and face facts kept the deaths coming, month after month after month ... there is no excuse for the decisions of LBJ and McNamara ... I'll get to the decisions of Nixon and Kissinger, who did understand the facts and are therefore even more culpable, as I write the remaining chapters of my new historical novel.a few excepts ... ... The egregious error committed by US statesmen and commanders was not that of lying to the world but rather that of lying to themselves.... McNamara told young UPI reporter Neil Sheehan that “every quantitative measurement we have shows that we’re winning.” He did not perceive that the “quantitative measurements” were being pulled out of the air... McNamara developed an ill-founded belief that he understood the military. James Reston later wrote shrewdly in the New York Times, “He has the sincerity of an Old Testament prophet, but something is missing; some element of personal doubt, some respect for human weakness, some knowledge of history.”... Kissinger had never supposed Vietnam winnable. He shared with Nixon the conviction that, whatever the merits of the allied cause, the war was draining wholly excessive political attention, material resources, and moral authority from the pursuit of US vital interests elsewhere. This brilliant, charismatic figure overcame his employer’s dislike of both Jews and intellectuals by displaying first his loyalty, then an unscrupulousness to match the president’s own. Though essentially an ice-cold human being, he was skilled at simulating warmth and geniality. ... He believed the North Vietnamese could be induced to compromise only “by being confronted by insuperable obstacles on the ground.” A first step was to launch massive but secret B-52 bombings of communist sanctuaries....more",Notes are private!,0,19,2,"Nov 20, 2023Aug 29, 2023","Nov 30, 2023Sep 05, 2023","Aug 29, 2023",,Hardcover,view (with text),/book/show/36099654-vietnam
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When The Red Gates Opened: A Memoir of China's Reawakening,"Yang, Dori Jones*",1631527517,9781631527517,1631527517,328        pp,4.36,59,"Sep 22, 2020","Sep 22, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"a charming well-written memoir which, for my purposes, sheds great light on the emergence of China after the Nixon visit ... it is interesting that Yaa charming well-written memoir which, for my purposes, sheds great light on the emergence of China after the Nixon visit ... it is interesting that Yang never links Nixon's visit to the momentous changes which were stimulated and perhaps enabled by that visit ... my currently in-process historical novel explores the Nixon visit from both U.S. and Chinese (mainly Premier Zhou) perspectives...more",Notes are private!,0,8,1,"Aug 26, 2023","Dec 03, 2023","Aug 26, 2023",,Paperback,view (with text),/book/show/53202821-when-the-red-gates-opened
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The German Dressmaker: A WWII Historical Novel        (World War II Brave Women Fiction Book 6),"Shalev, Susan*",,,B0C19CR4ZF,303        pp,4.51,794,unknown,"Jun 18, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A compelling read, following the adventures of two very interesting characters ... who are together, then apart, then ... you'll have to read the bookA compelling read, following the adventures of two very interesting characters ... who are together, then apart, then ... you'll have to read the book to find out. The historical settings, and side stories, add to the pleasure of the main plot ... the two main characters are presented in a way that drew my emtions hoping for them to succeed ... well done, Susan Shalev...more",Notes are private!,1,28,1,"Aug 25, 2023","Aug 29, 2023","Aug 25, 2023",,Kindle Edition,view (with text),/book/show/125208296-the-german-dressmaker
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Military Strategy Classics of Ancient China - English & Chinese: The Art of War, Methods of War, 36 Stratagems & Selected Teachings","Conners, Shawn*",1937021033,9781937021030,1937021033,438        pp,4.21,28,"Mar 15, 2013","Mar 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,remarkable look into Chinese thinking ... past and future,Notes are private!,0,4,1,"Aug 23, 2023","Aug 24, 2023","Aug 23, 2023",,Paperback,view (with text),/book/show/17666702-military-strategy-classics-of-ancient-china---english-chinese
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arrogance of Power: The Secret World of Richard Nixon,"Summers, Anthony",0140260781,9780140260786,0140260781,656        pp,3.88,452,"Aug 28, 2000","Aug 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book does not pretend to be a completer biography of Richard Nixon or even a complete record of his years as President ... there are many other fThis book does not pretend to be a completer biography of Richard Nixon or even a complete record of his years as President ... there are many other fine books which do that ... what Summers does is to present a view of Nixon the man, a few of his strengths and far more of his weaknesses ... it is tempting to say it is an unsupported political hit job until you look at he extensive footnotes and other references ... Summers has done his research and my conclusion is that he has presented a fair picture of the man's often disgusting personality ... for my current novel-in-progress I am left with the belief that Nixon did not do all he could have to end the Vietnam War as soon as he could, and is thus responsible for many deaths which should never have happened.a few selected excerpts ...... New research strengthens the suspicion that in 1968, on the eve of the election that brought him to the White House, Nixon manipulated the Vietnam War for selfish political ends. Did he, fearful that impending peace negotiations would swing vital votes to his Democratic opponent, covertly urge Thieu to boycott the talks? ... Anna Chennault, who met secretly with Nixon and acted as a go-between with the South Vietnamese, claims he did. She eventually came to despise Nixon ... During the presidency, much more seriously, there had been times when he had seemed uncoordinated, rendered unstable by fatigue, alcohol, and medication.... Haldeman had an odd nonrelationship with Nixon in human terms. In the thirteen years of their association, the two men dined informally together, with their wives, only once. “He didn’t see me as a person, or even, I believe, as a human being,” Haldeman said years later. “To this day he doesn’t know how many children I have or anything else about my personal life. He never asked. . . .... in 1969, when the North Koreans shot down a U.S. spy plane, “Nixon became incensed and ordered a tactical nuclear strike. . . . The Joint Chiefs were alerted and asked to recommend targets, but Kissinger got on the phone to them. They agreed not to do anything until Nixon sobered up in the morning.”8 As reported earlier, Kissinger has written of Nixon “suppressing his instinct for a jugular response” after North Korea downed the spy plane but without mentioning drink as a factor in the incident. Kissinger’s close associate Lawrence Eagleburger, however, told a friend the following week. “Here’s the president,” he said, visibly upset, “ranting and raving, drunk in the middle of a crisis.” This particular allegation of flirting with nuclear weaponry is not an isolated one. Nixon had been open to the use of tactical nuclear weapons in Vietnam as early as 1954 and as president-elect considered striking “a blow that would both end the war and win it.” A Kissinger aide who moved over to the White House, David Young, told a colleague “of the time he was on the phone [listening] when Nixon and Kissinger were talking. Nixon was drunk, and he said, ‘Henry, we’ve got to nuke them.’ ”...more",Notes are private!,2,10,1,"Dec 17, 2023","Dec 18, 2023","Aug 23, 2023",,Paperback,view (with text),/book/show/97935.The_Arrogance_of_Power
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haldeman Diaries Inside the Nixon Whitehouse The Complete Multimedia Edition,"Ambrose, Stephen",1566730783,9781566730785,1566730783,0        pp,5.00,2,May 1994,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,truly revealing ... well written ... seems honest and caring,Notes are private!,0,5,1,"Aug 23, 2023","Aug 24, 2023","Aug 23, 2023",,Unbound,view (with text),/book/show/401472.The_Haldeman_Diaries_Inside_the_Nixon_Whitehouse_The_Complete_Multimedia_Edition
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silent Sisters        (Charles Jenkins, #3)","Dugoni, Robert*",1542008352,9781542008358,B08WLVP716,400        pp,4.53,"10,401","Feb 22, 2022","Feb 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2023","Sep 22, 2023","Aug 19, 2023",,Kindle Edition,view,/book/show/57215646-the-silent-sisters
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Collector        (Gabriel Allon, #23)","Silva, Daniel",,,B0BK9DCTXJ,414        pp,4.40,"21,924","Jul 18, 2023","Jul 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"the last third of The Collector was vintage Silva ... fast paced, important action, characters of interest ... the first 2/3, not so much",Notes are private!,0,7,1,"Aug 19, 2023","Aug 23, 2023","Aug 19, 2023",,Kindle Edition,view (with text),/book/show/63883284-the-collector
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Philadelphian,"Powell, Richard",0937548642,9780937548646,0937548642,323        pp,3.92,258,1956,"Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this is a pretty good read, with a few dull spots ... but the movie (The Young Philadelphians with Paul Newman) is much better as plot lines hinted atthis is a pretty good read, with a few dull spots ... but the movie (The Young Philadelphians with Paul Newman) is much better as plot lines hinted at in the book are beautifully developed in the movie...more",Notes are private!,0,8,1,"Aug 13, 2023","Aug 18, 2023","Aug 13, 2023",,Paperback,view (with text),/book/show/1670792.The_Philadelphian
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Final Words,"Labuskes, Brianna*",,,B084RQW7F2,10        pp,3.93,"18,137","Aug 01, 2020","Aug 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,an extraordinary read ... difficult story lines involving a disgusting religious cult ... unpleasant characters (to put it mildly) ... but compelling an extraordinary read ... difficult story lines involving a disgusting religious cult ... unpleasant characters (to put it mildly) ... but compelling to read to the end...more,Notes are private!,0,7,1,"Aug 04, 2023","Aug 12, 2023","Aug 04, 2023",,Audible Audio,view (with text),/book/show/54459641-her-final-words
