,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What's in an English Place-name?: A History of England in Its Place-names,"Lewis, William",,,B00BHI2YOO,259        pp,3.72,65,"Dec 12, 2011","Feb 16, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/18971994-what-s-in-an-english-place-name
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Left-Handed Booksellers of London,"Nix, Garth*",1473227798,9781473227798,B083R1RF51,416        pp,3.87,"21,568","Sep 22, 2020","Sep 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/55110841-the-left-handed-booksellers-of-london
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Field        (The Bone Field #1; DI Ray Mason #2),"Kernick, Simon*",,,B01ESFW7K8,373        pp,4.11,"3,174","Jan 12, 2017","Jan 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/59337156-the-bone-field
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Voice You Hear        (The Oxford Investigations, #2)","Herron, Mick",1473647010,9781473647015,B01KTS4XFA,292        pp,3.92,"2,452","Sep 02, 2004","Oct 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/32708930-the-last-voice-you-hear
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Theory of Everything Else: A Voyage into the World of the Weird,"Schreiber, Dan",0008518998,9780008518998,B09J7PQGXR,351        pp,4.11,"2,601","Jun 27, 2023","Oct 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/62357770-the-theory-of-everything-else
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Crusade: The Call from the East,"Frankopan, Peter",,,B0072HDPFQ,295        pp,4.04,911,"May 24, 2011","Feb 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/19384634-the-first-crusade
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84 #1-2        (1Q84, #1-2)","Murakami, Haruki",,,B005EWDA9M,628        pp,4.09,"24,439","May 29, 2009","Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/12254379-1q84-1-2
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spear,"Griffith, Nicola*",,,B0927D3CHF,188        pp,4.09,"6,628","Apr 19, 2022","Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’d been meaning to read more of Nicola Griffith’s work since I read Ammonite a couple of years ago (checks Goodreads: almost exactly six years!), butI’d been meaning to read more of Nicola Griffith’s work since I read Ammonite a couple of years ago (checks Goodreads: almost exactly six years!), but had not quite got around to it, so when I saw that one of my Goodreads groups was reading Spear, and the audiobook was on special offer when bought with the ebook, it seemed like the perfect time.Wow.The writing is simply extraordinary – poetic and lyrical in a way that sometimes put me in mind of Under Milk Wood. The story is a gender-swapped version of the myth of Peredur or Percival of Arthurian myth, but pulling in elements of Irish and Welsh legend along with ideas from the various strands of the Arthur stories (her afterword on this is well worth the read).It’s a short, fast, powerful read, less than 200 pages or six hours on audio, and the author teases that she may continue it. In the meantime, I’ll not be leaving it so long before reading Nicola Griffith again....more",Notes are private!,0,7,1,"Jun 04, 2023","Jun 05, 2023","Jun 04, 2023",,Kindle Edition,view (with text),/book/show/58032826-spear
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Future of Pepperharrow        (The Watchmaker of Filigree Street, #2)","Pulley, Natasha",1408885190,9781408885192,,512        pp,4.29,"6,916","Feb 18, 2020","Feb 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I confess that, early on, I wasn't enjoying this as much as The Watchmaker of Filigree Street, or even The Kingdoms; it seemed a little meandering, laI confess that, early on, I wasn't enjoying this as much as The Watchmaker of Filigree Street, or even The Kingdoms; it seemed a little meandering, lacking the plot building of Watchmaker - but I should have trusted the author. She is very deliberately not just writing a carbon-copy plot of the previous book, but uses the ideas and characters from it to go in a quite different direction.Highly recommended....more",Notes are private!,0,5,1,"May 30, 2023","Jun 03, 2023","May 30, 2023",,ebook,view (with text),/book/show/35658977-the-lost-future-of-pepperharrow
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",1408818795,,B0050IGW8G,400        pp,3.89,"188,468","May 03, 2011","Jun 06, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 23, 2023","May 25, 2023","May 23, 2023",,Kindle Edition,view,/book/show/11575747-state-of-wonder
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mongol Storm: Making and Breaking Empires in the Medieval Near East,"Morton, Nicholas*",1399803581,9781399803588,B09VXKG5PG,433        pp,4.06,225,unknown,"Oct 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Kindle Edition,view,/book/show/62838631-the-mongol-storm
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1529088003,9781529088007,B095Z7RMJ3,384        pp,4.16,"224,055","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Kindle Edition,view,/book/show/58512329-under-the-whispering-door
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Citadel of Forgotten Myths,"Moorcock, Michael",1399600400,9781399600408,B0B2835XN7,320        pp,3.64,467,"Dec 06, 2022","Dec 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Kindle Edition,view,/book/show/60322012-the-citadel-of-forgotten-myths
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coastliners,"Harris, Joanne*",,,B00352B450,484        pp,3.51,"8,985",2002,"Feb 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Kindle Edition,view,/book/show/11383769-coastliners
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bean Trees,"Kingsolver, Barbara",0349144540,9780349144542,B087R5N4RM,342        pp,4.00,"157,731","Dec 01, 1988","Jul 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Kindle Edition,view,/book/show/53930569-the-bean-trees
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Risk of Darkness        (Simon Serrailler, #3)","Hill, Susan",,,B0055CS2A8,385        pp,3.96,"6,553","Jun 01, 2006","Jun 27, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 06, 2023","Dec 12, 2023","May 20, 2023",,Kindle Edition,view,/book/show/54473347-the-risk-of-darkness
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death's End        (Remembrance of Earth’s Past, #3)","Liu, Cixin*",0765377101,9780765377104,0765377101,604        pp,4.43,"111,175",Nov 2010,"Sep 20, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whenever I read a book that has received almost uniformly glowing s and I just don’t connect, I do have to wonder “Is it me?” Oddly, the reverseWhenever I read a book that has received almost uniformly glowing s and I just don’t connect, I do have to wonder “Is it me?” Oddly, the reverse position doesn’t occur; on appreciating something otherwise unpopular it’s extremely easy to dismiss others’ opinion.Cixin Liu’s Remembrance of Earth Past has been very highly praised indeed. GR s are almost all 5 stars.And I just don’t get it. Yes, there are some extremely interesting ideas contained therein but, while I can forgive a lot if the ideas are interesting enough, I found the writing just poor. Ideas expressed in the worst sort of exposition and info-dump by characters with no noticeable characterisation, who don’t talk, behave or react in any way remotely like real people.It is possible that some of this is cultural, or an issue of translation, as I’ve heard others suggest. I don’t think the former is the case – it isn’t a problem I’ve had before, reading literature from many nations and all continents – and without further knowledge the translation has to be taken as accurate.I especially struggled with the final book, perhaps as it as long as the other two put together, but there were certainly other factors. One was a weird sexism that crept in, which I found a surprise given the prominent roles played by women in the earlier parts, but the author seems to lean into a strange gender essentialism that I found jarring, especially a section where the whole male population of Earth is painted as being feminised – this specifically being equated with being weak and ineffective – in a process that is pinpointed as started several hundred years before “in the 1980s”. If this was meant to be satire, it missed the mark.A note on the audio. I’d originally read the Three Body Problem but, such was the praise heaped upon it, I decided to try again, and picked up the audio books. This may have been a mistake, as the reader did not do a good job. I use that phrasing advisedly, as I think even a good reader would have struggled, but this one seemed to lean into the clunkiness of the writing and especially the dialogue to a level that was frankly painful.So, it clearly is “just me”. I won’t be persuaded that these are in any way good books, but I wouldn’t entirely dismiss them. There is some value here. For whatever reason, I didn’t connect and doubt I’ll be reading him again....more",Notes are private!,0,7,1,"May 18, 2023","May 23, 2023","May 18, 2023",,Hardcover,view (with text),/book/show/25451264-death-s-end
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Control: The Dark History and Troubling Present of Eugenics,"Rutherford, Adam",1474622380,9781474622387,1474622380,288        pp,4.09,"1,047","Feb 03, 2022","Feb 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 17, 2023","May 18, 2023","May 17, 2023",,Hardcover,view,/book/show/59693838-control
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Robber Bride,"Atwood, Margaret*",,,0385491034,528        pp,3.83,"47,180",1993,"Jan 20, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 07, 2023","May 11, 2023","May 07, 2023",,Paperback,view,/book/show/17650.The_Robber_Bride
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellwether,"Willis, Connie",1433246287,9781433246289,,unknown,3.93,"12,965","Mar 01, 1996","Feb 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a wonderfully clever short novel about fads and scientific discovery and chance - and the nudging thereof. Beautifully constructed, humane, wiThis is a wonderfully clever short novel about fads and scientific discovery and chance - and the nudging thereof. Beautifully constructed, humane, witty and genuinely funny, this is a satire somewhat reminiscent of Vonnegut.I listened to the audio, excellently performed by Kate Reading....more",Notes are private!,0,2,1,"May 03, 2023","May 04, 2023","May 03, 2023",,Audiobook,view (with text),/book/show/7264777-bellwether
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Light        (Kefahuchi Tract, #1)","Harrison, M. John",057510662X,,B009AE768Q,326        pp,3.61,"6,089","Oct 31, 2002","Sep 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/19061668-light
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Merlin's Booke: Stories of the Great Wizard,"Yolen, Jane*",,,B00D00WAFU,246        pp,3.85,182,"May 01, 1986","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/39937461-merlin-s-booke
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Earths,"Baxter, Stephen",,,B09MN2VXPG,586        pp,3.97,"1,032",2022,"Sep 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/60761217-the-thousand-earths
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Holes: The Key to Understanding the Universe,"Cox, Brian",0008390622,9780008390624,B09W4DQ441,275        pp,3.92,825,"Oct 05, 2022","Oct 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/62886194-black-holes
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horizons: A Global History of Science,"Poskett, James",,,B08V8FF7Y4,446        pp,3.77,295,2022,"Mar 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/60647962-horizons
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Agency: Sequel to The Peripheral, now a major new TV series with Amazon Prime","Gibson, William",,,B07D1FY4QN,406        pp,3.81,"12,864","Jan 21, 2020","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/40179612-agency
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Expect Me Tomorrow,"Priest, Christopher",,,B09RQNQ19K,325        pp,3.62,223,"Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/62604221-expect-me-tomorrow
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Written In Bone: hidden stories in what we leave behind,"Black, Sue",,,B084KJBPZB,344        pp,4.31,"6,462","Sep 30, 2020","Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/55128823-written-in-bone
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of a Dog,"Bulgakov, Mikhail",,,B0BH8GTQYX,unknown,4.10,"59,659",1925,"Oct 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/63336991-heart-of-a-dog
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Permutation City,"Egan, Greg",,,B004JHY84E,382        pp,4.07,"10,751",Apr 1994,"Dec 30, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/15796130-permutation-city
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City on Fire        (Danny Ryan, #1)","Winslow, Don*",0008507791,9780008507794,B0962VR76N,356        pp,4.10,"21,794","Oct 21, 2021","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/58804267-city-on-fire
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midas Rain,"Roberts, Adam",,,B0BY74XN8R,100        pp,3.79,56,unknown,"Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/123922305-the-midas-rain
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Symphony of Echoes        (The Chronicles of St. Mary's, #2)","Taylor, Jodi*",,,B07MB9YKTD,384        pp,4.12,"19,916","Oct 22, 2013","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/43450940-a-symphony-of-echoes
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranding,"Sawyer, Kate*",1529340691,9781529340693,B08J6X4BFH,352        pp,4.22,"4,037","Jun 24, 2021","Jun 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/55369892-the-stranding
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moxyland: A gripping and thrilling novel from the winner of the Arthur C Clarke award,"Beukes, Lauren*",,,B07JJCM3T7,300        pp,3.58,"3,688",2008,"Nov 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/42413786-moxyland
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Extraordinary People        (The Enzo Files, #1)","May, Peter*",,,B00CUE0CX4,337        pp,3.69,"8,173",2006,"May 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Kindle Edition,view,/book/show/18867320-extraordinary-people
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Forest        (The Three-Body Problem, #2)","Liu, Cixin*",,,,512        pp,4.42,"144,639",unknown,"Aug 11, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 25, 2023","Apr 30, 2023","Apr 25, 2023",,Hardcover,view,/book/show/23168817-the-dark-forest
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Here to Eternity: Travelling the World to Find the Good Death,"Doughty, Caitlin",1474606547,9781474606547,B071ZPRWNV,273        pp,4.30,"40,211","Oct 03, 2017","Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 20, 2023","Apr 20, 2023","Apr 20, 2023",,Kindle Edition,view,/book/show/35424293-from-here-to-eternity
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buried: An Alternative History of the First Millennium in Britain,"Roberts, Alice",1398510041,9781398510043,,352        pp,4.08,974,unknown,"May 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 14, 2023","Apr 16, 2023","Apr 14, 2023",,Kindle Edition,view,/book/show/58881416-buried
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",,,B009U9S540,306        pp,4.30,"217,802",Jun 1979,"Feb 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2023",May 2023,"Apr 14, 2023",,Kindle Edition,view,/book/show/18889555-kindred
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mirror & the Light        (Thomas Cromwell, #3)","Mantel, Hilary",,,B01BS9N6PC,879        pp,4.39,"39,083","Mar 05, 2020","Mar 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 05, 2023","Apr 13, 2023","Apr 05, 2023",,Kindle Edition,view,/book/show/29564789-the-mirror-the-light
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Inquiry, and Hope","Bakewell, Sarah",0735223378,9780735223370,0735223378,464        pp,4.03,"1,206","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 04, 2023","Apr 05, 2023","Apr 04, 2023",,Hardcover,view,/book/show/61613477-humanly-possible
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Taxtopia: How I Discovered the Injustices, Scams and Guilty Secrets of the Tax Evasion Game","Accountant, The Rebel",1800960883,9781800960886,1800960883,351        pp,4.30,400,unknown,"Mar 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2023","Jul 21, 2023","Apr 04, 2023",,Hardcover,view,/book/show/118333773-taxtopia
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Close Range: Brokeback Mountain and Other stories,"Proulx, Annie",0007205589,9780007205585,0007205589,318        pp,3.99,"17,104","May 10, 1999",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2023",not set,"Apr 02, 2023",,Paperback,view,/book/show/1629.Close_Range
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heaven's River        (Bobiverse, #4)","Taylor, Dennis E.*",,,B088C51F5H,17        pp,4.29,"24,766","Sep 24, 2020","Sep 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 30, 2023","Apr 04, 2023","Mar 30, 2023",,Audible Audio,view,/book/show/42950440-heaven-s-river
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Undercover        (Into Shadow, #5)","Muir, Tamsyn*",,,B0BGQ5ZCMD,59        pp,4.03,"4,539","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A dark, disturbing, bloody story from Muir, a scifi/gangster/horror mash up with memorable characters and a intriguingly sketched milieu.Part of the IA dark, disturbing, bloody story from Muir, a scifi/gangster/horror mash up with memorable characters and a intriguingly sketched milieu.Part of the Into Shadow collection, included free with Kindle Unlimited/Audible. There's a story on there by Alix E. Harrow, which I think I'll get to shortly....more",Notes are private!,0,3,1,"Mar 27, 2023","Mar 27, 2023","Mar 27, 2023",,Kindle Edition,view (with text),/book/show/62991424-undercover
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Assassins        (Assassins #1),"Isaka, Kōtarō",,,,unknown,3.67,"3,967","Jul 31, 2004","Apr 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Kindle Edition,view,/book/show/59414910-three-assassins
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon Witch, Spider King        (The Dark Star Trilogy #2)","James, Marlon",,,B09G6B1TDG,621        pp,4.17,"4,257","Feb 15, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Kindle Edition,view,/book/show/59777774-moon-witch-spider-king
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Burn Line,"McAuley, Paul*",,,B09TKK8CM2,455        pp,3.54,524,"Sep 22, 2022","Sep 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Kindle Edition,view,/book/show/60760108-beyond-the-burn-line
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Cell: An Exploration of Medicine and the New Human,"Mukherjee, Siddhartha",1982117354,9781982117351,1982117354,473        pp,4.29,"10,115","Oct 25, 2022","Oct 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 17, 2023","Apr 13, 2023","Mar 17, 2023",,Hardcover,view,/book/show/60321392-the-song-of-the-cell
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brilliant Abyss,"Scales, Helen",0802158242,9780802158246,,288        pp,4.04,"1,976","Feb 18, 2021","Feb 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 15, 2023","Mar 18, 2023","Mar 15, 2023",,ebook,view,/book/show/55825856-the-brilliant-abyss
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Up the Bodies        (Thomas Cromwell, #2)","Mantel, Hilary",,,,412        pp,4.29,"95,286",2012,"May 08, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 08, 2023","Mar 12, 2023","Mar 08, 2023",,Hardcover,view,/book/show/13507212-bring-up-the-bodies
