,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Has Never Been Told: Slavery and the Making of American Capitalism,"Baptist, Edward E.*",0465049664,9780465049660,0465049664,522        pp,4.46,"5,215","Sep 21, 2013","Oct 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2021",,Paperback,view,/book/show/24612210-the-half-has-never-been-told
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,290","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 22, 2021",not set,"Oct 01, 2021",,Hardcover,view,/book/show/54814676-crying-in-h-mart
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,112","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 01, 2021",,Hardcover,view,/book/show/57109107-the-lincoln-highway
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Steps into Night,"Chee, Traci*",0358469988,9780358469988,0358469988,373        pp,3.80,"4,951","Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 29, 2021","Sep 30, 2021","Sep 29, 2021",,Hardcover,view,/book/show/55959479-a-thousand-steps-into-night
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Cannot Give,"Burton, Tara Isabella*",1982170069,9781982170066,1982170069,320        pp,3.45,"2,206","Mar 08, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Oct 2021,"Oct 02, 2021","Sep 29, 2021",,Hardcover,view,/book/show/58070067-the-world-cannot-give
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Chao,"Chang, Lan Samantha*",0393868079,9780393868074,0393868079,303        pp,3.36,"9,089","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 28, 2021","Sep 29, 2021","Sep 28, 2021",,Hardcover,view,/book/show/58085230-the-family-chao
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the Word Is Passed: A Reckoning with the History of Slavery Across America,"Smith, Clint*",0316492930,9780316492935,0316492930,336        pp,4.72,"33,093","Jun 01, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 28, 2021","Oct 04, 2021","Sep 28, 2021",,Hardcover,view,/book/show/55643287-how-the-word-is-passed
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Em,"Thúy, Kim",2764813295,9782764813294,2764813295,152        pp,4.12,"5,614","Nov 02, 2020","Nov 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2021",,Paperback,view,/book/show/55692516-em
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lighthouse Witches,"Cooke, C.J.*",059333423X,9780593334232,059333423X,350        pp,3.95,"21,467","Sep 30, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2021",,Paperback,view,/book/show/56808509-the-lighthouse-witches
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Country,"Wang, Qian Julie*",0385547218,9780385547215,0385547218,320        pp,4.18,"34,102","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2021",,Hardcover,view,/book/show/56461570-beautiful-country
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of the Wind        (The Kingkiller Chronicle, #1)","Rothfuss, Patrick*",0756404746,9780756404741,0756404746,722        pp,4.52,"961,558","Mar 27, 2007","Apr 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 20, 2021","Sep 23, 2021","Sep 20, 2021",,Mass Market Paperback,view,/book/show/2495567.The_Name_of_the_Wind
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Magic,"Washuta, Elissa",,,,432        pp,3.79,"1,511","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2021",,,view,/book/show/50704742-white-magic
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once There Were Wolves,"McConaghy, Charlotte*",1250244145,9781250244147,1250244145,258        pp,4.11,"85,507","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2021",,Hardcover,view,/book/show/54860573-once-there-were-wolves
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The King of Infinite Space,"Faye, Lyndsay*",0525535896,9780525535898,0525535896,369        pp,3.97,"1,084","Aug 10, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Hardcover,view,/book/show/55881109-the-king-of-infinite-space
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",0316268267,9780316268264,0316268267,112        pp,3.85,"25,357","Jun 03, 2021","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 09, 2021","Sep 10, 2021","Sep 08, 2021",,Hardcover,view,/book/show/56646330-assembly
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Drift,"Serpell, Namwali*",1781090491,9781781090497,1781090491,576        pp,3.75,"6,800","Mar 25, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Hardcover,view,/book/show/40060700-the-old-drift
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Hundred Years of Lenni and Margot,"Cronin, Marianne*",0063017504,9780063017504,0063017504,322        pp,4.30,"96,074","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/54798488-the-one-hundred-years-of-lenni-and-margot
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Powers and Thrones: A New History of the Middle Ages,"Jones, Dan*",1789543533,9781789543537,1789543533,704        pp,4.41,"6,676","Sep 02, 2021","Sep 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Hardcover,view,/book/show/55880064-powers-and-thrones
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fault Lines,"Itami, Emily",0063099802,9780063099807,0063099802,224        pp,3.71,"14,798","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Hardcover,view,/book/show/56304464-fault-lines
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,701","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Hardcover,view,/book/show/57185348-matrix
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fevered Star        (Between Earth and Sky, #2)","Roanhorse, Rebecca*",,,,384        pp,4.10,"15,447","Apr 19, 2022","Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 07, 2021","Sep 08, 2021","Sep 01, 2021",,Kindle Edition,view,/book/show/57339626-fevered-star
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hero of Two Worlds: The Marquis de Lafayette in the Age of Revolution,"Duncan, Mike*",154173033X,9781541730335,154173033X,512        pp,4.52,"5,326","Aug 24, 2021","Aug 24, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 08, 2021","Aug 15, 2021","Aug 08, 2021",,Hardcover,view,/book/show/55660735-hero-of-two-worlds
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Empire of Gold        (The Daevabad Trilogy, #3)","Chakraborty, S.A.*",0062678167,9780062678164,0062678167,766        pp,4.50,"54,432","Jun 11, 2020","Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 05, 2021","Aug 08, 2021","Aug 05, 2021",,Hardcover,view,/book/show/52166786-the-empire-of-gold
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Popisho,"Ross, Leone*",037460245X,9780374602451,037460245X,480        pp,3.83,"3,713","Apr 15, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2021",,Hardcover,view,/book/show/53317441-popisho
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Lost to the Water,"Nguyen, Eric",0593317955,9780593317952,0593317955,304        pp,3.77,"10,537","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2021",,Hardcover,view,/book/show/55120657-things-we-lost-to-the-water
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Form & Emptiness,"Ozeki, Ruth*",1838855238,9781838855239,1838855238,560        pp,4.03,"30,809","Sep 21, 2021","Sep 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 15, 2021","Sep 25, 2021","Apr 17, 2021",,Hardcover,view,/book/show/56957514-the-book-of-form-emptiness
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl One,"Murphy, Sara Flannery*",0374601747,9780374601744,0374601747,368        pp,3.72,"4,937","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2021",,Hardcover,view,/book/show/54785541-girl-one
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,523","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Aug 19, 2021","Aug 23, 2021","Apr 07, 2021",,Hardcover,view,/book/show/54626223-harlem-shuffle
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turnout,"Abbott, Megan*",059308490X,9780593084908,059308490X,340        pp,3.12,"20,583","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2021",,Hardcover,view,/book/show/55573785-the-turnout
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenderness,"MacLeod, Alison*",1635576105,9781635576108,1635576105,640        pp,3.88,487,"Sep 14, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Apr 07, 2021","Apr 15, 2021","Apr 07, 2021",,Hardcover,view,/book/show/53138203-tenderness
