,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katherine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,113","Jul 02, 1998","Jun 02, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2020","Apr 13, 2020","Apr 09, 2020",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love & Gelato        (Love & Gelato, #1)","Welch, Jenna Evans*",1481432540,9781481432542,1481432540,386        pp,4.05,"144,732","May 03, 2016","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2020","May 22, 2020","Apr 07, 2020",,Hardcover,view,/book/show/25756328-love-gelato
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Supper Club,"Williams, Lara*",0525539581,9780525539582,0525539581,294        pp,3.48,"10,422","Jul 04, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2020",,Hardcover,view,/book/show/42584178-supper-club
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coconut Children,"Pham, Vivian",0987358065,9780987358066,,unknown,3.78,"1,582","Dec 10, 2017","Dec 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2020",,ebook,view,/book/show/36982742-the-coconut-children
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distance Between Us,"Grande, Reyna*",1451661770,9781451661774,1451661770,325        pp,4.33,"11,265","Aug 28, 2012","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2020",,Hardcover,view,/book/show/13260227-the-distance-between-us
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hating Game,"Thorne, Sally*",,,,387        pp,3.90,"713,587","Aug 09, 2016","Aug 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2021","Jul 03, 2021","Mar 31, 2020",,ebook,view,/book/show/25883848-the-hating-game
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules for Visiting,"Kane, Jessica Francis*",0525559221,9780525559221,0525559221,290        pp,3.74,"13,065","May 14, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2021","Jan 27, 2021","Mar 29, 2020",,Hardcover,view,/book/show/41880608-rules-for-visiting
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",,,,455        pp,3.95,"779,689","Jan 02, 2018","Jan 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,That was a wild ride.,Notes are private!,0,0,1,"Jan 29, 2021","Feb 02, 2021","Mar 27, 2020",,Kindle Edition,view (with text),/book/show/40389527-the-woman-in-the-window
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,"Haidt, Jonathan",0735224900,,B076NVFT5P,352        pp,4.24,"42,669","Jul 17, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2020",,Kindle Edition,view,/book/show/36556202-the-coddling-of-the-american-mind
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Win Friends and Influence People,"Carnegie, Dale",,,,288        pp,4.22,"979,745",Oct 1936,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2020",,Paperback,view,/book/show/4865.How_to_Win_Friends_and_Influence_People
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell-Heaven,"Lahiri, Jhumpa",,,B00VD03ZVW,27        pp,4.18,"1,053",2004,"May 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2020",,Kindle Edition,view,/book/show/25519488-hell-heaven
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowland,"Lahiri, Jhumpa",0307265749,9780307265746,0307265749,340        pp,3.87,"93,349","Sep 24, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2024","Feb 23, 2024","Mar 24, 2020",,Hardcover,view,/book/show/17262100-the-lowland
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unaccustomed Earth,"Lahiri, Jhumpa",0676979343,9780676979343,0676979343,352        pp,4.13,"92,773",2008,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2020",,Hardcover,view,/book/show/85301.Unaccustomed_Earth
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,314","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2020","Mar 31, 2020","Mar 21, 2020",,Hardcover,view,/book/show/34273236-little-fires-everywhere
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,645","Feb 20, 2018","Feb 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2020","Mar 25, 2020","Mar 17, 2020",,Hardcover,view,/book/show/35133922-educated
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,387","Mar 14, 2017","Mar 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2019","Dec 14, 2019","Mar 17, 2020",,Hardcover,view,/book/show/30962053-the-idiot
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,109","Feb 01, 2018","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2020",,Hardcover,view,/book/show/46041465-everything-i-know-about-love
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Second Worst Restaurant in France        (Paul Stuart, #2)","McCall Smith, Alexander*",1846974216,9781846974212,1846974216,256        pp,3.59,"5,314","Jul 16, 2019","Nov 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2020",,Hardcover,view,/book/show/40770839-the-second-worst-restaurant-in-france
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,052,594","Jun 26, 1997","Nov 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Apr 2020,"Apr 09, 2020","Mar 12, 2020",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Italian Bulldozer        (Paul Stuart, #1)","McCall Smith, Alexander*",0349142300,9780349142302,B01F44ODUE,242        pp,3.58,"10,661","Apr 04, 2017","Apr 04, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2020","Mar 18, 2020","Mar 12, 2020",,Kindle Edition,view,/book/show/30236772-my-italian-bulldozer
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,846","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2020","Mar 14, 2020","Feb 27, 2020",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Der Junge muss an die frische Luft: Meine Kindheit und ich,"Kerkeling, Hape",,,B00N1WRWZA,314        pp,4.18,"1,542","Jan 01, 2014","Oct 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2020",,Kindle Edition,view,/book/show/23312065-der-junge-muss-an-die-frische-luft
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maria, ihm schmeckt's nicht!","Weiler, Jan",3548264263,9783548264264,3548264263,272        pp,3.69,"1,971",2003,"Jun 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2020",,Paperback,view,/book/show/902555.Maria_ihm_schmeckt_s_nicht_
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sun Sister        (The Seven Sisters, #6)","Riley, Lucinda",,,,848        pp,4.35,"64,235","Oct 13, 2019","Oct 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 05, 2020","Feb 27, 2020","Feb 27, 2020",,Hardcover,view,/book/show/35148215-the-sun-sister
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Moon Sister        (The Seven Sisters, #5)","Riley, Lucinda",,,,742        pp,4.23,"63,721","Oct 30, 2018",Nov 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 19, 2020","Feb 03, 2020","Feb 27, 2020",,Hardcover,view,/book/show/35148164-the-moon-sister
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",0735212171,9780735212176,0735212171,231        pp,3.75,"138,453","Mar 07, 2017","Mar 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2019","Jan 08, 2020","Feb 27, 2020",,Hardcover,view,/book/show/30688435-exit-west
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pearl Sister        (The Seven Sisters #4),"Riley, Lucinda",,,,702        pp,4.32,"70,946","Nov 02, 2017","Nov 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 25, 2019not set","May 24, 2019not set","Feb 27, 2020",,Kindle Edition,view,/book/show/34401961-the-pearl-sister
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lot,"Washington, Bryan",0525533672,9780525533672,0525533672,240        pp,3.76,"9,577","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2020",,Hardcover,view,/book/show/40749395-lot
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Off Then: Losing and Finding Myself on the Camino de Santiago,"Kerkeling, Hape",1416553878,9781416553878,1416553878,352        pp,4.02,"7,407",2006,"Jun 16, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2018","Dec 29, 2018","Mar 18, 2019",,Paperback,view,/book/show/6213762-i-m-off-then
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow Sister        (The Seven Sisters, #3)","Riley, Lucinda",,,,721        pp,4.31,"78,024","Nov 03, 2016","Apr 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 11, 2019not set","Feb 28, 2019not set","Mar 18, 2019",,Kindle Edition,view,/book/show/30969271-the-shadow-sister
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Seven Sisters        (The Seven Sisters, #1)","Riley, Lucinda",1476759901,9781476759906,1476759901,460        pp,4.18,"130,148","Nov 01, 2014","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2018","Jan 30, 2019","Feb 10, 2019",,Hardcover,view,/book/show/22609358-the-seven-sisters
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Storm Sister        (The Seven Sisters, #2)","Riley, Lucinda",,,,513        pp,4.24,"87,933","Oct 20, 2015","Mar 22, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2019,"Feb 10, 2019","Feb 10, 2019",,Kindle Edition,view,/book/show/25905342-the-storm-sister
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",1925240703,9781925240702,,152        pp,4.40,"333,005","Jul 14, 2015","Jul 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2019",,Paperback,view,/book/show/25821581-between-the-world-and-me
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",,,,479        pp,4.01,"601,953","Sep 04, 1987",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2018","Nov 28, 2018","Jan 23, 2019",,Paperback,view,/book/show/2524364.Norwegian_Wood
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Looked Up,"Wallach, Tommy*",1481418777,9781481418775,1481418777,370        pp,3.52,"26,950","Mar 24, 2015","Mar 24, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2018,"Nov 21, 2018","Jan 23, 2019",,Hardcover,view,/book/show/18392459-we-all-looked-up
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Loss: Candid Conversation About Grief. Beginners Welcome.,"Soffer, Rebecca",006249922X,9780062499226,,384        pp,4.17,"1,087","Jan 23, 2018","Jan 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2018",,ebook,view,/book/show/35008532-modern-loss
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious to Talk About It: Helping White Christians Talk Faithfully about Racism,"Helsel, Carolyn B.*",0827200722,9780827200722,0827200722,128        pp,3.81,136,Feb 2018,"Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2018",,Paperback,view,/book/show/36740080-anxious-to-talk-about-it
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So You Want to Talk About Race,"Oluo, Ijeoma",1580056776,9781580056779,1580056776,248        pp,4.50,"104,733","Jan 16, 2018","Jan 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2018",,Hardcover,view,/book/show/35099718-so-you-want-to-talk-about-race
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reason for God: Belief in an Age of Skepticism,"Keller, Timothy J.",0525950494,9780525950493,0525950494,293        pp,4.22,"67,174","Feb 14, 2008","Feb 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2018",,Hardcover,view,/book/show/1858013.The_Reason_for_God
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,003","Jan 23, 2007","Sep 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 07, 2021","Jun 16, 2021","Jul 08, 2018",,Paperback,view,/book/show/36336078-call-me-by-your-name
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Kidder, Tracy",0812973011,9780812973013,0812973011,333        pp,4.19,"84,504",2003,"Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2018",,Paperback,view,/book/show/10235.Mountains_Beyond_Mountains
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear White America: Letter to a New Minority,"Wise, Tim",0872865215,9780872865211,0872865215,190        pp,4.14,"1,509","Jan 01, 2012","Jan 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2018",,Paperback,view,/book/show/10873538-dear-white-america
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,358","Apr 20, 1999","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2018","Dec 11, 2018","Jul 08, 2018",,Hardcover,view,/book/show/5439.Interpreter_of_Maladies
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First They Killed My Father: A Daughter of Cambodia Remembers,"Ung, Loung",0060856262,9780060856267,0060856262,238        pp,4.34,"47,339","Jan 26, 2000","Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2018",,Paperback,view,/book/show/4373.First_They_Killed_My_Father
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chaos of Standing Still,"Brody, Jessica*",1481499181,9781481499187,1481499181,406        pp,3.85,"8,064","Nov 28, 2017","Nov 28, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 08, 2018","Jul 11, 2018","Jul 08, 2018",,Hardcover,view,/book/show/34144464-the-chaos-of-standing-still
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,497",1982,"Aug 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2018",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,562","Oct 21, 2014","Oct 21, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2020","Jun 16, 2020","Dec 28, 2017",,Paperback,view,/book/show/20342617-just-mercy
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Crooked Kind of Perfect,"Urban, Linda",0152060073,9780152060077,0152060073,224        pp,3.86,"12,435",2007,"Sep 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2017",,Hardcover,view,/book/show/1535111.A_Crooked_Kind_of_Perfect
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,364","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2017","Jul 08, 2018","Dec 26, 2017",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,871","Apr 14, 1952","Feb 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 16, 2017not set","Jun 30, 2017not set","Dec 26, 2017",,Paperback,view,/book/show/16981.Invisible_Man
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Namesake,"Lahiri, Jhumpa",0618485228,9780618485222,0965141667,291        pp,4.01,"269,636","Sep 16, 2003","Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 26, 2017",,Paperback,view,/book/show/33917.The_Namesake
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stories,"Eisenberg, Deborah",0374524920,9780374524920,0374524920,496        pp,3.99,207,"Mar 13, 1997","Mar 13, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2017",,Paperback,view,/book/show/30755.The_Stories
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All We Shall Know,"Ryan, Donal",0857524372,9780857524379,0857524372,192        pp,3.88,"4,271","Sep 22, 2016","Sep 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/29752909-all-we-shall-know
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pond,"Bennett, Claire-Louise",1906539464,9781906539467,1906539464,148        pp,3.54,"7,694","Apr 23, 2015","Apr 23, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/25333047-pond
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laura Lamont's Life in Pictures,"Straub, Emma*",1594488452,9781594488450,1594488452,320        pp,3.27,"5,291","Sep 04, 2012","Sep 04, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/13588166-laura-lamont-s-life-in-pictures
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vacationers,"Straub, Emma*",1594631573,9781594631573,1594631573,292        pp,3.16,"81,143","May 29, 2014","May 29, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/18641982-the-vacationers
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,840","Jun 14, 2016","Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/26893819-the-girls
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Abundance of Katherines,"Green, John*",0525476881,9780525476887,0525476881,229        pp,3.52,"528,836","Sep 21, 2006","Sep 21, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/49750.An_Abundance_of_Katherines
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder,"Donoghue, Emma*",0316393878,9780316393874,0316393878,291        pp,3.64,"86,231","Sep 20, 2016","Sep 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/28449257-the-wonder
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something Borrowed        (Darcy & Rachel, #1)","Giffin, Emily*",031232118X,9780312321185,031232118X,336        pp,3.88,"581,097","Jun 01, 2004","Jun 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/42156.Something_Borrowed
