,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Us Against You        (Beartown, #2)","Backman, Fredrik*",150116080X,9781501160806,150116080X,441        pp,4.36,"192,550","Aug 21, 2017","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2023",,Paperback,view,/book/show/39951727-us-against-you
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jackaby        (Jackaby, 1)","Ritter, William*",1523523980,9781523523986,1523523980,320        pp,3.83,"30,384","Sep 16, 2014","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/64004637-jackaby
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician        (The Donora Story Collection),"Shoop, Kathleen*",,9798596878127,B092HJK2W7,509        pp,4.43,464,"Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did it again...went right from book 2 in the series to book 3. This time I wasn't disappointed. Turns out I like books that combine history, family I did it again...went right from book 2 in the series to book 3. This time I wasn't disappointed. Turns out I like books that combine history, family saga, and baseball.It was nice to meet you Stan Musial....more",Notes are private!,0,1,1,not set,"Jul 23, 2023","Jul 27, 2023",,Paperback,view (with text),/book/show/57987468-the-magician
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping with David Baddiel,"Jein, Geoff",,,,unknown,3.45,174,unknown,"Jan 08, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 rounded downI learned a few things. I had a lot of laughs. I'm not really sleeping any better.3.5 rounded downI learned a few things. I had a lot of laughs. I'm not really sleeping any better....more,Notes are private!,0,0,1,not set,"Jul 21, 2023","Jul 27, 2023",,Audiobook,view (with text),/book/show/50373634-sleeping-with-david-baddiel
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598830,9780593598832,0593598830,304        pp,4.13,"103,579","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Hardcover,view,/book/show/62926992-the-wishing-game
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,"Woo, Ilyon*",1501191055,9781501191053,1501191055,416        pp,4.02,"8,967","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Hardcover,view,/book/show/61272711-master-slave-husband-wife
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wounded World: W. E. B. Du Bois and the First World War,"Williams, Chad*",0374293155,9780374293154,0374293155,544        pp,4.31,98,unknown,"Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Hardcover,view,/book/show/60784692-the-wounded-world
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Rock Candy Mountain,"Stegner, Wallace",0525435409,9780525435402,B076YZJY8W,658        pp,4.19,"8,404",1943,"Nov 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/36896152-the-big-rock-candy-mountain
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unmasking Autism: Discovering the New Faces of Neurodiversity,"Price, Devon*",0593235231,9780593235232,0593235231,304        pp,4.47,"13,533","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view,/book/show/58537365-unmasking-autism
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trinity,"Lockhart, Zelda",0063160951,9780063160958,0063160951,272        pp,3.93,134,unknown,"Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view,/book/show/62925069-trinity
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,886","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view,/book/show/61053829-i-have-some-questions-for-you
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Door-to-Door Bookstore,"Henn, Carsten",133549085X,9781335490858,133549085X,239        pp,4.15,"15,478",2020,"Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2023",,Hardcover,view,/book/show/62192261-the-door-to-door-bookstore
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7th Canon,"Dugoni, Robert*",1503994430,9781503994430,B01DNJMOBM,335        pp,4.27,"24,742","Sep 27, 2016","Sep 27, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded downFor the majority of the book this was a fine read. I enjoyed the pace, the characters, and the plot. But toward the end...the barriers3.5 rounded downFor the majority of the book this was a fine read. I enjoyed the pace, the characters, and the plot. But toward the end...the barriers to resolution just kept popping out of nowhere. I think I finally said out loud ""Oh for goodness sake. We all know where this is headed. Can we just get there already?""I'll read more Dugoni. I've enjoyed others and I mostly enjoyed this one. PS - The scene with the grieving parents felt insincere and their storyline could have gotten to the same place being handled better....more",Notes are private!,0,0,1,not set,"Jul 10, 2023","Jul 13, 2023",,Kindle Edition,view (with text),/book/show/30633500-the-7th-canon
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",125028080X,9781250280800,125028080X,329        pp,4.09,"139,976","Feb 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Hardcover,view,/book/show/60654349-weyward
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spells for Forgetting,"Young, Adrienne*",0593358538,9780593358535,0593358538,368        pp,3.88,"44,349","Sep 27, 2022","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2023",,Paperback,view,/book/show/134938559-spells-for-forgetting
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crook Manifesto        (Ray Carney, #2)","Whitehead, Colson*",0385545150,9780385545150,,336        pp,3.90,"13,328","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2023",,Hardcover,view,/book/show/61812836-crook-manifesto
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,"Freedland, Jonathan",0063112361,9780063112360,0063112361,416        pp,4.38,"18,004","Oct 18, 2022","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Paperback,view,/book/show/61281749-the-escape-artist
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where All Light Tends to Go,"Joy, David*",0425279790,9780425279793,0425279790,304        pp,3.77,"9,004","Mar 03, 2015","Feb 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe I've read too many Appalachia/meth problem books at this point and am jaded. This was good book, but to me it was a little predictable.Maybe I've read too many Appalachia/meth problem books at this point and am jaded. This was good book, but to me it was a little predictable....more",Notes are private!,0,0,1,not set,Jul 2023,"Jul 03, 2023",,Paperback,view (with text),/book/show/25734182-where-all-light-tends-to-go
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,255","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Hardcover,view,/book/show/62628727-romantic-comedy
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The German Girl,"Correa, Armando Lucas*",1501121235,9781501121234,1501121235,368        pp,3.81,"35,500","Oct 18, 2016","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Paperback,view,/book/show/34324621-the-german-girl
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exchange: After The Firm,"Grisham, John*",0385548958,9780385548953,0385548958,352        pp,3.71,"61,377","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Hardcover,view,/book/show/123285511-the-exchange
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lake House,"Morton, Kate*",1451649355,9781451649352,1451649355,500        pp,4.07,"119,676",2015,"Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Paperback,view,/book/show/27276466-the-lake-house
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Puzzle Master,"Trussoni, Danielle*",0593595297,9780593595299,,362        pp,3.33,"6,077","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,Hardcover,view,/book/show/62121610-the-puzzle-master
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Found You,"Jewell, Lisa*",1501154605,9781501154607,1501154605,352        pp,3.96,"128,294","Jun 30, 2016","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2023",,Paperback,view,/book/show/30893022-i-found-you
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whistler        (The Whistler, #1)","Grisham, John*",1101967676,9781101967676,1101967676,384        pp,3.96,"130,048","Oct 25, 2016","Jul 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I ran across this paperback at a used bookstore and picked it up for a quarter. It was well worth it.I hadn't read a Grisham novel in years, so I was I ran across this paperback at a used bookstore and picked it up for a quarter. It was well worth it.I hadn't read a Grisham novel in years, so I was looking forward to it. I knew from previous works that it would be fast-paced and enjoyable. It was both of those things....more",Notes are private!,0,0,1,not set,"Jun 10, 2023","Jun 12, 2023",,Paperback,view (with text),/book/show/34069832-the-whistler
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oil and Marble: A Novel of Leonardo and Michelangelo,"Storey, Stephanie*",,,,unknown,4.07,"9,934","Mar 01, 2016",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed listening to this book for bookclub #2. It is definitely a novel though. Don't mistake it for historical fiction. Which is fine, don't get mI enjoyed listening to this book for bookclub #2. It is definitely a novel though. Don't mistake it for historical fiction. Which is fine, don't get me wrong. I'm sure several things are historically accurate. I know because halfway through I needed to know how much was history and how much was fiction, so I started doing research.Many things were fictionalized to advance the storyline and create drama.Enjoyable....more",Notes are private!,0,0,1,not set,"Jun 08, 2023","Jun 12, 2023",,Audible Audio,view (with text),/book/show/36324070-oil-and-marble
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Telling the Truth: The Gospel as Tragedy, Comedy, and Fairy Tale","Buechner, Frederick",0060611561,9780060611569,0060611561,112        pp,4.33,"3,473","Oct 26, 1977","Oct 26, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2023",,Hardcover,view,/book/show/76808.Telling_the_Truth
