,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Barry's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firestarter,"King, Stephen*",1441732977,9781441732972,,unknown,3.91,"228,822","Sep 29, 1980","Feb 18, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"y'know, I could've done with a bit more firestarting.y'know, I could've done with a bit more firestarting....more",Notes are private!,0,38,1,"Jul 07, 2023","Jul 12, 2023","Jul 07, 2023",,Audiobook,view (with text),/book/show/31218097-firestarter
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Titanic Disaster Hearings: The Official Transcripts of the 1912 Senate Investigation,"Kuntz, Tom",,,B0BS9VZYVR,unknown,4.13,420,1998,"Jan 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,really just astonishing documents tbh! and one of the best audiobooks i've ever listened to.really just astonishing documents tbh! and one of the best audiobooks i've ever listened to....more,Notes are private!,0,42,1,"Jul 04, 2023","Jul 06, 2023","Jul 05, 2023",,Audible Audio,view (with text),/book/show/184404647-the-titanic-disaster-hearings
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",,,B0BBXRGSR5,unknown,3.32,"64,945","May 16, 2023","May 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,Jul 2023,"Jul 03, 2023","Jul 04, 2023",,Audible Audio,view,/book/show/123274050-the-guest
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Up,"Morris, Thomas",0571317049,9780571317042,0571317049,198        pp,3.88,187,unknown,"Aug 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tom Morris has literally now produced two of the most perfect short story collections, like, ever.",Notes are private!,0,28,1,"Jun 28, 2023","Jun 29, 2023","Jun 29, 2023",,Hardcover,view (with text),/book/show/63211102-open-up
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cell,"King, Stephen*",,,B002SQ5OF0,unknown,3.66,"223,018","Jan 24, 2006","Apr 03, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ok this is what I get for reading mid-00s King,Notes are private!,1,43,1,"Jun 19, 2023","Jun 26, 2023","Jun 26, 2023",,Audible Audio,view (with text),/book/show/181334702-cell
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Americans,"Taylor, Brandon",1787334430,9781787334434,1787334430,303        pp,3.42,"5,889","May 23, 2023","Jun 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i am literally so seamus coded omg,Notes are private!,1,26,1,"Jun 22, 2023","Jun 23, 2023","Jun 23, 2023",,Hardcover,view (with text),/book/show/62698529-the-late-americans
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Okay Days,"Mustard, Jenny*",1399713469,9781399713467,1399713469,340        pp,3.79,"2,031","Jun 29, 2023","Jun 29, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,24,1,"Jun 20, 2023","Jun 21, 2023","Jun 21, 2023",,Hardcover,view,/book/show/62831265-okay-days
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rose Madder,"King, Stephen*",,,B004V9FNVW,unknown,3.75,"114,108",1995,"Apr 05, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"starts out good but really runs out of steam, especially when the supernatural (???) elements are introduced. really feels like King was trying to jusstarts out good but really runs out of steam, especially when the supernatural (???) elements are introduced. really feels like King was trying to just do everything at once with this. should've just been a straight story without the, uh, magic painting bits....more",Notes are private!,0,15,1,"Jun 14, 2023","Jun 20, 2023","Jun 14, 2023",,Audible Audio,view (with text),/book/show/177825570-rose-madder
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penance,"Clark, Eliza",0571371760,9780571371761,0571371760,448        pp,3.95,"15,129","Jul 04, 2023","Jul 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*kylie minogue voice* penance, penance, i hear it and i know",Notes are private!,0,167,1,"Jun 14, 2023","Jun 25, 2023","Jun 14, 2023",,Hardcover,view (with text),/book/show/62898931-penance
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demolished Man,"Bester, Alfred",,,B078GY6JS4,unknown,3.97,"31,981",Mar 1953,"Dec 26, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,in the style of those old dvd piracy warnings: you wouldn't think a crimein the style of those old dvd piracy warnings: you wouldn't think a crime...more,Notes are private!,0,12,1,"Jun 07, 2023","Jun 11, 2023","Jun 07, 2023",,Audible Audio,view (with text),/book/show/38604679-the-demolished-man
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solenoid,"Cărtărescu, Mircea",,,B0BTKD2VFB,unknown,4.29,"3,571",Nov 2015,"Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 06, 2023",not set,"Jun 06, 2023",,Audiobook,view,/book/show/174616659-solenoid
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores Claiborne,"King, Stephen*",,,B01FG74X7W,unknown,3.92,"153,353",Nov 1992,"May 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,one of his best.,Notes are private!,0,27,1,"Jun 02, 2023","Jun 07, 2023","Jun 02, 2023",,Audible Audio,view (with text),/book/show/35832911-dolores-claiborne
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gold-Rimmed Spectacles,"Bassani, Giorgio",0141192151,9780141192154,0141192151,144        pp,3.82,"3,552",1958,Mar 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Jun 02, 2023","Jun 06, 2023","Jun 02, 2023",,Paperback,view,/book/show/16000664-the-gold-rimmed-spectacles
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lazy City,"Connolly, Rachel",,,,288        pp,3.54,486,2023,"Aug 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,May 2023,"May 30, 2023","May 30, 2023",,Hardcover,view,/book/show/156893671-lazy-city
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raise the Titanic!        (Dirk Pitt, #4)","Cussler, Clive",,,,unknown,3.99,"28,375",1976,"Nov 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this gave me everything I wanted from a book called ""raise the titanic!""this gave me everything I wanted from a book called ""raise the titanic!""...more",Notes are private!,0,19,1,"May 29, 2023","May 31, 2023","May 29, 2023",,Audible Audio,view (with text),/book/show/52933279-raise-the-titanic
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dimes Square and Other Plays,"Gasda, Matthew*",,9781493075713,1493075713,284        pp,3.48,23,"May 15, 2023","May 15, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"nice to find out what the Dimes Square kerfuffle was all about. it's the strongest play in this collection and the one that also best approaches beingnice to find out what the Dimes Square kerfuffle was all about. it's the strongest play in this collection and the one that also best approaches being an overall play. i really like Gasda's writing but i can't imagine actually watching the rest of these plays, you'd get bored of them pretty quick. ...more",Notes are private!,0,15,1,"May 29, 2023","May 31, 2023","May 29, 2023",,Paperback,view (with text),/book/show/131969393-dimes-square-and-other-plays
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellies,"Dinan, Nicola",0857529234,9780857529237,0857529234,336        pp,4.11,"4,060","Aug 01, 2023","Jun 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 26, 2023","May 28, 2023","May 26, 2023",,Hardcover,view,/book/show/62978902-bellies
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Papers,"Amis, Martin",0099503875,9780099503873,0099503875,219        pp,3.58,"10,664",1973,"Sep 25, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,thinking about the shit streak in rachel's knickers.thinking about the shit streak in rachel's knickers....more,Notes are private!,0,17,1,"May 25, 2023","May 26, 2023","May 25, 2023",,Paperback,view (with text),/book/show/978529.The_Rachel_Papers
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One True Loves,"Reid, Taylor Jenkins*",1398516708,9781398516700,,8        pp,4.05,"490,732","Jun 07, 2016","Jan 20, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,girl...polyamory exists for this exact reason...,Notes are private!,0,81,1,"May 24, 2023","May 29, 2023","May 24, 2023",,Audiobook,view (with text),/book/show/59364212-one-true-loves
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Night,"Toews, Miriam",,,B0977HHYB4,unknown,4.04,"17,506","Oct 05, 2021","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i really wasn't expecting a terence macswiney reference in this thingi really wasn't expecting a terence macswiney reference in this thing...more,Notes are private!,0,14,1,"May 20, 2023","May 23, 2023","May 23, 2023",,Audiobook,view (with text),/book/show/159756064-fight-night
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If on a Winter's Night a Traveler,"Calvino, Italo",1857151380,9781857151381,1857151380,254        pp,4.03,"97,940","Jun 02, 1979","May 20, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,italo calvino i'll have your guts for garters italo calvino i'll have your guts for garters ...more,Notes are private!,0,40,1,"May 22, 2023","May 24, 2023","May 22, 2023",,Hardcover,view (with text),/book/show/60108.If_on_a_Winter_s_Night_a_Traveler
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra at the Wedding,"Baker, Dorothy",1911547291,9781911547297,1911547291,264        pp,3.94,"5,366",1962,"Jul 19, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"cassandra turned up, served cunt, and almost died.",Notes are private!,0,35,1,"May 22, 2023","May 22, 2023","May 22, 2023",,Paperback,view (with text),/book/show/41141554-cassandra-at-the-wedding
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",0571378552,9780571378555,0571378552,336        pp,3.69,"62,846","Feb 07, 2023","May 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the donks.,Notes are private!,0,45,1,"May 16, 2023","May 22, 2023","May 22, 2023",,Hardcover,view (with text),/book/show/62086892-big-swiss
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm a Fan,"Patel, Sheena",,9781783789887,,unknown,3.40,"16,934","May 01, 2022","Oct 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"me, reading this: me.",Notes are private!,2,92,1,"May 15, 2023","May 19, 2023","May 21, 2023",,Audiobook,view (with text),/book/show/96052068-i-m-a-fan
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monsters: A Fan's Dilemma,"Dederer, Claire",1399715046,9781399715041,1399715046,288        pp,3.82,"9,410","Apr 25, 2023","Apr 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,thank god i can go back to watching Annie Hall in peace.,Notes are private!,2,106,1,"May 15, 2023","May 16, 2023","May 15, 2023",,Paperback,view (with text),/book/show/131200408-monsters
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Colour,"Heti, Sheila*",1250837618,9781250837615,,4        pp,3.47,"15,465","Feb 15, 2022","Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,24,1,"May 12, 2023","May 14, 2023","May 15, 2023",,Audiobook,view,/book/show/60494702-pure-colour
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",,,B0BJFJTQL3,9        pp,3.88,"11,091","Mar 01, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 04, 2023","May 10, 2023","May 11, 2023",,Audiobook,view,/book/show/152516561-old-god-s-time
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brainwyrms,"Rumfitt, Alison*",1739220722,9781739220723,1739220722,297        pp,3.68,"1,857","Oct 05, 2023","Oct 05, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,sexy AND revolting!,Notes are private!,0,47,1,"May 03, 2023","May 04, 2023","May 03, 2023",,Paperback,view (with text),/book/show/148013628-brainwyrms
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mothercare,"Tillman, Lynne*",1913512274,9781913512279,1913512274,151        pp,3.50,559,"Aug 02, 2022","Mar 23, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"May 02, 2023","May 03, 2023","May 02, 2023",,Paperback,view,/book/show/124124878-mothercare
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",,9781804940464,,unknown,4.22,"504,755","Aug 30, 2022","Aug 30, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,just unbelievably boring.,Notes are private!,0,75,1,"Apr 30, 2023","May 04, 2023","Apr 30, 2023",,Audiobook,view (with text),/book/show/60816958-carrie-soto-is-back
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Go into the Dark,"García, Francisco",0008531455,9780008531454,0008531455,336        pp,3.31,121,unknown,"Aug 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Apr 27, 2023","Apr 29, 2023","Apr 27, 2023",,Hardcover,view,/book/show/67354192-we-all-go-into-the-dark
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever, Interrupted","Reid, Taylor Jenkins*",1398516767,9781398516762,,unknown,3.66,"131,766","Jul 09, 2013","Jan 05, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Apr 23, 2023","Apr 25, 2023","Apr 23, 2023",,Audiobook,view,/book/show/60762495-forever-interrupted
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As It Turns Out: Thinking About Edie and Andy,"Wohl, Alice Sedgwick",0349727716,9780349727714,B0BLRT2LCL,272        pp,3.60,351,unknown,"Apr 27, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Apr 19, 2023","Apr 20, 2023","Apr 19, 2023",,Kindle Edition,view,/book/show/121164470-as-it-turns-out
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Thatcher,"Carroll, Rory",0008476659,9780008476656,0008476659,416        pp,4.37,"3,705","Apr 04, 2023","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Apr 17, 2023","Apr 30, 2023","Apr 17, 2023",,Hardcover,view,/book/show/75531803-killing-thatcher
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Masquerade: The Lives of Noël Coward,"Soden, Oliver",1474612830,9781474612838,B0BBLVH63H,614        pp,4.36,53,unknown,"Mar 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,magisterial!,Notes are private!,0,9,1,"Apr 14, 2023","Apr 17, 2023","Apr 14, 2023",,Kindle Edition,view (with text),/book/show/95819019-masquerade
