,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eleanor's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Among the Chickens,"Wodehouse, P.G.",0486835618,9780486835617,B07K9C2PJ6,157        pp,3.78,"4,100",Jun 1906,"Nov 14, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was amusing but not hilarious for me. If I knew someone like Ukridge I would probably strangle him, but I gather he was a popular character for mThis was amusing but not hilarious for me. If I knew someone like Ukridge I would probably strangle him, but I gather he was a popular character for many of Wodehouse's readers. It takes all sorts!Two and a half stars, rounded up to three....more",Notes are private!,0,1,1,"Jan 13, 2022","Jan 16, 2022","Jan 13, 2022",,Kindle Edition,view (with text),/book/show/42948876-love-among-the-chickens
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case of the Late Pig,"Allingham, Margery",1448138116,9781448138111,1448138116,144        pp,3.81,"2,273",1937,"Mar 31, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was enjoyable. It marked a change in Allingham's method of telling the story, because it was Mr Campion himself who was the narrator. I worked ouThis was enjoyable. It marked a change in Allingham's method of telling the story, because it was Mr Campion himself who was the narrator. I worked out who the villain was, though of course not all the whys and wherefores. Mr Campion made me smile occasionally in his descriptions, as for example this description of the local police Inspector: He looked proudly puzzled, I thought, like a spaniel which has unexpectedly retrieved a dodo.Good fun....more",Notes are private!,0,2,1,"Jan 05, 2022","Jan 06, 2022","Jan 05, 2022",,Kindle Edition,view (with text),/book/show/17431716-the-case-of-the-late-pig
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Week in September: A Story of Enduring Love from the Burma Railway,"Rees, Peter",1460713354,9781460713358,,368        pp,3.66,53,unknown,"Jul 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have a personal link to this book, having for many years sung in a choir conducted by Doug Heywood, the younger son of Scott Heywood. It is such a sI have a personal link to this book, having for many years sung in a choir conducted by Doug Heywood, the younger son of Scott Heywood. It is such a sad story of survival against the odds over years of brutal POW camps, only to die in the last days before the Japanese surrender. The same thing happened to my husband's uncle. The anguish of the families at home waiting for news of their men, the elation when the war ended, and then the dreadful news of the death after so many year of waiting. On top of that was the attitude of the time which basically told the bereaved just to get on with life, with no counselling in how to deal with the trauma.This isn't great literature by any means, but it is a sad and moving story. My main criticism of the book is that it did not need the comparisons with the experiences of Viktor Frankl to validate Scott's attitude and ability to cope with the situation, while helping his fellow sufferers. His innate decency, and the respect and affection in which he was held by his comrades, are more than enough. ...more",Notes are private!,0,0,1,"Jan 05, 2022","Jan 10, 2022","Jan 05, 2022",,ebook,view (with text),/book/show/56535966-a-week-in-september
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,County Chronicle,"Thirkell, Angela",,,,311        pp,4.00,163,1950,"Jun 01, 1950",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Light and enjoyable as always, though the loathing of the Labour government and changes to the status quo of the gentry is palpable. Apparently the woLight and enjoyable as always, though the loathing of the Labour government and changes to the status quo of the gentry is palpable. Apparently the working class of Barsetshire were all Tories too, which is a little harder to believe....more",Notes are private!,0,0,1,"Jan 02, 2022","Jan 04, 2022","Jan 02, 2022",,Hardcover,view (with text),/book/show/9282116-county-chronicle
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for the Judge        (Albert Campion #7),"Allingham, Margery",,,B07VCZP5PH,unknown,3.99,"2,623",Feb 1936,"Jul 20, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this excursion with Mr Campion, and in particular found the ending very satisfactory. Good fun.",Notes are private!,0,1,1,"Dec 27, 2021","Dec 29, 2021","Dec 27, 2021",,Kindle Edition,view (with text),/book/show/49894721-flowers-for-the-judge
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gustav Sonata,"Tremain, Rose",0393246701,9780393246704,,288        pp,3.88,"11,591","May 19, 2019","Sep 27, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read so many rapturous s of books by Rose Tremain that I came to this, the first book of hers I have read, with very high expectations. II have read so many rapturous s of books by Rose Tremain that I came to this, the first book of hers I have read, with very high expectations. I enjoyed it well enough, but I'm disappointed that I didn't love it. I found some of the dialogue a bit stilted and the behaviour of some of the characters alienating. I did like the way the book was written to echo sonata form - exposition, development and recapitulation. I also liked the way the events taking place at the beginning of the Second World War continued to have repercussions in the lives of the central characters over the ensuing decades.I shall try Tremain again at some stage, to see if other books appeal to me more....more",Notes are private!,0,0,1,"Dec 14, 2021","Dec 19, 2021","Dec 14, 2021",,ebook,view (with text),/book/show/29221900-the-gustav-sonata
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of a Ghost,"Allingham, Margery",,,B07L8HC225,257        pp,3.91,"2,849",1934,"Dec 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More of a ""whydunnit"" than a ""whodunnit"", this book gives us welcome relief from Mr Campion's ""silly ass"" persona of the earlier books. I have been stMore of a ""whydunnit"" than a ""whodunnit"", this book gives us welcome relief from Mr Campion's ""silly ass"" persona of the earlier books. I have been struck as I read Allingham's books by the odd titles she gives them, and this one is no exception. At a stretch I can see a meaning in it. I don't suppose it matters one way or the other. I shall continue with the series, interspersed with other books. ...more",Notes are private!,0,5,1,"Dec 11, 2021","Dec 13, 2021","Dec 11, 2021",,Kindle Edition,view (with text),/book/show/43313039-death-of-a-ghost
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Cockade,"Weyman, Stanley J.",,,,394        pp,3.67,21,"Jan 01, 1895",1895,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable and dramatic story, interesting to read because it deals with the early part of the French Revolution in the provinces rather than in ParAn enjoyable and dramatic story, interesting to read because it deals with the early part of the French Revolution in the provinces rather than in Paris. The narrator is an aristocrat who has his heart in the right place in terms of his treatment of people, though of course he still has the attitudes and unthinking assumptions of superiority of his class and time. His flaws make him believable, and we experience with him the chaos and confusion which must have been overwhelming.Weyman handles his plot well, and while the way in which our hero manages to meet the right people at the right time is quite amazing good luck, the story gallops along and sweeps the reader along with it.A solid three stars....more",Notes are private!,0,1,1,"Dec 07, 2021","Dec 11, 2021","Dec 10, 2021",,Hardcover,view (with text),/book/show/17412896-the-red-cockade
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Private Enterprise,"Thirkell, Angela",,,B08KJ3Y3LJ,431        pp,3.86,203,unknown,"Oct 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Barsetshire in peacetime, struggling through a non-existent summer, continued rationing, and a Labour government which of course Thirkell and her charBarsetshire in peacetime, struggling through a non-existent summer, continued rationing, and a Labour government which of course Thirkell and her characters all hate. ""What I really mind is their trying to burst up the EMPIRE,"" said Lydia, whose deep if undigested patriotism made her use words which her more sophisticated friens were too self-conscious to tolerate. ""I mean like leaving Egypt and trying to give India to the natives. ...""Of course, it never occurred to Thirkell or her characters that it could be the case that the ""natives"" had rather more right to their country than did Great Britain.However, there is much to entertain in this book, particularly for me the passages on birds and bird-watching, with some very funny invented birds whose nesting habits are the subject of serious and sometimes heated discussion. Assorted people are paired up with the right partner after some teasing of the reader over who will end up with whom....more",Notes are private!,0,0,1,"Nov 29, 2021","Dec 05, 2021","Nov 29, 2021",,Kindle Edition,view (with text),/book/show/55658706-private-enterprise
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clicking of Cuthbert,"Wodehouse, P.G.",0099544407,9780099544401,0099544407,174        pp,3.94,"2,359","Feb 03, 1922","Mar 27, 1994",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mildly amusing but not among his best.,Notes are private!,0,0,1,"Nov 24, 2021","Nov 29, 2021","Nov 24, 2021",,Paperback,view (with text),/book/show/898737.The_Clicking_of_Cuthbert
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sweet Danger        (Albert Campion Mystery, #5)","Allingham, Margery",0099474689,9780099474685,0099474689,256        pp,4.03,"3,516",1933,"Jan 09, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another delightfully wacky story in the Albert Campion canon. Good fun.,Notes are private!,0,1,1,"Nov 06, 2021","Nov 08, 2021","Nov 09, 2021",,Paperback,view (with text),/book/show/383198.Sweet_Danger
