,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds, Singing","Wyld, Evie*",0307907767,9780307907769,0307907767,240        pp,3.61,"13,874","Jun 20, 2013","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2014",,Hardcover,view,/book/show/18142324-all-the-birds-singing
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bend of the World,"Bacharach, Jacob*",0871406829,9780871406828,0871406829,320        pp,3.43,434,"Apr 14, 2014","Apr 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2014",,Hardcover,view,/book/show/18379027-the-bend-of-the-world
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician King        (The Magicians, #2)","Grossman, Lev*",043402080X,9780434020805,043402080X,548        pp,3.92,"99,098","Aug 09, 2011","Aug 09, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read for something I'm writing...!Read for something I'm writing...!...more,Notes are private!,0,1,1,"Jun 09, 2014","Jun 17, 2014","Jun 09, 2014",,Paperback,view (with text),/book/show/10079321-the-magician-king
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Illusive        (Illusive, #1)","Lloyd-Jones, Emily*",0316254568,9780316254564,0316254568,406        pp,3.70,"3,616","Jul 15, 2014","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2014",,Hardcover,view,/book/show/17182499-illusive
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Explain Things to Me,"Solnit, Rebecca",1608463869,9781608463862,1608463869,130        pp,3.84,"78,353","Apr 14, 2014","May 20, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/18528190-men-explain-things-to-me
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magicians        (The Magicians, #1)","Grossman, Lev*",0670020559,9780670020553,0670020559,402        pp,3.53,"262,839","Aug 11, 2009","Aug 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,For something I'm working on...For something I'm working on......more,Notes are private!,0,0,1,"Jun 03, 2014","Jun 09, 2014","Jun 03, 2014",,Hardcover,view (with text),/book/show/6101718-the-magicians
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Land of Steady Habits,"Thompson, Ted*",0316186562,9780316186568,0316186562,272        pp,3.49,"1,143","Sep 12, 2014","Mar 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2014",,Hardcover,view,/book/show/18170126-the-land-of-steady-habits
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Walk-In Closet,"Nazemian, Abdi*",0615988687,9780615988689,0615988687,265        pp,3.80,181,"May 21, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2014",,Paperback,view,/book/show/21953842-the-walk-in-closet
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yes Please,"Poehler, Amy",1443424544,9781443424547,,231        pp,3.85,"525,767","Oct 28, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2014",,ebook,view,/book/show/20764862-yes-please
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divergent        (Divergent, #1)","Roth, Veronica*",0062024035,9780062024039,0062024035,487        pp,4.14,"3,974,479","Apr 25, 2011","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2014","Jun 03, 2014","May 28, 2014",,Paperback,view,/book/show/13335037-divergent
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Having So Much Fun Here Without You,"Maum, Courtney*",1476764581,9781476764580,1476764581,336        pp,3.37,"12,552","Jun 01, 2014","Jun 10, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read a bunch of this funny, compelling novel on the cliff side overlooking the ocean in San Diego and it was one of the greatest reading experiencesI read a bunch of this funny, compelling novel on the cliff side overlooking the ocean in San Diego and it was one of the greatest reading experiences in recent memory: not just for the ocean view but for the book itself. I loved this narrator, even as he fucked up and was such a dolt. I loved the art. I love the sex scenes. I loved the descriptions of clothing. Such a great read. At times the first person narrative over-explained what was clearly implied, which distracted me. Otherwise, fun and smart....more",Notes are private!,0,8,0,not set,not set,"May 27, 2014",,Hardcover,view (with text),/book/show/18775284-i-am-having-so-much-fun-here-without-you
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annihilation        (Southern Reach, #1)","VanderMeer, Jeff*",0374104093,9780374104092,0374104093,195        pp,3.77,"232,232","Feb 04, 2014","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2014",,Paperback,view,/book/show/17934530-annihilation
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vienna Nocturne,"Shotwell, Vivien*",0345536371,9780345536372,0345536371,291        pp,3.50,869,"Feb 25, 2014","Feb 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2014",,Hardcover,view,/book/show/17974970-vienna-nocturne
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,667,353","Sep 14, 2008","Oct 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read for research. If anything comes to it I shall link to the piece!,Notes are private!,0,0,1,"May 20, 2014","May 28, 2014","May 20, 2014",,Hardcover,view (with text),/book/show/2767052-the-hunger-games
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rusted City        (Marie Alexander Poetry Series, 18)","Hurt, Rochelle*",1935210521,9781935210528,1935210521,108        pp,4.57,70,"Apr 08, 2014","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2014",,Paperback,view,/book/show/18406295-the-rusted-city
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Get Shorty        (Chili Palmer, #1)","Leonard, Elmore",006008216X,9780060082161,006008216X,384        pp,3.96,"23,570",1990,"Jun 04, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three stars because I liked it. Fun, stylish, well-crafted. Overall, not really my type of book, but overall, glad to have finally read a book by the Three stars because I liked it. Fun, stylish, well-crafted. Overall, not really my type of book, but overall, glad to have finally read a book by the late great Elmore Leonard. ...more",Notes are private!,0,0,1,"Apr 30, 2014","May 05, 2014","Apr 30, 2014",,Paperback,view (with text),/book/show/702539.Get_Shorty
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cut,"Cushman, Adam*",1735364606,9781735364605,1735364606,170        pp,4.39,18,"May 01, 2014","Aug 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2014",,Paperback,view,/book/show/20609745-cut
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",,,,354        pp,4.07,"517,997","Aug 26, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book, and I think it's the best of Emily St. John Mandel's novels. I liked the shifting back and forth in time, and in a way it reminded I loved this book, and I think it's the best of Emily St. John Mandel's novels. I liked the shifting back and forth in time, and in a way it reminded me of A Visit From The Goon Squad. It's a really moving, human novel.I just did a panel with Emily at the Texas Book Festival and it was really fun to talk about what was similar and different in our novels. I'd put off reading other post-apocalypse novels since writing my own since, well, I was a bit sick of being in such a universe for years, but it was satisfying to see how it was handled here. My only small complaint was that the book seemed a little too enamored with social media. For instance, in the stunning, oft-quoted passage about what the flu has taken away (""No more blank, no more blank...""), it felt a little too heavily-weighted to the loss of the internet. There were a few times where the book seemed a bit too wide-eyed about the miracles of technology. But that's just a quibble......more",Notes are private!,0,22,1,not set,not set,"Apr 25, 2014",,Kindle Edition,view (with text),/book/show/21792828-station-eleven
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Mirth,"Wharton, Edith",1844082938,9781844082933,1844082938,351        pp,3.97,"97,916","Oct 14, 1905","Jan 19, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 21, 2014","Apr 30, 2014","Apr 21, 2014",,Paperback,view,/book/show/17728.The_House_of_Mirth
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autobiography of Us,"Sloss, Aria Beth",0805094555,9780805094558,0805094555,304        pp,3.09,"2,307","Feb 05, 2013","Feb 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2014",,Hardcover,view,/book/show/15794107-autobiography-of-us
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mount Terminus,"Grand, David*",0374280886,9780374280888,0374280886,384        pp,3.50,197,"Mar 04, 2014","Mar 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2014",,Hardcover,view,/book/show/17934388-mount-terminus
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flings,"Taylor, Justin",0062310151,9780062310156,0062310151,240        pp,3.52,281,"Aug 19, 2014","Aug 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2014",,Hardcover,view,/book/show/19144610-flings
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Not Ourselves,"Thomas, Matthew*",147675666X,9781476756660,147675666X,620        pp,3.72,"29,601","Aug 19, 2014","Aug 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2014",,Hardcover,view,/book/show/17830123-we-are-not-ourselves
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Place        (Dublin Murder Squad, #5)","French, Tana*",1444755579,9781444755572,1444755579,528        pp,3.85,"85,389","Sep 02, 2014","Aug 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2014",,Hardcover,view,/book/show/15851434-the-secret-place
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thunderstruck & Other Stories,"McCracken, Elizabeth",0385335776,9780385335775,0385335776,240        pp,3.91,"2,441","Apr 22, 2014","Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2014",,Hardcover,view,/book/show/18339643-thunderstruck-other-stories
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tin Star        (Tin Star, #1)","Castellucci, Cecil*",1596437758,9781596437753,1596437758,240        pp,3.68,"1,229","Feb 25, 2014","Feb 25, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have never ever read straight-up outer space science fiction so this was a new and exciting reading experience for me. I loved the book's heroine, TI have never ever read straight-up outer space science fiction so this was a new and exciting reading experience for me. I loved the book's heroine, Tula Bane, and I found her isolation, anger and pain devastating and moving. I loved her friendship with one particular alien who teaches her how to make deals and get favors out of other species on the space station. The plot really started to rev up a third of the way through and I devoured it...intergalactic politics! a love interest! My goodness! I can't wait for the sequel!I was especially interested in the book's ideas of what it means to be human--the good and the horrible. I am still thinking about that, days after finishing the book.My one complaint is that some of the prose was a bit awkward. Sometimes, the story told me what I wanted shown. This worked occasionally, as it complemented the book's spare style; other times, though, it kept me from really seeing and feeling the action and emotions.Overall, an out-of-this-world read!...more",Notes are private!,0,0,1,"Mar 28, 2014","Apr 17, 2014","Mar 28, 2014",,Hardcover,view (with text),/book/show/17261160-tin-star
