,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karolyn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",080216014X,9780802160140,080216014X,128        pp,4.33,"80,861",Feb 2010,"Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I discover a great book by an author new to me, I often look for other books he/she has written. But usually it turns out the first book I read bWhen I discover a great book by an author new to me, I often look for other books he/she has written. But usually it turns out the first book I read by an author is my favorite, whether it was their first or fifth published book. It other words, writers have a style, often a theme that runs through their work. Publishers love that continuity, and so do most readers, apparently. I am usually left slightly disappointed in the cookie cutter aspect.Claire Keegan defied that norm for me. I read SMALL THINGS LIKE THESE for my book club (gave it 5 Stars), and then immediately read FOSTER, which was written years before. Turns out I like this book just as much, possibly more. Another sweet stand-alone short story, Foster is the story of a young Irish girl whose parents send her to her aunt and uncles to stay because they are overwhelmed by all their children and expecting a new baby, too. The aunt and uncle show the young girl a life foreign to her. I won't say more.FIVE bright STARS...more",Notes are private!,0,1,1,"Feb 16, 2023","Feb 18, 2023","Feb 19, 2023",,Hardcover,view (with text),/book/show/61022861-foster
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",,,B09DTGQHKJ,unknown,4.40,"541,141","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"REMARKABLY BRIGHT CREATURES, by Shelby Van Pelt, was a sweet story that was also utterly predictable. It equates to a Hallmark after school special, iREMARKABLY BRIGHT CREATURES, by Shelby Van Pelt, was a sweet story that was also utterly predictable. It equates to a Hallmark after school special, in my mind, complete with the exact happy ending we all saw coming. I'm surprised it has such a high score here on Goodreads.The writing was good, despite a lot of alliteration, as was the dialogue. The big knock was the plot. Also, I listened to the audiobook, and the narrator, while I think she did a good job, was simply too young to voice the 70-year-old protagonist. If you're looking for non-taxing entertainment, you will like this story.THREE fishy STARS...more",Notes are private!,0,1,1,"Feb 14, 2023","Feb 19, 2023","Feb 12, 2023",,Audible Audio,view (with text),/book/show/60457812-remarkably-bright-creatures
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thank You for Listening,"Whelan, Julia*",0063095564,9780063095564,0063095564,432        pp,4.01,"67,150","Aug 02, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was looking for a light-hearted audiobook recently, and this fit the bill perfectly. If you're not familiar with Julia Whelan, you are missing out oI was looking for a light-hearted audiobook recently, and this fit the bill perfectly. If you're not familiar with Julia Whelan, you are missing out on a real talent. She is amazing.THANK YOU FOR LISTENING is the story of Swanee and Nick, two audiobook narrators who are brought together by Nick's romance-writing aunt to narrate her final book. Swanee, who had sworn off any more romance books agrees only because she needs the money. Romance ensues. The story is deeper than one might expect, but still light enough—and laugh-out-loud funny enough—to happily distract the reader/listener from the real-life world we have to face everyday. It's predictable as one might expect, but has a lot of layers to keep the story interesting. I really wish goodreads would allow us to rate books by category; this doesn't have the gravitas to rank up there with literary award winners, but it is an easy book to recommend. FOUR sweet STARS...more",Notes are private!,0,3,1,"Mar 24, 2023","Mar 30, 2023","Feb 12, 2023",,Paperback,view (with text),/book/show/59314703-thank-you-for-listening
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hobbit,"Tolkien, J.R.R.",,,,353        pp,4.29,"3,973,459","Sep 21, 1937",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2023",,Paperback,view,/book/show/42672.The_Hobbit
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying: The Corrected Text,"Faulkner, William",067973225X,,067973225X,267        pp,3.72,"168,368","Jan 01, 1930","Jan 30, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my first Faulkner book, so I don't know if they are all this dense and enigmatic. Written in 1930 but probably taking place earlier than that,This is my first Faulkner book, so I don't know if they are all this dense and enigmatic. Written in 1930 but probably taking place earlier than that, the language of rural Mississippi is beautiful but almost foreign. On top of that, Faulkner uses innuendo, stream-of-consciousness thought, rotating POV, and so many oblique references that I'm not sure I fully understand the entire storyline after just one reading. I even have questions about the title.AS I LAY DYING is about the impoverished Bundren family. As the matriarch is dying, her family tries to cope. Then they set off on an arduous journey through a rainstorm to bury her in her family plot (not her husband's family, but her own). The story is farcical! I don't know if this was ever made into a movie, but if the storyline weren't so sad it would be laughable. Most of the story (80%) happens after the mother dies, so why did Faulkner choose a present-tense title from the period before her death? The beginning is so enigmatic that I barely knew who was whom by that point. I am glad to have read Faulkner, but I hope my book club discussion can explain some of the finer points of this novel.THREE sopping-wet STARS...more",Notes are private!,0,2,1,"Feb 19, 2023","Mar 07, 2023","Jan 27, 2023",,Paperback,view (with text),/book/show/57672811-as-i-lay-dying
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,433","Nov 05, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SMALL THINGS LIKE THESE, by Claire Keegan, is a gem. She is a genius writer of short stories. The first thing I did when I finished this sweet little SMALL THINGS LIKE THESE, by Claire Keegan, is a gem. She is a genius writer of short stories. The first thing I did when I finished this sweet little book was to start it over again. This is a book that can easily be read in one sitting, or at least one day.Set in 1985 in a small Irish town, Small Things Like These is the story of Bill Furlong, owner of a small business that delivers coal and wood to homes and businesses. He is also a happily married father of five girls. One of Furlong's customers is the secretive abbey/convent at the top of the hill. When he goes one evening to deliver their coal, he sees something that at first troubles him and ultimately changes his life. The best part of this book is the ending. Furlong takes an action that leaves the reader wondering what will happen next, something so big that one might beg for a sequel ... but that would lessen its power. She ended the story at just the right moment.FIVE amazing STARS...more",Notes are private!,0,1,1,"Feb 16, 2023","Feb 18, 2023","Jan 21, 2023",,Hardcover,view (with text),/book/show/58662236-small-things-like-these
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,950","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is a lot to like about THE MAID, by Nita Prose, but its biggest attribute, IMHO, is light entertainment. As the winner of Goodreads 2022 MysteryThere is a lot to like about THE MAID, by Nita Prose, but its biggest attribute, IMHO, is light entertainment. As the winner of Goodreads 2022 Mystery & Thriller category, I expected a much more complicated plot. It doesn't even read like a whodunit. It reads more like a character-driven story of an autistic maid (although they never use the word autistic).The maid, cutely named Molly, is a 25-year-old woman who lives with her grandmother and works at the Regency Grand. She is meticulous and regimented, but struggles to understand human nuances. When she discovers the body of a frequent hotel guest, we quickly learn who is legitimately her friend and who uses and takes advantage of her. I am happy to have read this book, but don't think it deserved to win the top mystery choice of last year. (Read THE PARIS APARTMENT for a better mystery.)THREE tidy STARS...more",Notes are private!,0,1,1,"Jan 05, 2023","Jan 10, 2023","Dec 09, 2022",,Hardcover,view (with text),/book/show/55196813-the-maid
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Surrender: 40 Songs, One Story",Bono,0525521046,9780525521044,0525521046,564        pp,4.20,"17,602","Nov 01, 2022","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you have a chance, listen to this audiobook. Bono narrates it and he's marvelous. Even if you're not a huge U2 fan, the chapters about the early daIf you have a chance, listen to this audiobook. Bono narrates it and he's marvelous. Even if you're not a huge U2 fan, the chapters about the early days of the band would be fun for anyone who makes music. Plus, Bono does impressions—and he's really good! He relays stories and conversations he's had with everyone from Paul McCartney to President Obama to Nelson Mandela and Johnny Cash. The later parts of the book get into his activism and religion. Those parts interested me less, but it's Bono's life story, so the book wouldn't have been complete without them.FIVE rock star STARS...more",Notes are private!,0,1,1,"Nov 24, 2022","Dec 13, 2022","Dec 02, 2022",,Hardcover,view (with text),/book/show/61065813-surrender
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lighter: Let Go of the Past, Connect with the Present, and Expand the Future","Pueblo, Yung*",0593233174,9780593233177,0593233174,288        pp,4.07,"5,886",2022,"Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"LIGHTER is a sweet book with several poignant, self-help style poems. The author, who uses the pen-name ""Yung Pueblo,"" struggled as a young man with aLIGHTER is a sweet book with several poignant, self-help style poems. The author, who uses the pen-name ""Yung Pueblo,"" struggled as a young man with addiction and had a rough life. In doing the work to get back on the right track and find agency in his own life, he discovered many healing truths, thoughts and actions that will indeed help many people, I'm sure. THREE light STARS...more",Notes are private!,0,0,1,"Nov 19, 2022","May 19, 2023","Nov 19, 2022",,Hardcover,view (with text),/book/show/60564460-lighter
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Moon: A Short Story,"Quinn, Kate*",1662500882,9781662500886,B09YRT2KGW,57        pp,4.33,"23,420","Aug 01, 2022","Aug 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a big fan of Kate Quinn, and also of WWII British spy stories, so this was a no-brainer choice. It was entertaining, but it's a short story, so oI am a big fan of Kate Quinn, and also of WWII British spy stories, so this was a no-brainer choice. It was entertaining, but it's a short story, so obviously it doesn't go as deep as her novels. This one takes a little leap of faith with the plot, but it was worthy of a listen.THREE wavy STARS...more",Notes are private!,0,0,3,"Nov 12, 2022not setnot set","Nov 12, 2022not setnot set","Nov 15, 2022",,Kindle Edition,view (with text),/book/show/61045711-signal-moon
