,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Greg's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godwin,"O'Neill, Joseph",0593701321,9780593701324,0593701321,288        pp,4.10,10,unknown,"Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/198563648-godwin
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trees,"Everett, Percival",164445064X,9781644450642,164445064X,309        pp,4.07,"26,925","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Are novels about racism, lynchings, and mass killings supposed this to be funny? I'd never read Percival Everett before and a bookseller friend recentAre novels about racism, lynchings, and mass killings supposed this to be funny? I'd never read Percival Everett before and a bookseller friend recently told me how big a fan he is, so I sheepishly asked him for a good starting point, and this novel -- which is marvelous! -- is what he gave me.If you're up for the snappiest, wittiest dialogue, a lively irreverence, and a foundation of sad truth, this is a read for you. ...more",Notes are private!,0,2,1,Dec 2023,"Dec 05, 2023","Dec 01, 2023",,Paperback,view (with text),/book/show/56269278-the-trees
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul",0802163017,9780802163011,0802163017,309        pp,4.15,"26,493","Aug 24, 2023","Dec 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Hardcover,view,/book/show/197063642-prophet-song
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,,400        pp,4.18,"297,573","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A huge hit in 2023 I'd had on my radar (in large part because one of the characters is a college basketball player A huge hit in 2023 I'd had on my radar (in large part because one of the characters is a college basketball player ...more,Notes are private!,0,2,1,"Jan 23, 2024",Feb 2024,"Nov 23, 2023",,Hardcover,view (with text),/book/show/61827495-hello-beautiful
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bird by Bird: Some Instructions on Writing and Life,"Lamott, Anne*",0385480016,9780385480017,B004ULYV0A,222        pp,4.24,"101,451","May 05, 1994","Sep 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The worst thing you can do while writing is make a terrible mistake. Then you fix it. One of the funniest craft books I've ever read (yes, I know I'm The worst thing you can do while writing is make a terrible mistake. Then you fix it. One of the funniest craft books I've ever read (yes, I know I'm waaaaay late to this), it's also super inspiring and helped me a lot get motivated to write. I'll be returning to this book frequently, I'm sure....more",Notes are private!,0,3,1,"Nov 19, 2023","Dec 02, 2023","Nov 19, 2023",,Paperback,view (with text),/book/show/48578933-bird-by-bird
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Short End of the Sonnenallee,"Brussig, Thomas",1250878993,9781250878991,1250878993,160        pp,3.40,"3,543","Jan 01, 1999","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Paperback,view,/book/show/61271406-the-short-end-of-the-sonnenallee
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weak in Comparison to Dreams,"Elkins, James",1951213726,9781951213725,1951213726,607        pp,3.90,10,unknown,"Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/91374896-weak-in-comparison-to-dreams
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terrace Story,"Leichter, Hilary*",0063265818,9780063265813,0063265818,208        pp,3.61,"3,067","Aug 29, 2023","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WILDA small but mighty novel in which not one single word is wasted. It's a little Kelly Link and a little Emily St. John Mandel (with some faded MattWILDA small but mighty novel in which not one single word is wasted. It's a little Kelly Link and a little Emily St. John Mandel (with some faded Matthew McConaughey thrown in, too -- ""Was she sexy, or was it plague?""It's a novel that explores the amorphous nature of space, time, reality...and marital fidelity. Definitely a novel that needs to be read a couple times to mine meaning, but a single read is quite a trip....more",Notes are private!,0,0,1,"Dec 14, 2023","Dec 15, 2023","Nov 10, 2023",,Hardcover,view (with text),/book/show/63945340-terrace-story
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same As It Ever Was,"Lombardo, Claire*",0385549555,9780385549554,0385549555,512        pp,4.40,93,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/199344873-same-as-it-ever-was
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Balkan Trilogy        (Fortunes of War, #1-3)","Manning, Olivia",1590173317,9781590173312,1590173317,924        pp,4.16,"2,616",1960,"Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/6276595-the-balkan-trilogy
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,505","May 02, 2023",Jun 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When you embark on reading a 700-page novel covering three generations of a family and nearly 80 years of history, you expect an epic. And this is, thWhen you embark on reading a 700-page novel covering three generations of a family and nearly 80 years of history, you expect an epic. And this is, thematically, plot-wise, and with a huge cast of fascinating characters. You may also expect a book this big to have a little sag, and unfortunately this lives up to that hype too. It's just a tall order to stay in top form for so long in a historical novel. If you take on this huge book, though, and stay engaged, you'll be rewarded. There are surprises, tragedies, traumas, and triumphs. And themes and characters connect in unexpected ways. It's some work to get to the end but Verghese weaves his overall theme of connection -- water connects but can kill, it can heal but also harm -- throughout just about every page. If you enjoyed Verghese's megahit Cutting For Stone, you'll likely enjoy this too. I wasn't quite as breathlessly enthralled with this novel as many readers this year, but I enjoyed it well enough and glad I read....more",Notes are private!,0,4,1,"Dec 12, 2023","Dec 28, 2023","Oct 28, 2023",,Hardcover,view (with text),/book/show/180357146-the-covenant-of-water
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Again and Again,"Evison, Jonathan*",,9780593184158,0593184157,336        pp,3.78,"4,636","Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'll read ANYTHING Evison writes, but even so, I had to talk myself into this one. I've just never been a huge fan of reincarnation stories. Just not I'll read ANYTHING Evison writes, but even so, I had to talk myself into this one. I've just never been a huge fan of reincarnation stories. Just not my thing -- I'm not sure exactly why. Maybe because as a literary device to move a plot, it seems a little too gimmicky. But this novel is far from a straight-forward reincarnation story, if there's such a thing. Evison's got plenty of surprises in store for us here. This is a novel about finding connection, finding love, and why these are the only things that matter. Told with Evison's signature charm, you'll love these characters, and you'll love digging into their relationships to each other. If you've read Evison before, you'll love this one too. If you haven't, this is a great place to start with him....more",Notes are private!,0,1,1,"Oct 31, 2023","Nov 12, 2023","Oct 24, 2023",,Hardcover,view (with text),/book/show/125930487-again-and-again
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War","Larson, Erik*",0385348746,9780385348744,0385348746,592        pp,4.31,68,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,Hardcover,view,/book/show/195608683-the-demon-of-unrest
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bliss Montage,"Ma, Ling*",1250893542,9781250893543,1250893542,228        pp,3.92,"17,094","Sep 13, 2022","Sep 12, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The commonality to all these stories is something fantastical that winds up being a literal representation of a symbolic or metaphorical point Ma is mThe commonality to all these stories is something fantastical that winds up being a literal representation of a symbolic or metaphorical point Ma is making with the rest of the story. A secret passage way in a college office, 100 ex-boyfriends living in the same house, an invisibility drug, etc., etc. The effect of this is to create two planes of meaning in each story, the literal, and the literal but symbolic, which drives a point home doubly strong. Alienation, the need to escape, the ghost of our past, etc., etc. I loved this! It was so much fun to engage with and think about these stories. Immensely readable and profoundly smart. One of the better collections I've read in a while....more",Notes are private!,0,3,1,"Oct 20, 2023","Oct 30, 2023","Oct 20, 2023",,Paperback,view (with text),/book/show/65215711-bliss-montage
