,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Three's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Express,"Matsumoto, Seichō",8845979849,9788845979842,,175        pp,3.67,"11,056",1958,Feb 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ci sono momenti in cui viene da chiedersi se l’autore c’è o ci fa. Quando ci racconta che l’investigatore percorre tre volte la distanza fra due puntiCi sono momenti in cui viene da chiedersi se l’autore c’è o ci fa. Quando ci racconta che l’investigatore percorre tre volte la distanza fra due punti, mettendoci una volta cinque minuti, una volta sei ed una volta sette, e conclude che quella distanza può essere coperta in un periodo che va da cinque a sette minuti; quando dedica pagine intere a spiegare che, nella trafficatissima stazione di Tokyo, da un certo binario se ne può vedere un altro solo ad una certa ora, perchè non c’è nessun altro treno sul binario intermedio ; quando riepiloga - anche con degli schemini scritti! - le certezze raggiunte (le vittime sono state trovate un certo giorno, quindi, visto che fra Tokyo e il luogo del ritrovamento ci sono due giorni di viaggio, bisogna sapere dove si trovava il sospettato nei due giorni precedenti l’omicidio), l’impressione è che , o l’autore è un bambino di dodici anni, o ci sta prendendo in giro.Poi il finale trova un colpo d’ala, alcune certezze vengono ribaltate, alcuni personaggi escono dall’ombra, e il libro lascia un ricordo migliore di quello che poteva uscire dalle prime noiosissime pagine. ...more",Notes are private!,0,3,1,not set,"Nov 10, 2019","Nov 10, 2019",,ebook,view (with text),/book/show/39663459-tokyo-express
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysterious Affair at Styles: A Fantastic Story of Mystery & Detective (Annotated) By Agatha Christie.,"Christie, Agatha",,,B07B12K29X,131        pp,4.00,"423,392","Jan 01, 1920","Mar 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non c'è santo che tenga: potrei avere letto dieci, cinquanta o mille gialli, quando leggo l'ennesimo torno ad essere intrigata ed affascinata, non tannon c'è santo che tenga: potrei avere letto dieci, cinquanta o mille gialli, quando leggo l'ennesimo torno ad essere intrigata ed affascinata, non tanto dalla soluzione del mistero, quanto dalla ricerca che la precede, dalla personalità dell'investigatore e da quella del colpevole, dall'ambiente.Ovviamente, il miracolo si è ripetuto leggendo questo libro, vicenda di avvelenamento in una villa della vecchia Inghilterra, con tutti i topoi della situazione (anziana molto ricca, marito presunto profittatore, figli di scarsa personalità, parente povera, domestici in quantità). Il difetto è nell'eccesso di logica, ogni singolo gesto o parola di ciascun personaggio ha un senso (cosa che non succede nella vita vera), e ovviamente un investigatore straripante di celluline grigie come Poirot finisce per coglierlo, anche se gli occorrono molti passaggi per arrivare a capire....more",Notes are private!,0,4,1,"Oct 24, 2019","Nov 05, 2019","Oct 24, 2019",,Kindle Edition,view (with text),/book/show/38922076-the-mysterious-affair-at-styles
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bassa marea,"Franceschini, Enrico",,,B07WSKCS8X,333        pp,3.00,56,"Sep 10, 2019","Sep 10, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ci vuole il tocco magico di Monicelli per raccontare una storia di sessantenni che si comportano da goliardi e trarne non una farsa da cinepanettone mci vuole il tocco magico di Monicelli per raccontare una storia di sessantenni che si comportano da goliardi e trarne non una farsa da cinepanettone ma il suo esatto contrario, cioè una storia molto malinconica e tuttavia selvaggiamente divertente.qui ci sono i sessantenni tardivi goliardi, ma non il tocco magico: dopo cinquanta pagine di ""cippa lippa"" (così si appellano i quattro) e di allusioni alle rispettive capacità sessuali si comincia a guardare lo spessore del libro, calcolando tristemente di essere arrivati a nemmeno un quinto del totale e chiedendosi se sia poi il caso di proseguire.io ho scelto di non scegliere, e sono andata avanti per forza di inerzia, spinta dalla simpatia personale di Franceschini (di cui ho sempre amato le corrispondenze da Londra e ancora di più il libro che scrisse sugli inizi della sua professione, da freelance a New York), che alla presentazione del libro ha raccontato di avere realmente un gruppo di amici come quelli di cui scrive (non c'erano dubbi), uno dei quali però è morto e lui ha voluto continuare a farlo vivere dandogli, nella narrazione, il suo vero nome, cosa che non ha fatto per gli altri e per se stesso. A questo servono gli amici: per le storie gialle, chiedere altrove. ...more",Notes are private!,0,9,1,not set,"Oct 21, 2019","Oct 24, 2019",,Kindle Edition,view (with text),/book/show/53045659-bassa-marea
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Garçons de l'été,"Lighieri, Rebecca",2818041791,9782818041796,B01N1RKYHL,448        pp,3.42,788,"Jan 03, 2017","Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 22, 2019",,Kindle Edition,view,/book/show/33920180-les-gar-ons-de-l-t
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una storia russa,"Ulitskaya, Lyudmila",8858772741,9788858772744,B019HCHG3K,577        pp,4.06,"4,046",2011,"Jan 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 07, 2019",,Kindle Edition,view,/book/show/28589341-una-storia-russa
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La lettrice di Cechov,"Corsalini, Giulia",8874527276,9788874527274,8874527276,197        pp,3.18,144,unknown,"Sep 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 19, 2019",,Paperback,view,/book/show/42112636-la-lettrice-di-cechov
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luna di miele a Cape May,"Cheek, Chip*",8806241796,9788806241797,8806241796,272        pp,2.97,"5,239","Apr 30, 2019","Jun 18, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"cinque giovanissimi - due coppie e una mina vagante - soli in una cittadina di vacanze, quando la stagione è finita. sono totalmente liberi, non hannocinque giovanissimi - due coppie e una mina vagante - soli in una cittadina di vacanze, quando la stagione è finita. sono totalmente liberi, non hanno obblighi, orari, impegni.fanno il bagno nell'oceano gelido, di giorno o di notte, girano per le strade deserte completamente nudi, bevono all'inverosimile, mangiano quello che capita, fanno moltissimo sesso, escono in barca, esplorano le case deserte della cittadina deserta. la città è tutta loro.in tutto questo, che è vissuto con la leggerezza di chi ha vent'anni e (almeno da parte di due di loro) con una sorta di ingenuità, c'è un senso di disastro incombente, che il lettore avverte - loro assolutamente no, almeno fino ad un certo punto.anche se non è un giallo, non è il caso di rivelare il finale....more",Notes are private!,0,6,1,"Sep 08, 2019","Sep 19, 2019","Sep 08, 2019",,Hardcover,view (with text),/book/show/49626422-luna-di-miele-a-cape-may
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La logica della lampara        (Vanina Guarrasi #2),"Cassar Scalia, Cristina",8806241346,9788806241346,8806241346,375        pp,4.03,"1,212","Apr 30, 2019","Apr 30, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ho un giudizio un po' indeciso, su questo libro.E' scritto bene, ha un buon mistero (anche se è un po' deprimente che l'investigatrice scopra intorno ho un giudizio un po' indeciso, su questo libro.E' scritto bene, ha un buon mistero (anche se è un po' deprimente che l'investigatrice scopra intorno a pag. 300 quello che ogni lettore aveva capito 250 pagine prima, e che debba anche spiegarlo al suo capo ed ai collaboratori, che ascoltano facendo oooooh), si legge con curiosità e, in definitiva, con piacere. Ha un finale, un sottofinale, un sottosottofinale (quindi è un po’ esagerato), ma in fin dei conti si regge bene. E i ringraziamenti a fine libro, invece di essere lunghi elenchi di nomi, con scontati apprezzamenti dell'autore, sono veramente simpatici.Però trovo così fastidioso quel continuo birignao che troppo spesso attraversa i libri italiani, come se uno scrittore non potesse limitarsi a raccontare una storia, ma si sentisse obbligato ad arricchirla (??) con frasi scherzose che non fanno neanche sorridere, ammiccamenti che vogliono dire guardate come sono simpatico, guardate come vi faccio vedere che anche se scrivo libri sono proprio come voi che a stento li leggete, guardate come anche a me piacciono gli arancini i cannoli la pizza e il timballo. Qui abbiamo l’amica che compra le “figate” (fra virgolette, non so perché) su internet; il cinquantenne affascinante che cucina come Cannavacciuolo, fa la corte come Rodolfo Valentino, è raffinato come Armani; la robusta settantenne eletta vice nonna, che prepara manicaretti e dispensa sicurezza ad un vicequestore, e che fornisce il destro per la frase più imbarazzante del libro, in cui viene indicata come “Elvira Cook, alias Abigail Duck - per i meno ferrati, Nonna Papera”. Come se facesse ridere; come se avesse senso fare sfoggio di informazioni su Paperopoli. Vorrei leggere dei libri più asciutti, vorrei che lo spessore dei personaggi uscisse dai loro pensieri e non da un accumulo di parole e di facezie forzate. Questa scrittrice probabilmente è capace di scrivere libri così, ma non so se ne ha voglia....more",Notes are private!,0,21,1,not set,Sep 2019,"Sep 03, 2019",,Paperback,view (with text),/book/show/45361723-la-logica-della-lampara
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maigret,"Simenon, Georges",8845913988,9788845913983,8845913988,134        pp,3.69,"1,233",1934,"Sep 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"mamma mia....senza una parola di troppo, né una di meno (in centotrentaquattro pagine c'è posto per una storia gialla, per lo spaesamento di Maigret cmamma mia....senza una parola di troppo, né una di meno (in centotrentaquattro pagine c'è posto per una storia gialla, per lo spaesamento di Maigret che è andato in pensione, per le ripicche dei suoi colleghi che non accettano volentieri di vederlo ancora girare per gli uffici, per l'angoscia di una madre il cui figlio è stato arrestato). uno dei migliori, o forse il migliore di Maigret...more",Notes are private!,0,8,1,"Aug 21, 2019","Aug 24, 2019","Aug 21, 2019",,Paperback,view (with text),/book/show/4590821-maigret
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una nuova vita,"Malamud, Bernard",887521106X,9788875211066,887521106X,442        pp,3.72,665,1961,Feb 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 21, 2019",,Paperback,view,/book/show/9713660-una-nuova-vita
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'animale femmina,"Canepa, Emanuela",,,B07CPHFKLH,221        pp,3.48,456,"Apr 30, 2018","Apr 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 15, 2019",,Kindle Edition,view,/book/show/40009598-l-animale-femmina
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luglio per sempre,"O’Brien, Tim",8807016516,9788807016516,8807016516,0        pp,3.48,"3,820",2002,2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"da qualche anno i miei vecchi compagni di scuola ed io abbiamo ripreso a vederci abbastanza di frequente. Fra loro, alcuni non si erano mai persi di vda qualche anno i miei vecchi compagni di scuola ed io abbiamo ripreso a vederci abbastanza di frequente. Fra loro, alcuni non si erano mai persi di vista (due sono addirittura sposati), altri - come me - avevano tenuto blandi contatti, magari indotti da rapporti di lavoro. Ci vediamo, a cena o per un aperitivo, ogni due o tre mesi, non parliamo solo del passato, in generale ci divertiamo molto. C'è molta serenità, soprattutto per la consapevolezza condivisa che le nostre vite sono andate avanti rispetto ai remoti anni del liceo.Con questa esperienza personale, ho fatto un po' fatica ad immedesimarmi nella vicenda dei reduci di Darton Hall, che si rivedono dopo un imprecisato numero di anni (è la riunione del trentennale dal diploma, ma - a parte il fatto che sono riusciti a sbagliarsi, facendola dopo trentuno anni - ce ne sono state di precedenti), avendo ancora aperte tutte le ferite che si erano reciprocamente inferti durante gli anni del college. Amori traditi, amori appassiti, amori che - secondo una vecchia bisbetica come me - dovrebbero essere morti e sepolti, e invece non aspettavano altro che un'occasione per rifarsi vivi, carichi di rancori o di insoddisfazioni o addirittura di ingenue aspettative.Non è un brutto libro, ma ha troppo della sceneggiatura di un buon serial per essere preso del tutto sul serio....more",Notes are private!,0,6,2,not setnot set,"Aug 07, 2019Jan 2004","Aug 07, 2019",,Paperback,view (with text),/book/show/9673640-luglio-per-sempre
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lavoro a mano armata,"Lemaitre, Pierre",,,B00EZMRRE6,360        pp,3.75,"3,391",unknown,"Sep 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non mi sono innamorata di questo libro, che pure ha dalla sua di essere originale e del tutto imprevedibile. mi hanno annoiata moltissimo le indagini non mi sono innamorata di questo libro, che pure ha dalla sua di essere originale e del tutto imprevedibile. mi hanno annoiata moltissimo le indagini del protagonista sulle persone con cui deve avere a che fare nella sua ricerca del lavoro; non ho empatizzato né con lui né con la moglie né con le figlie (una delle quali è veramente squallida, l'altra un po' meno).si deve arrivare a circa tre quarti del libro perché parta una fase mozzafiato che più o meno riscatta il resto: se qualcuno lo sta leggendo ed è ancora all'inizio, consiglio di stringere i denti e andare avanti.alla fine, però, rimane una domanda senza risposta: come si fa a credere che uno che è in grado di organizzare un piano così azzardato, complicato, rischioso e ben riuscito, sia rimasto per anni ai margini del lavoro, vittima di superiori disgustosi e incapace di inventarsi qualcosa che non richieda l'uso delle armi?...more",Notes are private!,0,6,1,"Jul 25, 2019","Sep 25, 2019","Jul 25, 2019",,Kindle Edition,view (with text),/book/show/19073035-lavoro-a-mano-armata
