,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Trin's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Show Girl,"Greaves, Alyson*",,,B0B38VSSP7,420        pp,4.23,79,"Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A generous three stars. This is a book that makes you want to be generous to it -- Alex is a winning and sympathetic character, endearing on her journA generous three stars. This is a book that makes you want to be generous to it -- Alex is a winning and sympathetic character, endearing on her journey to discover herself -- but my god, the pacing is bonkers and the characters have so many deeply therapized conversations. Would love to read a version of this where a full half of the plot does not take place in the epilogue and in which things -- especially character development -- are shown instead of just talked about endlessly....more",Notes are private!,2,3,1,"Feb 24, 2024","Feb 28, 2024","Feb 28, 2024",,Kindle Edition,view (with text),/book/show/123443956-show-girl
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Spoonful of Mayhem        (Doctor Who: Missy Series 1, #1)","Gill, Roy*",,,,unknown,4.10,59,Feb 2019,"Feb 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2024","Feb 25, 2024","Feb 25, 2024",,Audiobook,view,/book/show/44002549-a-spoonful-of-mayhem
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Material,"Alderton, Dolly",059380130X,9780593801307,059380130X,336        pp,4.02,"62,313","Nov 07, 2023","Jan 30, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I remember liking Alderton's last novel, Ghosts, but this was emphatically not for me. I can recognize that it is richly and realistically characterizI remember liking Alderton's last novel, Ghosts, but this was emphatically not for me. I can recognize that it is richly and realistically characterized, but I found it dull, predictable, and confused in what it was saying. Some (spoilery) questions:--Andy is meant to be a comedian, so why is he so desperately unfunny? Partway through he receives a terrible  calling him desperately unfunny, and I was like, ahh, so are we meant to agree with this? No, by the end he does have a latent genius (that we never see), which we have had to wait the entire book for his breakup to unlock.--Why switch to Jen's POV for the last tenth? Alderton seriously just has her recap the entire book from her perspective, but it doesn't add anything new -- the (view spoiler)[catfishing revelation (hide spoiler)] was already evident. We do, I guess, learn that Jen views herself as the villain in hers and Andy's breakup, in a way that feels semi-endorsed by the author -- a bizarre take on everything we've just seen for several hundred pages.--What's the deal with Morris and his outlandish political beliefs? Is he really meant to be a pro-BREXIT, Julian Assange fanboy who we're nevertheless meant to find charming? Who predicts COVID? What?!--Why frame the novel with the specter of the pandemic hanging over the ending? Is it meant to be ironic that we, the readers, know it's going to ruin both Jen's travel plans and Andy's big break tour? What is Alderton trying to say with any of this?I feel like Alderton focused so intensely on the small details of her characters -- all the individual leaves and branches -- that she lost track of the bigger picture, the forest of this book.It's probably not meant to be that deep. But I felt like she was asking me to take her seriously, so I did....more",Notes are private!,1,2,1,"Feb 20, 2024","Feb 25, 2024","Feb 25, 2024",,Hardcover,view (with text),/book/show/198688460-good-material
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Love,"Link, Kelly",0812996585,9780812996586,0812996585,628        pp,3.54,"1,896","Feb 08, 2024","Feb 13, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes you go for a run and you hit your stride, and though you're working hard, you're outside and the scenery's beautiful and there's something eSometimes you go for a run and you hit your stride, and though you're working hard, you're outside and the scenery's beautiful and there's something euphoric about the pounding of your legs and your sweat and the air rasping through your lungs: you're alive!Other times, you push and push and push, and you feel every fucking step, and it never gets any easier or zen-like or fun, and if occasionally you pass a cool bird or a interesting-shaped rock, you never sink into it, you never enjoy it; you are aware how much you're laboring the entire time. All you want to do is finish, drag yourself home, and shower.The experience of reading this book was, for me, unfortunately the latter.This book is 625 pages long and I felt every one of them. It's been a while since I've read Link's short fiction, but I remembered her being a good prose stylist; I did not find that to be the case here. You can feel her laboring too. So many sentences are phrased as questions, a tic that lends the prose the aura of uptalk? Like, Link is checking in with you? To see if you're still with her? Then there are the attempts at humor -- all of which felt extremely ""How do you do, fellow kids?"" Like for the love of god, Kelly, stop talking about fanfic (inauthentically) and please, please, please, can all writers of queer fiction stop it with the constant references to Harry Potter? Please? In 2024? Beyond which: I just didn't care about these characters, this town, this world. I never believed in the stakes (or that there were any, outside of this small, bland Massachusetts community). Link does have the seeds of a terrifying villain in Malo Mogge; some of her capricious god behavior was genuinely frightening, and subtle, well-written. But we spend so much time in the heads of mopey, mopey teens, it's hard to care. It's certainly hard to want them to succeed in winning phenomenal cosmic powers. Go back to school! Get over yourselves! I'm hitting the showers....more",Notes are private!,0,8,1,"Feb 17, 2024","Feb 23, 2024","Feb 23, 2024",,Hardcover,view (with text),/book/show/157981682-the-book-of-love
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophet,"Gibran, Kahlil",0394404289,9780394404288,0394404289,96        pp,4.23,"298,656",1923,"Sep 01, 1976",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I was a bookseller, there was a period of...years, I'm fairly sure, in which an older guy would come in every few weeks and corner me -- only me;When I was a bookseller, there was a period of...years, I'm fairly sure, in which an older guy would come in every few weeks and corner me -- only me; not any of my male or older female coworkers; just me, the young woman in her 20s -- and talk at me about The Prophet. It was life-changing; I had to read it -- see, here he was, buying another copy for another friend. He even repeatedly offered, then insisted he would buy me a copy, which I declined. Finally after one of these refusals -- like, I swear, at least my twentieth -- he got really huffy and said fine! He would not return and buy any more copies of The Prophet from our establishment! The fact that he made actual purchases being among the reasons that my boss never intervened when this man was preventing me from escaping the spirituality section, I was like, okay! Like sorry you feel that way, but if you insist.Several months later he was back, buying The Prophet again.Anyway, I never read this book then because that man was creepy and also I knew I wouldn't like it. I could tell it was not a me sort of book.Having, after all these years, just had to read it for my current job: I am blessed with deep self-knowledge. This was not for me.And yet also -- that was it? All of that fuss for this? It is such a nothing burger.Stuff a stoned guy who thinks he's really smart says to you at a bad party, accompanied by subpar William Blake fanart. There's not even an attempt at the structure of a fable; it's just some dude rambling. I guess I can see why the man from the bookstore identified so strongly with this book. By the end I could almost feel the spirituality section's shelves digging into my back....more",Notes are private!,2,11,1,"Feb 22, 2024","Feb 23, 2024","Feb 23, 2024",,Hardcover,view (with text),/book/show/394424.The_Prophet
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stand, Volume 4: Hardcases","Aguirre-Sacasa, Roberto",0785135243,9780785135241,0785135243,136        pp,4.54,"4,663","Mar 24, 2010","Jan 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This continues to be an artful adaptation, but man, King does Nadine so dirty in this book, it's kind of hard to read.Really not one of his best in teThis continues to be an artful adaptation, but man, King does Nadine so dirty in this book, it's kind of hard to read.Really not one of his best in terms of female characters....more",Notes are private!,0,1,1,"Feb 22, 2024","Feb 22, 2024","Feb 22, 2024",,Paperback,view (with text),/book/show/13537834-the-stand-volume-4
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: The Switching,"Guerrier, Simon",,9781787034952,,unknown,3.71,73,Jun 2010,"Sep 29, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Third Doctor and the Master swap bodies; the Master has a fairly pleasant day wandering around UNIT while the Doctor makes trouble with a failed pThe Third Doctor and the Master swap bodies; the Master has a fairly pleasant day wandering around UNIT while the Doctor makes trouble with a failed prison break. There's the start of some interesting character commentary here, with circumstances that have rendered the Master pretty chill and the Doctor frantic to escape, but it stops before these observations really result in anything....more",Notes are private!,0,0,1,"Feb 21, 2024","Feb 22, 2024","Feb 22, 2024",,Audiobook,view (with text),/book/show/33831961-doctor-who
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: Wild Blue Yonder,"Morris, Mark",1785948466,9781785948466,1785948466,160        pp,4.01,188,"Dec 07, 2023","Apr 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2024","Feb 20, 2024","Feb 20, 2024",,Paperback,view,/book/show/195855283-doctor-who
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Masterful,"Goss, James",,9781838681920,,unknown,4.21,135,Jan 2021,Jan 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really creative and fun. Missy steals the show -- though with a strong and surprising second-place finish from Crispy Master?! I can't believe how mucReally creative and fun. Missy steals the show -- though with a strong and surprising second-place finish from Crispy Master?! I can't believe how much I felt for him, in particular, though at their worst, I always do sympathize with the Master. It's hard not to relate to someone who is, as Missy says, their own worst enemy.I do wish there'd been a little more of a resolution, and honestly that there'd been a few more clues as to who was speaking, as I will I admit I sometimes had difficulty picking out particular iterations among the men. (I am just not great with voices?) But this had much more energy and verve and imagination than your typical tie-in....more",Notes are private!,0,0,1,"Feb 18, 2024","Feb 20, 2024","Feb 20, 2024",,Audiobook,view (with text),/book/show/53867345-masterful
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come and Get It,"Reid, Kiley",0593328205,9780593328200,0593328205,400        pp,3.45,"13,014","Jan 30, 2024","Jan 30, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 11, 2024","Feb 18, 2024","Feb 18, 2024",,Hardcover,view,/book/show/127482608-come-and-get-it
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravedigger,"Hansen, Joseph",0030036828,9780030036828,0030036828,183        pp,4.03,432,"Jan 01, 1982",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This series is so odd. I haven't enjoyed most of the books on an individual level, but I can't stop reading them. The prose is no-nonsense, almost colThis series is so odd. I haven't enjoyed most of the books on an individual level, but I can't stop reading them. The prose is no-nonsense, almost cold; the endings almost always shockingly abrupt (here particularly so); and the setting is perhaps the most compelling thing -- L.A. and environs in the '70s and '80s.In this one, a Manson-like serial killer is on the loose, but this character and plotline actually barely figures, more of the novel being taken up by death claims investigator Dave's widowed step-mother's shitty finance, who is trying to sabotage Dave's relationship with his his lover, Cecil, and seduce Dave. (Sure.) Domestic drama with insurance fraud and incidental serial killer. I read it so fast....more",Notes are private!,0,4,1,"Feb 17, 2024","Feb 18, 2024","Feb 18, 2024",,Paperback,view (with text),/book/show/8075852-gravedigger
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: The Star Beast (Target Collection),"Russell, Gary",1785948458,9781785948459,1785948458,152        pp,4.00,254,"Nov 30, 2023","Apr 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2024","Feb 17, 2024","Feb 17, 2024",,Paperback,view,/book/show/195855285-doctor-who
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: Time Lord Victorious: Defender of the Daleks,"Houser, Jody*",1787733114,9781787733114,1787733114,112        pp,3.77,356,"Nov 17, 2020","Nov 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The cover art has so little to do with whaat actually happens in this graphic novel, it's almost hilarious?That aside: this is pretty good! The Tenth The cover art has so little to do with whaat actually happens in this graphic novel, it's almost hilarious?That aside: this is pretty good! The Tenth Doctor has to help some Daleks (it's an enemy-of-my-enemy sitch) and unravel a time paradox and it's fairly interesting and thoughtful and the art is pretty good, or at least doesn't actively detract from the story! (No professional comics artist seems 1/10th as capable of drawing David Tennant's face as your average mid-quality fanartist, but that's what happens when you're not led solely by passion, I guess.) Anyway, I had fun.I would love to read more of this insane Time Lord Victorious event, because I enjoy Ten absolutely wrecking himself, but it's spread out across nighty million different merch lines, some of which are only available in England. So. I'll just be mildly confused whenever I'm able to dip in, I suppose....more",Notes are private!,0,0,1,"Feb 15, 2024","Feb 15, 2024","Feb 15, 2024",,Paperback,view (with text),/book/show/54256786-doctor-who
