,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,June's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Vivek Oji,"Emezi, Akwaeke*",0525541608,9780525541608,0525541608,248        pp,4.13,"58,963","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 06, 2020","Nov 16, 2020","Nov 06, 2020",,Hardcover,view,/book/show/48595550-the-death-of-vivek-oji
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,324","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2020",,Paperback,view,/book/show/41150487-red-white-royal-blue
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,734","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2020","Nov 18, 2020","Oct 18, 2020",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,030","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 10, 2022","Mar 17, 2022","Oct 17, 2020",,Paperback,view,/book/show/29044.The_Secret_History
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shine        (Shine, #1)","Jung, Jessica",1534462511,9781534462519,1534462511,352        pp,3.41,"7,422","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2020",,Hardcover,view,/book/show/50855956-shine
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Poppy War        (The Poppy War, #1)","Kuang, R.F.*",0062662597,9780062662590,,545        pp,4.17,"260,149","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2020",,ebook,view,/book/show/35068705-the-poppy-war
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,894","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2020","Nov 06, 2020","Oct 02, 2020",,Kindle Edition,view,/book/show/50623864-the-invisible-life-of-addie-larue
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eat a Peach,"Chang, David*",152475921X,9781524759216,152475921X,288        pp,3.89,"25,827","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Hardcover,view,/book/show/51700803-eat-a-peach
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",,,B07ZPJ2BR5,369        pp,3.66,"70,652","Nov 07, 2019","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 02, 2021","Aug 23, 2021","Sep 09, 2020",,Kindle Edition,view,/book/show/48715377-the-lying-life-of-adults
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,493","Jan 03, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Hardcover,view,/book/show/13641208-tenth-of-december
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of the Lost Child        (The Neapolitan Novels, #4)","Ferrante, Elena",1609452860,9781609452865,1609452860,473        pp,4.44,"137,123","Oct 29, 2014","Sep 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 02, 2020","Sep 05, 2020","Aug 30, 2020",,Paperback,view,/book/show/25242224-the-story-of-the-lost-child
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Those Who Leave and Those Who Stay        (The Neapolitan Novels, #3)","Ferrante, Elena",,,,418        pp,4.35,"148,732","Oct 30, 2013","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 30, 2020",Sep 2020,"Aug 30, 2020",,Paperback,view,/book/show/23156040-those-who-leave-and-those-who-stay
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of a New Name        (The Neapolitan Novels, #2)","Ferrante, Elena",,,1609451341,471        pp,4.44,"179,031","Sep 22, 2012","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 30, 2020","Aug 30, 2020","Aug 30, 2020",,Paperback,view,/book/show/17465515-the-story-of-a-new-name
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fictions,"Borges, Jorge Luis",,,,179        pp,4.42,"67,796",1944,"Sep 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2020",,Paperback,view,/book/show/16564.Fictions
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,959","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 29, 2020","Aug 13, 2020",,Paperback,view,/book/show/35036409-my-brilliant-friend
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Friendship: How We Keep Each Other Close,"Sow, Aminatou*",1982111909,9781982111908,1982111909,256        pp,3.76,"23,433","Jul 14, 2020","Jul 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2020","Oct 07, 2020","Aug 12, 2020",,Hardcover,view,/book/show/52766000-big-friendship
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cadillac Desert: The American West and Its Disappearing Water,"Reisner, Marc",0140178244,9780140178241,0140178244,582        pp,4.27,"10,939",1986,1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Paperback,view,/book/show/56140.Cadillac_Desert
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Policing,"Vitale, Alex S.",1784782912,,B01I85OOZA,273        pp,4.19,"11,241","Oct 10, 2017","Oct 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Helpful book focused on policing with a lot of facts and data (at some points felt like spewing of information). The topics felt a bit scattered an3.5Helpful book focused on policing with a lot of facts and data (at some points felt like spewing of information). The topics felt a bit scattered and wish it was a bit more coherent. Also would’ve liked a bit more in-depth analysis and connection to other systems and structures. Nonetheless, an important read. ...more",Notes are private!,0,0,1,"Aug 02, 2020","Aug 12, 2020","Aug 02, 2020",,Kindle Edition,view (with text),/book/show/35403039-the-end-of-policing
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,242","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2020",,Hardcover,view,/book/show/27071490-homegoing
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","Pollan, Michael*",0241294223,9780241294222,0241294223,480        pp,4.27,"75,312","May 15, 2018","May 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2020","Aug 23, 2020","Jul 30, 2020",,Hardcover,view,/book/show/36613747-how-to-change-your-mind
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The BFG,"Dahl, Roald",0141311371,9780141311371,0141311371,199        pp,4.23,"482,123","Nov 01, 1982",2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A pleasant read that transported me to a British world where nothing bad can happen (b/c it’s a children’s book).,Notes are private!,0,1,1,"Jul 21, 2020","Jul 30, 2020","Jul 21, 2020",,Paperback,view (with text),/book/show/6319.The_BFG
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Go-Giver: A Little Story About a Powerful Business Idea,"Burg, Bob",159184200X,9781591842002,159184200X,133        pp,4.33,"25,328","Dec 27, 2007","Dec 27, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for a corporate book club and was not a fan. Self-help / business/ capitalism book that says that “we should give and if you do, prosperity Read this for a corporate book club and was not a fan. Self-help / business/ capitalism book that says that “we should give and if you do, prosperity will follow”; a bit of a prosperity gospel vibe. They try to counter it by saying, “Give and don’t expect but it’ll still make you successful.” Why justify the success part? B/c we value success over everything in America. ...more",Notes are private!,0,0,1,"Jul 12, 2020","Jul 12, 2020","Jul 12, 2020",,Hardcover,view (with text),/book/show/1873060.The_Go_Giver
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are Prisons Obsolete?,"Davis, Angela Y.",1583225811,9781583225813,1583225811,128        pp,4.54,"24,121",2003,"Apr 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A short read with profound analyses on prisons: its structure, purpose, and the complexities around the topic. Angela Davis is convincing in questioniA short read with profound analyses on prisons: its structure, purpose, and the complexities around the topic. Angela Davis is convincing in questioning the institutions already in place and making the case for abolition. Some parts are hard to read (particularly about the perpetuated state assault on women in prisons), but it’s a short, accessible read that still pushes one to critically examine the prison system. ...more",Notes are private!,0,0,1,"Jul 29, 2020","Aug 09, 2020","Jun 24, 2020",,Paperback,view (with text),/book/show/108428.Are_Prisons_Obsolete_
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be an Antiracist,"Kendi, Ibram X.*",0525509283,9780525509288,0525509283,305        pp,4.38,"114,462","Aug 13, 2019","Aug 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kendi writes humbly and provokes self-examination. The book is short but pretty comprehensive when it comes to covering different intersections of racKendi writes humbly and provokes self-examination. The book is short but pretty comprehensive when it comes to covering different intersections of racism. I admire his ability to critique common misconceptions and make his arguments accessible (black people can’t be racist; examination of racism from a policy lens, etc). Recommend for anyone. ...more",Notes are private!,0,0,1,"Jun 24, 2020",Jul 2020,"Jun 24, 2020",,Hardcover,view (with text),/book/show/40265832-how-to-be-an-antiracist
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tradition,"Brown, Jericho",1556594860,9781556594861,1556594860,77        pp,4.24,"9,055","Apr 02, 2019","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2022","Nov 18, 2022","Jun 23, 2020",,Paperback,view,/book/show/41746324-the-tradition
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,575","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 13, 2021","Jul 17, 2021","May 21, 2020",,ebook,view,/book/show/50196744-know-my-name
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror,"Tolentino, Jia*",,,,256        pp,4.05,"70,930","Aug 06, 2019","Aug 06, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyed:- The I in the Internet- Always be Optimizing- Pure Heroines- We Come From Old VirginiaSome of the other essays harped on cliches or dragged oEnjoyed:- The I in the Internet- Always be Optimizing- Pure Heroines- We Come From Old VirginiaSome of the other essays harped on cliches or dragged out concepts that were already too familiar but some of the essays were just too brilliant, bringing up cultural critiques that enticed my brain. 4.5, leaning 5. ...more",Notes are private!,0,0,1,"Dec 20, 2020","Dec 29, 2020","May 19, 2020",,Kindle Edition,view (with text),/book/show/43130415-trick-mirror
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,979","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely don’t recommend reading before bed b/c of how eerie it gets. This is a plot driven mystery novel with a strong female lead. I was a bit disDefinitely don’t recommend reading before bed b/c of how eerie it gets. This is a plot driven mystery novel with a strong female lead. I was a bit disappointed by how one dimensional all the other characters were but I enjoyed the cultural twist to this gothic novel. Because of the setting along with the discussion around colonialism and classicism (and exploitation of indigenous population), this book is set apart while still feeling like a light mystery read that’s a bit spooky. ...more",Notes are private!,0,0,1,"Jul 21, 2020","Jul 29, 2020","May 19, 2020",,Hardcover,view (with text),/book/show/53152636-mexican-gothic
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty Love Poems and a Song of Despair,"Neruda, Pablo",0143039962,9780143039969,0143039962,60        pp,4.22,"72,426",1924,"Dec 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2020",,Paperback,view,/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",140003342X,9781400033423,140003342X,338        pp,4.14,"112,926","Aug 12, 1977","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 19, 2020",,Paperback,view,/book/show/11334.Song_of_Solomon
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of Malcolm X,"X, Malcolm",,,,466        pp,4.36,"267,709","Oct 29, 1965",2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 25, 2020","Nov 18, 2020","May 19, 2020",,Mass Market Paperback,view,/book/show/92057.The_Autobiography_of_Malcolm_X
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mere Christianity,"Lewis, C.S.",,,B07F799QGM,98        pp,4.35,"412,764",1942,"Jul 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 19, 2020",,Kindle Edition,view,/book/show/40792344-mere-christianity
