,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patricia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Doves,"Kelly, Martha Hall*",0593354907,9780593354902,0593354907,544        pp,4.19,"12,475","Apr 18, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/203379828-the-golden-doves
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,292","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/62873378-the-art-thief
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Green Valley,"Sullivan, Mark T.*",1503955370,9781503955370,B07CGCTSNW,423        pp,4.49,"58,016","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Kindle Edition,view,/book/show/55961582-the-last-green-valley
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Talent for Murder,"Swanson, Peter*",0063205033,9780063205031,0063205033,320        pp,4.27,113,"Jul 04, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/199116301-a-talent-for-murder
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pink Glass Houses,"Elias, Asha*",0063312794,9780063312791,0063312794,272        pp,3.97,134,"Jul 30, 2024","Jul 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/61467820-pink-glass-houses
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Villain Edit,"Devore, Laurie*",0063337606,9780063337602,0063337606,336        pp,3.90,60,"Jun 18, 2024","Jul 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/199570076-the-villain-edit
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lula Dean's Little Library of Banned Books,"Miller, Kirsten*",0063348691,9780063348691,0063348691,304        pp,4.38,144,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/200987258-lula-dean-s-little-library-of-banned-books
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea Hides a Seahorse,"Behrman, Sara T.*",1685556442,9781685556440,1685556442,40        pp,4.25,8,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Hardcover,view,/book/show/199552416-the-sea-hides-a-seahorse
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Schlemiel Kids Save the Moon,"Barbakoff, Audrey*",1685556035,9781685556037,1685556035,32        pp,4.86,7,unknown,"Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Hardcover,view,/book/show/176444158-the-schlemiel-kids-save-the-moon
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ooo... Poo!,"Kreloff, Elliot*",168555637X,9781685556372,168555637X,32        pp,3.88,17,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Hardcover,view,/book/show/176443431-ooo-poo
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing,"Larsen, Nella",0593437845,9780593437841,0593437845,141        pp,3.93,"65,226",Apr 1929,"Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/57640287-passing
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before Women Had Wings,"Fowler, Connie May*",0449911446,9780449911440,0449911446,304        pp,4.04,"3,828","May 07, 1996","Apr 22, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/470587.Before_Women_Had_Wings
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Magic,"Johnson, Deborah",0399157727,9780399157721,0399157727,416        pp,3.79,"2,442","Jan 01, 2014","Jan 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Hardcover,view,/book/show/18079775-the-secret-of-magic
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,End of Story,"Finn, A.J.",0062678450,9780062678454,,408        pp,3.15,"5,973","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/202914347-end-of-story
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Was Taken,"Donlea, Charlie*",1496736982,9781496736987,1496736982,416        pp,4.21,"63,296","Apr 25, 2017","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/55995639-the-girl-who-was-taken
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty Years Later,"Donlea, Charlie*",1496742710,9781496742711,1496742710,432        pp,4.23,"100,656","Dec 28, 2021","Dec 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/61301763-twenty-years-later
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Is on Fire,"Beanland, Rachel*",1982186151,9781982186159,1982186151,384        pp,4.11,"15,492","Apr 04, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/176443448-the-house-is-on-fire
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Like Mother, Like Daughter","McCreight, Kimberly*",0593536428,9780593536421,0593536428,320        pp,3.93,762,"Jul 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/199347234-like-mother-like-daughter
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watch List,"Tanner, Edward Y.*",,9798224966967,B0CVCZ1VZQ,402        pp,5.00,1,unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/208096924-watch-list
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Had to Be You        (Under Suspicion, #8)","Clark, Mary Higgins",1982132574,9781982132576,1982132574,272        pp,4.36,178,"Apr 16, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Hardcover,view,/book/show/196018873-it-had-to-be-you
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All We Were Promised,"Lattimore, Ashton*",0593600150,9780593600153,0593600150,368        pp,4.20,391,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Hardcover,view,/book/show/182484361-all-we-were-promised
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth about the Devlins,"Scottoline, Lisa*",0525539719,9780525539711,B0C9GQZFNZ,379        pp,4.06,"3,100","Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Kindle Edition,view,/book/show/181344938-the-truth-about-the-devlins
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Without Warning: A Thriller,"Rosenfelt, David",125002479X,9781250024794,125002479X,295        pp,3.84,"2,558","Mar 25, 2014","Mar 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Hardcover,view,/book/show/17934450-without-warning
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420322,9780593420324,0593420322,416        pp,3.84,"97,319","May 03, 2022","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/123018721-trust
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Shot,"Dees, Cindy*",1496748417,9781496748416,1496748417,352        pp,4.22,736,"May 23, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/181037635-second-shot
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Castaways        (Nantucket, #2)","Hilderbrand, Elin*",0316043893,9780316043892,0316043893,359        pp,3.73,"48,723","Jul 07, 2009","Jul 07, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/6080822-the-castaways
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Guest,"Knútsdóttir, Hildur*",1250322049,9781250322043,,208        pp,3.75,403,2021,"Sep 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/127306444-the-night-guest
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Listen for the Lie,"Tintera, Amy*",1250880319,9781250880314,1250880319,352        pp,4.22,"34,200","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/127279000-listen-for-the-lie
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls We Sent Away,"Church, Meagan*",1728257182,9781728257181,1728257182,352        pp,4.08,"1,236","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Paperback,view,/book/show/157020056-the-girls-we-sent-away
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Mine,"Miranda, Megan*",1668010445,9781668010440,1668010445,368        pp,4.15,"1,335","Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/176443330-daughter-of-mine
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nature Girl,"Hiaasen, Carl*",0307262995,9780307262998,0307262995,306        pp,3.66,"25,047","Oct 30, 2006","Nov 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/13060.Nature_Girl
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red House,"Watkins, Roz*",0008422818,9780008422813,B09LGW949R,416        pp,4.11,"1,284","Jun 22, 2023","Jun 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Kindle Edition,view,/book/show/60851028-the-red-house
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Coming,"Niven, John",0434019569,9780434019564,0434019569,376        pp,3.96,"8,734",2011,"May 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Paperback,view,/book/show/10420713-the-second-coming
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Gone Mad,"Bishop, Avery*",1542018714,9781542018715,1542018714,412        pp,3.99,"19,896","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Paperback,view,/book/show/52673947-girl-gone-mad
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598857,9780593598856,0593598857,320        pp,4.13,"103,422","May 30, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Paperback,view,/book/show/202907373-the-wishing-game
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between You and Us,"Broekhuis, Kendra*",0593600762,9780593600764,B0C7V1PGXQ,320        pp,4.35,168,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Kindle Edition,view,/book/show/177185377-between-you-and-us
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I'm Her,"Zachrich Jeng, Sarah*",0593334531,9780593334539,B0C9GSL5YP,383        pp,3.94,83,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Kindle Edition,view,/book/show/181345199-when-i-m-her
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kill for Me, Kill for You","Cavanagh, Steve*",1668049341,9781668049341,1668049341,352        pp,4.28,"13,146","Jul 20, 2023","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/176451879-kill-for-me-kill-for-you
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Real Tigers        (Slough House, #3)","Herron, Mick",1616956127,9781616956127,1616956127,343        pp,4.28,"21,526","Jan 19, 2016","Jan 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/25279701-real-tigers
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Friends & Lovers,"Obuobi, Shirlene*",0063307316,9780063307315,0063307316,368        pp,4.46,48,unknown,"Jul 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/199532113-between-friends-lovers
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Dotty,"Westlake, Jaclyn*",0063340712,9780063340718,0063340712,368        pp,4.62,34,"Jun 04, 2024","Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/198530968-dear-dotty
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Museum of Lost Quilts        (The Elm Creek Quilts, #22)","Chiaverini, Jennifer*",0063080796,9780063080799,,320        pp,4.29,38,unknown,"Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/195444858-the-museum-of-lost-quilts
