,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tundra's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scary Monsters,"Kretser, Michelle de",1761065106,9781761065101,1761065106,320        pp,3.34,"1,315",unknown,Oct 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book and while you could read the two novellas separately it was interesting to ponder over the common ideas. There is also a loI really enjoyed this book and while you could read the two novellas separately it was interesting to ponder over the common ideas. There is also a lot of humour in these stories ( I laughed allowed at the names of streets and people), however the story of Lyle does take a very dark turn. This dark turn made me think of Richard Flanagan’s novel, The Living Sea of Waking Dreams. The themes of racism, colour and religion are explored in the past and a potential future. As Lyle and his wife, Chanel, suggest should immigrants obliterate their past in order to assimilate? What are the dangers? Ultimately I felt bot Lyle’s and Lily’s stories presented many questions about identity and the importance it plays in accepting and understanding who we are. Just because you choose to ignore or hide your heritage will this alleviate a feeling of exclusion? and will the fear of being shunned ever go away? ...more",Notes are private!,0,6,1,"Jan 10, 2022","Jan 12, 2022","Oct 06, 2021",,Paperback,view (with text),/book/show/58587556-scary-monsters
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dust Never Settles,"Quinn, Karina Lickorish",0861540441,9780861540440,0861540441,384        pp,3.58,179,"Oct 07, 2021","Oct 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2021",,Hardcover,view,/book/show/58572732-the-dust-never-settles
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A God in Every Stone,"Shamsie, Kamila",,,B00K2NSVGA,unknown,3.52,"2,416","Jan 01, 2014","May 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 stars. I’d give this 5 stars but I gave Home Fire 5 and it is close but not quite as good. Shamsie writes in a way that I find completely transpor4.5 stars. I’d give this 5 stars but I gave Home Fire 5 and it is close but not quite as good. Shamsie writes in a way that I find completely transporting. The heat, dust and beauty of a city… and then she nails the overwhelming grief of loss and sacrifice (a topic she perfects in Home Fire). She explores colonialism and racism befitting the time period of the setting and questions who writes the history and what they choose to omit. ...more",Notes are private!,0,2,1,"Oct 03, 2021","Oct 09, 2021","Oct 03, 2021",,Audible Audio,view (with text),/book/show/25480451-a-god-in-every-stone
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daylight Gate,"Winterson, Jeanette",0099561859,9780099561859,0099561859,194        pp,3.39,"6,357","Aug 16, 2012","Aug 16, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars. Despite being a slender novella this story quickly immersed you in deepest darkest England. The descriptions of landscape and characters ar3.5 stars. Despite being a slender novella this story quickly immersed you in deepest darkest England. The descriptions of landscape and characters are powerfully succinct. The action is dark and terrifying . This could sit on a reading shelf with Hamnet by Maggie O’Farrell as part of a world “rebuilding “. ...more,Notes are private!,0,7,1,"Oct 02, 2021","Oct 03, 2021","Oct 02, 2021",,Hardcover,view (with text),/book/show/13136119-the-daylight-gate
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenderness,"MacLeod, Alison*",0735233780,9780735233782,0735233780,616        pp,3.88,487,"Sep 14, 2021","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book finishes with an exhilarating and page turning court case but wow… 593pages … it took me a long time to get there. A fascinating recreation This book finishes with an exhilarating and page turning court case but wow… 593pages … it took me a long time to get there. A fascinating recreation of the final days of D H Lawrence, the rise of JF Kennedy (through the eyes of Jackie), the mania and power of J Edgar Hoover through the eyes of an imagined agent and the British court case against Penguin books to ban the publication of Lady Chatterley’s Lover. This is a mid-century drama like no other. Macleod has clearly impeccably researched this period - the events and cultural challenges that faced a modernised world as well as the dismantling of Lawrence’s post World War 1 world - devastating and grim. Just providing a brief description like this will give you some idea of what is in this tome. This is really long, goes into extensive detail of settings, characters, people, side stories… I would have been happier with a shorter novel but I appreciate that this is half a century of events and the author had me totally immersed in them....more",Notes are private!,0,5,1,"Feb 17, 2022","Apr 15, 2022","Sep 30, 2021",,Paperback,view (with text),/book/show/56702891-tenderness
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Kwa,"Kwa, Mimi*",1460712897,9781460712894,1460712897,368        pp,4.17,"1,543",unknown,"Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When my library audio for this became available I had forgotten what it was about and where it was recommended from. It took a surprising twist half wWhen my library audio for this became available I had forgotten what it was about and where it was recommended from. It took a surprising twist half way through as I was thinking I was just reading a historical saga (A bonus of not reading blurbs). This was funny, compassionate and quite fascinating. A lot of memories about growing up in Perth. This family is certainly robust and has perseverance. I can’t count how many times they had to reinvent themselves....more",Notes are private!,0,2,1,"Sep 29, 2021","Oct 03, 2021","Sep 29, 2021",,Kindle Edition,view (with text),/book/show/55870651-house-of-kwa
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bodies of Light,"Down, Jennifer",1925773590,9781925773590,1925773590,448        pp,4.30,"6,485","Sep 28, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of those books that leaves you feeling quite exhausted as only relentless trauma can. I guess this means the writing was good. The author This is one of those books that leaves you feeling quite exhausted as only relentless trauma can. I guess this means the writing was good. The author was skilful in bringing to light the overwhelming feelings of those who have suffered abuse and/or been through the care system. The resulting drug abuse, self harm, no self esteem and a rudderless life seem inevitable. I definitely didn’t love this story but I appreciate its power to explore the implications that result from a child falling through the cracks of a caring society and what it feels like to not have a strong sense of family, connection or trust in anyone....more",Notes are private!,0,2,1,"Jul 31, 2022","Aug 05, 2022","Sep 29, 2021",,Paperback,view (with text),/book/show/58420822-bodies-of-light
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drylands,"Astley, Thea",0140283803,9780140283808,0140283803,294        pp,3.82,456,1999,2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 This is a long despairing ache and it speaks volumes about racism, misogyny, climate change and poverty. The power of the written word...",Notes are private!,0,4,1,"Sep 29, 2021","Oct 02, 2021","Sep 29, 2021",,Paperback,view (with text),/book/show/2888577-drylands
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,FOLLOW YOUR HEART,"Tamaro, Susanna",0749396970,9780749396978,0749396970,192        pp,3.67,"17,533",1994,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 A meditation on life that explores the themes of love, joy and destiny. As a grandmother writes to her granddaughter, reflecting on her life and r3.5 A meditation on life that explores the themes of love, joy and destiny. As a grandmother writes to her granddaughter, reflecting on her life and relationships with her own parents, her daughter and granddaughter she uses many analogies from the natural environment to impart a final message. ...more",Notes are private!,0,1,1,"Sep 27, 2021","Sep 29, 2021","Sep 27, 2021",,Paperback,view (with text),/book/show/316944.FOLLOW_YOUR_HEART
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Form and Emptiness,"Ozeki, Ruth*",1922458198,9781922458193,1922458198,548        pp,4.03,"30,796","Sep 21, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book about compassion and empathy; after it breaks your heart it wraps you in a big warm fluffy blanket and gives you an enormous hug.In a wThis is a book about compassion and empathy; after it breaks your heart it wraps you in a big warm fluffy blanket and gives you an enormous hug.In a world of consumerism, news and media overload, environmental degradation and social alienation Ozeki peels back the layers and explores how we can deal with so much stress and the importance of caring for our fellow humans....more",Notes are private!,0,14,1,"Nov 13, 2021","Nov 23, 2021","Sep 27, 2021",,Paperback,view (with text),/book/show/58420804-the-book-of-form-and-emptiness
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Artist's Portrait,"Keys, Julie*",073364094X,9780733640940,073364094X,304        pp,3.66,137,"Mar 26, 2019","Mar 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This has a lot of great ideas and an intriguing plot with some great descriptions of place. As a debut novel it is an impressive story. The difficultyThis has a lot of great ideas and an intriguing plot with some great descriptions of place. As a debut novel it is an impressive story. The difficulty for me was the execution of time shifts and too many unreliable narrators which made it difficult to follow. The uncovering of layers of mystery became overshadowed by my efforts to keep track of the order of events. Also I really wanted some closure or purpose for Jane’s story as this seemed to be left hanging. ...more,Notes are private!,0,3,1,"Sep 26, 2021","Sep 27, 2021","Sep 23, 2021",,Paperback,view (with text),/book/show/42792372-the-artist-s-portrait
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Days,"Pung, Alice*",,,,unknown,3.98,"4,498","Jun 01, 2021",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pung does a great job projecting and oppressive, claustrophobic atmosphere and the dialogue felt very realistic. The downside is that it becomes almosPung does a great job projecting and oppressive, claustrophobic atmosphere and the dialogue felt very realistic. The downside is that it becomes almost unbearable to continue listening to the abusive coercive control of the relationship between this mother and daughter. It goes on and on never seeming to progress. I’m not sure ... perhaps it just needed to be a bit shorter. There is no light just shadow....more",Notes are private!,0,24,1,"Sep 21, 2021","Sep 22, 2021","Sep 21, 2021",,Audiobook,view (with text),/book/show/58931635-one-hundred-days
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1785151916,9781785151910,1785151916,288        pp,3.68,"56,689","Sep 07, 2021","Nov 14, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were some beautiful descriptions in this book but overall I felt detached from the characters, labour and setting. The detailed descriptions werThere were some beautiful descriptions in this book but overall I felt detached from the characters, labour and setting. The detailed descriptions were very specific and the big picture blurry. There were also a lot of characters that seemed to come and go before I knew them and outside the cloistered environment of the abbey I couldn’t envision the real world. I felt I needed to understand the circumstances of these women in order to care about them. This story seems to be an alternate reality ( that may have created a different gender dynamic or outlook) but in the end I don’t think that Marie’s world was entirely generous - rather it felt self serving. Her journey from impoverished outcast to powerful leader also happened without many obstacles. They were easily brushed aside.I’ve probably been overly critical here as the writing did include sentences that were evocative but it was just not the story for me....more",Notes are private!,2,16,1,"Dec 25, 2021","Dec 27, 2021","Sep 21, 2021",,Paperback,view (with text),/book/show/49198598-matrix
