,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Roy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Youngblood,"Gallagher, Matt*",1501105744,9781501105746,1501105744,342        pp,3.86,736,"Feb 02, 2016","Feb 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fine book of place, if not plot which this novel is rather light on. Matt Gallagher effortlessly (which of course likely means he took greatThis is a fine book of place, if not plot which this novel is rather light on. Matt Gallagher effortlessly (which of course likely means he took great effort) pulls us into an Army unit in Iraq and gives us a taste of what modern warfare is like for members of an occupying force. It isn't a tale of heroism so much as of following orders and doing what it takes to make it from one day to the next, hopefully without abandoning too much of one's conscience along the way. There is a bit of detective story thrown into the narrative, a bit of star crossed love story too. There are threats to the narrator Jack Porter from within his own unit that are as ominous as bombs and bullets coming from the official enemy. There is sand and heat and scorpions and falafels and brokered deals and needless death and unhelpful remorse and the biding of time. I feel somewhat knowledgeable about the day-to-day existence of a 21st century soldier stationed in an ancient land after having read this book. But I'm wise enough to know that reading what it's like is one thing, living it as Mr. Gallagher did and admirably documented, quite another....more",Notes are private!,0,1,1,not set,"Sep 30, 2016","Aug 17, 2016",,Hardcover,view (with text),/book/show/25814251-youngblood
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gathering of Old Men,"Gaines, Ernest J.",0679738908,9780679738909,0679738908,214        pp,4.08,"6,493",1983,"Jun 30, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 13, 2016",,Paperback,view,/book/show/542953.A_Gathering_of_Old_Men
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Avenue of Mysteries,"Irving, John*",1451664168,9781451664164,1451664168,460        pp,3.26,"13,465","Nov 03, 2015","Nov 03, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love John Irving. I kept waiting for this novel to get better and less odd as it went along. Not that odd is bad, and Mr. Irving is the master of maI love John Irving. I kept waiting for this novel to get better and less odd as it went along. Not that odd is bad, and Mr. Irving is the master of making readers fall in love with peculiar characters, even kids who seem overly obsessed with statues of legendary religious virgins such as Mary rather than normal kid interests. But as I read this novel (which has a wonderful title) I got the feeling that he simply felt like writing about writing, and aging, and dying, and religion/Catholicism, and homophobia, and sex. All things he has written profoundly about before, but in more intriguing and plot driven ways. He delves into miracles and ghosts/angels to a greater extent in Avenue of Mysteries than most of his earlier novels, though miracles are also nothing new to the prose of John Irving. The fact of the matter is, there are many familiar elements recognizable to readers of his earlier work in this book, and the author's easy to read and digest style is as John Irvingesque as ever, more or less. But at his best John Irving writes novels that I fall madly in love with, and that simply wasn't the case with this one. Something was missing, or perhaps too much of something usually restrained was present. He is still and always will be one of my literary heroes and favorite authors, but if you've never read a John Irving novel, I do not advise starting with this one....more",Notes are private!,0,4,1,"May 17, 2018","May 17, 2018","Aug 13, 2016",,Hardcover,view (with text),/book/show/25111109-avenue-of-mysteries
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Sugar,"Baszile, Natalie",0670026131,9780670026135,0670026131,372        pp,3.78,"9,334","Feb 06, 2014","Feb 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 12, 2016",,Hardcover,view,/book/show/18114067-queen-sugar
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Harlan,"McFadden, Bernice L.*",1617754463,9781617754463,1617754463,400        pp,4.09,"2,823","Apr 11, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2016",,Paperback,view,/book/show/22642465-the-book-of-harlan
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385537034,9780385537032,0385537034,310        pp,4.06,"401,199","Aug 02, 2016","Jan 01, 2035",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Aug 02, 2016",,Hardcover,view,/book/show/28250841-the-underground-railroad
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sacred        (Kenzie & Gennaro, #3)","Lehane, Dennis*",0380726297,9780380726295,0380726297,400        pp,3.96,"22,021","Jul 23, 1997",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2016",,Mass Market Paperback,view,/book/show/425124.Sacred
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Loney,"Hurley, Andrew Michael",1473619823,9781473619821,1473619823,368        pp,3.27,"16,258","Sep 29, 2014","Aug 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes it's necessary to carefully arrange a system of beliefs to explain the unexplainable. People love a good mystery provided it gets solved in Sometimes it's necessary to carefully arrange a system of beliefs to explain the unexplainable. People love a good mystery provided it gets solved in the end. Unresolved we are left with questions that can haunt us. Religion serves the purpose of providing answers without needing to bear the burden of proof. By accepting the influence and omnipotence of a higher power, rather than wrestling with questions, people accept explanations that cannot be disproved. But even the most strongly constructed belief system can be vulnerable to harsh doses of reality and cruel twists of fate. The Loney is a place where people come to seek miracles, a private Lourdes. Maybe the miracles are gifts from God. Maybe they come from elsewhere. If you find what you seek, does the source matter? If you learn the truth, was the miracle worth the lesson? I recommend giving Andrew Michael Hurley's atmospheric debut novel a read. I've done my best to  it spoiler free. Like high tide on a desolate beach, this novel will pull you in and hold on fast....more",Notes are private!,0,1,1,not set,"Aug 17, 2016","Jul 20, 2016",,Hardcover,view (with text),/book/show/25458371-the-loney
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Given Day        (Coughlin #1),"Lehane, Dennis*",0688163181,9780688163181,0688163181,704        pp,4.06,"26,614","Sep 23, 2008","Sep 23, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an incredibly eventful time period to read about. Somehow in one city in one year there is The Great Molasses Flood, the early growth stage of thWhat an incredibly eventful time period to read about. Somehow in one city in one year there is The Great Molasses Flood, the early growth stage of the NAACP in a racist climate, a Spanish Influenza pandemic, unions gaining a foothold to combat unfair labor practices and absurdly low wages, the Boston Police Strike of 1919 and resulting riots, the start of Prohibition, a relentless hunt for violent radicals who sow seeds of fear, and Babe Ruth being traded from the Red Sox to the NY Yankees where a dynasty will result. This action packed period of time in history was fascinating to learn about, with a multi-plotted page turner Dennis Lehane story line thrown into the middle of it as bonus. The more things change the more they stay the same was the thought that repeatedly came to mind as I read The Given Day. In 2016 we call the violent radicals Islamic terrorists; the medical crisis du jour is the Zika virus; protests follow questionable shootings with riots sometimes resulting when activists from the newbie #BlackLivesMatter movement face off against police officers with #BlueLivesMatter mindsets; and Kevin Durant has left Oklahoma City to form a super team in the Golden State. What's the modern day equivalent to the molasses flood? Donald Trump's presidential candidacy perhaps. Both certainly created enormous messes to deal with....more",Notes are private!,0,3,1,not set,"Jul 20, 2016","May 07, 2016",,Hardcover,view (with text),/book/show/2830067-the-given-day
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stepin Fetchit: The Life & Times of Lincoln Perry,"Watkins, Mel",1400096766,9781400096763,1400096766,368        pp,3.98,46,2005,"Nov 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2016",,Paperback,view,/book/show/283150.Stepin_Fetchit
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master,"Tóibín, Colm",0743250419,9780743250412,B0013L4CSG,339        pp,3.84,"10,693","May 25, 2004","Apr 19, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2016",,Paperback,view,/book/show/43691.The_Master
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beating ADHD Naturally,"Johnson, Scott A.*",0996413978,9780996413978,0996413979,186        pp,4.42,12,unknown,"May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2016",,Paperback,view,/book/show/29743426-beating-adhd-naturally
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Go Crazy: Prince and the Making of Purple Rain,"Light, Alan",1476776776,9781476776774,1476776776,304        pp,3.85,"1,023","Dec 09, 2014","Dec 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2016",,Kindle Edition,view,/book/show/21942928-let-s-go-crazy
