,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal","Moore, Christopher*",0380813815,9780380813810,0380813815,444        pp,4.23,"173,672","Mar 01, 2002","May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2020",,Paperback,view,/book/show/28881.Lamb
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2020 on Goodreads,Various,,,,unknown,4.06,"1,570",2020,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was the year I planned to tour the history of the novel, chronologically, from Rabelais to Proust. In retrospect, 2020 was perhaps not the best yThis was the year I planned to tour the history of the novel, chronologically, from Rabelais to Proust. In retrospect, 2020 was perhaps not the best year for this undertaking, given the kind of year it turned out to be. After COVID sent us into lock-down I started working from home, where I have remained since March. Working from home has been wonderful, as I've been able to spend more time with my family and less time commuting. However the loss of my long (4 hour) daily commute has resulted in the loss of my dedicated allotment of time for reading, so I have had to carve out time elsewhere. In spite of this I managed to stay on track until about September, when issues at work suddenly increased my workload to include weekends and evenings, leaving no time at all for reading (or Goodreads) and preventing me from reaching Proust before the end of the year. Despite the disappointment of not reaching my goal, looking back on the year I am fairly proud of how far I managed to progress in the face of 2020. These are the books I read this year:1532, Gargantua and Pantagruel, François Rabelais ☆☆☆☆1615, Don Quixote, Miguel de Cervantes Saavedra ☆☆☆☆☆1726, Gulliver's Travels, Jonathan Swift ☆☆☆1749, The History of Tom Jones, A Foundling, Henry Fielding ☆☆☆☆☆1759, Tristram Shandy, Laurence Sterne ☆☆☆☆☆1782, Dangerous Liaisons, Pierre Choderlos de Laclos ☆☆☆☆1785, The 120 Days of Sodom, or The School of Libertinage, Marquis de Sade☆☆1785, Jacques the Fatalist, Denis Diderot ☆☆☆1813, Pride and Prejudice, Jane Austen ☆☆☆1818, Frankenstein, Mary Shelley ☆☆☆☆1833, Eugene Onegin: A Novel in Verse, Alexander Pushkin ☆☆☆☆1842, Dead Souls, Nikolai Gogol ☆☆☆1847, Jane Eyre, Charlotte Brontë ☆☆☆☆☆1847, Wuthering Heights, Emily Brontë ☆☆☆☆1848, Vanity Fair, William Makepeace Thackeray ☆☆☆1857, Madame Bovary, Gustave Flaubert ☆☆☆☆1860, The Mill on the Floss, George Eliot ☆☆☆☆1860, First Love, Ivan Turgenev ☆☆☆☆☆1862, Les Misérables, Victor Hugo ☆☆☆☆☆1866, Crime and Punishment, Fyodor Dostoyevsky ☆☆☆☆☆1867, War and Peace, Leo Tolstoy ☆☆☆☆☆1869, The Idiot, Fyodor Dostoyevsky ☆☆☆☆1871, Middlemarch, George Eliot ☆☆☆This list is of course, highly idiosyncratic, and was based initially on books I owned but had not yet read, and then filled out with a little research. There are many notable authors who were missed from the list, and for various reasons I chose to skip for now, including Daniel Defoe, Samuel Richardson, Stendhal, Charles Dickens, Edgar Allen Poe, Alexandre Dumas, Elizabeth Gaskell and Nathaniel Hawthorne among others. Of the books I read this year, Les Misérables was by far my favourite, perhaps followed by War and Peace (though with significant reservations).So, at the end of the year I managed to get as far as the year 1871, with 14 more novels to go before reaching Proust. But I don't intend to continue with the tour just yet. I am feeling a bit burned out by the Nineteenth Century, and I could not bear to pick up another Dostoyevsky just yet. I think some digression is in order first....more",Notes are private!,0,57,0,not set,not set,"Jan 07, 2020",,,view (with text),/book/show/49583273-2020-on-goodreads
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kassandra and the Wolf,"Karapanou, Margarita",1566567718,9781566567718,1566567718,192        pp,3.71,"1,275",1976,"Oct 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/6650152-kassandra-and-the-wolf
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunflower,"Krúdy, Gyula",1590171861,9781590171868,1590171861,229        pp,3.71,511,"Sep 14, 1918","Aug 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/382619.Sunflower
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primeval and Other Times,"Tokarczuk, Olga",8086264351,9788086264356,8086264351,248        pp,4.27,"13,838",1996,"Jan 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/6617921-primeval-and-other-times
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Une vie,"Maupassant, Guy de",0543893790,9782744147159,0543893790,299        pp,3.86,"13,525",1883,"Mar 13, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Paperback,view,/book/show/641851.Une_vie
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Quantum Field Theory in a Nutshell, 2nd Edition","Zee, A.",0691140340,9780691140346,0691140340,576        pp,4.13,358,Mar 2003,"Feb 21, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Hardcover,view,/book/show/7295063-quantum-field-theory-in-a-nutshell-2nd-edition
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sérotonine,"Houellebecq, Michel",,,2081471752,347        pp,3.58,"27,212","Jan 04, 2019","Jan 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Paperback,view,/book/show/43453906-s-rotonine
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,'Die Wand.' Mit Materialien,"Haushofer, Marlen",3123519600,9783123519604,3123519600,267        pp,4.04,"17,958",1963,1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Paperback,view,/book/show/586853._Die_Wand_Mit_Materialien
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ruslan and Ludmila,"Pushkin, Alexander",5050047730,9785050047731,5050047730,134        pp,4.08,"7,004",1820,"Nov 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Hardcover,view,/book/show/385028.Ruslan_and_Ludmila
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Dame aux Camélias,"Dumas fils, Alexandre",0192836382,9780192836380,0192836382,256        pp,4.03,"51,504",1848,"Mar 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2019",,Paperback,view,/book/show/7186.La_Dame_aux_Cam_lias
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seiobo There Below,"Krasznahorkai, László",1781255105,9781781255100,1781255105,464        pp,4.27,"1,556",Jan 2008,"May 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/25268538-seiobo-there-below
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirst for Love,"Mishima, Yukio",0099530279,9780099530275,0099530279,200        pp,3.64,"5,803","Jun 30, 1950","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/6725882-thirst-for-love
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Total Library: Non-Fiction 1922-1986,"Borges, Jorge Luis",0141183020,9780141183022,0141183020,576        pp,4.44,231,"Jan 01, 2000","Jan 18, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/30712.The_Total_Library
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dancing in the Dark        (My Struggle #4),"Knausgård, Karl Ove",0099581523,9780099581529,0099581523,560        pp,4.22,"11,681","Feb 24, 2010","Jan 26, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is where I get off the train. A Death in the Family was something special: Knausgård's ability to extract poignancy and meaning from the minuThis is where I get off the train. A Death in the Family was something special: Knausgård's ability to extract poignancy and meaning from the minutiae of life felt compelling and innovative. But four books in, it feels repetitive. Maybe Knausgård's approach to storytelling has changed, or maybe I've become numb to it, but it feels as though the detail has become amplified, but the heart is gone....more",Notes are private!,0,8,1,"Jul 22, 2021","Oct 13, 2021","Dec 07, 2019",,Paperback,view (with text),/book/show/24385884-dancing-in-the-dark
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drought,"Ballard, J.G.",0393340457,9780393340457,0393340457,240        pp,3.55,"2,659",1964,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2019",,Paperback,view,/book/show/12362430-the-drought
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,0140447946,9780140447941,B01BITAP92,462        pp,3.91,"454,817",-660,"Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Paperback,view,/book/show/1376.The_Iliad
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Utopia,"More, Thomas",0140449108,9780140449105,0140449108,113        pp,3.55,"75,025",1516,"May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Paperback,view,/book/show/18414.Utopia
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Novelist,"Vargas Llosa, Mario",0312421729,9780312421724,0312421729,136        pp,3.86,"3,620",1997,"Jun 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Modelled, of course, on Rilke’s Letters to a Young Poet, Vargas Llosa imparts his wisdom as a novelist in a series of short letters, which are directeModelled, of course, on Rilke’s Letters to a Young Poet, Vargas Llosa imparts his wisdom as a novelist in a series of short letters, which are directed towards an idealised novice. He covers the basics before moving on to some quite interesting and esoteric concepts, many of which were new to me. He makes reference extensively to examples within literature, and was able to reframe or cast in a new light several novels I have already read, as well as enticing me towards several new ones.From the first letter - the somewhat disturbing “Parable of the Tapeworm” - Vargas Llosa characterises writing as a serious and consuming endeavour; symbiotic in nature, not unlike the relationship between a parasite and its host. There is no expectation that this book will teach an aspiring novelist how to write: it attempts only to illustrate the depth and breadth of what is possible through literature, and perhaps provide a couple of pointers in the right direction. Vargas Llosa has an abundance of wisdom and experience, both as a writer and as a devotee of literature, and this is a resource for writers and readers both. My main criticism of this book is that it is far too short....more",Notes are private!,0,25,1,"Nov 26, 2019","Nov 27, 2019","Nov 26, 2019",,Paperback,view (with text),/book/show/418824.Letters_to_a_Young_Novelist
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,495","Apr 03, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 24, 2019",,Paperback,view,/book/show/40180098-the-overstory
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waste Books,"Lichtenberg, Georg Christoph",0940322501,9780940322509,0940322501,264        pp,4.16,793,1799,"Sep 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2019",,Paperback,view,/book/show/984015.The_Waste_Books
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Families Who Made Rome: A History and a Guide,"Majanlahti, Anthony",0701176873,9780701176877,0701176873,400        pp,3.88,51,"Jun 28, 2005","Jun 28, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Hardcover,view,/book/show/2066414.The_Families_Who_Made_Rome
