,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pamela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel's Game        (The Cemetery of Forgotten Books, #2)","Ruiz Zafón, Carlos",0385528701,9780385528702,0385528701,531        pp,4.00,"162,256","Apr 17, 2008","Jun 16, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Hardcover,view,/book/show/4912857-the-angel-s-game
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Million Little Choices,"Alexander, Tamera*",1684284007,9781684284009,B0BX128G9R,394        pp,4.49,"1,433",Nov 2023,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Kindle Edition,view,/book/show/123070782-a-million-little-choices
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 1/2 Deaths of Evelyn Hardcastle,"Turton, Stuart*",,,,432        pp,3.83,"374,869","Feb 08, 2018","Sep 18, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a ride! I feel like I've been on a roller coaster for three days. I spent the beginning, well most of the book, trying to figure out what was goiWhat a ride! I feel like I've been on a roller coaster for three days. I spent the beginning, well most of the book, trying to figure out what was going on. It's not an easy concept to wrap my head around, but it was written well enough that I was able to hang on. All the questions were answered eventually, with the exception of one. If all the children were Charles' why was only one raised by the maid? ...more",Notes are private!,0,2,1,"Jan 05, 2024","Jan 08, 2024","Jan 05, 2024",,Hardcover,view (with text),/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Deaths of Mrs. Kip,"Brunsvold, Sara*",0800740270,9780800740276,0800740270,368        pp,4.40,"3,172","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/59449050-the-extraordinary-deaths-of-mrs-kip
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All That It Takes        (McKenzie Family Romance, #2)","Deese, Nicole*",0764234978,9780764234972,0764234978,352        pp,4.48,"1,327","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Paperback,view,/book/show/58322691-all-that-it-takes
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In The Dead of Winter        (Ivy Towers, #1)","Mehl, Nancy",1597895229,9781597895224,1597895229,256        pp,3.95,281,"Dec 07, 2007","Dec 07, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2023",,Mass Market Paperback,view,/book/show/3111745-in-the-dead-of-winter
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Last Name,"Schumacher, Eric M.*",1736408003,9781736408001,B08RHKYVGY,35        pp,4.53,820,"Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Kindle Edition,view,/book/show/56569094-my-last-name
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flanders Panel,"Pérez-Reverte, Arturo",0156029588,9780156029582,0156029588,295        pp,3.79,"24,508",1990,"Jun 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Paperback,view,/book/show/11031.The_Flanders_Panel
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unknown Enemy        (Green Dory Inn #1),"Sketchley, Janet*",0995197075,,B07FCXPKGB,151        pp,4.07,45,unknown,"Aug 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was preparing to give this at least four stars right up until the end – which wasn’t an ending. Even though I knew this was the first in a series, II was preparing to give this at least four stars right up until the end – which wasn’t an ending. Even though I knew this was the first in a series, I thought one mystery at least would be cleared up, and I guess it was, but I still had doubts that the police caught the right suspect. This is why I don’t normally read series. ...more",Notes are private!,0,0,1,"Dec 29, 2023","Dec 30, 2023","Dec 29, 2023",,Kindle Edition,view (with text),/book/show/40866269-unknown-enemy
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Anthem,"Hoff, B.J.",0736926461,9780736926461,0736926461,559        pp,4.54,244,"Mar 01, 2009","Mar 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Paperback,view,/book/show/5003328-american-anthem
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,12 Days,"Glick, Heidi*",1522304363,9781522304364,B0CJMJM8YV,82        pp,4.67,12,unknown,"Nov 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fast-paced suspense novella set at Christmas, where a serial killer is using the Song, Twelve Days of Christmas, as a theme for his latest series ofA fast-paced suspense novella set at Christmas, where a serial killer is using the Song, Twelve Days of Christmas, as a theme for his latest series of murders. Tight plot and relatable characters. ...more",Notes are private!,0,0,1,"Dec 28, 2023","Dec 28, 2023","Dec 28, 2023",,Kindle Edition,view (with text),/book/show/199273985-12-days
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remembering Christmas,"Walsh, Dan*",0800719794,9780800719791,0800719794,272        pp,4.18,"3,521","Sep 01, 2011","Sep 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An uplifting story about a Christmas miracle that turned a young man’s life around.,Notes are private!,0,1,2,"Dec 26, 2023not set","Dec 28, 2023not set","Dec 26, 2023",,Hardcover,view (with text),/book/show/10954577-remembering-christmas
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Adversary        (Tommy and Tuppence Mysteries, #1)","Christie, Agatha",1600963943,9781600963940,1600963943,266        pp,3.85,"62,583",Jan 1922,"Jan 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An early Agatha Christie novel, but still a classic. Whenever I read one of hers, I feel like I've been had, but in a good way. This one was no differAn early Agatha Christie novel, but still a classic. Whenever I read one of hers, I feel like I've been had, but in a good way. This one was no different. I thought I knew who the elusive Mr. Brown was, then I accepted that I'd been wrong, and then I realized I'd been right after all! Satisfying read overall....more",Notes are private!,1,1,1,"Dec 24, 2023","Dec 26, 2023","Dec 24, 2023",,Paperback,view (with text),/book/show/49596.The_Secret_Adversary
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place at His Table: God's Daily Gifts to Satisfy Your Heart,"Waters, Jeannie*",1946708968,9781946708960,B0CGTWSJFB,206        pp,4.95,41,unknown,"Aug 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lovely devotional full of anecdotes I could relate to, God honoring truth, and ways to apply that truth.",Notes are private!,0,1,1,"Oct 24, 2023","Dec 22, 2023","Dec 24, 2023",,Paperback,view (with text),/book/show/198141430-a-place-at-his-table
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Home-Maker,"Fisher, Dorothy Canfield",0897330692,9780897330695,0897330692,320        pp,4.17,"1,469",1924,"Aug 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Paperback,view,/book/show/1786432.The_Home_Maker
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",1646221958,9781646221950,1646221958,307        pp,4.18,"49,135","Apr 04, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/123036004-the-berry-pickers
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen of the Third Grade,"Baker, Jane Carlile*",,,B09MP35BZT,unknown,4.33,3,"Dec 23, 2021",Dec 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gwen navigates her last year teaching third grade trying to balance truth and grace. Lots of conflict and disasters prove this difficult and only possGwen navigates her last year teaching third grade trying to balance truth and grace. Lots of conflict and disasters prove this difficult and only possible with help from Jesus. Interesting story, but I found myself wondering why certain scenes were included, like the detailed planning of a talent show with no further mention of the show. I know several people who will like this better than I did. ...more",Notes are private!,0,0,1,"Dec 20, 2023","Dec 23, 2023","Dec 23, 2023",,Kindle Edition,view (with text),/book/show/59849695-queen-of-the-third-grade
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,422",May 2001,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fleshed out characters digging up past mysteries while trying to navigate their troubled present. Satisfying read!,Notes are private!,0,1,1,"Dec 30, 2023","Jan 05, 2024","Dec 18, 2023",,Paperback,view (with text),/book/show/1232.The_Shadow_of_the_Wind
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear Has a Name        (The Crittendon Files #1),"Mapes, Creston*",,,,345        pp,4.20,"3,417","May 19, 2005",May 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reporter Jack Crittendon investigates a missing pastor case, while dealing with a home invasion and someone stalking his wife. Realistic characters goReporter Jack Crittendon investigates a missing pastor case, while dealing with a home invasion and someone stalking his wife. Realistic characters go through crises of belief. Solid thriller with good theology....more",Notes are private!,0,0,1,"Dec 18, 2023","Dec 20, 2023","Dec 18, 2023",,Kindle Edition,view (with text),/book/show/53340282-fear-has-a-name
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,111",1988,"Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Paperback,view,/book/show/18144590-the-alchemist
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Must Betray You,"Sepetys, Ruta*",198483603X,9781984836038,198483603X,321        pp,4.41,"68,951","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/56970272-i-must-betray-you
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doing Life with Your Adult Children: Keep Your Mouth Shut and the Welcome Mat Out,"Burns, Jim",0310353777,9780310353775,0310353777,192        pp,4.15,"2,941",unknown,"Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 12, 2023",not set,"Dec 12, 2023",,Paperback,view,/book/show/40589799-doing-life-with-your-adult-children
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Part,"Cousens, Sophie",0593539893,9780593539897,0593539893,368        pp,4.08,"19,344","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Paperback,view,/book/show/112976344-the-good-part
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding Dress Sewing Circle,"Ryan, Jennifer*",0593158830,9780593158838,0593158830,411        pp,4.09,"16,790","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/58936392-the-wedding-dress-sewing-circle
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Ladies,"Benedict, Marie*",0593440285,9780593440285,0593440285,389        pp,4.04,"25,144","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/63024287-the-first-ladies
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1982175370,9781982175375,1982175370,272        pp,3.63,"28,017","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/62919793-the-invisible-hour
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,064","Aug 30, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/60353768-the-marriage-portrait
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Diversity of Things: A collection of short stories,"Allen, Christopher R",,9798988629009,B0C95KZ8DV,218        pp,4.00,3,unknown,"Jun 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Paperback,view,/book/show/181698176-a-diversity-of-things
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ferryman,"Cronin, Justin*",052561947X,9780525619475,052561947X,538        pp,3.93,"27,665","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/61282437-the-ferryman
