,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,ΠανωςΚ's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ένας έρωτας,"Buzzati, Dino",,9786180315424,,352        pp,3.84,"5,613",Mar 1963,"Nov 22, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ακόμη θυμάμαι με αγάπη το παιδικό βιβλίο του Μπουτζάτι, Η Περίφημη Εισβολή των Αρκούδων στη Σικελία (ή κάπως έτσι ο τίτλος). Αυτό εδώ δεν το αγάπησα. Ακόμη θυμάμαι με αγάπη το παιδικό βιβλίο του Μπουτζάτι, Η Περίφημη Εισβολή των Αρκούδων στη Σικελία (ή κάπως έτσι ο τίτλος). Αυτό εδώ δεν το αγάπησα. Για την ακρίβεια δεν έχω καταφέρει, παρότι πάει κάνας μήνας που το διάβασα, να βγάλω συμπέρασμα. Ισως χρειαστεί να το ξαναδιαβάσω. Το θέμα είναι τόσο κλισέ, που θα μπορούσε να είναι και υλικό για φτηνό αντρικό μυθιστόρημα. Απ' την άλλη, ο Μπουτζάτι γράφει πολύ καλά. Σου πετάει και λίγο ταξικό στοιχείο μέσα, τσιμπάς, λες βρε κάτι γίνεται εδώ. Απ' την άλλη όμως... Δεν ξέρω. Κάπου στα επόμενα έχω και την Ερημο των Ταρτάρων, αλλά με τρομάζει λίγο. ...more",Notes are private!,0,1,1,not set,not set,"Jul 28, 2020",,Paperback,view (with text),/book/show/40942457
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Το βιβλίο των φανταστικών όντων,"Borges, Jorge Luis",9601654291,9789601654294,,304        pp,4.06,"9,147","Mar 30, 1957",Jul 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Δεν είναι βιβλίο παραλίας, σε καμία περίπτωση, αλλά σε παραλία το διάβασα με τον ήχο της σάπιας μποσανόβας από το μπιτς μπαρ να μου σπάει τα νεύρα. ΓιΔεν είναι βιβλίο παραλίας, σε καμία περίπτωση, αλλά σε παραλία το διάβασα με τον ήχο της σάπιας μποσανόβας από το μπιτς μπαρ να μου σπάει τα νεύρα. Για ηχητική επένδυση, ένα τέτοιο βιβλίο θέλει κάτι άλλο, πιο έντονο, δυνατό, μουσικά περίπλοκο. Το σημείο με το δέντρο που έτρωγε τα πουλιά που κάθονταν απάνω του κι όταν την άνοιξη άνθιζε, αντί για φύλλα, έβγαζε φτερα, το διάβασα απανωτά τουλάχιστον δέκα φορές, λίγο ακόμη και θα άρχιζα να φωνάζω δυνατά από ενθουσιασμό, αλλά μάλλον οι λουόμενοι παραδίπλα θα με περνούσαν για τρελό (παρότι δεν ξέρω τίποτε σχεδόν περί κόμιξ, έχω την εντύπωση πως οι διάφοροι κομιξάδες θα βρίσκαν πολύ γαμάτο υλικό εδώ μέσα)...more",Notes are private!,0,4,1,not set,not set,"Jul 28, 2020",,Paperback,view (with text),/book/show/32933267
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Κονστάνσια και άλλες ιστορίες για παρθένους,"Fuentes, Carlos",9603257370,9789603257370,9603257370,435        pp,3.57,231,"Nov 07, 1989",May 2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ενα από τα βιβλία που έχω απολαύσει περισσότερο ήταν το Κάθισμα του Αετού του Φουέντες. Ό,τι δικό του κι αν διάβασα έκτοτε, δεν μου πρόσφερε την ίδια Ενα από τα βιβλία που έχω απολαύσει περισσότερο ήταν το Κάθισμα του Αετού του Φουέντες. Ό,τι δικό του κι αν διάβασα έκτοτε, δεν μου πρόσφερε την ίδια απόλαυση. Εδώ έχουμε μια συλλογή από νουβέλες δύστροπες, που δοκιμάζουν την υπομονή του αναγνώστη. Μεγάλος τεχνίτης ο Φουέντες. Αλλά μπορεί να γίνει τόσο μα τόσο στρυφνός, δύσκολος, στα όρια του ακατανόητου. Είναι η κατανόηση ενός κειμένου απαραίτητη προϋπόθεση για να απολαύσεις αυτό που διαβάζεις; Ίσως όχι πάντα. Στο συγκεκριμένο βιβλίο, ο Φουέντες μου γάμησε το μυαλό, με έκανε να καταλάβω ότι έχω ακόμη πολλά ψωμιά να φάω ως αναγνώστης για κάτι τόσο απαιτητικό. Τέλος πάντων, αξίζει τον κόπο, αλλά είτε με πολύ καθαρό μυαλό είτε με τελείως θολωμένο, κι αυτή τη στιγμή δεν έχω ούτε το ένα ούτε το άλλο. ...more",Notes are private!,0,3,1,not set,not set,"Jul 28, 2020",,Paperback,view (with text),/book/show/13456835
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Είσαι ο Παπαδόπουλος!,"Αποστολίδης, Ανδρέας",960325844X,9789603258445,960325844X,208        pp,3.17,6,unknown,2009,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Αδυνατώ να καταλάβω γιατί ενώ κανονικά αυτό θα έπρεπε να με αρέσει, εγώ απλώς βαρέθηκα. Ισως φταίει η ζέστη.",Notes are private!,0,2,1,not set,not set,"Jul 25, 2020",,Paperback,view (with text),/book/show/30527271
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Στο τέλος νικάω εγώ,"Nikolaidou, Sofia",,9786180312362,,304        pp,3.74,66,"Nov 23, 2017","Nov 23, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Καλή συγγραφέας, ενδεχομένως πολύ καλή. Αλλά δυστυχώς δεν γράφει βιβλία που υπό κανονικές συνθήκες θα διάλεγα να διαβάσω.",Notes are private!,0,0,1,not set,not set,"Jul 25, 2020",,Paperback,view (with text),/book/show/36668248
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Βενζίνη: Δεκατρείς ιστορίες για αγρίες,"Ηλιάδη, Αντιγόνη",,9789609708364,,147        pp,4.60,5,Jul 2017,Jul 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"το blurb του βιβλίου (που παντελώς αταίριαστα και αναπάντεχα το διάβασα σε μια παραλία) είναι το εξής (το αντέγραψα απ' τις Ακυβέρνητες Πολιτείες): «Δτο blurb του βιβλίου (που παντελώς αταίριαστα και αναπάντεχα το διάβασα σε μια παραλία) είναι το εξής (το αντέγραψα απ' τις Ακυβέρνητες Πολιτείες): «Δεκατρείς ιδιὀτυπες ιστορίες συνθέτουν ένα γράφημα της σύγχρονης πραγματικότητας όπου ο τρόμος, η αποστροφή, οι φαντασιὠσεις, το τραύμα της σεξουαλικότητας, η κοινωνική λήθη και το άρρητο της μηχανής συνωθούνται σε μια αφηγηματική γλώσσα που φορές μοιάζει να «αναφλέγεται» από το σημαντικό και ετερόκλητο της πραγματικότητας που καλείται να νοηματοδοτήσει»...more",Notes are private!,0,0,1,not set,not set,"Jul 25, 2020",,Paperback,view (with text),/book/show/36536701
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Στον καιρό των ζωντανών,"Ηλιάδη, Αντιγόνη",,9786188364745,,112        pp,3.77,13,May 2019,May 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2020",,Paperback,view,/book/show/49407686
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ένας βρεγμένος καραγκιόζης,"Fajardie, Frédéric H.",,9789609797931,,136        pp,4.18,50,"Mar 23, 1983","Jul 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2020",,Paperback,view,/book/show/54580226
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ecstasy,"Welsh, Irvine",960436488X,9789604364886,960436488X,384        pp,3.60,"10,508",1996,"Dec 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,για τη γαμημένη τη νοσταλγία μιας άλλης εποχής νο2,Notes are private!,0,6,1,not set,not set,"Jul 12, 2020",,Paperback,view (with text),/book/show/37533548-ecstasy
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Η τέχνη της λεπίδας,"Welsh, Irvine",,9789604364879,,288        pp,3.82,"7,185","Apr 07, 2016","Oct 16, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Για τη γαμημένη τη νοσταλγία μιας περασμένης εποχής νο1,Notes are private!,0,0,1,not set,not set,"Jul 12, 2020",,Paperback,view (with text),/book/show/36410470
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Κράτα μου το χέρι,"Μαμαλούκας, Δημήτρης",,9789604969166,9604969161,192        pp,3.42,31,"Sep 18, 2012","Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 04, 2020",,Paperback,view,/book/show/17230832
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Τα κοσμοκωμικά,"Calvino, Italo",9600358885,9789600358889,9600358885,192        pp,4.16,"18,928",May 1965,"Apr 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 04, 2020",,Paperback,view,/book/show/25581215
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Η κρυφή πόρτα,"Πανσέληνος, Αλέξης",,9786180303902,,178        pp,2.81,36,Feb 2016,Feb 2016,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Θα μπορούσα να γράψω αρκετά γιατί δεν μου άρεσε. Αρκεί όμως ένα απόσπασμα από συνέντευξη του συγγραφέα στην popaganda για να εξηγήσει τα πάντα. ΓράφειΘα μπορούσα να γράψω αρκετά γιατί δεν μου άρεσε. Αρκεί όμως ένα απόσπασμα από συνέντευξη του συγγραφέα στην popaganda για να εξηγήσει τα πάντα. Γράφει η δημοσιογράφος πως στον Αλ. Πανσέληνο αρέσουν τα Εξάρχεια όπου έχει κι ένα σπίτι (ή κάπου εκεί κοντά τεσπά), ωστόσο ""δεν θα επέστρεφε μόνιμα στο κέντρο. «Μου αρέσει να χρησιμοποιώ το διαμέρισμα όταν με βολεύει και εξακολουθώ να έχω την μόνιμη κατοικία μου στην Κηφισιά»"".Έλεος δηλαδή....more",Notes are private!,0,2,1,not set,not set,"Jul 04, 2020",,Paperback,view (with text),/book/show/29772624
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Μαύρα γυαλιά,"Japrisot, Sébastien",,9789600442168,9600442169,343        pp,3.94,"1,484",1966,2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"στα 3/4 ήμουν κατενθουσιασμένος, λίγο το φινάλε -για την ακρίβεια, ο τρόπος με τον οποίο ο συγγραφέας έγραψε τη λύση της ιστορίας- με χάλασε, αλλά οκ,στα 3/4 ήμουν κατενθουσιασμένος, λίγο το φινάλε -για την ακρίβεια, ο τρόπος με τον οποίο ο συγγραφέας έγραψε τη λύση της ιστορίας- με χάλασε, αλλά οκ, μια χαρά νουάρ. ...more",Notes are private!,0,2,1,not set,not set,"Jun 24, 2020",,Paperback,view (with text),/book/show/23769496
