,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mark's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anything Is Possible        (Amgash #2),"Strout, Elizabeth*",0812989414,9780812989410,0812989414,304        pp,3.78,"66,301","Apr 27, 2017","Mar 27, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a beautifully written book in which the characters and their lives are interwoven and yet separated skillfully into segments. There are momentThis is a beautifully written book in which the characters and their lives are interwoven and yet separated skillfully into segments. There are moments in the novel where I had to stop reading because it so touched my heart and plucked strings of memories both painful and full of joy. One of my favorite of the many Strout novels I have now read. ...more,Notes are private!,0,1,1,"Jan 26, 2023",Feb 2023,"Jan 26, 2023",,Paperback,view (with text),/book/show/35879607-anything-is-possible
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rubbernecker,"Bauer, Belinda*",0593066928,9780593066928,0593066928,313        pp,4.11,"13,058","Jan 31, 2013","Jan 31, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2023",,Hardcover,view,/book/show/16071656-rubbernecker
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snap,"Bauer, Belinda*",,,B072MLQD2W,282        pp,3.81,"26,196","May 03, 2018","May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 31, 2023Jan 31, 2023","Mar 10, 2023Jan 31, 2023","Jan 10, 2023",,Kindle Edition,view,/book/show/35687802-snap
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ink Black Heart        (Cormoran Strike, #6)","Galbraith, Robert",0316473537,9780316473538,0316473537,"1,391        pp",4.12,"89,837","Aug 30, 2022","Sep 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 16, 2022","Jan 25, 2023","Dec 16, 2022",,Hardcover,view,/book/show/60144955-the-ink-black-heart
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,784","Jun 08, 2010","Jun 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/7331435-a-visit-from-the-goon-squad
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,146","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/58437521-the-candy-house
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How We Live Is How We Die,"Chodron, Pema",161180924X,9781611809244,161180924X,240        pp,4.29,"1,285",unknown,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/61142207-how-we-live-is-how-we-die
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moonflower Murders        (Susan Ryeland, #2)","Horowitz, Anthony*",0062955462,9780062955463,0062955462,608        pp,4.05,"49,725","Aug 18, 2020","Nov 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"May 03, 2023not set","May 03, 2023not set","Dec 16, 2022",,Paperback,view,/book/show/57007380-moonflower-murders
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Guest,"Ryan, W. C.",1838771522,,B083F147VT,326        pp,3.79,"1,949","Jan 06, 2022","Jan 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 27, 2022","Dec 10, 2022","Nov 27, 2022",,Kindle Edition,view,/book/show/54499335-the-winter-guest
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Twist of a Knife        (Hawthorne & Horowitz, #4)","Horowitz, Anthony*",0062938185,9780062938183,0062938185,373        pp,4.09,"25,173",2022,"Nov 15, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2022","Nov 24, 2022","Nov 18, 2022",,Hardcover,view,/book/show/60461888-the-twist-of-a-knife
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Chairlift,"Irving, John*",1501189271,9781501189272,1501189271,889        pp,3.44,"8,135","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2022",,Hardcover,view,/book/show/60320396-the-last-chairlift
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,816","Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 05, 2022","Nov 10, 2022","Nov 05, 2022",,Hardcover,view,/book/show/60657583-lucy-by-the-sea
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Founding Brothers: The Revolutionary Generation,"Ellis, Joseph J.",0375705244,9780375705243,B004UMJ6YK,288        pp,3.95,"45,676","Oct 17, 2000","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Unknown Binding,view,/book/show/7493.Founding_Brothers
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of an Ordinary Man: A Memoir,"Newman, Paul",0593534506,9780593534502,0593534506,297        pp,3.89,"8,290","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was a very well done book - I very much enjoyed his voice and point of view interspersed with perspectives from family, friends and colleagues. HisIt was a very well done book - I very much enjoyed his voice and point of view interspersed with perspectives from family, friends and colleagues. His voice felt very genuine. I wanted a bit more though - it was very short on details and often flew at a very high level through major life events. The last part of the book very much fell off for me - the sort of ""this is what I think of life stuff"" felt almost like riffing. The earliest days were very interesting and also smacked of honesty....more",Notes are private!,0,0,3,"Jan 30, 2023Jan 30, 2023Jan 25, 2023","Jan 30, 2023Jan 30, 2023Jan 30, 2023","Oct 21, 2022",,Hardcover,view (with text),/book/show/60190681-the-extraordinary-life-of-an-ordinary-man
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Midnight: The Great War, a Violent Peace, and Democracy's Forgotten Crisis","Hochschild, Adam",0358455464,9780358455462,0358455464,422        pp,4.21,"3,733","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Hardcover,view,/book/show/60141696-american-midnight
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Front Runner        (Harlan's Story, #1)","Warren, Patricia Nell",0964109964,9780964109964,0964109964,320        pp,4.12,"5,882",1974,"May 30, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 15, 2022",,Paperback,view,/book/show/343738.The_Front_Runner
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,128","Aug 30, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While there were minor flaws, I still thought it a very nice diamond.",Notes are private!,0,0,1,"Sep 19, 2022","Oct 05, 2022","Sep 19, 2022",,Hardcover,view (with text),/book/show/60353768-the-marriage-portrait
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,618","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2022","Sep 14, 2022","Sep 19, 2022",,Hardcover,view,/book/show/58446227-sea-of-tranquility
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uncollected Essays of Elizabeth Hardwick,"Hardwick, Elizabeth",1681376237,9781681376233,1681376237,304        pp,4.13,77,"Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/59292879-the-uncollected-essays-of-elizabeth-hardwick
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,526","Apr 03, 2018","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, the word epic leaps to mind. This is a vast novel with many moving parts, literally and figuratively. There are books you give five stars to becWell, the word epic leaps to mind. This is a vast novel with many moving parts, literally and figuratively. There are books you give five stars to because they are so beautifully written and entertaining and then are those you do because they are well written, but the message hits you so hard that it sticks with you asleep and awake. For me, this was the latter of the two. It is a difficult read some of the time, because the medicine is hard to take. It is also sometime hard - for those of us of limited intellectual gifts - to follow and understand. But it is a powerful read and one that will echo on your psyche for a long time. One can eat this book up, and vice versa. ...more",Notes are private!,0,1,1,not set,"Aug 15, 2022","Jun 20, 2022",,Paperback,view (with text),/book/show/40180098-the-overstory
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jackie and Me,"Bayard, Louis",1643750356,9781643750354,1643750356,352        pp,3.52,"3,056","Jun 14, 2022","Jun 14, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read several of Louis Bayard's books, having started with Mr. Timothy - a novel about Tim Cratchett all grown up. And most recently I read CourI have read several of Louis Bayard's books, having started with Mr. Timothy - a novel about Tim Cratchett all grown up. And most recently I read Courting Mr. Lincoln. This leads to Mr. Bayard's specialty, picking characters from history or fiction who we know, and helping us know them better through a novel. Each time I was skeptical that it could be pulled off, each time I have been wrong. Jackie and Me, I thought, is too challenging to accomplish. I was wrong again. This is a delightful novel, really, really, really bringing the characters to life in a way that makes one appreciate their particular circumstances from their perspective, rather than the one that has been provided us as observers of history. Louis Bayard does it again. ...more",Notes are private!,0,0,1,"Aug 15, 2022","Sep 04, 2022","Jun 20, 2022",,Hardcover,view (with text),/book/show/58328431-jackie-and-me
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy-Go-Lucky,"Sedaris, David",0316392456,9780316392457,0316392456,272        pp,4.18,"40,967","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2022","Jun 28, 2022","Jun 19, 2022",,Hardcover,view,/book/show/58989873-happy-go-lucky
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Cows,"Young, Rosamund",1904871119,9781904871118,1904871119,136        pp,3.49,"4,512","Jun 26, 2003","Apr 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2022","Jul 19, 2022","May 31, 2022",,Paperback,view,/book/show/1427532.The_Secret_Life_of_Cows
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,French Braid,"Tyler, Anne*",059332109X,9780593321096,059332109X,244        pp,3.65,"48,687","Mar 22, 2022","Mar 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The world is fortunate to have Anne Tyler in it. She has a unique gift to write novels with characters so compelling that I often go on remembering thThe world is fortunate to have Anne Tyler in it. She has a unique gift to write novels with characters so compelling that I often go on remembering the characters for years. She has a way of showing, not telling, that is important for any writer, except she is so good at it that the novels are filled with people saying and doing things, though sometimes lacking in descriptions. We don’t know what a room looks like or understand a landscape, but we very much understand how each person feels because of what they are saying and what they are doing. Saint Maybe will always be my favorite book of her’s I think. I don’t recall a lot of what happened, just the character. French Braid is a very touching tap into how we feel about our families. They are strangers to us and yet completely familiar....more",Notes are private!,0,1,1,"Apr 17, 2022",May 2022,"Apr 17, 2022",,Hardcover,view (with text),/book/show/58065401-french-braid
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Was Better Last Night: A Memoir,"Fierstein, Harvey",0593320522,9780593320525,0593320522,386        pp,4.37,"3,524","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Hardcover,view,/book/show/58284110-i-was-better-last-night
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Give Unto Others        (Commissario Brunetti, #31)","Leon, Donna",0802159400,9780802159403,0802159400,295        pp,4.10,"8,102","Mar 15, 2022","Mar 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With he main character Brunetti, one always gets a welcome insight into human frailty and triumph. It was a pleasure to get to become re-acquainted wiWith he main character Brunetti, one always gets a welcome insight into human frailty and triumph. It was a pleasure to get to become re-acquainted with him for the 31st time. ...more",Notes are private!,0,0,1,"Mar 24, 2022","Apr 05, 2022","Mar 18, 2022",,Hardcover,view (with text),/book/show/58690671-give-unto-others
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Freedom: A Cook's Story; Remaking a Life from Scratch,"French, Erin*",1250312345,9781250312341,1250312345,304        pp,4.25,"12,254","Apr 06, 2021","Apr 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2022,"Mar 18, 2022","Feb 26, 2022",,Hardcover,view,/book/show/53317418-finding-freedom
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,42nd Street,"Seymour, James",0299081001,9780299081003,0299081001,196        pp,4.00,3,"Nov 01, 1980","Dec 01, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/748183.42nd_Street
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Decent Girl Always Goes to Mass on Sunday,"Fumento, Rocco",140104901X,9781401049010,140104901X,395        pp,5.00,2,"Oct 10, 2002","Oct 10, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/3147479-a-decent-girl-always-goes-to-mass-on-sunday
