,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emily's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nineties: A Book,"Klosterman, Chuck",,,B094GNFS2T,384        pp,3.88,"25,256","Feb 08, 2022","Feb 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5,Notes are private!,1,3,1,"Jun 28, 2022","Jul 06, 2022","Jun 22, 2022",,Kindle Edition,view (with text),/book/show/58445515-the-nineties
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Umbrella Academy, Vol. 2: Dallas","Way, Gerard",159582345X,9781595823458,159582345X,192        pp,3.98,"26,940","Sep 30, 2009","Sep 16, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2022",,Paperback,view,/book/show/6413286-the-umbrella-academy-vol-2
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NLP Metaphorically,"Rasey, Chris",1425164455,9781425164454,1425164455,184        pp,3.67,3,"Jul 17, 2010","Jul 17, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2022",,Hardcover,view,/book/show/14309445-nlp-metaphorically
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pity the Beast,"McLean, Robin*",,9781913505158,,384        pp,3.26,268,"Nov 02, 2021","Nov 02, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would have stopped reading around page 131 or before but it was sent as part of my book subscription so I wanted to give it a fair chance by finishiI would have stopped reading around page 131 or before but it was sent as part of my book subscription so I wanted to give it a fair chance by finishing. However it just wasn’t for me and I wonder why this book was chosen based on the preferences I gave. Anyway I felt like the language was vulgar at times. Which I don’t usually mind but it just didn’t sit well in this novel, it didn’t add to it. In general I found it hard to follow and hard to read. This was probably deliberate but I couldn’t place the time. It seemed so old fashioned but it did talk of fairly modern things too. It was definitely unusual and would probably suit someone else’s tastes, just not mine this time....more",Notes are private!,1,24,1,"Jun 12, 2022","Jun 17, 2022","Jun 04, 2022",,ebook,view (with text),/book/show/59479874-pity-the-beast
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House Arrest: Pandemic Diaries,"Bennett, Alan",1800811926,9781800811928,1800811926,64        pp,3.82,"1,026",unknown,"May 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 10, 2022","Jul 10, 2022","May 15, 2022",,Hardcover,view,/book/show/59411948-house-arrest
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Win Friends and Influence People,"Carnegie, Dale",,,,288        pp,4.22,"979,879",Oct 1936,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2022","May 22, 2022","May 15, 2022",,Paperback,view,/book/show/4865.How_to_Win_Friends_and_Influence_People
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinosaurs,"Millet, Lydia",,,B09TQ35NGZ,240        pp,3.89,"9,609","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/58706017-dinosaurs
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctrines and Visions,"Chomsky, Noam",0141023058,9780141023052,0141023058,55        pp,3.49,113,2005,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Paperback,view,/book/show/1190616.Doctrines_and_Visions
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Going to Hurt,"Kay, Adam*",1509858636,9781509858637,1509858636,280        pp,4.41,"282,889","Sep 07, 2017","Apr 19, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Aug 28, 2022","Sep 03, 2022","May 01, 2022",,Paperback,view,/book/show/57143963-this-is-going-to-hurt
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune Messiah        (Dune, #2)","Herbert, Frank",0593098234,9780593098233,0593098234,337        pp,3.89,"289,149","Jul 01, 1969","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Mass Market Paperback,view,/book/show/44492285-dune-messiah
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game","Wambach, Abby",1250217709,9781250217707,1250217709,112        pp,4.15,"23,767","Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Hardcover,view,/book/show/41812857-wolfpack
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Pill,"Kunzru, Hari*",1471194493,9781471194498,B082J42FBM,320        pp,3.68,"5,340","Sep 01, 2020","Oct 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Apr 16, 2022","Apr 17, 2022","Apr 16, 2022",,Kindle Edition,view,/book/show/50387404-red-pill
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divided Self: An Existential Study in Sanity and Madness,"Laing, R.D.",0140135375,9780140135374,0140135375,224        pp,4.11,"5,859",1960,"Aug 30, 1965",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2022",,Paperback,view,/book/show/496585.The_Divided_Self
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misfits: A Personal Manifesto,"Coel, Michaela",1529148251,9781529148251,1529148251,128        pp,4.16,"5,814","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Apr 12, 2022","Apr 13, 2022","Apr 12, 2022",,Hardcover,view,/book/show/57873510-misfits
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Amongst Our Weapons        (Rivers of London, #9)","Aaronovitch, Ben*",147322666X,9781473226661,147322666X,405        pp,4.33,"15,926","Apr 07, 2022","Apr 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Audiobook This series is always so enjoyable and has the perfect narrator. I always look forward to a new book in the series coming out and know I wonAudiobook This series is always so enjoyable and has the perfect narrator. I always look forward to a new book in the series coming out and know I won't be disappointed....more,Notes are private!,0,34,1,"Jul 28, 2022","Aug 02, 2022","Apr 11, 2022",,Hardcover,view (with text),/book/show/59816302-amongst-our-weapons
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Brown, Brené*",,,B09DTJM18Q,320        pp,4.32,"75,775","Nov 30, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Apr 24, 2022","May 04, 2022","Apr 09, 2022",,Kindle Edition,view,/book/show/58907540-atlas-of-the-heart
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Get Untamed: The Journal,"Doyle, Glennon*",0593235657,9780593235652,0593235657,224        pp,4.38,413,unknown,"Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/57884686-get-untamed
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passion According to G.H.,"Lispector, Clarice",,,B008CIQ0HY,121        pp,4.14,"12,222",1964,"Jun 13, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Apr 07, 2022",,Kindle Edition,view,/book/show/19220823-the-passion-according-to-g-h
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I Grow Up: stories of adults in search of adulthood,"Sarner, Moya",1913348008,9781913348007,1913348008,304        pp,4.00,54,unknown,"Jun 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2022",,Hardcover,view,/book/show/58695613-when-i-grow-up
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dangers of Smoking in Bed,"Enríquez, Mariana",1783788216,9781783788217,1783788216,187        pp,3.82,"40,603",Jan 2009,"Feb 03, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Nov 02, 2023","Nov 08, 2023","Apr 01, 2022",,Paperback,view,/book/show/60446114-the-dangers-of-smoking-in-bed
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spring Cannot Be Cancelled,"Hockney, David",0500094365,9780500094365,0500094365,280        pp,4.48,"1,000",2021,"May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2022",,Hardcover,view,/book/show/56760378-spring-cannot-be-cancelled
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animals,"Unsworth, Emma Jane",1782112138,9781782112136,1782112138,247        pp,3.50,"6,847","May 01, 2014","Jun 04, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2022","Jul 24, 2022","Mar 30, 2022",,Mass Market Paperback,view,/book/show/25603442-animals
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Data: A Very Short Introduction,"Holmes, Dawn E.",0191085049,9780191085048,B076645GRH,151        pp,3.67,231,"Jan 30, 2018","Nov 16, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(Read for my level three data citizen apprenticeship) A helpful and informative introduction.,Notes are private!,0,10,1,"Mar 28, 2022","Apr 20, 2022","Mar 28, 2022",,Kindle Edition,view (with text),/book/show/36611657-big-data
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jailbird,"Vonnegut, Kurt, Jr.",,,B005IHWAN0,322        pp,3.83,"24,542",1979,"Aug 21, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Kindle Edition,view,/book/show/36098296-jailbird
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House of Fortune        (The Miniaturist, #2)","Burton, Jessie",1509886087,9781509886081,1509886087,416        pp,3.89,"10,835",Jul 2022,"Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 26, 2022",,Hardcover,view,/book/show/58560514-the-house-of-fortune
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filthy Animals,"Taylor, Brandon",0525538917,9780525538912,0525538917,288        pp,3.65,"8,875","Jun 22, 2021","Jun 22, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 rounded up. Audiobook.Unfortunately, the only short story I really enjoyed in the collection was ‘Anne Of Cleves’.",Notes are private!,0,36,1,"Mar 24, 2022","Apr 09, 2022","Mar 24, 2022",,Hardcover,view (with text),/book/show/55801198-filthy-animals
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Want to Die but I Want to Eat Tteokbokki,"Baek, Se-hee",1526648083,,B09RSXGGDQ,208        pp,3.31,"51,865","Jun 20, 2018","Jun 23, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Audiobook,Notes are private!,0,8,1,"Feb 14, 2023","Feb 18, 2023","Mar 16, 2022",,Kindle Edition,view (with text),/book/show/60744223-i-want-to-die-but-i-want-to-eat-tteokbokki
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Mango Street,"Cisneros, Sandra",0345807197,9780345807199,,110        pp,3.69,"190,572",1984,"Apr 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Audiobook,Notes are private!,0,6,1,"Jul 14, 2022","Jul 19, 2022","Mar 14, 2022",,ebook,view (with text),/book/show/17736850-the-house-on-mango-street
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Would the Spice Girls Do?: How the Girl Power Generation Grew Up,"Bravo, Lauren",1787631303,9781787631304,1787631303,208        pp,3.79,"1,546",unknown,"Oct 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/40950239-what-would-the-spice-girls-do
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Model and Other Stories,"Nin, Anaïs",0146000609,9780146000607,0146000609,86        pp,3.36,101,"Jul 01, 1995",1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Mar 16, 2022","Mar 16, 2022","Mar 06, 2022",,Paperback,view,/book/show/1495662.A_Model_and_Other_Stories
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not To Be a Boy,"Webb, Robert",,,,337        pp,4.19,"14,745","Aug 29, 2017","Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Kindle Edition,view,/book/show/34661984-how-not-to-be-a-boy
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pain Gap: How Sexism and Racism in Healthcare Kill Women,"Hossain, Anushay",1982177772,9781982177775,1982177772,304        pp,3.66,"1,334","Oct 26, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Hardcover,view,/book/show/56898281-the-pain-gap
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brown Girls,"Andreades, Daphne Palasi*",0008478058,9780008478056,0008478058,224        pp,3.92,"7,617","Jan 04, 2022","Feb 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 18, 2022","Mar 22, 2022","Mar 04, 2022",,Hardcover,view,/book/show/59851391-brown-girls
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Had to Remove This Post,"Bervoets, Hanna*",1529087244,9781529087246,B09J4WZ4P4,144        pp,2.94,"21,361","Mar 06, 2021","May 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Mar 05, 2022","Mar 07, 2022","Feb 24, 2022",,Kindle Edition,view,/book/show/59523594-we-had-to-remove-this-post
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post-Traumatic,"Johnson, Chantal V.*",0316264237,9780316264235,0316264237,320        pp,3.76,"4,043","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2022","Mar 18, 2022","Feb 18, 2022",,Hardcover,view,/book/show/58684299-post-traumatic
